
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,ID,
2.01645,4.04688,4.96875,um,Surface,BoundingBoxOO Length,1,2771,
2.002,6.35938,11.9258,um,Surface,BoundingBoxOO Length,1,2772,
2.00099,9.36914,17.6406,um,Surface,BoundingBoxOO Length,1,2773,
2.00426,3.14844,17.832,um,Surface,BoundingBoxOO Length,1,2774,
2.00035,11.2148,17.3906,um,Surface,BoundingBoxOO Length,1,2775,
2.00097,5.64844,14.2461,um,Surface,BoundingBoxOO Length,1,2776,
2.01352,3.08008,4.1875,um,Surface,BoundingBoxOO Length,1,2777,
2.00493,5.96094,7.16016,um,Surface,BoundingBoxOO Length,1,2778,
2.00318,6.29688,10.7188,um,Surface,BoundingBoxOO Length,1,2779,
2.00277,4.05664,8.46094,um,Surface,BoundingBoxOO Length,1,2780,
2.00278,12.6172,14.6367,um,Surface,BoundingBoxOO Length,1,2781,
2.00072,7.60938,10.3086,um,Surface,BoundingBoxOO Length,1,2782,
2.00304,6.01758,11.1094,um,Surface,BoundingBoxOO Length,1,2783,
2.00431,6.21094,14.25,um,Surface,BoundingBoxOO Length,1,2784,
2.01083,3.125,4.98438,um,Surface,BoundingBoxOO Length,1,2785,
2.00521,6.29297,12.3477,um,Surface,BoundingBoxOO Length,1,2786,
2.00092,9.57813,14.7344,um,Surface,BoundingBoxOO Length,1,2787,
2.03259,3.52734,4.79883,um,Surface,BoundingBoxOO Length,1,2788,
2.0021,6.60156,14.8398,um,Surface,BoundingBoxOO Length,1,2789,
2.00919,4.73828,8.40625,um,Surface,BoundingBoxOO Length,1,2790,
2.0132,3.84766,4.53125,um,Surface,BoundingBoxOO Length,1,2791,
2.00131,7.34766,19.2578,um,Surface,BoundingBoxOO Length,1,2792,
2.00362,6.91406,14.3281,um,Surface,BoundingBoxOO Length,1,2793,
2.00028,5.63281,14.4648,um,Surface,BoundingBoxOO Length,1,2794,
2.01102,4.07031,8.67969,um,Surface,BoundingBoxOO Length,1,2795,
2.00055,12.5234,19.3633,um,Surface,BoundingBoxOO Length,1,2796,
2.00484,5.35547,8.66797,um,Surface,BoundingBoxOO Length,1,2797,
2.00481,6.67188,8.89063,um,Surface,BoundingBoxOO Length,1,2798,
2.00319,6.23828,10.2734,um,Surface,BoundingBoxOO Length,1,2799,
2.01801,3.40625,4.4375,um,Surface,BoundingBoxOO Length,1,2800,
2.0012,13.2695,21.0508,um,Surface,BoundingBoxOO Length,1,2801,
2.00842,4.03516,5.875,um,Surface,BoundingBoxOO Length,1,2802,
2.00197,5.18164,7.68359,um,Surface,BoundingBoxOO Length,1,2803,
2.00182,5.22656,7.92188,um,Surface,BoundingBoxOO Length,1,2804,
2.00168,5.36719,6.21094,um,Surface,BoundingBoxOO Length,1,2805,
2.00449,5.67578,6.95313,um,Surface,BoundingBoxOO Length,1,2806,
2.36719,2.09424,3.30859,um,Surface,BoundingBoxOO Length,1,2807,
2.00369,6.36133,12.2773,um,Surface,BoundingBoxOO Length,1,2808,
2.01143,4.55078,5.67969,um,Surface,BoundingBoxOO Length,1,2809,
2.00179,7.09766,8.4668,um,Surface,BoundingBoxOO Length,1,2810,
2.00039,6.36719,11.4961,um,Surface,BoundingBoxOO Length,1,2811,
2.00388,5.78125,7.86719,um,Surface,BoundingBoxOO Length,1,2812,
2.00412,4.27734,6.45313,um,Surface,BoundingBoxOO Length,1,2813,
2.00456,5.5625,13.0156,um,Surface,BoundingBoxOO Length,1,2814,
2.00149,8.13281,14.1602,um,Surface,BoundingBoxOO Length,1,2815,
2.00637,4.71094,6.43359,um,Surface,BoundingBoxOO Length,1,2816,
2.00672,5.13281,7.4375,um,Surface,BoundingBoxOO Length,1,2817,
2.00309,3.76563,10.0742,um,Surface,BoundingBoxOO Length,1,2818,
2.00249,4.53906,5.37305,um,Surface,BoundingBoxOO Length,1,2819,
2.01279,3.66016,4.35742,um,Surface,BoundingBoxOO Length,1,2820,
2.00122,4.86719,6.19189,um,Surface,BoundingBoxOO Length,1,2821,
2.00353,9.19336,16.8398,um,Surface,BoundingBoxOO Length,1,2822,
2.00302,5.44531,7.25781,um,Surface,BoundingBoxOO Length,1,2823,
2.00264,4.76563,11.1641,um,Surface,BoundingBoxOO Length,1,2824,
2.00103,5.21094,11.9336,um,Surface,BoundingBoxOO Length,1,2825,
2.00242,13.7266,19.543,um,Surface,BoundingBoxOO Length,1,2826,
2.00258,6.90234,10.0313,um,Surface,BoundingBoxOO Length,1,2827,
2.00875,4.53125,6.26563,um,Surface,BoundingBoxOO Length,1,2828,
2.01207,3.45313,4.25,um,Surface,BoundingBoxOO Length,1,2829,
2.02509,3.33594,3.51367,um,Surface,BoundingBoxOO Length,1,2830,
2.0027,7.71875,10.0156,um,Surface,BoundingBoxOO Length,1,2831,
2.00932,5.17578,7.07031,um,Surface,BoundingBoxOO Length,1,2832,
2.00484,4.56055,9.35156,um,Surface,BoundingBoxOO Length,1,2833,
2.00419,6.10547,6.59375,um,Surface,BoundingBoxOO Length,1,2834,
2.00875,3.28906,6.07031,um,Surface,BoundingBoxOO Length,1,2835,
2.0165,5.53906,6.88672,um,Surface,BoundingBoxOO Length,1,2836,
2.01044,4.08203,4.87305,um,Surface,BoundingBoxOO Length,1,2837,
2.00301,9.27344,14.0547,um,Surface,BoundingBoxOO Length,1,2838,
2.01291,3.91016,5.26563,um,Surface,BoundingBoxOO Length,1,2839,
2.00531,5.00781,7.1582,um,Surface,BoundingBoxOO Length,1,2840,
2.03162,2.63867,4.15625,um,Surface,BoundingBoxOO Length,1,2841,
2.0025,6.12109,9.66406,um,Surface,BoundingBoxOO Length,1,2842,
2.00621,4.82813,9.53516,um,Surface,BoundingBoxOO Length,1,2843,
2.01151,3.62109,4.12891,um,Surface,BoundingBoxOO Length,1,2844,
2.00993,5.28516,7.59961,um,Surface,BoundingBoxOO Length,1,2845,
2.00887,4.57813,6.54297,um,Surface,BoundingBoxOO Length,1,2846,
2.00101,5.71484,14.5703,um,Surface,BoundingBoxOO Length,1,2847,
2.00064,6.53906,12.5117,um,Surface,BoundingBoxOO Length,1,2848,
2.00843,4.54102,6.86328,um,Surface,BoundingBoxOO Length,1,2849,
2.00905,5.04688,5.37109,um,Surface,BoundingBoxOO Length,1,2850,
2.0009,8.16016,15.5625,um,Surface,BoundingBoxOO Length,1,2851,
2.0117,4.11719,6.95703,um,Surface,BoundingBoxOO Length,1,2852,
2.00327,5.92969,7.14648,um,Surface,BoundingBoxOO Length,1,2853,
2.00874,3.72266,5.7168,um,Surface,BoundingBoxOO Length,1,2854,
2.0197,3.42773,7.44531,um,Surface,BoundingBoxOO Length,1,2855,
2.00277,8.92969,16.6875,um,Surface,BoundingBoxOO Length,1,2856,
2.00275,5.16406,8.38281,um,Surface,BoundingBoxOO Length,1,2857,
2.00293,6.64453,8.44727,um,Surface,BoundingBoxOO Length,1,2858,
2.00355,5.66016,6.45898,um,Surface,BoundingBoxOO Length,1,2859,
2.00161,3.08984,6.625,um,Surface,BoundingBoxOO Length,1,2860,
2.02292,3.64453,4.15625,um,Surface,BoundingBoxOO Length,1,2861,
2.00418,6.36719,7.10156,um,Surface,BoundingBoxOO Length,1,2862,
2.0192,3.58203,4.85938,um,Surface,BoundingBoxOO Length,1,2863,
2.01813,3.375,6.5,um,Surface,BoundingBoxOO Length,1,2864,
2.00874,4.63281,6.73633,um,Surface,BoundingBoxOO Length,1,2865,
2.00471,4.375,6.80469,um,Surface,BoundingBoxOO Length,1,2866,
2.0028,7.95313,13.8027,um,Surface,BoundingBoxOO Length,1,2867,
2.00379,6.875,9.42969,um,Surface,BoundingBoxOO Length,1,2868,
2.0144,3.44531,3.72266,um,Surface,BoundingBoxOO Length,1,2869,
2.00898,5.27734,5.71094,um,Surface,BoundingBoxOO Length,1,2870,
2.01645,3.13672,4.28516,um,Surface,BoundingBoxOO Length,1,2871,
2.00364,4.3125,8.21289,um,Surface,BoundingBoxOO Length,1,2872,
2.00336,4.35156,6.05469,um,Surface,BoundingBoxOO Length,1,2873,
2.00556,5.10156,7.25781,um,Surface,BoundingBoxOO Length,1,2874,
2.01617,3.43359,4.12109,um,Surface,BoundingBoxOO Length,1,2875,
2.01059,3.85156,5.0957,um,Surface,BoundingBoxOO Length,1,2876,
2.00476,7.3125,10.4609,um,Surface,BoundingBoxOO Length,1,2877,
2.01154,4.30469,6.29297,um,Surface,BoundingBoxOO Length,1,2878,
2.01628,4.23828,4.64844,um,Surface,BoundingBoxOO Length,1,2879,
2.00189,4.68359,8.03516,um,Surface,BoundingBoxOO Length,1,2880,
2.01611,3.13281,5.56641,um,Surface,BoundingBoxOO Length,1,2881,
2.00809,3.81641,6.64844,um,Surface,BoundingBoxOO Length,1,2882,
2.0141,4.11328,4.38477,um,Surface,BoundingBoxOO Length,1,2883,
2.04401,2.75391,8.83984,um,Surface,BoundingBoxOO Length,1,2884,
2.0013,6.78516,16.3867,um,Surface,BoundingBoxOO Length,1,2885,
2.01959,3.51563,4.98242,um,Surface,BoundingBoxOO Length,1,2886,
2.00191,5.51563,5.93359,um,Surface,BoundingBoxOO Length,1,2887,
2.00171,8.58984,11.8359,um,Surface,BoundingBoxOO Length,1,2888,
2.00951,3.86719,4.40039,um,Surface,BoundingBoxOO Length,1,2889,
2.00865,3.77734,4.69531,um,Surface,BoundingBoxOO Length,1,2890,
2.00589,4.48438,5.19531,um,Surface,BoundingBoxOO Length,1,2891,
2.02017,4.33594,6.28516,um,Surface,BoundingBoxOO Length,1,2892,
2.03046,3.72656,3.64063,um,Surface,BoundingBoxOO Length,1,2893,
2.01289,3.1875,4.01563,um,Surface,BoundingBoxOO Length,1,2894,
2.00172,9.64258,13.1719,um,Surface,BoundingBoxOO Length,1,2895,
2.00983,4.66406,9.0625,um,Surface,BoundingBoxOO Length,1,2896,
2.00179,5.70313,7.19531,um,Surface,BoundingBoxOO Length,1,2897,
2.01929,3.51953,3.95117,um,Surface,BoundingBoxOO Length,1,2898,
2.00098,11.8047,14.4922,um,Surface,BoundingBoxOO Length,1,2899,
2.00199,7.55078,12.1953,um,Surface,BoundingBoxOO Length,1,2900,
2.00174,6.98438,8.16406,um,Surface,BoundingBoxOO Length,1,2901,
2.00359,6.69922,18.4375,um,Surface,BoundingBoxOO Length,1,2902,
2.00339,4.6875,6.08594,um,Surface,BoundingBoxOO Length,1,2903,
2.00245,6.87891,16.8672,um,Surface,BoundingBoxOO Length,1,2904,
2.00278,7.45313,11.0195,um,Surface,BoundingBoxOO Length,1,2905,
2.00743,4.09766,5.44727,um,Surface,BoundingBoxOO Length,1,2906,
2.00092,7.01172,17.5078,um,Surface,BoundingBoxOO Length,1,2907,
2.00672,5.18359,5.9375,um,Surface,BoundingBoxOO Length,1,2908,
2.01039,5.44141,8.01172,um,Surface,BoundingBoxOO Length,1,2909,
2.0052,4.74414,6.10938,um,Surface,BoundingBoxOO Length,1,2910,
2.00438,4.20313,8.50391,um,Surface,BoundingBoxOO Length,1,2911,
2.00327,5.53906,6.17578,um,Surface,BoundingBoxOO Length,1,2912,
2.00582,12.8398,13.4258,um,Surface,BoundingBoxOO Length,1,2913,
2.00065,11.5,34.582,um,Surface,BoundingBoxOO Length,1,2914,
2.0116,3.94922,5.67969,um,Surface,BoundingBoxOO Length,1,2915,
2.00212,6.6875,9.39063,um,Surface,BoundingBoxOO Length,1,2916,
2.00544,7.42969,14.4258,um,Surface,BoundingBoxOO Length,1,2917,
2.01104,5.65234,7.85742,um,Surface,BoundingBoxOO Length,1,2918,
2.00595,4.49609,4.90234,um,Surface,BoundingBoxOO Length,1,2919,
2.00346,4.67188,11.6523,um,Surface,BoundingBoxOO Length,1,2920,
2.00357,6.70313,16.0703,um,Surface,BoundingBoxOO Length,1,2921,
2.00169,4.82031,8.47656,um,Surface,BoundingBoxOO Length,1,2922,
2.00394,4.59961,5.64063,um,Surface,BoundingBoxOO Length,1,2923,
2.00112,13.2969,16.543,um,Surface,BoundingBoxOO Length,1,2924,
2.00513,5.90234,11.1797,um,Surface,BoundingBoxOO Length,1,2925,
2.05811,3.375,4.43555,um,Surface,BoundingBoxOO Length,1,2926,
2.00229,8.76172,17.5156,um,Surface,BoundingBoxOO Length,1,2927,
2.00239,12.4121,13.9727,um,Surface,BoundingBoxOO Length,1,2928,
2.00674,5.16406,6.57813,um,Surface,BoundingBoxOO Length,1,2929,
2.00514,5.06445,8.90234,um,Surface,BoundingBoxOO Length,1,2930,
2.00122,11.125,13.3242,um,Surface,BoundingBoxOO Length,1,2931,
2.0008,7.35547,14.7539,um,Surface,BoundingBoxOO Length,1,2932,
2.00201,13.0313,16.9922,um,Surface,BoundingBoxOO Length,1,2933,
2.00322,4.12109,6.34375,um,Surface,BoundingBoxOO Length,1,2934,
2.00105,5.55469,7.32422,um,Surface,BoundingBoxOO Length,1,2935,
2.00306,3.91406,5.25781,um,Surface,BoundingBoxOO Length,1,2936,
2.00377,3.65039,4.75781,um,Surface,BoundingBoxOO Length,1,2937,
2.00118,9.23047,13.627,um,Surface,BoundingBoxOO Length,1,2938,
2.0021,4.92578,5.38672,um,Surface,BoundingBoxOO Length,1,2939,
2.00157,10.8008,19.5586,um,Surface,BoundingBoxOO Length,1,2940,
2.00877,4.43359,6.26563,um,Surface,BoundingBoxOO Length,1,2941,
2.00987,4.85547,6.85938,um,Surface,BoundingBoxOO Length,1,2942,
2.00164,10.0273,12.0469,um,Surface,BoundingBoxOO Length,1,2943,
2.00412,5.72266,11.293,um,Surface,BoundingBoxOO Length,1,2944,
2.01743,3.67773,4.64063,um,Surface,BoundingBoxOO Length,1,2945,
2.00566,7.29297,7.60547,um,Surface,BoundingBoxOO Length,1,2946,
2.00105,6.74023,10.0156,um,Surface,BoundingBoxOO Length,1,2947,
2.00801,4.50781,4.95508,um,Surface,BoundingBoxOO Length,1,2948,
2.00585,5.45703,7.51563,um,Surface,BoundingBoxOO Length,1,2949,
2.00378,4.90234,5.30078,um,Surface,BoundingBoxOO Length,1,2950,
2.0139,4.25586,6.69531,um,Surface,BoundingBoxOO Length,1,2951,
2.00284,6.88477,10.4609,um,Surface,BoundingBoxOO Length,1,2952,
2.00508,4.14063,5.93359,um,Surface,BoundingBoxOO Length,1,2953,
2.00088,13.9141,16.4258,um,Surface,BoundingBoxOO Length,1,2954,
2.00027,16.3594,29.7285,um,Surface,BoundingBoxOO Length,1,2955,
2.00407,5.59375,7.05469,um,Surface,BoundingBoxOO Length,1,2956,
2.01001,4.96484,5.14063,um,Surface,BoundingBoxOO Length,1,2957,
2.00185,8.96094,15.7188,um,Surface,BoundingBoxOO Length,1,2958,
2.00112,12.4375,23.6055,um,Surface,BoundingBoxOO Length,1,2959,
2.0023,6.80664,9.18359,um,Surface,BoundingBoxOO Length,1,2960,
2.00245,5.25391,9.56641,um,Surface,BoundingBoxOO Length,1,2961,
2.00037,4.76563,11.2383,um,Surface,BoundingBoxOO Length,1,2962,
2.00078,13.8223,21.5703,um,Surface,BoundingBoxOO Length,1,2963,
2.01237,2.93359,5.66016,um,Surface,BoundingBoxOO Length,1,2964,
2.00019,19.4961,39.3516,um,Surface,BoundingBoxOO Length,1,2965,
2.00463,6.17969,9.01953,um,Surface,BoundingBoxOO Length,1,2966,
2.00271,4.03516,8.08594,um,Surface,BoundingBoxOO Length,1,2967,
2.00998,4.27734,7.34375,um,Surface,BoundingBoxOO Length,1,2968,
1.78516,2.05029,2.26953,um,Surface,BoundingBoxOO Length,1,2969,
2.00027,16,20.1777,um,Surface,BoundingBoxOO Length,1,2970,
2.01024,4.77148,7.06641,um,Surface,BoundingBoxOO Length,1,2971,
2.004,6.73828,9.21875,um,Surface,BoundingBoxOO Length,1,2972,
2.00647,7.37305,11.0469,um,Surface,BoundingBoxOO Length,1,2973,
2.00225,9.22266,13.9766,um,Surface,BoundingBoxOO Length,1,2974,
2.00177,5.41797,9.40234,um,Surface,BoundingBoxOO Length,1,2975,
2.00194,8.43359,15.1406,um,Surface,BoundingBoxOO Length,1,2976,
2.00459,9.39453,12.7188,um,Surface,BoundingBoxOO Length,1,2977,
2.00503,5.32813,6.92188,um,Surface,BoundingBoxOO Length,1,2978,
2.00728,4.35938,5.11133,um,Surface,BoundingBoxOO Length,1,2979,
2.00196,12.3633,22.3203,um,Surface,BoundingBoxOO Length,1,2980,
2.00965,4.95313,5.72656,um,Surface,BoundingBoxOO Length,1,2981,
2.00698,3.94141,6.92969,um,Surface,BoundingBoxOO Length,1,2982,
2.00113,21.2031,30.2734,um,Surface,BoundingBoxOO Length,1,2983,
2.00047,18.7773,30.25,um,Surface,BoundingBoxOO Length,1,2984,
2.00342,10.0781,12.2246,um,Surface,BoundingBoxOO Length,1,2985,
2.00253,7.96094,15.2695,um,Surface,BoundingBoxOO Length,1,2986,
2.00322,8.69141,13.3906,um,Surface,BoundingBoxOO Length,1,2987,
2.00535,3.86719,8.48633,um,Surface,BoundingBoxOO Length,1,2988,
2.00266,8.26758,17.6836,um,Surface,BoundingBoxOO Length,1,2989,
2.00171,8.11328,12.5156,um,Surface,BoundingBoxOO Length,1,2990,
2.00887,5.72656,13.3594,um,Surface,BoundingBoxOO Length,1,2991,
2.00085,24.9551,29.0859,um,Surface,BoundingBoxOO Length,1,2992,
2.00288,8.13281,16.8184,um,Surface,BoundingBoxOO Length,1,2993,
2.00385,4.0293,6.95313,um,Surface,BoundingBoxOO Length,1,2994,
2.00238,11.0039,15.1055,um,Surface,BoundingBoxOO Length,1,2995,
2.00057,15.1094,21.6289,um,Surface,BoundingBoxOO Length,1,2996,
2.00603,3.66406,6.11914,um,Surface,BoundingBoxOO Length,1,2997,
2.00198,3.80469,10.0898,um,Surface,BoundingBoxOO Length,1,2998,
2.00752,3.64844,7.38281,um,Surface,BoundingBoxOO Length,1,2999,
2.00132,16.6094,27.2539,um,Surface,BoundingBoxOO Length,1,3000,
2.00148,18.6191,26.6992,um,Surface,BoundingBoxOO Length,1,3001,
2.00159,7.83984,8.91406,um,Surface,BoundingBoxOO Length,1,3002,
2.00059,16.668,38.875,um,Surface,BoundingBoxOO Length,1,3003,
2.00794,4.07813,7.24219,um,Surface,BoundingBoxOO Length,1,3004,
2.00115,14.0176,27.8242,um,Surface,BoundingBoxOO Length,1,3005,
2.00082,6.31641,11.9258,um,Surface,BoundingBoxOO Length,1,3006,
2.00054,35.9785,73.5938,um,Surface,BoundingBoxOO Length,1,3007,
2.00353,9.33984,15.6953,um,Surface,BoundingBoxOO Length,1,3008,
2.00103,21.625,40.3906,um,Surface,BoundingBoxOO Length,1,3009,
2.00148,22.5117,27.6406,um,Surface,BoundingBoxOO Length,1,3010,
2.00803,4.48438,6.45313,um,Surface,BoundingBoxOO Length,1,3011,
2.0068,7.96875,14.9941,um,Surface,BoundingBoxOO Length,1,3012,
2.00224,12.1797,15.0742,um,Surface,BoundingBoxOO Length,1,3013,
2.00264,14.2988,18.5117,um,Surface,BoundingBoxOO Length,1,3014,
2.0034,8.12891,13.2324,um,Surface,BoundingBoxOO Length,1,3015,
2.00128,12.1777,20.3906,um,Surface,BoundingBoxOO Length,1,3016,
2.00233,5.39844,9.49219,um,Surface,BoundingBoxOO Length,1,3017,
2.0061,4.85156,6.12891,um,Surface,BoundingBoxOO Length,1,3018,
2.00063,16.1348,25.168,um,Surface,BoundingBoxOO Length,1,3019,
2.00258,5.69922,7.75391,um,Surface,BoundingBoxOO Length,1,3020,
2.01228,3.87891,8.55859,um,Surface,BoundingBoxOO Length,1,3021,
2.00023,25.6484,49.7305,um,Surface,BoundingBoxOO Length,1,3022,
2.0013,14.4023,19.3105,um,Surface,BoundingBoxOO Length,1,3023,
2.00432,3.64258,7.72266,um,Surface,BoundingBoxOO Length,1,3024,
2.00457,5.35547,7.33203,um,Surface,BoundingBoxOO Length,1,3025,
2.00105,19.2441,34.4688,um,Surface,BoundingBoxOO Length,1,3026,
2.00094,7.01563,14.9219,um,Surface,BoundingBoxOO Length,1,3027,
2.00072,28.8926,58.8438,um,Surface,BoundingBoxOO Length,1,3028,
2.00624,3.5625,4.58203,um,Surface,BoundingBoxOO Length,1,3029,
2.01244,3.43164,4.40234,um,Surface,BoundingBoxOO Length,1,3030,
2.00099,13.4473,19.7266,um,Surface,BoundingBoxOO Length,1,3031,
2.00028,12.8906,16.2148,um,Surface,BoundingBoxOO Length,1,3032,
2.00335,7.95703,9.39063,um,Surface,BoundingBoxOO Length,1,3033,
2.00091,5.77734,6.60938,um,Surface,BoundingBoxOO Length,1,3034,
2.00059,10.8594,18.4883,um,Surface,BoundingBoxOO Length,1,3035,
2.00125,8.92383,16.2852,um,Surface,BoundingBoxOO Length,1,3036,
2.00113,13.168,19.584,um,Surface,BoundingBoxOO Length,1,3037,
2.01076,5.27734,8.30469,um,Surface,BoundingBoxOO Length,1,3038,
2.00078,8.46094,8.64844,um,Surface,BoundingBoxOO Length,1,3039,
2.00238,12.8887,23.2813,um,Surface,BoundingBoxOO Length,1,3040,
2.0031,11.7891,23.957,um,Surface,BoundingBoxOO Length,1,3041,
2.00068,14.7852,35.9824,um,Surface,BoundingBoxOO Length,1,3042,
2.00046,17.6621,45.9258,um,Surface,BoundingBoxOO Length,1,3043,
2.00336,6.27734,10.8984,um,Surface,BoundingBoxOO Length,1,3044,
2.01404,4,6.27734,um,Surface,BoundingBoxOO Length,1,3045,
2.00147,14.9414,45.0469,um,Surface,BoundingBoxOO Length,1,3046,
2.00189,10.6406,21.0664,um,Surface,BoundingBoxOO Length,1,3047,
2.00415,5.10742,7.32422,um,Surface,BoundingBoxOO Length,1,3048,
2.00101,25.6016,34.3086,um,Surface,BoundingBoxOO Length,1,3049,
2.00398,11.0391,26.6406,um,Surface,BoundingBoxOO Length,1,3050,
2.00298,5.68359,12.4707,um,Surface,BoundingBoxOO Length,1,3051,
2.00031,34.3281,87.418,um,Surface,BoundingBoxOO Length,1,3052,
2.0021,12.0625,16.5781,um,Surface,BoundingBoxOO Length,1,3053,
2.00068,7.69922,12.6582,um,Surface,BoundingBoxOO Length,1,3054,
2.00028,32.9492,40.1875,um,Surface,BoundingBoxOO Length,1,3055,
2.00069,11.5742,17.1855,um,Surface,BoundingBoxOO Length,1,3056,
2.00109,13.8398,19.5117,um,Surface,BoundingBoxOO Length,1,3057,
2.00094,7.96875,16.0547,um,Surface,BoundingBoxOO Length,1,3058,
2.00291,7.61719,10.7441,um,Surface,BoundingBoxOO Length,1,3059,
2.00974,6.19141,7.77539,um,Surface,BoundingBoxOO Length,1,3060,
2.00228,5.89453,8.82422,um,Surface,BoundingBoxOO Length,1,3061,
2.00185,11.1211,17.2344,um,Surface,BoundingBoxOO Length,1,3062,
2.00225,7.22656,8.10547,um,Surface,BoundingBoxOO Length,1,3063,
2.00189,7.11328,14.1602,um,Surface,BoundingBoxOO Length,1,3064,
2.00114,9.07813,9.15625,um,Surface,BoundingBoxOO Length,1,3065,
2.00137,8.71484,10.2891,um,Surface,BoundingBoxOO Length,1,3066,
2.0016,10.3281,21.0332,um,Surface,BoundingBoxOO Length,1,3067,
2.00658,5.98047,10.6016,um,Surface,BoundingBoxOO Length,1,3068,
2.00247,8.90625,16.2773,um,Surface,BoundingBoxOO Length,1,3069,
2.00299,4.89844,8.71875,um,Surface,BoundingBoxOO Length,1,3070,
2.00055,5.98438,8.06836,um,Surface,BoundingBoxOO Length,1,3071,
2.00475,4.29688,5.93555,um,Surface,BoundingBoxOO Length,1,3072,
2.00058,15.25,20.8438,um,Surface,BoundingBoxOO Length,1,3073,
2.0016,13.6289,19.3828,um,Surface,BoundingBoxOO Length,1,3074,
2.00127,18.4609,28.4648,um,Surface,BoundingBoxOO Length,1,3075,
2.00292,9.35352,11.8438,um,Surface,BoundingBoxOO Length,1,3076,
2.00094,13.2578,15.4648,um,Surface,BoundingBoxOO Length,1,3077,
2.00098,8.54688,14.5566,um,Surface,BoundingBoxOO Length,1,3078,
2.00122,12.6172,21.25,um,Surface,BoundingBoxOO Length,1,3079,
2.0054,4.02734,6.22656,um,Surface,BoundingBoxOO Length,1,3080,
2.00172,15.0977,33.7695,um,Surface,BoundingBoxOO Length,1,3081,
2.02753,3.05859,4.25781,um,Surface,BoundingBoxOO Length,1,3082,
2.00127,7.88477,15.1016,um,Surface,BoundingBoxOO Length,1,3083,
2.00278,7.26172,8.45313,um,Surface,BoundingBoxOO Length,1,3084,
2.00251,6.04492,9.85547,um,Surface,BoundingBoxOO Length,1,3085,
2.00423,8.70703,9.5,um,Surface,BoundingBoxOO Length,1,3086,
2.0047,5.26953,8.17188,um,Surface,BoundingBoxOO Length,1,3087,
2.00309,7.79297,13.8711,um,Surface,BoundingBoxOO Length,1,3088,
2.00082,40.8086,43.6758,um,Surface,BoundingBoxOO Length,1,3089,
2.00187,9.33203,14.4648,um,Surface,BoundingBoxOO Length,1,3090,
2.00206,4.75391,7.07031,um,Surface,BoundingBoxOO Length,1,3091,
2.00332,5.76563,8.75391,um,Surface,BoundingBoxOO Length,1,3092,
2.02151,3.63281,4.27148,um,Surface,BoundingBoxOO Length,1,3093,
2.004,7.5332,19.2617,um,Surface,BoundingBoxOO Length,1,3094,
2.00181,11.8047,20.0234,um,Surface,BoundingBoxOO Length,1,3095,
2.00081,8.45703,9.1875,um,Surface,BoundingBoxOO Length,1,3096,
2.00043,9.07031,13.3945,um,Surface,BoundingBoxOO Length,1,3097,
2.0062,4.51172,6.32422,um,Surface,BoundingBoxOO Length,1,3098,
2.00174,8.75781,18.7695,um,Surface,BoundingBoxOO Length,1,3099,
2.0019,11.1738,16.9141,um,Surface,BoundingBoxOO Length,1,3100,
2.00217,5.52734,10.4531,um,Surface,BoundingBoxOO Length,1,3101,
2.00168,7.83984,12.457,um,Surface,BoundingBoxOO Length,1,3102,
2.00587,4.63281,5.56641,um,Surface,BoundingBoxOO Length,1,3103,
2.00161,14.7754,39.8047,um,Surface,BoundingBoxOO Length,1,3104,
2.00309,9.79883,15.3359,um,Surface,BoundingBoxOO Length,1,3105,
2.00028,12.7773,20.3672,um,Surface,BoundingBoxOO Length,1,3106,
2.0027,5.3125,10.1055,um,Surface,BoundingBoxOO Length,1,3107,
2.00235,10.4141,14.9375,um,Surface,BoundingBoxOO Length,1,3108,
2.00443,7.50586,19.7695,um,Surface,BoundingBoxOO Length,1,3109,
2.0068,5.67188,12.0234,um,Surface,BoundingBoxOO Length,1,3110,
2.00426,6.91406,8.57031,um,Surface,BoundingBoxOO Length,1,3111,
2.00638,5.73047,11.4297,um,Surface,BoundingBoxOO Length,1,3112,
2.0019,14.3711,28.5586,um,Surface,BoundingBoxOO Length,1,3113,
2.00413,6.53906,6.80078,um,Surface,BoundingBoxOO Length,1,3114,
2.00256,8.21289,13.543,um,Surface,BoundingBoxOO Length,1,3115,
2.00152,10.8574,17.0156,um,Surface,BoundingBoxOO Length,1,3116,
2.01344,3.71484,5.8125,um,Surface,BoundingBoxOO Length,1,3117,
2.0001,7.20508,15.1836,um,Surface,BoundingBoxOO Length,1,3118,
2.00056,5.23438,5.57422,um,Surface,BoundingBoxOO Length,1,3119,
2.00149,11.9453,15,um,Surface,BoundingBoxOO Length,1,3120,
2.00334,5.59766,6.57422,um,Surface,BoundingBoxOO Length,1,3121,
2.00137,14.625,16.3809,um,Surface,BoundingBoxOO Length,1,3122,
2.015,3.89844,9.97266,um,Surface,BoundingBoxOO Length,1,3123,
2.00323,9.49609,12.3945,um,Surface,BoundingBoxOO Length,1,3124,
2.0016,5.29688,7.55078,um,Surface,BoundingBoxOO Length,1,3125,
2.00266,6.56641,12.2656,um,Surface,BoundingBoxOO Length,1,3126,
2.00032,5.57422,8.32031,um,Surface,BoundingBoxOO Length,1,3127,
2.00111,8.03516,20.2461,um,Surface,BoundingBoxOO Length,1,3128,
