
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
183,,Surface,4,Image 1,1,2422,
170,,Surface,4,Image 1,1,2423,
182,,Surface,4,Image 1,1,2424,
177,,Surface,4,Image 1,1,2425,
191,,Surface,4,Image 1,1,2426,
165,,Surface,4,Image 1,1,2427,
187,,Surface,4,Image 1,1,2428,
188,,Surface,4,Image 1,1,2429,
160,,Surface,4,Image 1,1,2430,
152,,Surface,4,Image 1,1,2431,
167,,Surface,4,Image 1,1,2432,
178,,Surface,4,Image 1,1,2433,
161,,Surface,4,Image 1,1,2434,
177,,Surface,4,Image 1,1,2435,
178,,Surface,4,Image 1,1,2436,
191,,Surface,4,Image 1,1,2437,
173,,Surface,4,Image 1,1,2438,
180,,Surface,4,Image 1,1,2439,
173,,Surface,4,Image 1,1,2440,
189,,Surface,4,Image 1,1,2441,
187,,Surface,4,Image 1,1,2442,
162,,Surface,4,Image 1,1,2443,
181,,Surface,4,Image 1,1,2444,
159,,Surface,4,Image 1,1,2445,
193,,Surface,4,Image 1,1,2446,
191,,Surface,4,Image 1,1,2447,
177,,Surface,4,Image 1,1,2448,
170,,Surface,4,Image 1,1,2449,
166,,Surface,4,Image 1,1,2450,
174,,Surface,4,Image 1,1,2451,
181,,Surface,4,Image 1,1,2452,
160,,Surface,4,Image 1,1,2453,
173,,Surface,4,Image 1,1,2454,
179,,Surface,4,Image 1,1,2455,
200,,Surface,4,Image 1,1,2456,
180,,Surface,4,Image 1,1,2457,
181,,Surface,4,Image 1,1,2458,
189,,Surface,4,Image 1,1,2459,
181,,Surface,4,Image 1,1,2460,
187,,Surface,4,Image 1,1,2461,
179,,Surface,4,Image 1,1,2462,
170,,Surface,4,Image 1,1,2463,
160,,Surface,4,Image 1,1,2464,
179,,Surface,4,Image 1,1,2465,
174,,Surface,4,Image 1,1,2466,
187,,Surface,4,Image 1,1,2467,
180,,Surface,4,Image 1,1,2468,
157,,Surface,4,Image 1,1,2469,
161,,Surface,4,Image 1,1,2470,
171,,Surface,4,Image 1,1,2471,
188,,Surface,4,Image 1,1,2472,
162,,Surface,4,Image 1,1,2473,
175,,Surface,4,Image 1,1,2474,
174,,Surface,4,Image 1,1,2475,
163,,Surface,4,Image 1,1,2476,
164,,Surface,4,Image 1,1,2477,
171,,Surface,4,Image 1,1,2478,
190,,Surface,4,Image 1,1,2479,
189,,Surface,4,Image 1,1,2480,
179,,Surface,4,Image 1,1,2481,
182,,Surface,4,Image 1,1,2482,
175,,Surface,4,Image 1,1,2483,
193,,Surface,4,Image 1,1,2484,
173,,Surface,4,Image 1,1,2485,
164,,Surface,4,Image 1,1,2486,
185,,Surface,4,Image 1,1,2487,
160,,Surface,4,Image 1,1,2488,
178,,Surface,4,Image 1,1,2489,
176,,Surface,4,Image 1,1,2490,
184,,Surface,4,Image 1,1,2491,
211,,Surface,4,Image 1,1,2492,
183,,Surface,4,Image 1,1,2493,
189,,Surface,4,Image 1,1,2494,
204,,Surface,4,Image 1,1,2495,
205,,Surface,4,Image 1,1,2496,
234,,Surface,4,Image 1,1,2497,
167,,Surface,4,Image 1,1,2498,
201,,Surface,4,Image 1,1,2499,
172,,Surface,4,Image 1,1,2500,
156,,Surface,4,Image 1,1,2501,
183,,Surface,4,Image 1,1,2502,
192,,Surface,4,Image 1,1,2503,
151,,Surface,4,Image 1,1,2504,
207,,Surface,4,Image 1,1,2505,
182,,Surface,4,Image 1,1,2506,
198,,Surface,4,Image 1,1,2507,
185,,Surface,4,Image 1,1,2508,
179,,Surface,4,Image 1,1,2509,
178,,Surface,4,Image 1,1,2510,
204,,Surface,4,Image 1,1,2511,
153,,Surface,4,Image 1,1,2512,
164,,Surface,4,Image 1,1,2513,
216,,Surface,4,Image 1,1,2514,
180,,Surface,4,Image 1,1,2515,
198,,Surface,4,Image 1,1,2516,
171,,Surface,4,Image 1,1,2517,
164,,Surface,4,Image 1,1,2518,
153,,Surface,4,Image 1,1,2519,
201,,Surface,4,Image 1,1,2520,
202,,Surface,4,Image 1,1,2521,
213,,Surface,4,Image 1,1,2522,
208,,Surface,4,Image 1,1,2523,
178,,Surface,4,Image 1,1,2524,
186,,Surface,4,Image 1,1,2525,
163,,Surface,4,Image 1,1,2526,
187,,Surface,4,Image 1,1,2527,
197,,Surface,4,Image 1,1,2528,
200,,Surface,4,Image 1,1,2529,
169,,Surface,4,Image 1,1,2530,
196,,Surface,4,Image 1,1,2531,
169,,Surface,4,Image 1,1,2532,
219,,Surface,4,Image 1,1,2533,
191,,Surface,4,Image 1,1,2534,
181,,Surface,4,Image 1,1,2535,
202,,Surface,4,Image 1,1,2536,
204,,Surface,4,Image 1,1,2537,
215,,Surface,4,Image 1,1,2538,
159,,Surface,4,Image 1,1,2539,
220,,Surface,4,Image 1,1,2540,
167,,Surface,4,Image 1,1,2541,
226,,Surface,4,Image 1,1,2542,
185,,Surface,4,Image 1,1,2543,
199,,Surface,4,Image 1,1,2544,
179,,Surface,4,Image 1,1,2545,
195,,Surface,4,Image 1,1,2546,
177,,Surface,4,Image 1,1,2547,
169,,Surface,4,Image 1,1,2548,
179,,Surface,4,Image 1,1,2549,
204,,Surface,4,Image 1,1,2550,
197,,Surface,4,Image 1,1,2551,
214,,Surface,4,Image 1,1,2552,
226,,Surface,4,Image 1,1,2553,
207,,Surface,4,Image 1,1,2554,
178,,Surface,4,Image 1,1,2555,
183,,Surface,4,Image 1,1,2556,
