
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
34.8256,,Surface,3,Image 1,1,2422,
15.0662,,Surface,3,Image 1,1,2423,
14.6406,,Surface,3,Image 1,1,2424,
38.2708,,Surface,3,Image 1,1,2425,
31.6385,,Surface,3,Image 1,1,2426,
40.2057,,Surface,3,Image 1,1,2427,
35.1628,,Surface,3,Image 1,1,2428,
35.5032,,Surface,3,Image 1,1,2429,
74.4583,,Surface,3,Image 1,1,2430,
11.2321,,Surface,3,Image 1,1,2431,
50.5921,,Surface,3,Image 1,1,2432,
48.6364,,Surface,3,Image 1,1,2433,
13.8106,,Surface,3,Image 1,1,2434,
15.6627,,Surface,3,Image 1,1,2435,
19.1905,,Surface,3,Image 1,1,2436,
43.25,,Surface,3,Image 1,1,2437,
45.4063,,Surface,3,Image 1,1,2438,
31.7955,,Surface,3,Image 1,1,2439,
12.7941,,Surface,3,Image 1,1,2440,
50.5658,,Surface,3,Image 1,1,2441,
35.7948,,Surface,3,Image 1,1,2442,
34.2083,,Surface,3,Image 1,1,2443,
112.442,,Surface,3,Image 1,1,2444,
19.75,,Surface,3,Image 1,1,2445,
36.1875,,Surface,3,Image 1,1,2446,
65.8942,,Surface,3,Image 1,1,2447,
19.25,,Surface,3,Image 1,1,2448,
45.54,,Surface,3,Image 1,1,2449,
55.6786,,Surface,3,Image 1,1,2450,
59.5,,Surface,3,Image 1,1,2451,
49.3014,,Surface,3,Image 1,1,2452,
45.7222,,Surface,3,Image 1,1,2453,
37.8796,,Surface,3,Image 1,1,2454,
25.9615,,Surface,3,Image 1,1,2455,
34.6032,,Surface,3,Image 1,1,2456,
27.9405,,Surface,3,Image 1,1,2457,
27.7414,,Surface,3,Image 1,1,2458,
36.0781,,Surface,3,Image 1,1,2459,
25.5104,,Surface,3,Image 1,1,2460,
59.8654,,Surface,3,Image 1,1,2461,
27.3021,,Surface,3,Image 1,1,2462,
37.9643,,Surface,3,Image 1,1,2463,
16.621,,Surface,3,Image 1,1,2464,
44.8048,,Surface,3,Image 1,1,2465,
44.1719,,Surface,3,Image 1,1,2466,
44.2289,,Surface,3,Image 1,1,2467,
30.3929,,Surface,3,Image 1,1,2468,
13.814,,Surface,3,Image 1,1,2469,
11.3629,,Surface,3,Image 1,1,2470,
22.875,,Surface,3,Image 1,1,2471,
39.6122,,Surface,3,Image 1,1,2472,
43,,Surface,3,Image 1,1,2473,
45.4375,,Surface,3,Image 1,1,2474,
5.72283,,Surface,3,Image 1,1,2475,
15.75,,Surface,3,Image 1,1,2476,
3.68182,,Surface,3,Image 1,1,2477,
45.4605,,Surface,3,Image 1,1,2478,
29.3077,,Surface,3,Image 1,1,2479,
27.1458,,Surface,3,Image 1,1,2480,
49.24,,Surface,3,Image 1,1,2481,
20.8179,,Surface,3,Image 1,1,2482,
37.7614,,Surface,3,Image 1,1,2483,
16.7708,,Surface,3,Image 1,1,2484,
23.0583,,Surface,3,Image 1,1,2485,
32.9741,,Surface,3,Image 1,1,2486,
53.5152,,Surface,3,Image 1,1,2487,
17.4167,,Surface,3,Image 1,1,2488,
40.6048,,Surface,3,Image 1,1,2489,
40.7375,,Surface,3,Image 1,1,2490,
56.9096,,Surface,3,Image 1,1,2491,
4.81579,,Surface,3,Image 1,1,2492,
26.1333,,Surface,3,Image 1,1,2493,
4.93033,,Surface,3,Image 1,1,2494,
4.29924,,Surface,3,Image 1,1,2495,
4.23684,,Surface,3,Image 1,1,2496,
9.75,,Surface,3,Image 1,1,2497,
13.8523,,Surface,3,Image 1,1,2498,
36.8534,,Surface,3,Image 1,1,2499,
16.8955,,Surface,3,Image 1,1,2500,
21.9261,,Surface,3,Image 1,1,2501,
40.5179,,Surface,3,Image 1,1,2502,
4.56967,,Surface,3,Image 1,1,2503,
7.875,,Surface,3,Image 1,1,2504,
4.86538,,Surface,3,Image 1,1,2505,
13.6131,,Surface,3,Image 1,1,2506,
45.8592,,Surface,3,Image 1,1,2507,
57.3542,,Surface,3,Image 1,1,2508,
18.3333,,Surface,3,Image 1,1,2509,
