
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,ID,
4.63338,um,Surface,1,2515,
7.07723,um,Surface,1,2516,
3.91012,um,Surface,1,2517,
3.85639,um,Surface,1,2518,
1.60217,um,Surface,1,2519,
10.2057,um,Surface,1,2520,
16.8315,um,Surface,1,2521,
7.68657,um,Surface,1,2522,
28.3783,um,Surface,1,2523,
6.73326,um,Surface,1,2524,
4.13888,um,Surface,1,2525,
2.58154,um,Surface,1,2526,
8.9444,um,Surface,1,2527,
9.76154,um,Surface,1,2528,
7.69079,um,Surface,1,2529,
9.57829,um,Surface,1,2530,
6.73396,um,Surface,1,2531,
2.57356,um,Surface,1,2532,
8.87362,um,Surface,1,2533,
2.96603,um,Surface,1,2534,
3.49398,um,Surface,1,2535,
4.23724,um,Surface,1,2536,
12.1912,um,Surface,1,2537,
6.49543,um,Surface,1,2538,
2.21127,um,Surface,1,2539,
14.8018,um,Surface,1,2540,
2.23647,um,Surface,1,2541,
15.4789,um,Surface,1,2542,
2.11125,um,Surface,1,2543,
3.71067,um,Surface,1,2544,
2.19395,um,Surface,1,2545,
5.82941,um,Surface,1,2546,
2.21069,um,Surface,1,2547,
4.45077,um,Surface,1,2548,
6.5158,um,Surface,1,2549,
6.22965,um,Surface,1,2550,
2.97249,um,Surface,1,2551,
7.62425,um,Surface,1,2552,
24.7019,um,Surface,1,2553,
12.5812,um,Surface,1,2554,
9.14783,um,Surface,1,2555,
2.7051,um,Surface,1,2556,
6.04765,um,Surface,1,2557,
7.7522,um,Surface,1,2558,
3.91693,um,Surface,1,2559,
6.46664,um,Surface,1,2560,
13.4541,um,Surface,1,2561,
6.72715,um,Surface,1,2562,
9.54765,um,Surface,1,2563,
3.12199,um,Surface,1,2564,
5.88915,um,Surface,1,2565,
2.68952,um,Surface,1,2566,
4.39894,um,Surface,1,2567,
9.36003,um,Surface,1,2568,
3.47268,um,Surface,1,2569,
3.90052,um,Surface,1,2570,
3.58887,um,Surface,1,2571,
5.03163,um,Surface,1,2572,
10.9519,um,Surface,1,2573,
4.74641,um,Surface,1,2574,
9.41833,um,Surface,1,2575,
11.0496,um,Surface,1,2576,
4.04609,um,Surface,1,2577,
3.89764,um,Surface,1,2578,
12.8629,um,Surface,1,2579,
12.4089,um,Surface,1,2580,
19.3229,um,Surface,1,2581,
2.67551,um,Surface,1,2582,
6.01835,um,Surface,1,2583,
7.42449,um,Surface,1,2584,
2.57676,um,Surface,1,2585,
2.59739,um,Surface,1,2586,
11.8122,um,Surface,1,2587,
2.9558,um,Surface,1,2588,
7.81852,um,Surface,1,2589,
5.3909,um,Surface,1,2590,
5.63284,um,Surface,1,2591,
4.02981,um,Surface,1,2592,
4.49563,um,Surface,1,2593,
4.38135,um,Surface,1,2594,
5.17218,um,Surface,1,2595,
1.92416,um,Surface,1,2596,
13.6011,um,Surface,1,2597,
3.61906,um,Surface,1,2598,
3.78565,um,Surface,1,2599,
3.19124,um,Surface,1,2600,
2.11125,um,Surface,1,2601,
6.19382,um,Surface,1,2602,
5.52578,um,Surface,1,2603,
6.00034,um,Surface,1,2604,
19.6725,um,Surface,1,2605,
9.30438,um,Surface,1,2606,
2.17646,um,Surface,1,2607,
4.61645,um,Surface,1,2608,
9.53769,um,Surface,1,2609,
6.67087,um,Surface,1,2610,
2.58533,um,Surface,1,2611,
2.63971,um,Surface,1,2612,
2.47728,um,Surface,1,2613,
8.39292,um,Surface,1,2614,
3.31593,um,Surface,1,2615,
15.5117,um,Surface,1,2616,
4.48786,um,Surface,1,2617,
6.20522,um,Surface,1,2618,
3.48108,um,Surface,1,2619,
3.13516,um,Surface,1,2620,
35.5997,um,Surface,1,2621,
7.71458,um,Surface,1,2622,
6.31924,um,Surface,1,2623,
7.48033,um,Surface,1,2624,
9.40047,um,Surface,1,2625,
5.07624,um,Surface,1,2626,
2.57617,um,Surface,1,2627,
9.14353,um,Surface,1,2628,
2.88261,um,Surface,1,2629,
7.74273,um,Surface,1,2630,
6.75406,um,Surface,1,2631,
15.4631,um,Surface,1,2632,
3.93009,um,Surface,1,2633,
7.7412,um,Surface,1,2634,
6.89062,um,Surface,1,2635,
4.64849,um,Surface,1,2636,
5.10874,um,Surface,1,2637,
10.8685,um,Surface,1,2638,
7.41247,um,Surface,1,2639,
7.55048,um,Surface,1,2640,
8.72865,um,Surface,1,2641,
3.75608,um,Surface,1,2642,
7.31832,um,Surface,1,2643,
30.1405,um,Surface,1,2644,
3.33486,um,Surface,1,2645,
3.66779,um,Surface,1,2646,
4.77304,um,Surface,1,2647,
6.36578,um,Surface,1,2648,
7.36631,um,Surface,1,2649,
3.50468,um,Surface,1,2650,
6.29007,um,Surface,1,2651,
5.3356,um,Surface,1,2652,
5.76745,um,Surface,1,2653,
3.38994,um,Surface,1,2654,
5.3352,um,Surface,1,2655,
15.802,um,Surface,1,2656,
3.4447,um,Surface,1,2657,
4.38834,um,Surface,1,2658,
7.72737,um,Surface,1,2659,
3.94429,um,Surface,1,2660,
23.6125,um,Surface,1,2661,
4.10143,um,Surface,1,2662,
9.79072,um,Surface,1,2663,
12.4828,um,Surface,1,2664,
4.75171,um,Surface,1,2665,
25.0077,um,Surface,1,2666,
5.55047,um,Surface,1,2667,
9.62576,um,Surface,1,2668,
10.3115,um,Surface,1,2669,
2.89516,um,Surface,1,2670,
15.189,um,Surface,1,2671,
2.55338,um,Surface,1,2672,
4.98631,um,Surface,1,2673,
5.24789,um,Surface,1,2674,
4.52634,um,Surface,1,2675,
7.74824,um,Surface,1,2676,
3.209,um,Surface,1,2677,
20.4502,um,Surface,1,2678,
5.76224,um,Surface,1,2679,
4.8827,um,Surface,1,2680,
49.8079,um,Surface,1,2681,
6.33528,um,Surface,1,2682,
7.5713,um,Surface,1,2683,
5.49237,um,Surface,1,2684,
5.81751,um,Surface,1,2685,
11.8705,um,Surface,1,2686,
5.081,um,Surface,1,2687,
6.67044,um,Surface,1,2688,
4.69431,um,Surface,1,2689,
7.32132,um,Surface,1,2690,
3.36606,um,Surface,1,2691,
2.44203,um,Surface,1,2692,
6.48759,um,Surface,1,2693,
2.15302,um,Surface,1,2694,
4.04662,um,Surface,1,2695,
6.89227,um,Surface,1,2696,
3.70393,um,Surface,1,2697,
2.5618,um,Surface,1,2698,
3.50288,um,Surface,1,2699,
2.96865,um,Surface,1,2700,
3.82299,um,Surface,1,2701,
2.61388,um,Surface,1,2702,
2.30641,um,Surface,1,2703,
3.27129,um,Surface,1,2704,
3.48913,um,Surface,1,2705,
7.02449,um,Surface,1,2706,
4.37692,um,Surface,1,2707,
7.84001,um,Surface,1,2708,
2.32487,um,Surface,1,2709,
2.44163,um,Surface,1,2710,
2.73037,um,Surface,1,2711,
2.11125,um,Surface,1,2712,
4.20754,um,Surface,1,2713,
1.66508,um,Surface,1,2714,
2.3672,um,Surface,1,2715,
13.7865,um,Surface,1,2716,
6.18742,um,Surface,1,2717,
4.07329,um,Surface,1,2718,
4.93766,um,Surface,1,2719,
8.75307,um,Surface,1,2720,
15.11,um,Surface,1,2721,
3.9337,um,Surface,1,2722,
5.9389,um,Surface,1,2723,
6.86901,um,Surface,1,2724,
2.62059,um,Surface,1,2725,
4.45814,um,Surface,1,2726,
8.73752,um,Surface,1,2727,
5.24585,um,Surface,1,2728,
6.04268,um,Surface,1,2729,
9.08972,um,Surface,1,2730,
5.32787,um,Surface,1,2731,
4.01593,um,Surface,1,2732,
6.78821,um,Surface,1,2733,
8.63795,um,Surface,1,2734,
4.41879,um,Surface,1,2735,
6.94719,um,Surface,1,2736,
15.743,um,Surface,1,2737,
7.37757,um,Surface,1,2738,
5.52266,um,Surface,1,2739,
2.43589,um,Surface,1,2740,
7.84722,um,Surface,1,2741,
10.896,um,Surface,1,2742,
14.9557,um,Surface,1,2743,
10.2108,um,Surface,1,2744,
5.84586,um,Surface,1,2745,
6.43201,um,Surface,1,2746,
13.0227,um,Surface,1,2747,
9.67837,um,Surface,1,2748,
10.5515,um,Surface,1,2749,
7.48971,um,Surface,1,2750,
9.34664,um,Surface,1,2751,
7.2182,um,Surface,1,2752,
4.56275,um,Surface,1,2753,
5.37924,um,Surface,1,2754,
5.79252,um,Surface,1,2755,
8.3266,um,Surface,1,2756,
10.3908,um,Surface,1,2757,
4.74031,um,Surface,1,2758,
2.57739,um,Surface,1,2759,
6.23331,um,Surface,1,2760,
12.9082,um,Surface,1,2761,
5.47745,um,Surface,1,2762,
4.88011,um,Surface,1,2763,
5.22503,um,Surface,1,2764,
3.40171,um,Surface,1,2765,
11.1074,um,Surface,1,2766,
3.47445,um,Surface,1,2767,
9.10926,um,Surface,1,2768,
6.89156,um,Surface,1,2769,
3.7826,um,Surface,1,2770,
2.8221,um,Surface,1,2771,
6.74126,um,Surface,1,2772,
11.0922,um,Surface,1,2773,
10.8209,um,Surface,1,2774,
9.81051,um,Surface,1,2775,
8.42445,um,Surface,1,2776,
2.61388,um,Surface,1,2777,
4.13073,um,Surface,1,2778,
6.04679,um,Surface,1,2779,
4.57525,um,Surface,1,2780,
8.26797,um,Surface,1,2781,
5.41908,um,Surface,1,2782,
6.86614,um,Surface,1,2783,
8.89736,um,Surface,1,2784,
2.64564,um,Surface,1,2785,
8.19604,um,Surface,1,2786,
8.27555,um,Surface,1,2787,
2.79656,um,Surface,1,2788,
7.50016,um,Surface,1,2789,
4.65075,um,Surface,1,2790,
2.80749,um,Surface,1,2791,
11.1315,um,Surface,1,2792,
8.71478,um,Surface,1,2793,
8.54637,um,Surface,1,2794,
5.29803,um,Surface,1,2795,
11.1381,um,Surface,1,2796,
4.75185,um,Surface,1,2797,
4.61033,um,Surface,1,2798,
6.06423,um,Surface,1,2799,
2.67538,um,Surface,1,2800,
11.3049,um,Surface,1,2801,
3.20604,um,Surface,1,2802,
4.81454,um,Surface,1,2803,
4.41286,um,Surface,1,2804,
3.3547,um,Surface,1,2805,
3.8519,um,Surface,1,2806,
1.95792,um,Surface,1,2807,
6.4298,um,Surface,1,2808,
3.14545,um,Surface,1,2809,
4.1969,um,Surface,1,2810,
7.27746,um,Surface,1,2811,
4.35186,um,Surface,1,2812,
3.77886,um,Surface,1,2813,
7.99314,um,Surface,1,2814,
8.22171,um,Surface,1,2815,
3.73042,um,Surface,1,2816,
4.20048,um,Surface,1,2817,
6.45601,um,Surface,1,2818,
3.20791,um,Surface,1,2819,
2.61315,um,Surface,1,2820,
3.63372,um,Surface,1,2821,
9.58275,um,Surface,1,2822,
4.18967,um,Surface,1,2823,
6.84245,um,Surface,1,2824,
6.58021,um,Surface,1,2825,
10.5774,um,Surface,1,2826,
5.50409,um,Surface,1,2827,
3.7852,um,Surface,1,2828,
2.30812,um,Surface,1,2829,
2.16343,um,Surface,1,2830,
6.07317,um,Surface,1,2831,
4.10824,um,Surface,1,2832,
5.45667,um,Surface,1,2833,
3.56466,um,Surface,1,2834,
3.59221,um,Surface,1,2835,
3.5692,um,Surface,1,2836,
2.77934,um,Surface,1,2837,
7.57698,um,Surface,1,2838,
3.22719,um,Surface,1,2839,
4.12543,um,Surface,1,2840,
2.16189,um,Surface,1,2841,
6.05953,um,Surface,1,2842,
5.6838,um,Surface,1,2843,
2.57733,um,Surface,1,2844,
4.24773,um,Surface,1,2845,
3.57911,um,Surface,1,2846,
8.36956,um,Surface,1,2847,
6.90946,um,Surface,1,2848,
3.95738,um,Surface,1,2849,
3.1057,um,Surface,1,2850,
10.1113,um,Surface,1,2851,
3.96887,um,Surface,1,2852,
4.19904,um,Surface,1,2853,
3.16209,um,Surface,1,2854,
4.54663,um,Surface,1,2855,
9.74544,um,Surface,1,2856,
4.23196,um,Surface,1,2857,
4.9121,um,Surface,1,2858,
3.83638,um,Surface,1,2859,
4.00033,um,Surface,1,2860,
2.30806,um,Surface,1,2861,
3.97982,um,Surface,1,2862,
2.86927,um,Surface,1,2863,
3.7345,um,Surface,1,2864,
3.73143,um,Surface,1,2865,
3.97753,um,Surface,1,2866,
7.54595,um,Surface,1,2867,
5.16929,um,Surface,1,2868,
2.30821,um,Surface,1,2869,
3.28347,um,Surface,1,2870,
2.44008,um,Surface,1,2871,
5.0583,um,Surface,1,2872,
3.59645,um,Surface,1,2873,
3.97319,um,Surface,1,2874,
2.5615,um,Surface,1,2875,
3.103,um,Surface,1,2876,
6.04362,um,Surface,1,2877,
3.66941,um,Surface,1,2878,
2.55109,um,Surface,1,2879,
5.17521,um,Surface,1,2880,
3.17208,um,Surface,1,2881,
3.94675,um,Surface,1,2882,
2.57733,um,Surface,1,2883,
5.34663,um,Surface,1,2884,
9.72746,um,Surface,1,2885,
2.82711,um,Surface,1,2886,
3.29967,um,Surface,1,2887,
6.60716,um,Surface,1,2888,
2.37209,um,Surface,1,2889,
2.6268,um,Surface,1,2890,
2.75972,um,Surface,1,2891,
3.50707,um,Surface,1,2892,
2.29593,um,Surface,1,2893,
2.36707,um,Surface,1,2894,
7.50744,um,Surface,1,2895,
5.12682,um,Surface,1,2896,
4.00777,um,Surface,1,2897,
2.47814,um,Surface,1,2898,
7.94402,um,Surface,1,2899,
7.01422,um,Surface,1,2900,
4.37831,um,Surface,1,2901,
12.0372,um,Surface,1,2902,
3.52305,um,Surface,1,2903,
9.51869,um,Surface,1,2904,
5.76465,um,Surface,1,2905,
2.97246,um,Surface,1,2906,
10.0961,um,Surface,1,2907,
3.15433,um,Surface,1,2908,
4.44549,um,Surface,1,2909,
3.49453,um,Surface,1,2910,
5.58985,um,Surface,1,2911,
3.12145,um,Surface,1,2912,
7.43115,um,Surface,1,2913,
19.7679,um,Surface,1,2914,
3.28237,um,Surface,1,2915,
5.23577,um,Surface,1,2916,
7.82004,um,Surface,1,2917,
4.39335,um,Surface,1,2918,
2.84381,um,Surface,1,2919,
6.18591,um,Surface,1,2920,
8.06945,um,Surface,1,2921,
5.38825,um,Surface,1,2922,
3.28717,um,Surface,1,2923,
8.82432,um,Surface,1,2924,
6.59662,um,Surface,1,2925,
2.61162,um,Surface,1,2926,
10.0246,um,Surface,1,2927,
7.17265,um,Surface,1,2928,
3.56024,um,Surface,1,2929,
5.18069,um,Surface,1,2930,
7.01224,um,Surface,1,2931,
8.26207,um,Surface,1,2932,
10.4473,um,Surface,1,2933,
3.37469,um,Surface,1,2934,
4.0157,um,Surface,1,2935,
3.15825,um,Surface,1,2936,
2.61921,um,Surface,1,2937,
8.13593,um,Surface,1,2938,
2.83057,um,Surface,1,2939,
10.5556,um,Surface,1,2940,
3.59475,um,Surface,1,2941,
3.86861,um,Surface,1,2942,
6.93822,um,Surface,1,2943,
7.20041,um,Surface,1,2944,
2.72386,um,Surface,1,2945,
3.96475,um,Surface,1,2946,
5.6283,um,Surface,1,2947,
2.76162,um,Surface,1,2948,
4.40182,um,Surface,1,2949,
3.01274,um,Surface,1,2950,
3.71529,um,Surface,1,2951,
5.89134,um,Surface,1,2952,
3.07471,um,Surface,1,2953,
10.6321,um,Surface,1,2954,
16.6717,um,Surface,1,2955,
4.10042,um,Surface,1,2956,
3.02387,um,Surface,1,2957,
8.97733,um,Surface,1,2958,
13.6273,um,Surface,1,2959,
5.11389,um,Surface,1,2960,
5.44536,um,Surface,1,2961,
6.88718,um,Surface,1,2962,
13.9508,um,Surface,1,2963,
3.27624,um,Surface,1,2964,
23.9262,um,Surface,1,2965,
5.28217,um,Surface,1,2966,
4.7234,um,Surface,1,2967,
3.97264,um,Surface,1,2968,
1.46578,um,Surface,1,2969,
11.9882,um,Surface,1,2970,
4.13355,um,Surface,1,2971,
4.76626,um,Surface,1,2972,
5.48649,um,Surface,1,2973,
8.26083,um,Surface,1,2974,
4.88992,um,Surface,1,2975,
8.5564,um,Surface,1,2976,
7.00119,um,Surface,1,2977,
3.8494,um,Surface,1,2978,
3.00786,um,Surface,1,2979,
13.1231,um,Surface,1,2980,
3.22367,um,Surface,1,2981,
3.88758,um,Surface,1,2982,
15.7582,um,Surface,1,2983,
17.5169,um,Surface,1,2984,
6.51289,um,Surface,1,2985,
8.49507,um,Surface,1,2986,
7.61936,um,Surface,1,2987,
5.27479,um,Surface,1,2988,
10.3804,um,Surface,1,2989,
6.58496,um,Surface,1,2990,
7.44501,um,Surface,1,2991,
16.9264,um,Surface,1,2992,
8.90293,um,Surface,1,2993,
3.92915,um,Surface,1,2994,
8.26471,um,Surface,1,2995,
10.3962,um,Surface,1,2996,
3.53264,um,Surface,1,2997,
6.04858,um,Surface,1,2998,
4.44013,um,Surface,1,2999,
13.3105,um,Surface,1,3000,
12.9886,um,Surface,1,3001,
4.92742,um,Surface,1,3002,
23.5101,um,Surface,1,3003,
3.91052,um,Surface,1,3004,
14.7379,um,Surface,1,3005,
6.82454,um,Surface,1,3006,
44.3454,um,Surface,1,3007,
9.51328,um,Surface,1,3008,
23.7504,um,Surface,1,3009,
16.4219,um,Surface,1,3010,
3.71263,um,Surface,1,3011,
8.17814,um,Surface,1,3012,
8.12037,um,Surface,1,3013,
9.98875,um,Surface,1,3014,
7.71492,um,Surface,1,3015,
13.0041,um,Surface,1,3016,
5.23656,um,Surface,1,3017,
3.71243,um,Surface,1,3018,
15.7151,um,Surface,1,3019,
4.3346,um,Surface,1,3020,
5.25075,um,Surface,1,3021,
27.7389,um,Surface,1,3022,
11.0371,um,Surface,1,3023,
4.53695,um,Surface,1,3024,
4.25607,um,Surface,1,3025,
20.7973,um,Surface,1,3026,
8.50626,um,Surface,1,3027,
33.124,um,Surface,1,3028,
2.57733,um,Surface,1,3029,
2.45465,um,Surface,1,3030,
10.3039,um,Surface,1,3031,
9.68732,um,Surface,1,3032,
5.18259,um,Surface,1,3033,
3.8904,um,Surface,1,3034,
10.4601,um,Surface,1,3035,
8.66548,um,Surface,1,3036,
10.5338,um,Surface,1,3037,
4.45496,um,Surface,1,3038,
4.81483,um,Surface,1,3039,
11.6371,um,Surface,1,3040,
11.3135,um,Surface,1,3041,
20.0492,um,Surface,1,3042,
26.4674,um,Surface,1,3043,
6.35412,um,Surface,1,3044,
3.47655,um,Surface,1,3045,
27.4582,um,Surface,1,3046,
11.5342,um,Surface,1,3047,
4.00973,um,Surface,1,3048,
20.0422,um,Surface,1,3049,
16.6186,um,Surface,1,3050,
7.23542,um,Surface,1,3051,
50.0459,um,Surface,1,3052,
8.10781,um,Surface,1,3053,
7.10546,um,Surface,1,3054,
21.7765,um,Surface,1,3055,
10.3679,um,Surface,1,3056,
11.4918,um,Surface,1,3057,
8.8714,um,Surface,1,3058,
5.72206,um,Surface,1,3059,
4.40534,um,Surface,1,3060,
4.79549,um,Surface,1,3061,
9.1107,um,Surface,1,3062,
4.41057,um,Surface,1,3063,
8.29898,um,Surface,1,3064,
5.31922,um,Surface,1,3065,
5.68737,um,Surface,1,3066,
12.0527,um,Surface,1,3067,
6.11296,um,Surface,1,3068,
8.80931,um,Surface,1,3069,
4.9355,um,Surface,1,3070,
4.44356,um,Surface,1,3071,
3.58807,um,Surface,1,3072,
10.5796,um,Surface,1,3073,
11.0454,um,Surface,1,3074,
14.2624,um,Surface,1,3075,
6.21476,um,Surface,1,3076,
8.74613,um,Surface,1,3077,
7.68257,um,Surface,1,3078,
11.5778,um,Surface,1,3079,
3.58232,um,Surface,1,3080,
17.9717,um,Surface,1,3081,
2.61389,um,Surface,1,3082,
8.75297,um,Surface,1,3083,
4.56708,um,Surface,1,3084,
5.1885,um,Surface,1,3085,
5.58747,um,Surface,1,3086,
4.61667,um,Surface,1,3087,
7.77974,um,Surface,1,3088,
26.554,um,Surface,1,3089,
7.95236,um,Surface,1,3090,
3.9782,um,Surface,1,3091,
4.54564,um,Surface,1,3092,
2.11125,um,Surface,1,3093,
11.0901,um,Surface,1,3094,
10.8459,um,Surface,1,3095,
5.14906,um,Surface,1,3096,
6.51919,um,Surface,1,3097,
3.563,um,Surface,1,3098,
9.63963,um,Surface,1,3099,
9.29635,um,Surface,1,3100,
5.93537,um,Surface,1,3101,
7.16126,um,Surface,1,3102,
2.98868,um,Surface,1,3103,
22.1707,um,Surface,1,3104,
8.11699,um,Surface,1,3105,
10.7956,um,Surface,1,3106,
6.26109,um,Surface,1,3107,
8.58191,um,Surface,1,3108,
11.6298,um,Surface,1,3109,
7.24349,um,Surface,1,3110,
4.54128,um,Surface,1,3111,
6.95342,um,Surface,1,3112,
14.1205,um,Surface,1,3113,
3.85321,um,Surface,1,3114,
8.14701,um,Surface,1,3115,
10.4091,um,Surface,1,3116,
3.3279,um,Surface,1,3117,
8.29245,um,Surface,1,3118,
2.96865,um,Surface,1,3119,
8.85705,um,Surface,1,3120,
3.66575,um,Surface,1,3121,
8.92288,um,Surface,1,3122,
5.5945,um,Surface,1,3123,
6.98575,um,Surface,1,3124,
4.47324,um,Surface,1,3125,
6.00047,um,Surface,1,3126,
4.67142,um,Surface,1,3127,
12.6724,um,Surface,1,3128,
8.92458,um,Surface,1,3129,
7.48907,um,Surface,1,3130,
5.82371,um,Surface,1,3131,
7.42056,um,Surface,1,3132,
6.08843,um,Surface,1,3133,
2.51409,um,Surface,1,3134,
10.4869,um,Surface,1,3135,
11.8589,um,Surface,1,3136,
6.71893,um,Surface,1,3137,
8.48077,um,Surface,1,3138,
6.85243,um,Surface,1,3139,
4.5104,um,Surface,1,3140,
4.22427,um,Surface,1,3141,
6.5977,um,Surface,1,3142,
12.9862,um,Surface,1,3143,
4.02657,um,Surface,1,3144,
19.7808,um,Surface,1,3145,
6.41768,um,Surface,1,3146,
5.39702,um,Surface,1,3147,
37.8119,um,Surface,1,3148,
3.74219,um,Surface,1,3149,
4.34812,um,Surface,1,3150,
6.66944,um,Surface,1,3151,
12.3814,um,Surface,1,3152,
2.44112,um,Surface,1,3153,
7.64255,um,Surface,1,3154,
8.38857,um,Surface,1,3155,
7.22538,um,Surface,1,3156,
58.3167,um,Surface,1,3157,
2.95406,um,Surface,1,3158,
8.56511,um,Surface,1,3159,
6.80039,um,Surface,1,3160,
3.91259,um,Surface,1,3161,
9.49224,um,Surface,1,3162,
13.4358,um,Surface,1,3163,
19.296,um,Surface,1,3164,
14.4371,um,Surface,1,3165,
8.34062,um,Surface,1,3166,
22.6101,um,Surface,1,3167,
6.43248,um,Surface,1,3168,
13.004,um,Surface,1,3169,
6.04737,um,Surface,1,3170,
4.00986,um,Surface,1,3171,
7.62675,um,Surface,1,3172,
25.2898,um,Surface,1,3173,
2.8221,um,Surface,1,3174,
8.87861,um,Surface,1,3175,
4.50223,um,Surface,1,3176,
6.80384,um,Surface,1,3177,
4.05463,um,Surface,1,3178,
14.003,um,Surface,1,3179,
5.60854,um,Surface,1,3180,
12.5166,um,Surface,1,3181,
6.52039,um,Surface,1,3182,
34.4854,um,Surface,1,3183,
5.12832,um,Surface,1,3184,
4.3367,um,Surface,1,3185,
5.31235,um,Surface,1,3186,
10.92,um,Surface,1,3187,
9.22815,um,Surface,1,3188,
19.2651,um,Surface,1,3189,
6.09857,um,Surface,1,3190,
9.63694,um,Surface,1,3191,
25.5948,um,Surface,1,3192,
4.41658,um,Surface,1,3193,
13.5436,um,Surface,1,3194,
11.0374,um,Surface,1,3195,
33.9912,um,Surface,1,3196,
27.2823,um,Surface,1,3197,
8.18745,um,Surface,1,3198,
10.9711,um,Surface,1,3199,
10.1531,um,Surface,1,3200,
8.17822,um,Surface,1,3201,
4.54672,um,Surface,1,3202,
9.08319,um,Surface,1,3203,
14.1307,um,Surface,1,3204,
7.86453,um,Surface,1,3205,
11.036,um,Surface,1,3206,
3.49179,um,Surface,1,3207,
5.96035,um,Surface,1,3208,
8.50339,um,Surface,1,3209,
3.9803,um,Surface,1,3210,
2.98334,um,Surface,1,3211,
3.35255,um,Surface,1,3212,
2.94489,um,Surface,1,3213,
8.9936,um,Surface,1,3214,
4.19158,um,Surface,1,3215,
8.70319,um,Surface,1,3216,
13.8398,um,Surface,1,3217,
4.20021,um,Surface,1,3218,
4.78552,um,Surface,1,3219,
7.43749,um,Surface,1,3220,
6.32214,um,Surface,1,3221,
9.51145,um,Surface,1,3222,
2.57733,um,Surface,1,3223,
4.04773,um,Surface,1,3224,
6.54571,um,Surface,1,3225,
