
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
18.6637,,Surface,5,Image 1,1,2422,
14.9251,,Surface,5,Image 1,1,2423,
20.0015,,Surface,5,Image 1,1,2424,
17.6882,,Surface,5,Image 1,1,2425,
17.6898,,Surface,5,Image 1,1,2426,
14.0844,,Surface,5,Image 1,1,2427,
17.4896,,Surface,5,Image 1,1,2428,
15.1181,,Surface,5,Image 1,1,2429,
8.81403,,Surface,5,Image 1,1,2430,
13.0607,,Surface,5,Image 1,1,2431,
8.85168,,Surface,5,Image 1,1,2432,
18.3315,,Surface,5,Image 1,1,2433,
13.6378,,Surface,5,Image 1,1,2434,
20.7702,,Surface,5,Image 1,1,2435,
15.7324,,Surface,5,Image 1,1,2436,
16.8133,,Surface,5,Image 1,1,2437,
17.0955,,Surface,5,Image 1,1,2438,
15.3379,,Surface,5,Image 1,1,2439,
13.5547,,Surface,5,Image 1,1,2440,
23.2745,,Surface,5,Image 1,1,2441,
19.43,,Surface,5,Image 1,1,2442,
9.11043,,Surface,5,Image 1,1,2443,
18.5097,,Surface,5,Image 1,1,2444,
15.1074,,Surface,5,Image 1,1,2445,
18.8168,,Surface,5,Image 1,1,2446,
20.3801,,Surface,5,Image 1,1,2447,
19.0771,,Surface,5,Image 1,1,2448,
11.8831,,Surface,5,Image 1,1,2449,
12.809,,Surface,5,Image 1,1,2450,
18.6285,,Surface,5,Image 1,1,2451,
14.2964,,Surface,5,Image 1,1,2452,
11.4454,,Surface,5,Image 1,1,2453,
17.3189,,Surface,5,Image 1,1,2454,
14.2234,,Surface,5,Image 1,1,2455,
16.2677,,Surface,5,Image 1,1,2456,
18.5164,,Surface,5,Image 1,1,2457,
18.2181,,Surface,5,Image 1,1,2458,
15.9939,,Surface,5,Image 1,1,2459,
20.3917,,Surface,5,Image 1,1,2460,
16.1532,,Surface,5,Image 1,1,2461,
14.0014,,Surface,5,Image 1,1,2462,
14.4411,,Surface,5,Image 1,1,2463,
11.8125,,Surface,5,Image 1,1,2464,
16.8688,,Surface,5,Image 1,1,2465,
15.4778,,Surface,5,Image 1,1,2466,
16.3985,,Surface,5,Image 1,1,2467,
18.8429,,Surface,5,Image 1,1,2468,
11.9311,,Surface,5,Image 1,1,2469,
12.8699,,Surface,5,Image 1,1,2470,
17.4134,,Surface,5,Image 1,1,2471,
16.0181,,Surface,5,Image 1,1,2472,
18.0268,,Surface,5,Image 1,1,2473,
16.2116,,Surface,5,Image 1,1,2474,
21.7341,,Surface,5,Image 1,1,2475,
22.4417,,Surface,5,Image 1,1,2476,
14.331,,Surface,5,Image 1,1,2477,
16.112,,Surface,5,Image 1,1,2478,
17.2514,,Surface,5,Image 1,1,2479,
21.9018,,Surface,5,Image 1,1,2480,
22.054,,Surface,5,Image 1,1,2481,
17.1895,,Surface,5,Image 1,1,2482,
13.6617,,Surface,5,Image 1,1,2483,
23.9534,,Surface,5,Image 1,1,2484,
20.1205,,Surface,5,Image 1,1,2485,
17.0441,,Surface,5,Image 1,1,2486,
14.6509,,Surface,5,Image 1,1,2487,
11.577,,Surface,5,Image 1,1,2488,
15.2544,,Surface,5,Image 1,1,2489,
17.8976,,Surface,5,Image 1,1,2490,
12.6953,,Surface,5,Image 1,1,2491,
21.2611,,Surface,5,Image 1,1,2492,
22.6307,,Surface,5,Image 1,1,2493,
22.041,,Surface,5,Image 1,1,2494,
22.4298,,Surface,5,Image 1,1,2495,
22.8118,,Surface,5,Image 1,1,2496,
21.6152,,Surface,5,Image 1,1,2497,
13.8185,,Surface,5,Image 1,1,2498,
17.7109,,Surface,5,Image 1,1,2499,
17.8182,,Surface,5,Image 1,1,2500,
17.9467,,Surface,5,Image 1,1,2501,
17.7562,,Surface,5,Image 1,1,2502,
18.1733,,Surface,5,Image 1,1,2503,
9.88737,,Surface,5,Image 1,1,2504,
22.2279,,Surface,5,Image 1,1,2505,
20.0449,,Surface,5,Image 1,1,2506,
18.917,,Surface,5,Image 1,1,2507,
16.9007,,Surface,5,Image 1,1,2508,
14.8229,,Surface,5,Image 1,1,2509,
16.7873,,Surface,5,Image 1,1,2510,
22.3895,,Surface,5,Image 1,1,2511,
12.1529,,Surface,5,Image 1,1,2512,
13.1969,,Surface,5,Image 1,1,2513,
24.8308,,Surface,5,Image 1,1,2514,
16.6121,,Surface,5,Image 1,1,2515,
21.9897,,Surface,5,Image 1,1,2516,
18.9802,,Surface,5,Image 1,1,2517,
14.147,,Surface,5,Image 1,1,2518,
11.4975,,Surface,5,Image 1,1,2519,
20.8522,,Surface,5,Image 1,1,2520,
19.5174,,Surface,5,Image 1,1,2521,
22.8444,,Surface,5,Image 1,1,2522,
20.3983,,Surface,5,Image 1,1,2523,
17.1052,,Surface,5,Image 1,1,2524,
19.8987,,Surface,5,Image 1,1,2525,
19.2175,,Surface,5,Image 1,1,2526,
20.5428,,Surface,5,Image 1,1,2527,
17.2818,,Surface,5,Image 1,1,2528,
19.8555,,Surface,5,Image 1,1,2529,
18.2047,,Surface,5,Image 1,1,2530,
20.7266,,Surface,5,Image 1,1,2531,
14.5013,,Surface,5,Image 1,1,2532,
21.2752,,Surface,5,Image 1,1,2533,
18.1048,,Surface,5,Image 1,1,2534,
19.9809,,Surface,5,Image 1,1,2535,
18.9341,,Surface,5,Image 1,1,2536,
22.1785,,Surface,5,Image 1,1,2537,
20.3976,,Surface,5,Image 1,1,2538,
12.5755,,Surface,5,Image 1,1,2539,
21.1084,,Surface,5,Image 1,1,2540,
15.4963,,Surface,5,Image 1,1,2541,
22.7823,,Surface,5,Image 1,1,2542,
19.3408,,Surface,5,Image 1,1,2543,
17.0205,,Surface,5,Image 1,1,2544,
15.929,,Surface,5,Image 1,1,2545,
18.0745,,Surface,5,Image 1,1,2546,
18.6587,,Surface,5,Image 1,1,2547,
14.2594,,Surface,5,Image 1,1,2548,
14.6096,,Surface,5,Image 1,1,2549,
25.3095,,Surface,5,Image 1,1,2550,
16.0961,,Surface,5,Image 1,1,2551,
22.1815,,Surface,5,Image 1,1,2552,
21.2017,,Surface,5,Image 1,1,2553,
18.4728,,Surface,5,Image 1,1,2554,
18.333,,Surface,5,Image 1,1,2555,
13.9093,,Surface,5,Image 1,1,2556,
14.8525,,Surface,5,Image 1,1,2557,
24.4602,,Surface,5,Image 1,1,2558,
14.643,,Surface,5,Image 1,1,2559,
16.8138,,Surface,5,Image 1,1,2560,
22.8765,,Surface,5,Image 1,1,2561,
20.0448,,Surface,5,Image 1,1,2562,
17.6419,,Surface,5,Image 1,1,2563,
17.0322,,Surface,5,Image 1,1,2564,
19.7238,,Surface,5,Image 1,1,2565,
13.2758,,Surface,5,Image 1,1,2566,
13.3846,,Surface,5,Image 1,1,2567,
15.2519,,Surface,5,Image 1,1,2568,
14.3797,,Surface,5,Image 1,1,2569,
16.856,,Surface,5,Image 1,1,2570,
17.1132,,Surface,5,Image 1,1,2571,
15.7737,,Surface,5,Image 1,1,2572,
26.0955,,Surface,5,Image 1,1,2573,
16.9243,,Surface,5,Image 1,1,2574,
20.7331,,Surface,5,Image 1,1,2575,
21.6795,,Surface,5,Image 1,1,2576,
20.4465,,Surface,5,Image 1,1,2577,
16.4297,,Surface,5,Image 1,1,2578,
22.2123,,Surface,5,Image 1,1,2579,
22.2748,,Surface,5,Image 1,1,2580,
23.9277,,Surface,5,Image 1,1,2581,
19.1552,,Surface,5,Image 1,1,2582,
22.7969,,Surface,5,Image 1,1,2583,
19.7998,,Surface,5,Image 1,1,2584,
19.617,,Surface,5,Image 1,1,2585,
11.0033,,Surface,5,Image 1,1,2586,
12.6536,,Surface,5,Image 1,1,2587,
12.9211,,Surface,5,Image 1,1,2588,
22.8255,,Surface,5,Image 1,1,2589,
18.8182,,Surface,5,Image 1,1,2590,
20.1559,,Surface,5,Image 1,1,2591,
15.4632,,Surface,5,Image 1,1,2592,
18.3389,,Surface,5,Image 1,1,2593,
18.3478,,Surface,5,Image 1,1,2594,
22.3598,,Surface,5,Image 1,1,2595,
16.6714,,Surface,5,Image 1,1,2596,
24.038,,Surface,5,Image 1,1,2597,
14.1303,,Surface,5,Image 1,1,2598,
17.4137,,Surface,5,Image 1,1,2599,
15.8656,,Surface,5,Image 1,1,2600,
14.2243,,Surface,5,Image 1,1,2601,
17.6641,,Surface,5,Image 1,1,2602,
21.4869,,Surface,5,Image 1,1,2603,
24.5991,,Surface,5,Image 1,1,2604,
12.2716,,Surface,5,Image 1,1,2605,
12.6746,,Surface,5,Image 1,1,2606,
16.2582,,Surface,5,Image 1,1,2607,
24.7861,,Surface,5,Image 1,1,2608,
14.2158,,Surface,5,Image 1,1,2609,
25.2712,,Surface,5,Image 1,1,2610,
12.739,,Surface,5,Image 1,1,2611,
20.3086,,Surface,5,Image 1,1,2612,
15.8662,,Surface,5,Image 1,1,2613,
14.864,,Surface,5,Image 1,1,2614,
16.1787,,Surface,5,Image 1,1,2615,
23.2992,,Surface,5,Image 1,1,2616,
14.4813,,Surface,5,Image 1,1,2617,
14.3365,,Surface,5,Image 1,1,2618,
15.731,,Surface,5,Image 1,1,2619,
17.5355,,Surface,5,Image 1,1,2620,
21.894,,Surface,5,Image 1,1,2621,
11.2277,,Surface,5,Image 1,1,2622,
21.2871,,Surface,5,Image 1,1,2623,
15.9571,,Surface,5,Image 1,1,2624,
14.8144,,Surface,5,Image 1,1,2625,
17.2215,,Surface,5,Image 1,1,2626,
18.9908,,Surface,5,Image 1,1,2627,
12.0456,,Surface,5,Image 1,1,2628,
13.1061,,Surface,5,Image 1,1,2629,
13.3972,,Surface,5,Image 1,1,2630,
14.8735,,Surface,5,Image 1,1,2631,
20.2751,,Surface,5,Image 1,1,2632,
14.9806,,Surface,5,Image 1,1,2633,
11.6858,,Surface,5,Image 1,1,2634,
11.5619,,Surface,5,Image 1,1,2635,
20.2845,,Surface,5,Image 1,1,2636,
19.292,,Surface,5,Image 1,1,2637,
12.0309,,Surface,5,Image 1,1,2638,
23.1403,,Surface,5,Image 1,1,2639,
11.8813,,Surface,5,Image 1,1,2640,
13.5962,,Surface,5,Image 1,1,2641,
12.4786,,Surface,5,Image 1,1,2642,
12.509,,Surface,5,Image 1,1,2643,
21.0991,,Surface,5,Image 1,1,2644,
13.876,,Surface,5,Image 1,1,2645,
12.9665,,Surface,5,Image 1,1,2646,
18.8856,,Surface,5,Image 1,1,2647,
18.7451,,Surface,5,Image 1,1,2648,
16.3172,,Surface,5,Image 1,1,2649,
17.4712,,Surface,5,Image 1,1,2650,
16.7748,,Surface,5,Image 1,1,2651,
13.2693,,Surface,5,Image 1,1,2652,
17.6964,,Surface,5,Image 1,1,2653,
13.4266,,Surface,5,Image 1,1,2654,
23.69,,Surface,5,Image 1,1,2655,
19.8212,,Surface,5,Image 1,1,2656,
14.9945,,Surface,5,Image 1,1,2657,
14.1214,,Surface,5,Image 1,1,2658,
24.8061,,Surface,5,Image 1,1,2659,
13.0436,,Surface,5,Image 1,1,2660,
18.4774,,Surface,5,Image 1,1,2661,
19.2902,,Surface,5,Image 1,1,2662,
22.4219,,Surface,5,Image 1,1,2663,
11.9875,,Surface,5,Image 1,1,2664,
12.6323,,Surface,5,Image 1,1,2665,
20.097,,Surface,5,Image 1,1,2666,
15.1233,,Surface,5,Image 1,1,2667,
13.2555,,Surface,5,Image 1,1,2668,
12.8703,,Surface,5,Image 1,1,2669,
19.4161,,Surface,5,Image 1,1,2670,
25.0033,,Surface,5,Image 1,1,2671,
13.6636,,Surface,5,Image 1,1,2672,
16.613,,Surface,5,Image 1,1,2673,
12.4476,,Surface,5,Image 1,1,2674,
16.0456,,Surface,5,Image 1,1,2675,
16.1362,,Surface,5,Image 1,1,2676,
15.8678,,Surface,5,Image 1,1,2677,
26.0391,,Surface,5,Image 1,1,2678,
17.0786,,Surface,5,Image 1,1,2679,
19.357,,Surface,5,Image 1,1,2680,
21.2928,,Surface,5,Image 1,1,2681,
22.5484,,Surface,5,Image 1,1,2682,
14.9019,,Surface,5,Image 1,1,2683,
14.3522,,Surface,5,Image 1,1,2684,
28.1933,,Surface,5,Image 1,1,2685,
15.5978,,Surface,5,Image 1,1,2686,
21.9437,,Surface,5,Image 1,1,2687,
