
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
373.414,um,Surface,Image 1,1,3081,
508.004,um,Surface,Image 1,1,3082,
255.422,um,Surface,Image 1,1,3083,
488.844,um,Surface,Image 1,1,3084,
497.699,um,Surface,Image 1,1,3085,
340.324,um,Surface,Image 1,1,3086,
262.359,um,Surface,Image 1,1,3087,
334.891,um,Surface,Image 1,1,3088,
394.719,um,Surface,Image 1,1,3089,
332.918,um,Surface,Image 1,1,3090,
277.34,um,Surface,Image 1,1,3091,
517,um,Surface,Image 1,1,3092,
226.863,um,Surface,Image 1,1,3093,
249.344,um,Surface,Image 1,1,3094,
443.633,um,Surface,Image 1,1,3095,
283.992,um,Surface,Image 1,1,3096,
251.758,um,Surface,Image 1,1,3097,
296.32,um,Surface,Image 1,1,3098,
356.254,um,Surface,Image 1,1,3099,
493.156,um,Surface,Image 1,1,3100,
228.57,um,Surface,Image 1,1,3101,
372.504,um,Surface,Image 1,1,3102,
463.969,um,Surface,Image 1,1,3103,
240.766,um,Surface,Image 1,1,3104,
485.758,um,Surface,Image 1,1,3105,
511.887,um,Surface,Image 1,1,3106,
259.594,um,Surface,Image 1,1,3107,
436.617,um,Surface,Image 1,1,3108,
227,um,Surface,Image 1,1,3109,
390.719,um,Surface,Image 1,1,3110,
408.176,um,Surface,Image 1,1,3111,
429.984,um,Surface,Image 1,1,3112,
343.719,um,Surface,Image 1,1,3113,
287.699,um,Surface,Image 1,1,3114,
521.281,um,Surface,Image 1,1,3115,
257.141,um,Surface,Image 1,1,3116,
377.117,um,Surface,Image 1,1,3117,
226.297,um,Surface,Image 1,1,3118,
264.859,um,Surface,Image 1,1,3119,
502.508,um,Surface,Image 1,1,3120,
489.648,um,Surface,Image 1,1,3121,
422.898,um,Surface,Image 1,1,3122,
384.758,um,Surface,Image 1,1,3123,
324.133,um,Surface,Image 1,1,3124,
476.387,um,Surface,Image 1,1,3125,
513.523,um,Surface,Image 1,1,3126,
415.477,um,Surface,Image 1,1,3127,
420.188,um,Surface,Image 1,1,3128,
393.922,um,Surface,Image 1,1,3129,
248.141,um,Surface,Image 1,1,3130,
342.855,um,Surface,Image 1,1,3131,
238.352,um,Surface,Image 1,1,3132,
281.156,um,Surface,Image 1,1,3133,
208.328,um,Surface,Image 1,1,3134,
228.352,um,Surface,Image 1,1,3135,
482.191,um,Surface,Image 1,1,3136,
276.148,um,Surface,Image 1,1,3137,
454.438,um,Surface,Image 1,1,3138,
222.336,um,Surface,Image 1,1,3139,
289.688,um,Surface,Image 1,1,3140,
420.805,um,Surface,Image 1,1,3141,
255.211,um,Surface,Image 1,1,3142,
494.113,um,Surface,Image 1,1,3143,
401.336,um,Surface,Image 1,1,3144,
438.926,um,Surface,Image 1,1,3145,
299.727,um,Surface,Image 1,1,3146,
252.633,um,Surface,Image 1,1,3147,
416.672,um,Surface,Image 1,1,3148,
261.82,um,Surface,Image 1,1,3149,
316.113,um,Surface,Image 1,1,3150,
387.398,um,Surface,Image 1,1,3151,
399.77,um,Surface,Image 1,1,3152,
237.156,um,Surface,Image 1,1,3153,
411.289,um,Surface,Image 1,1,3154,
365.617,um,Surface,Image 1,1,3155,
461.539,um,Surface,Image 1,1,3156,
335.742,um,Surface,Image 1,1,3157,
236.484,um,Surface,Image 1,1,3158,
296.383,um,Surface,Image 1,1,3159,
384.332,um,Surface,Image 1,1,3160,
222.688,um,Surface,Image 1,1,3161,
393.008,um,Surface,Image 1,1,3162,
373.656,um,Surface,Image 1,1,3163,
336.156,um,Surface,Image 1,1,3164,
447.508,um,Surface,Image 1,1,3165,
415.227,um,Surface,Image 1,1,3166,
351.711,um,Surface,Image 1,1,3167,
377.961,um,Surface,Image 1,1,3168,
237.406,um,Surface,Image 1,1,3169,
279.133,um,Surface,Image 1,1,3170,
293.957,um,Surface,Image 1,1,3171,
306.383,um,Surface,Image 1,1,3172,
314.617,um,Surface,Image 1,1,3173,
416.207,um,Surface,Image 1,1,3174,
346.168,um,Surface,Image 1,1,3175,
270.742,um,Surface,Image 1,1,3176,
222.539,um,Surface,Image 1,1,3177,
353.211,um,Surface,Image 1,1,3178,
231.32,um,Surface,Image 1,1,3179,
362.992,um,Surface,Image 1,1,3180,
277.805,um,Surface,Image 1,1,3181,
388.336,um,Surface,Image 1,1,3182,
310.414,um,Surface,Image 1,1,3183,
341.531,um,Surface,Image 1,1,3184,
344.586,um,Surface,Image 1,1,3185,
259.73,um,Surface,Image 1,1,3186,
298.492,um,Surface,Image 1,1,3187,
404.898,um,Surface,Image 1,1,3188,
408.164,um,Surface,Image 1,1,3189,
334.156,um,Surface,Image 1,1,3190,
388.852,um,Surface,Image 1,1,3191,
234.195,um,Surface,Image 1,1,3192,
259.664,um,Surface,Image 1,1,3193,
319.219,um,Surface,Image 1,1,3194,
277.695,um,Surface,Image 1,1,3195,
230.891,um,Surface,Image 1,1,3196,
258.57,um,Surface,Image 1,1,3197,
315.641,um,Surface,Image 1,1,3198,
376.191,um,Surface,Image 1,1,3199,
366.43,um,Surface,Image 1,1,3200,
346.469,um,Surface,Image 1,1,3201,
322.512,um,Surface,Image 1,1,3202,
325.434,um,Surface,Image 1,1,3203,
368.141,um,Surface,Image 1,1,3204,
316.891,um,Surface,Image 1,1,3205,
383.004,um,Surface,Image 1,1,3206,
252.844,um,Surface,Image 1,1,3207,
396.848,um,Surface,Image 1,1,3208,
361.285,um,Surface,Image 1,1,3209,
254.574,um,Surface,Image 1,1,3210,
301.883,um,Surface,Image 1,1,3211,
285.301,um,Surface,Image 1,1,3212,
313.195,um,Surface,Image 1,1,3213,
347.848,um,Surface,Image 1,1,3214,
293.5,um,Surface,Image 1,1,3215,
305.313,um,Surface,Image 1,1,3216,
257.523,um,Surface,Image 1,1,3217,
265.047,um,Surface,Image 1,1,3218,
226.559,um,Surface,Image 1,1,3219,
225.727,um,Surface,Image 1,1,3220,
324.32,um,Surface,Image 1,1,3221,
293.188,um,Surface,Image 1,1,3222,
264.133,um,Surface,Image 1,1,3223,
255.82,um,Surface,Image 1,1,3224,
301.977,um,Surface,Image 1,1,3225,
