
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
238,,Surface,6,Image 1,1,2422,
120,,Surface,6,Image 1,1,2423,
158,,Surface,6,Image 1,1,2424,
239,,Surface,6,Image 1,1,2425,
159,,Surface,6,Image 1,1,2426,
227,,Surface,6,Image 1,1,2427,
255,,Surface,6,Image 1,1,2428,
180,,Surface,6,Image 1,1,2429,
255,,Surface,6,Image 1,1,2430,
106,,Surface,6,Image 1,1,2431,
129,,Surface,6,Image 1,1,2432,
85,,Surface,6,Image 1,1,2433,
137,,Surface,6,Image 1,1,2434,
145,,Surface,6,Image 1,1,2435,
161,,Surface,6,Image 1,1,2436,
162,,Surface,6,Image 1,1,2437,
213,,Surface,6,Image 1,1,2438,
118,,Surface,6,Image 1,1,2439,
102,,Surface,6,Image 1,1,2440,
227,,Surface,6,Image 1,1,2441,
222,,Surface,6,Image 1,1,2442,
192,,Surface,6,Image 1,1,2443,
163,,Surface,6,Image 1,1,2444,
153,,Surface,6,Image 1,1,2445,
225,,Surface,6,Image 1,1,2446,
191,,Surface,6,Image 1,1,2447,
155,,Surface,6,Image 1,1,2448,
241,,Surface,6,Image 1,1,2449,
160,,Surface,6,Image 1,1,2450,
103,,Surface,6,Image 1,1,2451,
227,,Surface,6,Image 1,1,2452,
160,,Surface,6,Image 1,1,2453,
245,,Surface,6,Image 1,1,2454,
249,,Surface,6,Image 1,1,2455,
188,,Surface,6,Image 1,1,2456,
250,,Surface,6,Image 1,1,2457,
245,,Surface,6,Image 1,1,2458,
188,,Surface,6,Image 1,1,2459,
172,,Surface,6,Image 1,1,2460,
147,,Surface,6,Image 1,1,2461,
121,,Surface,6,Image 1,1,2462,
244,,Surface,6,Image 1,1,2463,
146,,Surface,6,Image 1,1,2464,
246,,Surface,6,Image 1,1,2465,
159,,Surface,6,Image 1,1,2466,
244,,Surface,6,Image 1,1,2467,
244,,Surface,6,Image 1,1,2468,
128,,Surface,6,Image 1,1,2469,
139,,Surface,6,Image 1,1,2470,
136,,Surface,6,Image 1,1,2471,
235,,Surface,6,Image 1,1,2472,
180,,Surface,6,Image 1,1,2473,
125,,Surface,6,Image 1,1,2474,
179,,Surface,6,Image 1,1,2475,
96,,Surface,6,Image 1,1,2476,
128,,Surface,6,Image 1,1,2477,
125,,Surface,6,Image 1,1,2478,
255,,Surface,6,Image 1,1,2479,
179,,Surface,6,Image 1,1,2480,
151,,Surface,6,Image 1,1,2481,
255,,Surface,6,Image 1,1,2482,
229,,Surface,6,Image 1,1,2483,
228,,Surface,6,Image 1,1,2484,
255,,Surface,6,Image 1,1,2485,
173,,Surface,6,Image 1,1,2486,
224,,Surface,6,Image 1,1,2487,
111,,Surface,6,Image 1,1,2488,
224,,Surface,6,Image 1,1,2489,
248,,Surface,6,Image 1,1,2490,
221,,Surface,6,Image 1,1,2491,
143,,Surface,6,Image 1,1,2492,
186,,Surface,6,Image 1,1,2493,
147,,Surface,6,Image 1,1,2494,
132,,Surface,6,Image 1,1,2495,
126,,Surface,6,Image 1,1,2496,
153,,Surface,6,Image 1,1,2497,
158,,Surface,6,Image 1,1,2498,
168,,Surface,6,Image 1,1,2499,
147,,Surface,6,Image 1,1,2500,
116,,Surface,6,Image 1,1,2501,
237,,Surface,6,Image 1,1,2502,
129,,Surface,6,Image 1,1,2503,
234,,Surface,6,Image 1,1,2504,
147,,Surface,6,Image 1,1,2505,
170,,Surface,6,Image 1,1,2506,
236,,Surface,6,Image 1,1,2507,
235,,Surface,6,Image 1,1,2508,
204,,Surface,6,Image 1,1,2509,
97,,Surface,6,Image 1,1,2510,
234,,Surface,6,Image 1,1,2511,
166,,Surface,6,Image 1,1,2512,
95,,Surface,6,Image 1,1,2513,
137,,Surface,6,Image 1,1,2514,
236,,Surface,6,Image 1,1,2515,
113,,Surface,6,Image 1,1,2516,
113,,Surface,6,Image 1,1,2517,
84,,Surface,6,Image 1,1,2518,
116,,Surface,6,Image 1,1,2519,
195,,Surface,6,Image 1,1,2520,
167,,Surface,6,Image 1,1,2521,
175,,Surface,6,Image 1,1,2522,
