
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
23976,,Surface,4,Image 1,1,2422,
16618,,Surface,4,Image 1,1,2423,
8828,,Surface,4,Image 1,1,2424,
12351,,Surface,4,Image 1,1,2425,
40003,,Surface,4,Image 1,1,2426,
49977,,Surface,4,Image 1,1,2427,
23752,,Surface,4,Image 1,1,2428,
42313,,Surface,4,Image 1,1,2429,
6865,,Surface,4,Image 1,1,2430,
6907,,Surface,4,Image 1,1,2431,
10995,,Surface,4,Image 1,1,2432,
6065,,Surface,4,Image 1,1,2433,
16986,,Surface,4,Image 1,1,2434,
31344,,Surface,4,Image 1,1,2435,
21644,,Surface,4,Image 1,1,2436,
64494,,Surface,4,Image 1,1,2437,
25947,,Surface,4,Image 1,1,2438,
11911,,Surface,4,Image 1,1,2439,
8927,,Surface,4,Image 1,1,2440,
28945,,Surface,4,Image 1,1,2441,
55214,,Surface,4,Image 1,1,2442,
3564,,Surface,4,Image 1,1,2443,
7284,,Surface,4,Image 1,1,2444,
29471,,Surface,4,Image 1,1,2445,
89614,,Surface,4,Image 1,1,2446,
14161,,Surface,4,Image 1,1,2447,
15208,,Surface,4,Image 1,1,2448,
27708,,Surface,4,Image 1,1,2449,
7534,,Surface,4,Image 1,1,2450,
8454,,Surface,4,Image 1,1,2451,
40101,,Surface,4,Image 1,1,2452,
9760,,Surface,4,Image 1,1,2453,
14148,,Surface,4,Image 1,1,2454,
14982,,Surface,4,Image 1,1,2455,
34640,,Surface,4,Image 1,1,2456,
22577,,Surface,4,Image 1,1,2457,
15701,,Surface,4,Image 1,1,2458,
17930,,Surface,4,Image 1,1,2459,
13078,,Surface,4,Image 1,1,2460,
29154,,Surface,4,Image 1,1,2461,
12932,,Surface,4,Image 1,1,2462,
26873,,Surface,4,Image 1,1,2463,
16545,,Surface,4,Image 1,1,2464,
39152,,Surface,4,Image 1,1,2465,
8976,,Surface,4,Image 1,1,2466,
52694,,Surface,4,Image 1,1,2467,
18906,,Surface,4,Image 1,1,2468,
21214,,Surface,4,Image 1,1,2469,
16423,,Surface,4,Image 1,1,2470,
5294,,Surface,4,Image 1,1,2471,
26867,,Surface,4,Image 1,1,2472,
4923,,Surface,4,Image 1,1,2473,
11015,,Surface,4,Image 1,1,2474,
23607,,Surface,4,Image 1,1,2475,
7098,,Surface,4,Image 1,1,2476,
11624,,Surface,4,Image 1,1,2477,
19706,,Surface,4,Image 1,1,2478,
28405,,Surface,4,Image 1,1,2479,
6191,,Surface,4,Image 1,1,2480,
