
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
14508,,Surface,6,Image 1,1,2422,
9127,,Surface,6,Image 1,1,2423,
4951,,Surface,6,Image 1,1,2424,
8147,,Surface,6,Image 1,1,2425,
20181,,Surface,6,Image 1,1,2426,
28783,,Surface,6,Image 1,1,2427,
15223,,Surface,6,Image 1,1,2428,
24648,,Surface,6,Image 1,1,2429,
4758,,Surface,6,Image 1,1,2430,
3879,,Surface,6,Image 1,1,2431,
5428,,Surface,6,Image 1,1,2432,
2619,,Surface,6,Image 1,1,2433,
9876,,Surface,6,Image 1,1,2434,
19322,,Surface,6,Image 1,1,2435,
12778,,Surface,6,Image 1,1,2436,
33215,,Surface,6,Image 1,1,2437,
15267,,Surface,6,Image 1,1,2438,
5849,,Surface,6,Image 1,1,2439,
4423,,Surface,6,Image 1,1,2440,
19804,,Surface,6,Image 1,1,2441,
30760,,Surface,6,Image 1,1,2442,
2316,,Surface,6,Image 1,1,2443,
4430,,Surface,6,Image 1,1,2444,
16170,,Surface,6,Image 1,1,2445,
47429,,Surface,6,Image 1,1,2446,
7508,,Surface,6,Image 1,1,2447,
8451,,Surface,6,Image 1,1,2448,
14247,,Surface,6,Image 1,1,2449,
4269,,Surface,6,Image 1,1,2450,
4268,,Surface,6,Image 1,1,2451,
22327,,Surface,6,Image 1,1,2452,
5441,,Surface,6,Image 1,1,2453,
7874,,Surface,6,Image 1,1,2454,
9012,,Surface,6,Image 1,1,2455,
18205,,Surface,6,Image 1,1,2456,
15484,,Surface,6,Image 1,1,2457,
10542,,Surface,6,Image 1,1,2458,
9903,,Surface,6,Image 1,1,2459,
7178,,Surface,6,Image 1,1,2460,
14141,,Surface,6,Image 1,1,2461,
5804,,Surface,6,Image 1,1,2462,
16704,,Surface,6,Image 1,1,2463,
7811,,Surface,6,Image 1,1,2464,
22422,,Surface,6,Image 1,1,2465,
4600,,Surface,6,Image 1,1,2466,
32996,,Surface,6,Image 1,1,2467,
12712,,Surface,6,Image 1,1,2468,
11361,,Surface,6,Image 1,1,2469,
8594,,Surface,6,Image 1,1,2470,
2672,,Surface,6,Image 1,1,2471,
21007,,Surface,6,Image 1,1,2472,
3154,,Surface,6,Image 1,1,2473,
5905,,Surface,6,Image 1,1,2474,
12584,,Surface,6,Image 1,1,2475,
4019,,Surface,6,Image 1,1,2476,
5261,,Surface,6,Image 1,1,2477,
9330,,Surface,6,Image 1,1,2478,
22345,,Surface,6,Image 1,1,2479,
3885,,Surface,6,Image 1,1,2480,
7520,,Surface,6,Image 1,1,2481,
26427,,Surface,6,Image 1,1,2482,
7207,,Surface,6,Image 1,1,2483,
4864,,Surface,6,Image 1,1,2484,
10459,,Surface,6,Image 1,1,2485,
8461,,Surface,6,Image 1,1,2486,
20168,,Surface,6,Image 1,1,2487,
1607,,Surface,6,Image 1,1,2488,
10695,,Surface,6,Image 1,1,2489,
8092,,Surface,6,Image 1,1,2490,
35416,,Surface,6,Image 1,1,2491,
24155,,Surface,6,Image 1,1,2492,
8588,,Surface,6,Image 1,1,2493,
16309,,Surface,6,Image 1,1,2494,
15883,,Surface,6,Image 1,1,2495,
4709,,Surface,6,Image 1,1,2496,
22270,,Surface,6,Image 1,1,2497,
6710,,Surface,6,Image 1,1,2498,
8495,,Surface,6,Image 1,1,2499,
19447,,Surface,6,Image 1,1,2500,
11312,,Surface,6,Image 1,1,2501,
13417,,Surface,6,Image 1,1,2502,
14499,,Surface,6,Image 1,1,2503,
4955,,Surface,6,Image 1,1,2504,
20353,,Surface,6,Image 1,1,2505,
38032,,Surface,6,Image 1,1,2506,
42234,,Surface,6,Image 1,1,2507,
17753,,Surface,6,Image 1,1,2508,
18297,,Surface,6,Image 1,1,2509,
3481,,Surface,6,Image 1,1,2510,
43155,,Surface,6,Image 1,1,2511,
14785,,Surface,6,Image 1,1,2512,
7950,,Surface,6,Image 1,1,2513,
5846,,Surface,6,Image 1,1,2514,
15017,,Surface,6,Image 1,1,2515,
16543,,Surface,6,Image 1,1,2516,
8523,,Surface,6,Image 1,1,2517,
3656,,Surface,6,Image 1,1,2518,
1790,,Surface,6,Image 1,1,2519,
36369,,Surface,6,Image 1,1,2520,
77036,,Surface,6,Image 1,1,2521,
31076,,Surface,6,Image 1,1,2522,
71530,,Surface,6,Image 1,1,2523,
25191,,Surface,6,Image 1,1,2524,
16008,,Surface,6,Image 1,1,2525,
3852,,Surface,6,Image 1,1,2526,
38832,,Surface,6,Image 1,1,2527,
54449,,Surface,6,Image 1,1,2528,
28578,,Surface,6,Image 1,1,2529,
49606,,Surface,6,Image 1,1,2530,
15474,,Surface,6,Image 1,1,2531,
6115,,Surface,6,Image 1,1,2532,
39781,,Surface,6,Image 1,1,2533,
3810,,Surface,6,Image 1,1,2534,
6698,,Surface,6,Image 1,1,2535,
10398,,Surface,6,Image 1,1,2536,
24821,,Surface,6,Image 1,1,2537,
11334,,Surface,6,Image 1,1,2538,
4640,,Surface,6,Image 1,1,2539,
28271,,Surface,6,Image 1,1,2540,
3558,,Surface,6,Image 1,1,2541,
66082,,Surface,6,Image 1,1,2542,
4498,,Surface,6,Image 1,1,2543,
