
Intensity Center Ch=3 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
7,,Surface,3,Image 1,1,2561,
67,,Surface,3,Image 1,1,2562,
1,,Surface,3,Image 1,1,2563,
91,,Surface,3,Image 1,1,2564,
28,,Surface,3,Image 1,1,2565,
114,,Surface,3,Image 1,1,2566,
44,,Surface,3,Image 1,1,2567,
26,,Surface,3,Image 1,1,2568,
27,,Surface,3,Image 1,1,2569,
26,,Surface,3,Image 1,1,2570,
57,,Surface,3,Image 1,1,2571,
64,,Surface,3,Image 1,1,2572,
10,,Surface,3,Image 1,1,2573,
21,,Surface,3,Image 1,1,2574,
3,,Surface,3,Image 1,1,2575,
3,,Surface,3,Image 1,1,2576,
7,,Surface,3,Image 1,1,2577,
23,,Surface,3,Image 1,1,2578,
4,,Surface,3,Image 1,1,2579,
11,,Surface,3,Image 1,1,2580,
2,,Surface,3,Image 1,1,2581,
14,,Surface,3,Image 1,1,2582,
6,,Surface,3,Image 1,1,2583,
80,,Surface,3,Image 1,1,2584,
21,,Surface,3,Image 1,1,2585,
8,,Surface,3,Image 1,1,2586,
55,,Surface,3,Image 1,1,2587,
47,,Surface,3,Image 1,1,2588,
2,,Surface,3,Image 1,1,2589,
37,,Surface,3,Image 1,1,2590,
29,,Surface,3,Image 1,1,2591,
23,,Surface,3,Image 1,1,2592,
16,,Surface,3,Image 1,1,2593,
21,,Surface,3,Image 1,1,2594,
19,,Surface,3,Image 1,1,2595,
82,,Surface,3,Image 1,1,2596,
10,,Surface,3,Image 1,1,2597,
30,,Surface,3,Image 1,1,2598,
25,,Surface,3,Image 1,1,2599,
71,,Surface,3,Image 1,1,2600,
61,,Surface,3,Image 1,1,2601,
16,,Surface,3,Image 1,1,2602,
28,,Surface,3,Image 1,1,2603,
7,,Surface,3,Image 1,1,2604,
27,,Surface,3,Image 1,1,2605,
39,,Surface,3,Image 1,1,2606,
39,,Surface,3,Image 1,1,2607,
6,,Surface,3,Image 1,1,2608,
17,,Surface,3,Image 1,1,2609,
2,,Surface,3,Image 1,1,2610,
46,,Surface,3,Image 1,1,2611,
25,,Surface,3,Image 1,1,2612,
54,,Surface,3,Image 1,1,2613,
29,,Surface,3,Image 1,1,2614,
53,,Surface,3,Image 1,1,2615,
10,,Surface,3,Image 1,1,2616,
112,,Surface,3,Image 1,1,2617,
94,,Surface,3,Image 1,1,2618,
57,,Surface,3,Image 1,1,2619,
43,,Surface,3,Image 1,1,2620,
25,,Surface,3,Image 1,1,2621,
49,,Surface,3,Image 1,1,2622,
16,,Surface,3,Image 1,1,2623,
54,,Surface,3,Image 1,1,2624,
16,,Surface,3,Image 1,1,2625,
34,,Surface,3,Image 1,1,2626,
101,,Surface,3,Image 1,1,2627,
62,,Surface,3,Image 1,1,2628,
44,,Surface,3,Image 1,1,2629,
70,,Surface,3,Image 1,1,2630,
17,,Surface,3,Image 1,1,2631,
2,,Surface,3,Image 1,1,2632,
30,,Surface,3,Image 1,1,2633,
30,,Surface,3,Image 1,1,2634,
89,,Surface,3,Image 1,1,2635,
26,,Surface,3,Image 1,1,2636,
26,,Surface,3,Image 1,1,2637,
65,,Surface,3,Image 1,1,2638,
24,,Surface,3,Image 1,1,2639,
31,,Surface,3,Image 1,1,2640,
77,,Surface,3,Image 1,1,2641,
47,,Surface,3,Image 1,1,2642,
42,,Surface,3,Image 1,1,2643,
5,,Surface,3,Image 1,1,2644,
34,,Surface,3,Image 1,1,2645,
22,,Surface,3,Image 1,1,2646,
9,,Surface,3,Image 1,1,2647,
72,,Surface,3,Image 1,1,2648,
60,,Surface,3,Image 1,1,2649,
42,,Surface,3,Image 1,1,2650,
47,,Surface,3,Image 1,1,2651,
11,,Surface,3,Image 1,1,2652,
22,,Surface,3,Image 1,1,2653,
28,,Surface,3,Image 1,1,2654,
9,,Surface,3,Image 1,1,2655,
7,,Surface,3,Image 1,1,2656,
84,,Surface,3,Image 1,1,2657,
73,,Surface,3,Image 1,1,2658,
2,,Surface,3,Image 1,1,2659,
15,,Surface,3,Image 1,1,2660,
15,,Surface,3,Image 1,1,2661,
21,,Surface,3,Image 1,1,2662,
28,,Surface,3,Image 1,1,2663,
66,,Surface,3,Image 1,1,2664,
94,,Surface,3,Image 1,1,2665,
4,,Surface,3,Image 1,1,2666,
41,,Surface,3,Image 1,1,2667,
66,,Surface,3,Image 1,1,2668,
52,,Surface,3,Image 1,1,2669,
102,,Surface,3,Image 1,1,2670,
3,,Surface,3,Image 1,1,2671,
21,,Surface,3,Image 1,1,2672,
13,,Surface,3,Image 1,1,2673,
36,,Surface,3,Image 1,1,2674,
35,,Surface,3,Image 1,1,2675,
100,,Surface,3,Image 1,1,2676,
15,,Surface,3,Image 1,1,2677,
5,,Surface,3,Image 1,1,2678,
32,,Surface,3,Image 1,1,2679,
6,,Surface,3,Image 1,1,2680,
5,,Surface,3,Image 1,1,2681,
12,,Surface,3,Image 1,1,2682,
23,,Surface,3,Image 1,1,2683,
65,,Surface,3,Image 1,1,2684,
13,,Surface,3,Image 1,1,2685,
23,,Surface,3,Image 1,1,2686,
27,,Surface,3,Image 1,1,2687,
7,,Surface,3,Image 1,1,2688,
20,,Surface,3,Image 1,1,2689,
6,,Surface,3,Image 1,1,2690,
53,,Surface,3,Image 1,1,2691,
104,,Surface,3,Image 1,1,2692,
0,,Surface,3,Image 1,1,2693,
48,,Surface,3,Image 1,1,2694,
19,,Surface,3,Image 1,1,2695,
6,,Surface,3,Image 1,1,2696,
55,,Surface,3,Image 1,1,2697,
4,,Surface,3,Image 1,1,2698,
29,,Surface,3,Image 1,1,2699,
82,,Surface,3,Image 1,1,2700,
42,,Surface,3,Image 1,1,2701,
29,,Surface,3,Image 1,1,2702,
85,,Surface,3,Image 1,1,2703,
13,,Surface,3,Image 1,1,2704,
50,,Surface,3,Image 1,1,2705,
73,,Surface,3,Image 1,1,2706,
6,,Surface,3,Image 1,1,2707,
26,,Surface,3,Image 1,1,2708,
15,,Surface,3,Image 1,1,2709,
26,,Surface,3,Image 1,1,2710,
11,,Surface,3,Image 1,1,2711,
54,,Surface,3,Image 1,1,2712,
54,,Surface,3,Image 1,1,2713,
62,,Surface,3,Image 1,1,2714,
79,,Surface,3,Image 1,1,2715,
8,,Surface,3,Image 1,1,2716,
24,,Surface,3,Image 1,1,2717,
20,,Surface,3,Image 1,1,2718,
7,,Surface,3,Image 1,1,2719,
8,,Surface,3,Image 1,1,2720,
19,,Surface,3,Image 1,1,2721,
11,,Surface,3,Image 1,1,2722,
54,,Surface,3,Image 1,1,2723,
35,,Surface,3,Image 1,1,2724,
87,,Surface,3,Image 1,1,2725,
80,,Surface,3,Image 1,1,2726,
4,,Surface,3,Image 1,1,2727,
10,,Surface,3,Image 1,1,2728,
12,,Surface,3,Image 1,1,2729,
5,,Surface,3,Image 1,1,2730,
10,,Surface,3,Image 1,1,2731,
20,,Surface,3,Image 1,1,2732,
5,,Surface,3,Image 1,1,2733,
3,,Surface,3,Image 1,1,2734,
13,,Surface,3,Image 1,1,2735,
15,,Surface,3,Image 1,1,2736,
46,,Surface,3,Image 1,1,2737,
15,,Surface,3,Image 1,1,2738,
30,,Surface,3,Image 1,1,2739,
74,,Surface,3,Image 1,1,2740,
9,,Surface,3,Image 1,1,2741,
14,,Surface,3,Image 1,1,2742,
7,,Surface,3,Image 1,1,2743,
8,,Surface,3,Image 1,1,2744,
22,,Surface,3,Image 1,1,2745,
14,,Surface,3,Image 1,1,2746,
11,,Surface,3,Image 1,1,2747,
9,,Surface,3,Image 1,1,2748,
7,,Surface,3,Image 1,1,2749,
9,,Surface,3,Image 1,1,2750,
12,,Surface,3,Image 1,1,2751,
8,,Surface,3,Image 1,1,2752,
15,,Surface,3,Image 1,1,2753,
13,,Surface,3,Image 1,1,2754,
9,,Surface,3,Image 1,1,2755,
15,,Surface,3,Image 1,1,2756,
6,,Surface,3,Image 1,1,2757,
32,,Surface,3,Image 1,1,2758,
25,,Surface,3,Image 1,1,2759,
48,,Surface,3,Image 1,1,2760,
15,,Surface,3,Image 1,1,2761,
5,,Surface,3,Image 1,1,2762,
16,,Surface,3,Image 1,1,2763,
12,,Surface,3,Image 1,1,2764,
13,,Surface,3,Image 1,1,2765,
13,,Surface,3,Image 1,1,2766,
25,,Surface,3,Image 1,1,2767,
23,,Surface,3,Image 1,1,2768,
66,,Surface,3,Image 1,1,2769,
121,,Surface,3,Image 1,1,2770,
94,,Surface,3,Image 1,1,2771,
57,,Surface,3,Image 1,1,2772,
21,,Surface,3,Image 1,1,2773,
5,,Surface,3,Image 1,1,2774,
11,,Surface,3,Image 1,1,2775,
21,,Surface,3,Image 1,1,2776,
18,,Surface,3,Image 1,1,2777,
34,,Surface,3,Image 1,1,2778,
82,,Surface,3,Image 1,1,2779,
4,,Surface,3,Image 1,1,2780,
11,,Surface,3,Image 1,1,2781,
29,,Surface,3,Image 1,1,2782,
52,,Surface,3,Image 1,1,2783,
70,,Surface,3,Image 1,1,2784,
26,,Surface,3,Image 1,1,2785,
12,,Surface,3,Image 1,1,2786,
11,,Surface,3,Image 1,1,2787,
111,,Surface,3,Image 1,1,2788,
30,,Surface,3,Image 1,1,2789,
66,,Surface,3,Image 1,1,2790,
119,,Surface,3,Image 1,1,2791,
24,,Surface,3,Image 1,1,2792,
54,,Surface,3,Image 1,1,2793,
78,,Surface,3,Image 1,1,2794,
27,,Surface,3,Image 1,1,2795,
16,,Surface,3,Image 1,1,2796,
23,,Surface,3,Image 1,1,2797,
25,,Surface,3,Image 1,1,2798,
5,,Surface,3,Image 1,1,2799,
33,,Surface,3,Image 1,1,2800,
14,,Surface,3,Image 1,1,2801,
41,,Surface,3,Image 1,1,2802,
18,,Surface,3,Image 1,1,2803,
94,,Surface,3,Image 1,1,2804,
39,,Surface,3,Image 1,1,2805,
29,,Surface,3,Image 1,1,2806,
41,,Surface,3,Image 1,1,2807,
22,,Surface,3,Image 1,1,2808,
48,,Surface,3,Image 1,1,2809,
50,,Surface,3,Image 1,1,2810,
25,,Surface,3,Image 1,1,2811,
28,,Surface,3,Image 1,1,2812,
44,,Surface,3,Image 1,1,2813,
21,,Surface,3,Image 1,1,2814,
8,,Surface,3,Image 1,1,2815,
62,,Surface,3,Image 1,1,2816,
35,,Surface,3,Image 1,1,2817,
10,,Surface,3,Image 1,1,2818,
23,,Surface,3,Image 1,1,2819,
159,,Surface,3,Image 1,1,2820,
32,,Surface,3,Image 1,1,2821,
4,,Surface,3,Image 1,1,2822,
29,,Surface,3,Image 1,1,2823,
7,,Surface,3,Image 1,1,2824,
11,,Surface,3,Image 1,1,2825,
11,,Surface,3,Image 1,1,2826,
26,,Surface,3,Image 1,1,2827,
19,,Surface,3,Image 1,1,2828,
38,,Surface,3,Image 1,1,2829,
48,,Surface,3,Image 1,1,2830,
31,,Surface,3,Image 1,1,2831,
62,,Surface,3,Image 1,1,2832,
63,,Surface,3,Image 1,1,2833,
46,,Surface,3,Image 1,1,2834,
17,,Surface,3,Image 1,1,2835,
14,,Surface,3,Image 1,1,2836,
25,,Surface,3,Image 1,1,2837,
16,,Surface,3,Image 1,1,2838,
19,,Surface,3,Image 1,1,2839,
101,,Surface,3,Image 1,1,2840,
14,,Surface,3,Image 1,1,2841,
9,,Surface,3,Image 1,1,2842,
26,,Surface,3,Image 1,1,2843,
7,,Surface,3,Image 1,1,2844,
20,,Surface,3,Image 1,1,2845,
23,,Surface,3,Image 1,1,2846,
45,,Surface,3,Image 1,1,2847,
48,,Surface,3,Image 1,1,2848,
39,,Surface,3,Image 1,1,2849,
23,,Surface,3,Image 1,1,2850,
3,,Surface,3,Image 1,1,2851,
5,,Surface,3,Image 1,1,2852,
85,,Surface,3,Image 1,1,2853,
47,,Surface,3,Image 1,1,2854,
7,,Surface,3,Image 1,1,2855,
52,,Surface,3,Image 1,1,2856,
16,,Surface,3,Image 1,1,2857,
22,,Surface,3,Image 1,1,2858,
38,,Surface,3,Image 1,1,2859,
6,,Surface,3,Image 1,1,2860,
116,,Surface,3,Image 1,1,2861,
68,,Surface,3,Image 1,1,2862,
60,,Surface,3,Image 1,1,2863,
10,,Surface,3,Image 1,1,2864,
48,,Surface,3,Image 1,1,2865,
54,,Surface,3,Image 1,1,2866,
14,,Surface,3,Image 1,1,2867,
119,,Surface,3,Image 1,1,2868,
26,,Surface,3,Image 1,1,2869,
7,,Surface,3,Image 1,1,2870,
22,,Surface,3,Image 1,1,2871,
63,,Surface,3,Image 1,1,2872,
17,,Surface,3,Image 1,1,2873,
89,,Surface,3,Image 1,1,2874,
57,,Surface,3,Image 1,1,2875,
67,,Surface,3,Image 1,1,2876,
52,,Surface,3,Image 1,1,2877,
54,,Surface,3,Image 1,1,2878,
61,,Surface,3,Image 1,1,2879,
11,,Surface,3,Image 1,1,2880,
43,,Surface,3,Image 1,1,2881,
71,,Surface,3,Image 1,1,2882,
50,,Surface,3,Image 1,1,2883,
24,,Surface,3,Image 1,1,2884,
25,,Surface,3,Image 1,1,2885,
13,,Surface,3,Image 1,1,2886,
80,,Surface,3,Image 1,1,2887,
36,,Surface,3,Image 1,1,2888,
62,,Surface,3,Image 1,1,2889,
88,,Surface,3,Image 1,1,2890,
106,,Surface,3,Image 1,1,2891,
68,,Surface,3,Image 1,1,2892,
61,,Surface,3,Image 1,1,2893,
61,,Surface,3,Image 1,1,2894,
12,,Surface,3,Image 1,1,2895,
60,,Surface,3,Image 1,1,2896,
77,,Surface,3,Image 1,1,2897,
51,,Surface,3,Image 1,1,2898,
17,,Surface,3,Image 1,1,2899,
18,,Surface,3,Image 1,1,2900,
43,,Surface,3,Image 1,1,2901,
14,,Surface,3,Image 1,1,2902,
12,,Surface,3,Image 1,1,2903,
71,,Surface,3,Image 1,1,2904,
105,,Surface,3,Image 1,1,2905,
78,,Surface,3,Image 1,1,2906,
34,,Surface,3,Image 1,1,2907,
32,,Surface,3,Image 1,1,2908,
38,,Surface,3,Image 1,1,2909,
86,,Surface,3,Image 1,1,2910,
79,,Surface,3,Image 1,1,2911,
111,,Surface,3,Image 1,1,2912,
37,,Surface,3,Image 1,1,2913,
136,,Surface,3,Image 1,1,2914,
26,,Surface,3,Image 1,1,2915,
15,,Surface,3,Image 1,1,2916,
38,,Surface,3,Image 1,1,2917,
13,,Surface,3,Image 1,1,2918,
16,,Surface,3,Image 1,1,2919,
87,,Surface,3,Image 1,1,2920,
66,,Surface,3,Image 1,1,2921,
54,,Surface,3,Image 1,1,2922,
48,,Surface,3,Image 1,1,2923,
27,,Surface,3,Image 1,1,2924,
27,,Surface,3,Image 1,1,2925,
32,,Surface,3,Image 1,1,2926,
122,,Surface,3,Image 1,1,2927,
79,,Surface,3,Image 1,1,2928,
40,,Surface,3,Image 1,1,2929,
61,,Surface,3,Image 1,1,2930,
15,,Surface,3,Image 1,1,2931,
30,,Surface,3,Image 1,1,2932,
80,,Surface,3,Image 1,1,2933,
54,,Surface,3,Image 1,1,2934,
48,,Surface,3,Image 1,1,2935,
51,,Surface,3,Image 1,1,2936,
48,,Surface,3,Image 1,1,2937,
88,,Surface,3,Image 1,1,2938,
68,,Surface,3,Image 1,1,2939,
25,,Surface,3,Image 1,1,2940,
99,,Surface,3,Image 1,1,2941,
130,,Surface,3,Image 1,1,2942,
62,,Surface,3,Image 1,1,2943,
85,,Surface,3,Image 1,1,2944,
51,,Surface,3,Image 1,1,2945,
113,,Surface,3,Image 1,1,2946,
65,,Surface,3,Image 1,1,2947,
50,,Surface,3,Image 1,1,2948,
41,,Surface,3,Image 1,1,2949,
27,,Surface,3,Image 1,1,2950,
22,,Surface,3,Image 1,1,2951,
75,,Surface,3,Image 1,1,2952,
37,,Surface,3,Image 1,1,2953,
15,,Surface,3,Image 1,1,2954,
29,,Surface,3,Image 1,1,2955,
62,,Surface,3,Image 1,1,2956,
24,,Surface,3,Image 1,1,2957,
37,,Surface,3,Image 1,1,2958,
148,,Surface,3,Image 1,1,2959,
32,,Surface,3,Image 1,1,2960,
36,,Surface,3,Image 1,1,2961,
72,,Surface,3,Image 1,1,2962,
15,,Surface,3,Image 1,1,2963,
57,,Surface,3,Image 1,1,2964,
19,,Surface,3,Image 1,1,2965,
67,,Surface,3,Image 1,1,2966,
26,,Surface,3,Image 1,1,2967,
43,,Surface,3,Image 1,1,2968,
18,,Surface,3,Image 1,1,2969,
10,,Surface,3,Image 1,1,2970,
97,,Surface,3,Image 1,1,2971,
54,,Surface,3,Image 1,1,2972,
15,,Surface,3,Image 1,1,2973,
107,,Surface,3,Image 1,1,2974,
49,,Surface,3,Image 1,1,2975,
25,,Surface,3,Image 1,1,2976,
47,,Surface,3,Image 1,1,2977,
35,,Surface,3,Image 1,1,2978,
95,,Surface,3,Image 1,1,2979,
13,,Surface,3,Image 1,1,2980,
16,,Surface,3,Image 1,1,2981,
54,,Surface,3,Image 1,1,2982,
95,,Surface,3,Image 1,1,2983,
0,,Surface,3,Image 1,1,2984,
66,,Surface,3,Image 1,1,2985,
68,,Surface,3,Image 1,1,2986,
60,,Surface,3,Image 1,1,2987,
35,,Surface,3,Image 1,1,2988,
116,,Surface,3,Image 1,1,2989,
70,,Surface,3,Image 1,1,2990,
29,,Surface,3,Image 1,1,2991,
8,,Surface,3,Image 1,1,2992,
8,,Surface,3,Image 1,1,2993,
83,,Surface,3,Image 1,1,2994,
44,,Surface,3,Image 1,1,2995,
40,,Surface,3,Image 1,1,2996,
27,,Surface,3,Image 1,1,2997,
45,,Surface,3,Image 1,1,2998,
30,,Surface,3,Image 1,1,2999,
35,,Surface,3,Image 1,1,3000,
14,,Surface,3,Image 1,1,3001,
55,,Surface,3,Image 1,1,3002,
13,,Surface,3,Image 1,1,3003,
87,,Surface,3,Image 1,1,3004,
11,,Surface,3,Image 1,1,3005,
34,,Surface,3,Image 1,1,3006,
16,,Surface,3,Image 1,1,3007,
65,,Surface,3,Image 1,1,3008,
10,,Surface,3,Image 1,1,3009,
47,,Surface,3,Image 1,1,3010,
78,,Surface,3,Image 1,1,3011,
40,,Surface,3,Image 1,1,3012,
30,,Surface,3,Image 1,1,3013,
24,,Surface,3,Image 1,1,3014,
28,,Surface,3,Image 1,1,3015,
23,,Surface,3,Image 1,1,3016,
39,,Surface,3,Image 1,1,3017,
74,,Surface,3,Image 1,1,3018,
21,,Surface,3,Image 1,1,3019,
49,,Surface,3,Image 1,1,3020,
39,,Surface,3,Image 1,1,3021,
6,,Surface,3,Image 1,1,3022,
13,,Surface,3,Image 1,1,3023,
33,,Surface,3,Image 1,1,3024,
20,,Surface,3,Image 1,1,3025,
15,,Surface,3,Image 1,1,3026,
18,,Surface,3,Image 1,1,3027,
28,,Surface,3,Image 1,1,3028,
105,,Surface,3,Image 1,1,3029,
65,,Surface,3,Image 1,1,3030,
18,,Surface,3,Image 1,1,3031,
23,,Surface,3,Image 1,1,3032,
36,,Surface,3,Image 1,1,3033,
32,,Surface,3,Image 1,1,3034,
57,,Surface,3,Image 1,1,3035,
31,,Surface,3,Image 1,1,3036,
20,,Surface,3,Image 1,1,3037,
73,,Surface,3,Image 1,1,3038,
12,,Surface,3,Image 1,1,3039,
54,,Surface,3,Image 1,1,3040,
28,,Surface,3,Image 1,1,3041,
30,,Surface,3,Image 1,1,3042,
11,,Surface,3,Image 1,1,3043,
33,,Surface,3,Image 1,1,3044,
98,,Surface,3,Image 1,1,3045,
39,,Surface,3,Image 1,1,3046,
73,,Surface,3,Image 1,1,3047,
13,,Surface,3,Image 1,1,3048,
1,,Surface,3,Image 1,1,3049,
130,,Surface,3,Image 1,1,3050,
47,,Surface,3,Image 1,1,3051,
10,,Surface,3,Image 1,1,3052,
20,,Surface,3,Image 1,1,3053,
35,,Surface,3,Image 1,1,3054,
19,,Surface,3,Image 1,1,3055,
10,,Surface,3,Image 1,1,3056,
110,,Surface,3,Image 1,1,3057,
130,,Surface,3,Image 1,1,3058,
9,,Surface,3,Image 1,1,3059,
32,,Surface,3,Image 1,1,3060,
225,,Surface,3,Image 1,1,3061,
35,,Surface,3,Image 1,1,3062,
107,,Surface,3,Image 1,1,3063,
21,,Surface,3,Image 1,1,3064,
39,,Surface,3,Image 1,1,3065,
23,,Surface,3,Image 1,1,3066,
9,,Surface,3,Image 1,1,3067,
43,,Surface,3,Image 1,1,3068,
24,,Surface,3,Image 1,1,3069,
42,,Surface,3,Image 1,1,3070,
61,,Surface,3,Image 1,1,3071,
20,,Surface,3,Image 1,1,3072,
5,,Surface,3,Image 1,1,3073,
10,,Surface,3,Image 1,1,3074,
21,,Surface,3,Image 1,1,3075,
26,,Surface,3,Image 1,1,3076,
26,,Surface,3,Image 1,1,3077,
10,,Surface,3,Image 1,1,3078,
28,,Surface,3,Image 1,1,3079,
42,,Surface,3,Image 1,1,3080,
21,,Surface,3,Image 1,1,3081,
10,,Surface,3,Image 1,1,3082,
63,,Surface,3,Image 1,1,3083,
17,,Surface,3,Image 1,1,3084,
6,,Surface,3,Image 1,1,3085,
9,,Surface,3,Image 1,1,3086,
39,,Surface,3,Image 1,1,3087,
34,,Surface,3,Image 1,1,3088,
14,,Surface,3,Image 1,1,3089,
24,,Surface,3,Image 1,1,3090,
113,,Surface,3,Image 1,1,3091,
69,,Surface,3,Image 1,1,3092,
5,,Surface,3,Image 1,1,3093,
53,,Surface,3,Image 1,1,3094,
10,,Surface,3,Image 1,1,3095,
33,,Surface,3,Image 1,1,3096,
50,,Surface,3,Image 1,1,3097,
20,,Surface,3,Image 1,1,3098,
40,,Surface,3,Image 1,1,3099,
84,,Surface,3,Image 1,1,3100,
8,,Surface,3,Image 1,1,3101,
18,,Surface,3,Image 1,1,3102,
74,,Surface,3,Image 1,1,3103,
59,,Surface,3,Image 1,1,3104,
71,,Surface,3,Image 1,1,3105,
32,,Surface,3,Image 1,1,3106,
68,,Surface,3,Image 1,1,3107,
38,,Surface,3,Image 1,1,3108,
36,,Surface,3,Image 1,1,3109,
123,,Surface,3,Image 1,1,3110,
41,,Surface,3,Image 1,1,3111,
19,,Surface,3,Image 1,1,3112,
60,,Surface,3,Image 1,1,3113,
26,,Surface,3,Image 1,1,3114,
113,,Surface,3,Image 1,1,3115,
