
Intensity Center Ch=3 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
21,,Surface,3,Image 1,1,2422,
17,,Surface,3,Image 1,1,2423,
21,,Surface,3,Image 1,1,2424,
28,,Surface,3,Image 1,1,2425,
22,,Surface,3,Image 1,1,2426,
33,,Surface,3,Image 1,1,2427,
55,,Surface,3,Image 1,1,2428,
53,,Surface,3,Image 1,1,2429,
103,,Surface,3,Image 1,1,2430,
11,,Surface,3,Image 1,1,2431,
54,,Surface,3,Image 1,1,2432,
65,,Surface,3,Image 1,1,2433,
9,,Surface,3,Image 1,1,2434,
23,,Surface,3,Image 1,1,2435,
9,,Surface,3,Image 1,1,2436,
17,,Surface,3,Image 1,1,2437,
33,,Surface,3,Image 1,1,2438,
22,,Surface,3,Image 1,1,2439,
10,,Surface,3,Image 1,1,2440,
29,,Surface,3,Image 1,1,2441,
18,,Surface,3,Image 1,1,2442,
43,,Surface,3,Image 1,1,2443,
161,,Surface,3,Image 1,1,2444,
10,,Surface,3,Image 1,1,2445,
35,,Surface,3,Image 1,1,2446,
73,,Surface,3,Image 1,1,2447,
29,,Surface,3,Image 1,1,2448,
58,,Surface,3,Image 1,1,2449,
79,,Surface,3,Image 1,1,2450,
54,,Surface,3,Image 1,1,2451,
77,,Surface,3,Image 1,1,2452,
30,,Surface,3,Image 1,1,2453,
47,,Surface,3,Image 1,1,2454,
52,,Surface,3,Image 1,1,2455,
93,,Surface,3,Image 1,1,2456,
49,,Surface,3,Image 1,1,2457,
26,,Surface,3,Image 1,1,2458,
29,,Surface,3,Image 1,1,2459,
24,,Surface,3,Image 1,1,2460,
61,,Surface,3,Image 1,1,2461,
30,,Surface,3,Image 1,1,2462,
51,,Surface,3,Image 1,1,2463,
13,,Surface,3,Image 1,1,2464,
21,,Surface,3,Image 1,1,2465,
52,,Surface,3,Image 1,1,2466,
35,,Surface,3,Image 1,1,2467,
82,,Surface,3,Image 1,1,2468,
21,,Surface,3,Image 1,1,2469,
13,,Surface,3,Image 1,1,2470,
24,,Surface,3,Image 1,1,2471,
28,,Surface,3,Image 1,1,2472,
45,,Surface,3,Image 1,1,2473,
67,,Surface,3,Image 1,1,2474,
6,,Surface,3,Image 1,1,2475,
14,,Surface,3,Image 1,1,2476,
2,,Surface,3,Image 1,1,2477,
28,,Surface,3,Image 1,1,2478,
28,,Surface,3,Image 1,1,2479,
42,,Surface,3,Image 1,1,2480,
40,,Surface,3,Image 1,1,2481,
22,,Surface,3,Image 1,1,2482,
87,,Surface,3,Image 1,1,2483,
39,,Surface,3,Image 1,1,2484,
24,,Surface,3,Image 1,1,2485,
16,,Surface,3,Image 1,1,2486,
41,,Surface,3,Image 1,1,2487,
15,,Surface,3,Image 1,1,2488,
88,,Surface,3,Image 1,1,2489,
76,,Surface,3,Image 1,1,2490,
75,,Surface,3,Image 1,1,2491,
0,,Surface,3,Image 1,1,2492,
22,,Surface,3,Image 1,1,2493,
5,,Surface,3,Image 1,1,2494,
3,,Surface,3,Image 1,1,2495,
5,,Surface,3,Image 1,1,2496,
10,,Surface,3,Image 1,1,2497,
23,,Surface,3,Image 1,1,2498,
48,,Surface,3,Image 1,1,2499,
11,,Surface,3,Image 1,1,2500,
22,,Surface,3,Image 1,1,2501,
28,,Surface,3,Image 1,1,2502,
5,,Surface,3,Image 1,1,2503,
19,,Surface,3,Image 1,1,2504,
9,,Surface,3,Image 1,1,2505,
17,,Surface,3,Image 1,1,2506,
109,,Surface,3,Image 1,1,2507,
103,,Surface,3,Image 1,1,2508,
11,,Surface,3,Image 1,1,2509,
18,,Surface,3,Image 1,1,2510,
21,,Surface,3,Image 1,1,2511,
24,,Surface,3,Image 1,1,2512,
4,,Surface,3,Image 1,1,2513,
6,,Surface,3,Image 1,1,2514,
40,,Surface,3,Image 1,1,2515,
6,,Surface,3,Image 1,1,2516,
22,,Surface,3,Image 1,1,2517,
7,,Surface,3,Image 1,1,2518,
43,,Surface,3,Image 1,1,2519,
5,,Surface,3,Image 1,1,2520,
4,,Surface,3,Image 1,1,2521,
9,,Surface,3,Image 1,1,2522,
3,,Surface,3,Image 1,1,2523,
40,,Surface,3,Image 1,1,2524,
50,,Surface,3,Image 1,1,2525,
46,,Surface,3,Image 1,1,2526,
15,,Surface,3,Image 1,1,2527,
8,,Surface,3,Image 1,1,2528,
3,,Surface,3,Image 1,1,2529,
19,,Surface,3,Image 1,1,2530,
10,,Surface,3,Image 1,1,2531,
41,,Surface,3,Image 1,1,2532,
9,,Surface,3,Image 1,1,2533,
3,,Surface,3,Image 1,1,2534,
12,,Surface,3,Image 1,1,2535,
15,,Surface,3,Image 1,1,2536,
4,,Surface,3,Image 1,1,2537,
3,,Surface,3,Image 1,1,2538,
38,,Surface,3,Image 1,1,2539,
3,,Surface,3,Image 1,1,2540,
93,,Surface,3,Image 1,1,2541,
5,,Surface,3,Image 1,1,2542,
48,,Surface,3,Image 1,1,2543,
55,,Surface,3,Image 1,1,2544,
62,,Surface,3,Image 1,1,2545,
2,,Surface,3,Image 1,1,2546,
23,,Surface,3,Image 1,1,2547,
53,,Surface,3,Image 1,1,2548,
74,,Surface,3,Image 1,1,2549,
3,,Surface,3,Image 1,1,2550,
89,,Surface,3,Image 1,1,2551,
3,,Surface,3,Image 1,1,2552,
4,,Surface,3,Image 1,1,2553,
6,,Surface,3,Image 1,1,2554,
84,,Surface,3,Image 1,1,2555,
87,,Surface,3,Image 1,1,2556,
8,,Surface,3,Image 1,1,2557,
6,,Surface,3,Image 1,1,2558,
28,,Surface,3,Image 1,1,2559,
22,,Surface,3,Image 1,1,2560,
