
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,ID,
-5.28914e-12,-9.66674e-12,1,um,Surface,Ellipsoid Axis A,1,2749,
-2.49654e-13,-2.93764e-12,1,um,Surface,Ellipsoid Axis A,1,2750,
1.8878e-11,-1.0776e-11,1,um,Surface,Ellipsoid Axis A,1,2751,
2.50606e-12,5.83737e-12,1,um,Surface,Ellipsoid Axis A,1,2752,
6.42013e-12,9.4474e-13,1,um,Surface,Ellipsoid Axis A,1,2753,
-8.18876e-12,-5.73493e-12,1,um,Surface,Ellipsoid Axis A,1,2754,
1.77958e-11,-1.08953e-11,1,um,Surface,Ellipsoid Axis A,1,2755,
4.34923e-12,-3.01706e-13,1,um,Surface,Ellipsoid Axis A,1,2756,
1.27478e-12,1.89663e-12,1,um,Surface,Ellipsoid Axis A,1,2757,
2.49875e-12,9.98632e-12,1,um,Surface,Ellipsoid Axis A,1,2758,
-4.16113e-12,-2.52535e-12,1,um,Surface,Ellipsoid Axis A,1,2759,
5.10675e-12,9.0797e-12,1,um,Surface,Ellipsoid Axis A,1,2760,
-4.61386e-13,-1.80909e-12,1,um,Surface,Ellipsoid Axis A,1,2761,
3.45444e-11,-3.00063e-11,1,um,Surface,Ellipsoid Axis A,1,2762,
2.00051e-12,2.05308e-12,1,um,Surface,Ellipsoid Axis A,1,2763,
3.46956e-12,-2.54151e-13,1,um,Surface,Ellipsoid Axis A,1,2764,
0,0,1,um,Surface,Ellipsoid Axis A,1,2765,
5.96388e-12,-8.21113e-12,1,um,Surface,Ellipsoid Axis A,1,2766,
0,0,1,um,Surface,Ellipsoid Axis A,1,2767,
5.89089e-12,-8.12741e-13,1,um,Surface,Ellipsoid Axis A,1,2768,
-8.96375e-14,1.8312e-12,1,um,Surface,Ellipsoid Axis A,1,2769,
3.47251e-12,-3.34842e-12,1,um,Surface,Ellipsoid Axis A,1,2770,
-2.38864e-12,1.54325e-13,1,um,Surface,Ellipsoid Axis A,1,2771,
1.21344e-11,8.58345e-12,1,um,Surface,Ellipsoid Axis A,1,2772,
-2.07432e-12,9.22495e-12,1,um,Surface,Ellipsoid Axis A,1,2773,
-1.54992e-10,6.48338e-12,1,um,Surface,Ellipsoid Axis A,1,2774,
5.7376e-12,9.14331e-12,1,um,Surface,Ellipsoid Axis A,1,2775,
-1.77041e-12,2.05338e-12,1,um,Surface,Ellipsoid Axis A,1,2776,
-1.22322e-11,6.25339e-12,1,um,Surface,Ellipsoid Axis A,1,2777,
9.68183e-12,-9.1622e-13,1,um,Surface,Ellipsoid Axis A,1,2778,
-1.11199e-11,2.39606e-12,1,um,Surface,Ellipsoid Axis A,1,2779,
-1.01297e-11,6.13876e-12,1,um,Surface,Ellipsoid Axis A,1,2780,
-2.19684e-12,3.80633e-12,1,um,Surface,Ellipsoid Axis A,1,2781,
-1.92793e-12,5.01363e-12,1,um,Surface,Ellipsoid Axis A,1,2782,
-4.54637e-12,2.33924e-12,1,um,Surface,Ellipsoid Axis A,1,2783,
3.16816e-13,-2.0128e-12,1,um,Surface,Ellipsoid Axis A,1,2784,
-5.15438e-12,3.57909e-12,1,um,Surface,Ellipsoid Axis A,1,2785,
-1.54318e-12,8.64919e-13,1,um,Surface,Ellipsoid Axis A,1,2786,
-1.16078e-11,-3.30729e-12,1,um,Surface,Ellipsoid Axis A,1,2787,
-1.12095e-11,-4.36548e-14,1,um,Surface,Ellipsoid Axis A,1,2788,
-1.25918e-12,1.84218e-12,1,um,Surface,Ellipsoid Axis A,1,2789,
9.34651e-12,5.51813e-13,1,um,Surface,Ellipsoid Axis A,1,2790,
-9.74858e-12,-3.93845e-12,1,um,Surface,Ellipsoid Axis A,1,2791,
-2.43479e-12,6.10959e-12,1,um,Surface,Ellipsoid Axis A,1,2792,
1.02672e-11,-1.78076e-11,1,um,Surface,Ellipsoid Axis A,1,2793,
-9.26138e-13,1.48765e-13,1,um,Surface,Ellipsoid Axis A,1,2794,
-4.89423e-12,5.62231e-12,1,um,Surface,Ellipsoid Axis A,1,2795,
-7.03497e-13,8.99063e-12,1,um,Surface,Ellipsoid Axis A,1,2796,
1.6406e-12,1.32815e-13,1,um,Surface,Ellipsoid Axis A,1,2797,
-7.50616e-12,7.29788e-13,1,um,Surface,Ellipsoid Axis A,1,2798,
-1.9e-11,-5.2522e-13,1,um,Surface,Ellipsoid Axis A,1,2799,
-2.65735e-12,2.65735e-12,1,um,Surface,Ellipsoid Axis A,1,2800,
4.83635e-12,1.78435e-12,1,um,Surface,Ellipsoid Axis A,1,2801,
0,0,1,um,Surface,Ellipsoid Axis A,1,2802,
2.12167e-12,-2.7063e-12,1,um,Surface,Ellipsoid Axis A,1,2803,
1.07477e-11,-3.21057e-12,1,um,Surface,Ellipsoid Axis A,1,2804,
0,0,1,um,Surface,Ellipsoid Axis A,1,2805,
2.2627e-11,9.91015e-12,1,um,Surface,Ellipsoid Axis A,1,2806,
0,0,1,um,Surface,Ellipsoid Axis A,1,2807,
-1.02979e-11,1.07329e-11,1,um,Surface,Ellipsoid Axis A,1,2808,
-5.9237e-12,7.5154e-13,1,um,Surface,Ellipsoid Axis A,1,2809,
6.20007e-12,-5.57261e-12,1,um,Surface,Ellipsoid Axis A,1,2810,
6.96381e-12,9.82361e-12,1,um,Surface,Ellipsoid Axis A,1,2811,
-1.50962e-11,-1.11789e-11,1,um,Surface,Ellipsoid Axis A,1,2812,
3.72117e-12,-1.63803e-11,1,um,Surface,Ellipsoid Axis A,1,2813,
-1.8797e-12,-4.38525e-12,1,um,Surface,Ellipsoid Axis A,1,2814,
7.50947e-12,2.90851e-12,1,um,Surface,Ellipsoid Axis A,1,2815,
-5.61573e-13,2.42642e-12,1,um,Surface,Ellipsoid Axis A,1,2816,
-4.85246e-12,-1.92241e-12,1,um,Surface,Ellipsoid Axis A,1,2817,
5.37015e-12,1.06912e-11,1,um,Surface,Ellipsoid Axis A,1,2818,
-2.17699e-12,-5.47101e-13,1,um,Surface,Ellipsoid Axis A,1,2819,
0,0,1,um,Surface,Ellipsoid Axis A,1,2820,
0,0,1,um,Surface,Ellipsoid Axis A,1,2821,
-8.08856e-12,1.96393e-11,1,um,Surface,Ellipsoid Axis A,1,2822,
-5.55963e-12,9.17446e-12,1,um,Surface,Ellipsoid Axis A,1,2823,
-9.9843e-13,7.65058e-13,1,um,Surface,Ellipsoid Axis A,1,2824,
-2.31377e-12,1.78381e-12,1,um,Surface,Ellipsoid Axis A,1,2825,
-2.33704e-11,2.44614e-11,1,um,Surface,Ellipsoid Axis A,1,2826,
4.08061e-12,6.61409e-14,1,um,Surface,Ellipsoid Axis A,1,2827,
2.82076e-12,1.40657e-12,1,um,Surface,Ellipsoid Axis A,1,2828,
-7.8911e-12,9.81954e-12,1,um,Surface,Ellipsoid Axis A,1,2829,
-2.64552e-11,-1.39634e-11,1,um,Surface,Ellipsoid Axis A,1,2830,
4.23281e-13,3.46907e-12,1,um,Surface,Ellipsoid Axis A,1,2831,
-4.22615e-12,-1.07056e-11,1,um,Surface,Ellipsoid Axis A,1,2832,
3.61054e-13,-3.68343e-12,1,um,Surface,Ellipsoid Axis A,1,2833,
0,0,1,um,Surface,Ellipsoid Axis A,1,2834,
2.45741e-12,-6.04025e-12,1,um,Surface,Ellipsoid Axis A,1,2835,
-2.84522e-11,2.23641e-13,1,um,Surface,Ellipsoid Axis A,1,2836,
2.31958e-12,-2.63816e-12,1,um,Surface,Ellipsoid Axis A,1,2837,
-3.01795e-12,3.44994e-12,1,um,Surface,Ellipsoid Axis A,1,2838,
3.47029e-12,-1.85622e-12,1,um,Surface,Ellipsoid Axis A,1,2839,
3.54749e-12,-4.09585e-13,1,um,Surface,Ellipsoid Axis A,1,2840,
-3.04229e-12,5.8955e-12,1,um,Surface,Ellipsoid Axis A,1,2841,
2.429e-13,-3.83409e-12,1,um,Surface,Ellipsoid Axis A,1,2842,
-1.21032e-11,1.05544e-11,1,um,Surface,Ellipsoid Axis A,1,2843,
1.9028e-11,-4.90977e-12,1,um,Surface,Ellipsoid Axis A,1,2844,
0,0,1,um,Surface,Ellipsoid Axis A,1,2845,
5.38981e-13,5.07382e-12,1,um,Surface,Ellipsoid Axis A,1,2846,
8.35742e-13,-4.20014e-12,1,um,Surface,Ellipsoid Axis A,1,2847,
-1.1369e-11,-3.14199e-12,1,um,Surface,Ellipsoid Axis A,1,2848,
6.57562e-12,-5.08472e-12,1,um,Surface,Ellipsoid Axis A,1,2849,
-2.33674e-12,-2.16354e-12,1,um,Surface,Ellipsoid Axis A,1,2850,
-1.54458e-11,1.12846e-12,1,um,Surface,Ellipsoid Axis A,1,2851,
-4.29799e-12,-2.10517e-12,1,um,Surface,Ellipsoid Axis A,1,2852,
-4.43416e-12,1.38367e-11,1,um,Surface,Ellipsoid Axis A,1,2853,
4.50676e-12,1.5912e-12,1,um,Surface,Ellipsoid Axis A,1,2854,
5.0124e-12,-5.45687e-12,1,um,Surface,Ellipsoid Axis A,1,2855,
2.38537e-12,6.35924e-13,1,um,Surface,Ellipsoid Axis A,1,2856,
0,0,1,um,Surface,Ellipsoid Axis A,1,2857,
7.71852e-12,3.91646e-12,1,um,Surface,Ellipsoid Axis A,1,2858,
-5.68336e-12,-1.0808e-12,1,um,Surface,Ellipsoid Axis A,1,2859,
4.26381e-11,-6.67572e-12,1,um,Surface,Ellipsoid Axis A,1,2860,
1.83636e-11,-2.6701e-12,1,um,Surface,Ellipsoid Axis A,1,2861,
8.33422e-12,-2.03428e-12,1,um,Surface,Ellipsoid Axis A,1,2862,
3.15971e-12,-1.2215e-12,1,um,Surface,Ellipsoid Axis A,1,2863,
4.21718e-12,7.13562e-12,1,um,Surface,Ellipsoid Axis A,1,2864,
1.74034e-12,6.25414e-13,1,um,Surface,Ellipsoid Axis A,1,2865,
-4.35615e-12,-8.96924e-13,1,um,Surface,Ellipsoid Axis A,1,2866,
-2.58903e-12,-1.99493e-12,1,um,Surface,Ellipsoid Axis A,1,2867,
3.47019e-12,1.38346e-12,1,um,Surface,Ellipsoid Axis A,1,2868,
0,0,1,um,Surface,Ellipsoid Axis A,1,2869,
-1.83456e-12,-1.65907e-12,1,um,Surface,Ellipsoid Axis A,1,2870,
-3.3778e-12,-9.25518e-13,1,um,Surface,Ellipsoid Axis A,1,2871,
3.26428e-12,-2.27541e-12,1,um,Surface,Ellipsoid Axis A,1,2872,
-2.87863e-12,5.04788e-13,1,um,Surface,Ellipsoid Axis A,1,2873,
1.35026e-11,-8.92778e-13,1,um,Surface,Ellipsoid Axis A,1,2874,
1.38333e-12,3.77026e-12,1,um,Surface,Ellipsoid Axis A,1,2875,
-3.24535e-12,-5.24099e-13,1,um,Surface,Ellipsoid Axis A,1,2876,
7.98253e-12,1.48504e-11,1,um,Surface,Ellipsoid Axis A,1,2877,
-4.77112e-13,-3.48125e-12,1,um,Surface,Ellipsoid Axis A,1,2878,
-3.47734e-12,5.89252e-14,1,um,Surface,Ellipsoid Axis A,1,2879,
1.79834e-11,7.47066e-12,1,um,Surface,Ellipsoid Axis A,1,2880,
6.12784e-12,4.18096e-12,1,um,Surface,Ellipsoid Axis A,1,2881,
-9.61564e-12,8.09592e-12,1,um,Surface,Ellipsoid Axis A,1,2882,
8.7993e-12,-2.04868e-12,1,um,Surface,Ellipsoid Axis A,1,2883,
3.34862e-13,1.7227e-11,1,um,Surface,Ellipsoid Axis A,1,2884,
-2.13248e-11,-3.98951e-11,1,um,Surface,Ellipsoid Axis A,1,2885,
-7.14117e-13,-2.64762e-12,1,um,Surface,Ellipsoid Axis A,1,2886,
1.97956e-12,-3.67964e-14,1,um,Surface,Ellipsoid Axis A,1,2887,
-7.64478e-13,-9.31432e-13,1,um,Surface,Ellipsoid Axis A,1,2888,
0,0,1,um,Surface,Ellipsoid Axis A,1,2889,
-6.56933e-13,3.82349e-12,1,um,Surface,Ellipsoid Axis A,1,2890,
-1.80964e-16,-2.49055e-12,1,um,Surface,Ellipsoid Axis A,1,2891,
-1.51747e-12,-4.37424e-17,1,um,Surface,Ellipsoid Axis A,1,2892,
7.19224e-12,4.68812e-12,1,um,Surface,Ellipsoid Axis A,1,2893,
0,0,1,um,Surface,Ellipsoid Axis A,1,2894,
-1.19812e-12,5.27174e-13,1,um,Surface,Ellipsoid Axis A,1,2895,
-2.305e-12,-2.3929e-13,1,um,Surface,Ellipsoid Axis A,1,2896,
0,0,1,um,Surface,Ellipsoid Axis A,1,2897,
5.80128e-12,3.56759e-12,1,um,Surface,Ellipsoid Axis A,1,2898,
-1.16931e-11,1.01466e-12,1,um,Surface,Ellipsoid Axis A,1,2899,
9.03254e-13,2.72561e-13,1,um,Surface,Ellipsoid Axis A,1,2900,
-9.04037e-12,-3.07679e-12,1,um,Surface,Ellipsoid Axis A,1,2901,
-2.00374e-12,8.03482e-12,1,um,Surface,Ellipsoid Axis A,1,2902,
0,0,1,um,Surface,Ellipsoid Axis A,1,2903,
-1.20372e-11,3.61466e-12,1,um,Surface,Ellipsoid Axis A,1,2904,
-7.30451e-12,-3.76656e-12,1,um,Surface,Ellipsoid Axis A,1,2905,
3.7615e-12,3.52316e-12,1,um,Surface,Ellipsoid Axis A,1,2906,
3.55955e-12,-1.79977e-11,1,um,Surface,Ellipsoid Axis A,1,2907,
-1.78899e-12,-2.02265e-12,1,um,Surface,Ellipsoid Axis A,1,2908,
-1.71051e-13,3.23983e-12,1,um,Surface,Ellipsoid Axis A,1,2909,
-3.31151e-12,-2.83815e-12,1,um,Surface,Ellipsoid Axis A,1,2910,
-2.7542e-12,1.07461e-13,1,um,Surface,Ellipsoid Axis A,1,2911,
4.26069e-12,-2.96865e-13,1,um,Surface,Ellipsoid Axis A,1,2912,
-4.12494e-12,-2.14755e-12,1,um,Surface,Ellipsoid Axis A,1,2913,
1.05769e-12,-4.76917e-13,1,um,Surface,Ellipsoid Axis A,1,2914,
8.60328e-13,4.78257e-12,1,um,Surface,Ellipsoid Axis A,1,2915,
6.06755e-12,1.05171e-11,1,um,Surface,Ellipsoid Axis A,1,2916,
4.05122e-12,-3.77869e-13,1,um,Surface,Ellipsoid Axis A,1,2917,
1.48534e-12,4.28548e-12,1,um,Surface,Ellipsoid Axis A,1,2918,
-4.85388e-12,-4.63597e-13,1,um,Surface,Ellipsoid Axis A,1,2919,
9.1126e-13,9.07035e-12,1,um,Surface,Ellipsoid Axis A,1,2920,
-9.88765e-13,1.03527e-12,1,um,Surface,Ellipsoid Axis A,1,2921,
2.53156e-12,7.20625e-12,1,um,Surface,Ellipsoid Axis A,1,2922,
2.44791e-12,-4.86901e-13,1,um,Surface,Ellipsoid Axis A,1,2923,
-1.69255e-12,1.63187e-12,1,um,Surface,Ellipsoid Axis A,1,2924,
-1.82242e-12,-3.49663e-12,1,um,Surface,Ellipsoid Axis A,1,2925,
-1.0358e-11,-3.66969e-12,1,um,Surface,Ellipsoid Axis A,1,2926,
-1.09883e-11,-9.07939e-12,1,um,Surface,Ellipsoid Axis A,1,2927,
8.54383e-12,7.84925e-12,1,um,Surface,Ellipsoid Axis A,1,2928,
-1.29429e-12,1.90115e-12,1,um,Surface,Ellipsoid Axis A,1,2929,
2.98281e-11,-3.72785e-11,1,um,Surface,Ellipsoid Axis A,1,2930,
1.26906e-12,3.44136e-13,1,um,Surface,Ellipsoid Axis A,1,2931,
-3.97791e-11,-6.11243e-12,1,um,Surface,Ellipsoid Axis A,1,2932,
2.86314e-12,2.23159e-12,1,um,Surface,Ellipsoid Axis A,1,2933,
0,0,1,um,Surface,Ellipsoid Axis A,1,2934,
-5.35271e-12,4.16028e-12,1,um,Surface,Ellipsoid Axis A,1,2935,
0,0,1,um,Surface,Ellipsoid Axis A,1,2936,
2.25667e-12,6.07418e-12,1,um,Surface,Ellipsoid Axis A,1,2937,
-3.93256e-12,-2.78773e-12,1,um,Surface,Ellipsoid Axis A,1,2938,
-4.72486e-12,1.58626e-16,1,um,Surface,Ellipsoid Axis A,1,2939,
-1.21228e-11,3.118e-12,1,um,Surface,Ellipsoid Axis A,1,2940,
2.44929e-12,6.03637e-13,1,um,Surface,Ellipsoid Axis A,1,2941,
3.36129e-12,-3.63619e-13,1,um,Surface,Ellipsoid Axis A,1,2942,
-8.41651e-13,-2.89287e-12,1,um,Surface,Ellipsoid Axis A,1,2943,
-6.49798e-13,-5.25399e-13,1,um,Surface,Ellipsoid Axis A,1,2944,
1.15321e-12,-4.48613e-12,1,um,Surface,Ellipsoid Axis A,1,2945,
2.45968e-12,3.60591e-12,1,um,Surface,Ellipsoid Axis A,1,2946,
2.67742e-12,-3.78883e-12,1,um,Surface,Ellipsoid Axis A,1,2947,
3.03445e-12,-2.27377e-12,1,um,Surface,Ellipsoid Axis A,1,2948,
1.0184e-12,-2.9784e-13,1,um,Surface,Ellipsoid Axis A,1,2949,
6.12541e-12,4.43501e-12,1,um,Surface,Ellipsoid Axis A,1,2950,
-1.07873e-12,2.0235e-12,1,um,Surface,Ellipsoid Axis A,1,2951,
2.28566e-11,-7.37977e-12,1,um,Surface,Ellipsoid Axis A,1,2952,
2.93595e-12,6.48935e-12,1,um,Surface,Ellipsoid Axis A,1,2953,
2.4714e-12,4.46335e-12,1,um,Surface,Ellipsoid Axis A,1,2954,
-5.69261e-12,-4.01055e-12,1,um,Surface,Ellipsoid Axis A,1,2955,
1.83385e-12,-4.25664e-12,1,um,Surface,Ellipsoid Axis A,1,2956,
0,0,1,um,Surface,Ellipsoid Axis A,1,2957,
-6.27226e-12,9.47797e-12,1,um,Surface,Ellipsoid Axis A,1,2958,
1.37466e-13,-2.18636e-13,1,um,Surface,Ellipsoid Axis A,1,2959,
1.63145e-11,4.43348e-12,1,um,Surface,Ellipsoid Axis A,1,2960,
2.19536e-11,-6.45381e-12,1,um,Surface,Ellipsoid Axis A,1,2961,
1.22045e-11,1.5357e-11,1,um,Surface,Ellipsoid Axis A,1,2962,
-3.96845e-12,8.94441e-12,1,um,Surface,Ellipsoid Axis A,1,2963,
6.48385e-12,-2.59232e-12,1,um,Surface,Ellipsoid Axis A,1,2964,
-7.56508e-12,-2.18424e-12,1,um,Surface,Ellipsoid Axis A,1,2965,
9.6017e-12,1.6734e-12,1,um,Surface,Ellipsoid Axis A,1,2966,
4.64669e-12,-3.66813e-12,1,um,Surface,Ellipsoid Axis A,1,2967,
0,0,1,um,Surface,Ellipsoid Axis A,1,2968,
0,0,1,um,Surface,Ellipsoid Axis A,1,2969,
-4.2506e-12,-5.89727e-13,1,um,Surface,Ellipsoid Axis A,1,2970,
-6.61269e-12,7.14469e-12,1,um,Surface,Ellipsoid Axis A,1,2971,
7.02845e-12,-1.90241e-12,1,um,Surface,Ellipsoid Axis A,1,2972,
8.83769e-12,-2.73657e-12,1,um,Surface,Ellipsoid Axis A,1,2973,
1.39637e-11,3.95249e-11,1,um,Surface,Ellipsoid Axis A,1,2974,
1.57869e-12,7.00499e-13,1,um,Surface,Ellipsoid Axis A,1,2975,
-7.94061e-13,-3.31322e-11,1,um,Surface,Ellipsoid Axis A,1,2976,
-2.39951e-12,1.29673e-12,1,um,Surface,Ellipsoid Axis A,1,2977,
6.96261e-12,-3.50576e-12,1,um,Surface,Ellipsoid Axis A,1,2978,
0,0,1,um,Surface,Ellipsoid Axis A,1,2979,
4.32128e-12,1.90361e-12,1,um,Surface,Ellipsoid Axis A,1,2980,
3.08549e-13,-1.9512e-12,1,um,Surface,Ellipsoid Axis A,1,2981,
3.27858e-12,2.75268e-13,1,um,Surface,Ellipsoid Axis A,1,2982,
3.00626e-12,-4.23396e-14,1,um,Surface,Ellipsoid Axis A,1,2983,
2.90294e-13,-1.23564e-12,1,um,Surface,Ellipsoid Axis A,1,2984,
1.24993e-12,-7.9676e-13,1,um,Surface,Ellipsoid Axis A,1,2985,
-4.13088e-12,-5.55622e-14,1,um,Surface,Ellipsoid Axis A,1,2986,
-3.46094e-11,7.85434e-12,1,um,Surface,Ellipsoid Axis A,1,2987,
-2.65351e-11,-8.27531e-12,1,um,Surface,Ellipsoid Axis A,1,2988,
-8.84737e-12,4.84192e-12,1,um,Surface,Ellipsoid Axis A,1,2989,
1.07991e-12,1.43362e-13,1,um,Surface,Ellipsoid Axis A,1,2990,
3.94715e-13,-2.53773e-12,1,um,Surface,Ellipsoid Axis A,1,2991,
3.47105e-14,-1.11948e-12,1,um,Surface,Ellipsoid Axis A,1,2992,
-2.58557e-13,-1.15573e-12,1,um,Surface,Ellipsoid Axis A,1,2993,
2.45608e-13,1.25764e-11,1,um,Surface,Ellipsoid Axis A,1,2994,
6.30001e-13,-2.25941e-13,1,um,Surface,Ellipsoid Axis A,1,2995,
-4.71367e-12,-4.55771e-12,1,um,Surface,Ellipsoid Axis A,1,2996,
-1.54593e-12,1.44607e-12,1,um,Surface,Ellipsoid Axis A,1,2997,
-5.96304e-12,2.0135e-12,1,um,Surface,Ellipsoid Axis A,1,2998,
-4.82995e-11,6.83332e-12,1,um,Surface,Ellipsoid Axis A,1,2999,
-6.14485e-12,1.55369e-12,1,um,Surface,Ellipsoid Axis A,1,3000,
1.09671e-13,3.3404e-12,1,um,Surface,Ellipsoid Axis A,1,3001,
-1.27685e-13,-1.08327e-12,1,um,Surface,Ellipsoid Axis A,1,3002,
1.86685e-12,-3.28547e-12,1,um,Surface,Ellipsoid Axis A,1,3003,
-4.87987e-12,1.06003e-11,1,um,Surface,Ellipsoid Axis A,1,3004,
-2.95032e-12,5.07802e-13,1,um,Surface,Ellipsoid Axis A,1,3005,
-3.98951e-12,4.59489e-12,1,um,Surface,Ellipsoid Axis A,1,3006,
-3.09121e-13,8.65589e-13,1,um,Surface,Ellipsoid Axis A,1,3007,
4.19795e-12,-1.02707e-11,1,um,Surface,Ellipsoid Axis A,1,3008,
6.68499e-14,-2.12309e-12,1,um,Surface,Ellipsoid Axis A,1,3009,
4.51363e-13,7.18184e-13,1,um,Surface,Ellipsoid Axis A,1,3010,
2.45775e-12,-6.66914e-13,1,um,Surface,Ellipsoid Axis A,1,3011,
1.28805e-12,1.57712e-12,1,um,Surface,Ellipsoid Axis A,1,3012,
-2.61566e-12,-6.53914e-15,1,um,Surface,Ellipsoid Axis A,1,3013,
3.75195e-12,2.44981e-13,1,um,Surface,Ellipsoid Axis A,1,3014,
-1.14159e-12,-1.12911e-12,1,um,Surface,Ellipsoid Axis A,1,3015,
-1.34599e-11,8.86797e-12,1,um,Surface,Ellipsoid Axis A,1,3016,
0,0,1,um,Surface,Ellipsoid Axis A,1,3017,
0,0,1,um,Surface,Ellipsoid Axis A,1,3018,
-8.09965e-13,2.72644e-12,1,um,Surface,Ellipsoid Axis A,1,3019,
2.50902e-11,2.76048e-11,1,um,Surface,Ellipsoid Axis A,1,3020,
3.924e-12,-4.12168e-12,1,um,Surface,Ellipsoid Axis A,1,3021,
-1.2308e-13,4.27843e-13,1,um,Surface,Ellipsoid Axis A,1,3022,
9.33161e-12,2.22672e-12,1,um,Surface,Ellipsoid Axis A,1,3023,
-6.74963e-12,1.18718e-11,1,um,Surface,Ellipsoid Axis A,1,3024,
-1.69515e-11,2.44195e-12,1,um,Surface,Ellipsoid Axis A,1,3025,
-1.11153e-11,4.13596e-12,1,um,Surface,Ellipsoid Axis A,1,3026,
5.89281e-11,-2.04029e-11,1,um,Surface,Ellipsoid Axis A,1,3027,
-4.69852e-14,-8.26185e-14,1,um,Surface,Ellipsoid Axis A,1,3028,
-9.48408e-12,6.06829e-12,1,um,Surface,Ellipsoid Axis A,1,3029,
-7.83159e-12,-5.67907e-12,1,um,Surface,Ellipsoid Axis A,1,3030,
-3.66622e-13,3.78277e-12,1,um,Surface,Ellipsoid Axis A,1,3031,
-4.1078e-12,9.02729e-12,1,um,Surface,Ellipsoid Axis A,1,3032,
2.54091e-13,2.11235e-12,1,um,Surface,Ellipsoid Axis A,1,3033,
3.52655e-12,-4.71267e-12,1,um,Surface,Ellipsoid Axis A,1,3034,
-1.96413e-12,2.36472e-13,1,um,Surface,Ellipsoid Axis A,1,3035,
1.46035e-12,-1.25055e-11,1,um,Surface,Ellipsoid Axis A,1,3036,
-1.26985e-12,8.34522e-14,1,um,Surface,Ellipsoid Axis A,1,3037,
-4.82577e-12,4.85461e-13,1,um,Surface,Ellipsoid Axis A,1,3038,
7.08949e-12,3.81331e-12,1,um,Surface,Ellipsoid Axis A,1,3039,
3.84354e-12,-3.73212e-12,1,um,Surface,Ellipsoid Axis A,1,3040,
-4.67059e-12,-3.79728e-12,1,um,Surface,Ellipsoid Axis A,1,3041,
1.09147e-11,7.86449e-12,1,um,Surface,Ellipsoid Axis A,1,3042,
-2.954e-13,5.89446e-12,1,um,Surface,Ellipsoid Axis A,1,3043,
-7.48028e-14,-2.0122e-12,1,um,Surface,Ellipsoid Axis A,1,3044,
0,0,1,um,Surface,Ellipsoid Axis A,1,3045,
6.76716e-12,-1.26016e-11,1,um,Surface,Ellipsoid Axis A,1,3046,
1.92344e-11,1.76467e-11,1,um,Surface,Ellipsoid Axis A,1,3047,
-1.74381e-12,7.35837e-13,1,um,Surface,Ellipsoid Axis A,1,3048,
1.55401e-12,4.40212e-14,1,um,Surface,Ellipsoid Axis A,1,3049,
1.99183e-13,4.60974e-14,1,um,Surface,Ellipsoid Axis A,1,3050,
-1.14332e-12,-5.75946e-12,1,um,Surface,Ellipsoid Axis A,1,3051,
-5.97877e-14,-2.79223e-13,1,um,Surface,Ellipsoid Axis A,1,3052,
-3.28472e-13,-2.58916e-13,1,um,Surface,Ellipsoid Axis A,1,3053,
-1.04042e-11,-3.73252e-12,1,um,Surface,Ellipsoid Axis A,1,3054,
-7.93272e-13,1.02948e-12,1,um,Surface,Ellipsoid Axis A,1,3055,
-1.58393e-12,-3.27829e-12,1,um,Surface,Ellipsoid Axis A,1,3056,
1.50429e-12,-5.67967e-13,1,um,Surface,Ellipsoid Axis A,1,3057,
-9.7369e-12,-5.95323e-12,1,um,Surface,Ellipsoid Axis A,1,3058,
-1.3587e-12,-6.61502e-13,1,um,Surface,Ellipsoid Axis A,1,3059,
-5.52168e-12,3.32855e-12,1,um,Surface,Ellipsoid Axis A,1,3060,
-1.32758e-11,-4.66433e-12,1,um,Surface,Ellipsoid Axis A,1,3061,
-2.99543e-12,3.45471e-12,1,um,Surface,Ellipsoid Axis A,1,3062,
-2.26073e-11,-2.87774e-13,1,um,Surface,Ellipsoid Axis A,1,3063,
-3.71304e-12,-3.11112e-12,1,um,Surface,Ellipsoid Axis A,1,3064,
-5.15847e-12,2.09107e-12,1,um,Surface,Ellipsoid Axis A,1,3065,
-7.5449e-13,1.59138e-13,1,um,Surface,Ellipsoid Axis A,1,3066,
-1.25844e-12,-2.36752e-12,1,um,Surface,Ellipsoid Axis A,1,3067,
5.51646e-12,2.29763e-13,1,um,Surface,Ellipsoid Axis A,1,3068,
-2.01873e-12,-2.47931e-12,1,um,Surface,Ellipsoid Axis A,1,3069,
2.69653e-11,1.6019e-11,1,um,Surface,Ellipsoid Axis A,1,3070,
-2.17391e-11,1.35078e-13,1,um,Surface,Ellipsoid Axis A,1,3071,
-1.0088e-12,2.24604e-12,1,um,Surface,Ellipsoid Axis A,1,3072,
3.00864e-13,-2.34562e-12,1,um,Surface,Ellipsoid Axis A,1,3073,
-1.405e-13,4.86952e-12,1,um,Surface,Ellipsoid Axis A,1,3074,
-7.6471e-13,4.76828e-13,1,um,Surface,Ellipsoid Axis A,1,3075,
-2.90185e-12,2.0453e-12,1,um,Surface,Ellipsoid Axis A,1,3076,
-1.49192e-11,-1.30237e-11,1,um,Surface,Ellipsoid Axis A,1,3077,
-8.97285e-13,-3.70899e-12,1,um,Surface,Ellipsoid Axis A,1,3078,
-6.87708e-12,-7.03748e-12,1,um,Surface,Ellipsoid Axis A,1,3079,
