
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
61992.8,um,Surface,Distance from Origin,1,2982,
62138.4,um,Surface,Distance from Origin,1,2983,
62146.8,um,Surface,Distance from Origin,1,2984,
62132.9,um,Surface,Distance from Origin,1,2985,
62122.8,um,Surface,Distance from Origin,1,2986,
62148.7,um,Surface,Distance from Origin,1,2987,
62033.2,um,Surface,Distance from Origin,1,2988,
62069,um,Surface,Distance from Origin,1,2989,
62101.9,um,Surface,Distance from Origin,1,2990,
62038.9,um,Surface,Distance from Origin,1,2991,
62105.5,um,Surface,Distance from Origin,1,2992,
62054.8,um,Surface,Distance from Origin,1,2993,
62047.8,um,Surface,Distance from Origin,1,2994,
62086,um,Surface,Distance from Origin,1,2995,
62084.6,um,Surface,Distance from Origin,1,2996,
61981,um,Surface,Distance from Origin,1,2997,
61984.4,um,Surface,Distance from Origin,1,2998,
62143.6,um,Surface,Distance from Origin,1,2999,
62057.4,um,Surface,Distance from Origin,1,3000,
62104.9,um,Surface,Distance from Origin,1,3001,
62114.1,um,Surface,Distance from Origin,1,3002,
62101.7,um,Surface,Distance from Origin,1,3003,
62082.4,um,Surface,Distance from Origin,1,3004,
62032.9,um,Surface,Distance from Origin,1,3005,
61925.4,um,Surface,Distance from Origin,1,3006,
62095.4,um,Surface,Distance from Origin,1,3007,
62087.7,um,Surface,Distance from Origin,1,3008,
62068.1,um,Surface,Distance from Origin,1,3009,
62089.8,um,Surface,Distance from Origin,1,3010,
62000.2,um,Surface,Distance from Origin,1,3011,
62028.7,um,Surface,Distance from Origin,1,3012,
62065.4,um,Surface,Distance from Origin,1,3013,
62089.9,um,Surface,Distance from Origin,1,3014,
62029.1,um,Surface,Distance from Origin,1,3015,
62045.7,um,Surface,Distance from Origin,1,3016,
61975.9,um,Surface,Distance from Origin,1,3017,
61936.7,um,Surface,Distance from Origin,1,3018,
62028.9,um,Surface,Distance from Origin,1,3019,
62029.5,um,Surface,Distance from Origin,1,3020,
61945.3,um,Surface,Distance from Origin,1,3021,
62058,um,Surface,Distance from Origin,1,3022,
62042.4,um,Surface,Distance from Origin,1,3023,
61921.2,um,Surface,Distance from Origin,1,3024,
61954,um,Surface,Distance from Origin,1,3025,
62043,um,Surface,Distance from Origin,1,3026,
62023.3,um,Surface,Distance from Origin,1,3027,
62017.9,um,Surface,Distance from Origin,1,3028,
62041.7,um,Surface,Distance from Origin,1,3029,
61954.8,um,Surface,Distance from Origin,1,3030,
61978.1,um,Surface,Distance from Origin,1,3031,
61980.1,um,Surface,Distance from Origin,1,3032,
61981.1,um,Surface,Distance from Origin,1,3033,
62055.9,um,Surface,Distance from Origin,1,3034,
62049.3,um,Surface,Distance from Origin,1,3035,
61981.6,um,Surface,Distance from Origin,1,3036,
62010.5,um,Surface,Distance from Origin,1,3037,
62023.1,um,Surface,Distance from Origin,1,3038,
61901.2,um,Surface,Distance from Origin,1,3039,
61980.7,um,Surface,Distance from Origin,1,3040,
62003.4,um,Surface,Distance from Origin,1,3041,
62038,um,Surface,Distance from Origin,1,3042,
62000.1,um,Surface,Distance from Origin,1,3043,
61892.2,um,Surface,Distance from Origin,1,3044,
61897.3,um,Surface,Distance from Origin,1,3045,
61996.4,um,Surface,Distance from Origin,1,3046,
62014.1,um,Surface,Distance from Origin,1,3047,
61915.6,um,Surface,Distance from Origin,1,3048,
61917.9,um,Surface,Distance from Origin,1,3049,
62011.8,um,Surface,Distance from Origin,1,3050,
61939.4,um,Surface,Distance from Origin,1,3051,
62010.8,um,Surface,Distance from Origin,1,3052,
61967.7,um,Surface,Distance from Origin,1,3053,
61997.8,um,Surface,Distance from Origin,1,3054,
61970.4,um,Surface,Distance from Origin,1,3055,
61945.3,um,Surface,Distance from Origin,1,3056,
61989.9,um,Surface,Distance from Origin,1,3057,
61936.3,um,Surface,Distance from Origin,1,3058,
61950.2,um,Surface,Distance from Origin,1,3059,
61823.4,um,Surface,Distance from Origin,1,3060,
61950.8,um,Surface,Distance from Origin,1,3061,
61927.2,um,Surface,Distance from Origin,1,3062,
61832.7,um,Surface,Distance from Origin,1,3063,
61910.4,um,Surface,Distance from Origin,1,3064,
61924.6,um,Surface,Distance from Origin,1,3065,
61954.2,um,Surface,Distance from Origin,1,3066,
61924.5,um,Surface,Distance from Origin,1,3067,
61868.3,um,Surface,Distance from Origin,1,3068,
61941.1,um,Surface,Distance from Origin,1,3069,
61828.5,um,Surface,Distance from Origin,1,3070,
61849.4,um,Surface,Distance from Origin,1,3071,
61908.6,um,Surface,Distance from Origin,1,3072,
61934.4,um,Surface,Distance from Origin,1,3073,
61932.6,um,Surface,Distance from Origin,1,3074,
61945,um,Surface,Distance from Origin,1,3075,
61942.1,um,Surface,Distance from Origin,1,3076,
61814,um,Surface,Distance from Origin,1,3077,
61901.5,um,Surface,Distance from Origin,1,3078,
61897.1,um,Surface,Distance from Origin,1,3079,
61851.2,um,Surface,Distance from Origin,1,3080,
61936.6,um,Surface,Distance from Origin,1,3081,
61870,um,Surface,Distance from Origin,1,3082,
61820.2,um,Surface,Distance from Origin,1,3083,
61906.6,um,Surface,Distance from Origin,1,3084,
61872.1,um,Surface,Distance from Origin,1,3085,
61840.4,um,Surface,Distance from Origin,1,3086,
61964.4,um,Surface,Distance from Origin,1,3087,
61888.7,um,Surface,Distance from Origin,1,3088,
61901.4,um,Surface,Distance from Origin,1,3089,
61898.3,um,Surface,Distance from Origin,1,3090,
61909.5,um,Surface,Distance from Origin,1,3091,
61845.1,um,Surface,Distance from Origin,1,3092,
61924.8,um,Surface,Distance from Origin,1,3093,
61928.4,um,Surface,Distance from Origin,1,3094,
61887.7,um,Surface,Distance from Origin,1,3095,
61802.6,um,Surface,Distance from Origin,1,3096,
61799.5,um,Surface,Distance from Origin,1,3097,
61804,um,Surface,Distance from Origin,1,3098,
61914.3,um,Surface,Distance from Origin,1,3099,
61828.8,um,Surface,Distance from Origin,1,3100,
61753.9,um,Surface,Distance from Origin,1,3101,
61789.3,um,Surface,Distance from Origin,1,3102,
61833.7,um,Surface,Distance from Origin,1,3103,
61775.1,um,Surface,Distance from Origin,1,3104,
61819.4,um,Surface,Distance from Origin,1,3105,
61827.5,um,Surface,Distance from Origin,1,3106,
61768.2,um,Surface,Distance from Origin,1,3107,
61811.3,um,Surface,Distance from Origin,1,3108,
61904.5,um,Surface,Distance from Origin,1,3109,
61801.5,um,Surface,Distance from Origin,1,3110,
61804.9,um,Surface,Distance from Origin,1,3111,
61811.6,um,Surface,Distance from Origin,1,3112,
61888,um,Surface,Distance from Origin,1,3113,
61889.2,um,Surface,Distance from Origin,1,3114,
61840.3,um,Surface,Distance from Origin,1,3115,
61783.4,um,Surface,Distance from Origin,1,3116,
61764.7,um,Surface,Distance from Origin,1,3117,
61863,um,Surface,Distance from Origin,1,3118,
61740.9,um,Surface,Distance from Origin,1,3119,
61801.2,um,Surface,Distance from Origin,1,3120,
61792.9,um,Surface,Distance from Origin,1,3121,
61825.4,um,Surface,Distance from Origin,1,3122,
61772.4,um,Surface,Distance from Origin,1,3123,
61764.6,um,Surface,Distance from Origin,1,3124,
61810.2,um,Surface,Distance from Origin,1,3125,
61809.2,um,Surface,Distance from Origin,1,3126,
61790.2,um,Surface,Distance from Origin,1,3127,
61840,um,Surface,Distance from Origin,1,3128,
61789.2,um,Surface,Distance from Origin,1,3129,
61879.9,um,Surface,Distance from Origin,1,3130,
61857,um,Surface,Distance from Origin,1,3131,
61756.9,um,Surface,Distance from Origin,1,3132,
61724,um,Surface,Distance from Origin,1,3133,
61831.4,um,Surface,Distance from Origin,1,3134,
61836.9,um,Surface,Distance from Origin,1,3135,
61778.4,um,Surface,Distance from Origin,1,3136,
61725.1,um,Surface,Distance from Origin,1,3137,
61772.3,um,Surface,Distance from Origin,1,3138,
61842.8,um,Surface,Distance from Origin,1,3139,
61733.1,um,Surface,Distance from Origin,1,3140,
61795.3,um,Surface,Distance from Origin,1,3141,
61729.6,um,Surface,Distance from Origin,1,3142,
61793.9,um,Surface,Distance from Origin,1,3143,
61811.2,um,Surface,Distance from Origin,1,3144,
61795.6,um,Surface,Distance from Origin,1,3145,
61747.2,um,Surface,Distance from Origin,1,3146,
61701.2,um,Surface,Distance from Origin,1,3147,
61765.2,um,Surface,Distance from Origin,1,3148,
61703,um,Surface,Distance from Origin,1,3149,
61716.1,um,Surface,Distance from Origin,1,3150,
61773.4,um,Surface,Distance from Origin,1,3151,
61744.8,um,Surface,Distance from Origin,1,3152,
61700.1,um,Surface,Distance from Origin,1,3153,
61773.3,um,Surface,Distance from Origin,1,3154,
61784,um,Surface,Distance from Origin,1,3155,
61754.8,um,Surface,Distance from Origin,1,3156,
61849.2,um,Surface,Distance from Origin,1,3157,
61704.1,um,Surface,Distance from Origin,1,3158,
61724.5,um,Surface,Distance from Origin,1,3159,
61742.1,um,Surface,Distance from Origin,1,3160,
61702.6,um,Surface,Distance from Origin,1,3161,
61748.9,um,Surface,Distance from Origin,1,3162,
61751.5,um,Surface,Distance from Origin,1,3163,
61761,um,Surface,Distance from Origin,1,3164,
61733.9,um,Surface,Distance from Origin,1,3165,
61716.2,um,Surface,Distance from Origin,1,3166,
61721.4,um,Surface,Distance from Origin,1,3167,
61748.9,um,Surface,Distance from Origin,1,3168,
61792.8,um,Surface,Distance from Origin,1,3169,
61696.1,um,Surface,Distance from Origin,1,3170,
61698,um,Surface,Distance from Origin,1,3171,
61704.9,um,Surface,Distance from Origin,1,3172,
61800.5,um,Surface,Distance from Origin,1,3173,
61702.6,um,Surface,Distance from Origin,1,3174,
61724.1,um,Surface,Distance from Origin,1,3175,
61666,um,Surface,Distance from Origin,1,3176,
61659.1,um,Surface,Distance from Origin,1,3177,
61689.1,um,Surface,Distance from Origin,1,3178,
61773.4,um,Surface,Distance from Origin,1,3179,
61695.1,um,Surface,Distance from Origin,1,3180,
61762.4,um,Surface,Distance from Origin,1,3181,
61706.5,um,Surface,Distance from Origin,1,3182,
61779.8,um,Surface,Distance from Origin,1,3183,
61742.8,um,Surface,Distance from Origin,1,3184,
61695.1,um,Surface,Distance from Origin,1,3185,
61640.9,um,Surface,Distance from Origin,1,3186,
61654.5,um,Surface,Distance from Origin,1,3187,
61681.2,um,Surface,Distance from Origin,1,3188,
61693.4,um,Surface,Distance from Origin,1,3189,
61706.8,um,Surface,Distance from Origin,1,3190,
61688.1,um,Surface,Distance from Origin,1,3191,
61759.6,um,Surface,Distance from Origin,1,3192,
61656.4,um,Surface,Distance from Origin,1,3193,
61730.8,um,Surface,Distance from Origin,1,3194,
61684,um,Surface,Distance from Origin,1,3195,
61721.6,um,Surface,Distance from Origin,1,3196,
61713.3,um,Surface,Distance from Origin,1,3197,
61678.1,um,Surface,Distance from Origin,1,3198,
61654.1,um,Surface,Distance from Origin,1,3199,
61651.9,um,Surface,Distance from Origin,1,3200,
61673.7,um,Surface,Distance from Origin,1,3201,
61677.1,um,Surface,Distance from Origin,1,3202,
61687.7,um,Surface,Distance from Origin,1,3203,
61663.2,um,Surface,Distance from Origin,1,3204,
61651.8,um,Surface,Distance from Origin,1,3205,
61666.6,um,Surface,Distance from Origin,1,3206,
61634.4,um,Surface,Distance from Origin,1,3207,
61671.6,um,Surface,Distance from Origin,1,3208,
61599.7,um,Surface,Distance from Origin,1,3209,
61624.8,um,Surface,Distance from Origin,1,3210,
61617.1,um,Surface,Distance from Origin,1,3211,
61584.4,um,Surface,Distance from Origin,1,3212,
61624.1,um,Surface,Distance from Origin,1,3213,
61623.6,um,Surface,Distance from Origin,1,3214,
61606,um,Surface,Distance from Origin,1,3215,
61649.5,um,Surface,Distance from Origin,1,3216,
61665.5,um,Surface,Distance from Origin,1,3217,
61659,um,Surface,Distance from Origin,1,3218,
61668.1,um,Surface,Distance from Origin,1,3219,
61676.7,um,Surface,Distance from Origin,1,3220,
61656.5,um,Surface,Distance from Origin,1,3221,
61623.4,um,Surface,Distance from Origin,1,3222,
61611.9,um,Surface,Distance from Origin,1,3223,
61611.8,um,Surface,Distance from Origin,1,3224,
61625.7,um,Surface,Distance from Origin,1,3225,
