
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2026,,Surface,3,Image 1,1,2694,
2442,,Surface,3,Image 1,1,2695,
896,,Surface,3,Image 1,1,2696,
3412,,Surface,3,Image 1,1,2697,
354,,Surface,3,Image 1,1,2698,
4536,,Surface,3,Image 1,1,2699,
5695,,Surface,3,Image 1,1,2700,
3911,,Surface,3,Image 1,1,2701,
2954,,Surface,3,Image 1,1,2702,
4652,,Surface,3,Image 1,1,2703,
2024,,Surface,3,Image 1,1,2704,
6821,,Surface,3,Image 1,1,2705,
25464,,Surface,3,Image 1,1,2706,
884,,Surface,3,Image 1,1,2707,
10696,,Surface,3,Image 1,1,2708,
903,,Surface,3,Image 1,1,2709,
2288,,Surface,3,Image 1,1,2710,
1280,,Surface,3,Image 1,1,2711,
937,,Surface,3,Image 1,1,2712,
4330,,Surface,3,Image 1,1,2713,
809,,Surface,3,Image 1,1,2714,
4394,,Surface,3,Image 1,1,2715,
3955,,Surface,3,Image 1,1,2716,
5353,,Surface,3,Image 1,1,2717,
3692,,Surface,3,Image 1,1,2718,
5058,,Surface,3,Image 1,1,2719,
2468,,Surface,3,Image 1,1,2720,
8409,,Surface,3,Image 1,1,2721,
325,,Surface,3,Image 1,1,2722,
12973,,Surface,3,Image 1,1,2723,
14899,,Surface,3,Image 1,1,2724,
5441,,Surface,3,Image 1,1,2725,
10872,,Surface,3,Image 1,1,2726,
2852,,Surface,3,Image 1,1,2727,
3057,,Surface,3,Image 1,1,2728,
2722,,Surface,3,Image 1,1,2729,
2273,,Surface,3,Image 1,1,2730,
1508,,Surface,3,Image 1,1,2731,
1489,,Surface,3,Image 1,1,2732,
1313,,Surface,3,Image 1,1,2733,
1419,,Surface,3,Image 1,1,2734,
1001,,Surface,3,Image 1,1,2735,
4562,,Surface,3,Image 1,1,2736,
53073,,Surface,3,Image 1,1,2737,
12800,,Surface,3,Image 1,1,2738,
10027,,Surface,3,Image 1,1,2739,
3903,,Surface,3,Image 1,1,2740,
5192,,Surface,3,Image 1,1,2741,
15699,,Surface,3,Image 1,1,2742,
28182,,Surface,3,Image 1,1,2743,
17340,,Surface,3,Image 1,1,2744,
6124,,Surface,3,Image 1,1,2745,
3155,,Surface,3,Image 1,1,2746,
16101,,Surface,3,Image 1,1,2747,
8148,,Surface,3,Image 1,1,2748,
6149,,Surface,3,Image 1,1,2749,
6038,,Surface,3,Image 1,1,2750,
5009,,Surface,3,Image 1,1,2751,
7460,,Surface,3,Image 1,1,2752,
3823,,Surface,3,Image 1,1,2753,
1875,,Surface,3,Image 1,1,2754,
3149,,Surface,3,Image 1,1,2755,
5857,,Surface,3,Image 1,1,2756,
3940,,Surface,3,Image 1,1,2757,
9502,,Surface,3,Image 1,1,2758,
2380,,Surface,3,Image 1,1,2759,
16069,,Surface,3,Image 1,1,2760,
50777,,Surface,3,Image 1,1,2761,
746,,Surface,3,Image 1,1,2762,
4880,,Surface,3,Image 1,1,2763,
2839,,Surface,3,Image 1,1,2764,
798,,Surface,3,Image 1,1,2765,
28755,,Surface,3,Image 1,1,2766,
4443,,Surface,3,Image 1,1,2767,
46669,,Surface,3,Image 1,1,2768,
25072,,Surface,3,Image 1,1,2769,
10671,,Surface,3,Image 1,1,2770,
6455,,Surface,3,Image 1,1,2771,
22438,,Surface,3,Image 1,1,2772,
24695,,Surface,3,Image 1,1,2773,
1701,,Surface,3,Image 1,1,2774,
16375,,Surface,3,Image 1,1,2775,
11201,,Surface,3,Image 1,1,2776,
737,,Surface,3,Image 1,1,2777,
6911,,Surface,3,Image 1,1,2778,
16770,,Surface,3,Image 1,1,2779,
748,,Surface,3,Image 1,1,2780,
3969,,Surface,3,Image 1,1,2781,
16325,,Surface,3,Image 1,1,2782,
11125,,Surface,3,Image 1,1,2783,
23400,,Surface,3,Image 1,1,2784,
3300,,Surface,3,Image 1,1,2785,
6538,,Surface,3,Image 1,1,2786,
15027,,Surface,3,Image 1,1,2787,
6394,,Surface,3,Image 1,1,2788,
11404,,Surface,3,Image 1,1,2789,
7675,,Surface,3,Image 1,1,2790,
6170,,Surface,3,Image 1,1,2791,
23320,,Surface,3,Image 1,1,2792,
17397,,Surface,3,Image 1,1,2793,
15204,,Surface,3,Image 1,1,2794,
6610,,Surface,3,Image 1,1,2795,
48638,,Surface,3,Image 1,1,2796,
7834,,Surface,3,Image 1,1,2797,
7554,,Surface,3,Image 1,1,2798,
1390,,Surface,3,Image 1,1,2799,
2687,,Surface,3,Image 1,1,2800,
30500,,Surface,3,Image 1,1,2801,
5276,,Surface,3,Image 1,1,2802,
5029,,Surface,3,Image 1,1,2803,
10857,,Surface,3,Image 1,1,2804,
6002,,Surface,3,Image 1,1,2805,
6889,,Surface,3,Image 1,1,2806,
1241,,Surface,3,Image 1,1,2807,
10881,,Surface,3,Image 1,1,2808,
6706,,Surface,3,Image 1,1,2809,
16316,,Surface,3,Image 1,1,2810,
9162,,Surface,3,Image 1,1,2811,
7832,,Surface,3,Image 1,1,2812,
6134,,Surface,3,Image 1,1,2813,
7265,,Surface,3,Image 1,1,2814,
18081,,Surface,3,Image 1,1,2815,
7215,,Surface,3,Image 1,1,2816,
3740,,Surface,3,Image 1,1,2817,
2862,,Surface,3,Image 1,1,2818,
4238,,Surface,3,Image 1,1,2819,
6074,,Surface,3,Image 1,1,2820,
5096,,Surface,3,Image 1,1,2821,
3872,,Surface,3,Image 1,1,2822,
7916,,Surface,3,Image 1,1,2823,
2989,,Surface,3,Image 1,1,2824,
3599,,Surface,3,Image 1,1,2825,
29551,,Surface,3,Image 1,1,2826,
8966,,Surface,3,Image 1,1,2827,
1445,,Surface,3,Image 1,1,2828,
2017,,Surface,3,Image 1,1,2829,
3653,,Surface,3,Image 1,1,2830,
13884,,Surface,3,Image 1,1,2831,
3318,,Surface,3,Image 1,1,2832,
13433,,Surface,3,Image 1,1,2833,
5837,,Surface,3,Image 1,1,2834,
1746,,Surface,3,Image 1,1,2835,
1791,,Surface,3,Image 1,1,2836,
1448,,Surface,3,Image 1,1,2837,
12549,,Surface,3,Image 1,1,2838,
3610,,Surface,3,Image 1,1,2839,
11499,,Surface,3,Image 1,1,2840,
537,,Surface,3,Image 1,1,2841,
2042,,Surface,3,Image 1,1,2842,
9343,,Surface,3,Image 1,1,2843,
674,,Surface,3,Image 1,1,2844,
4038,,Surface,3,Image 1,1,2845,
4326,,Surface,3,Image 1,1,2846,
13366,,Surface,3,Image 1,1,2847,
11857,,Surface,3,Image 1,1,2848,
5462,,Surface,3,Image 1,1,2849,
1387,,Surface,3,Image 1,1,2850,
1222,,Surface,3,Image 1,1,2851,
643,,Surface,3,Image 1,1,2852,
9340,,Surface,3,Image 1,1,2853,
4742,,Surface,3,Image 1,1,2854,
489,,Surface,3,Image 1,1,2855,
11306,,Surface,3,Image 1,1,2856,
3566,,Surface,3,Image 1,1,2857,
3486,,Surface,3,Image 1,1,2858,
8408,,Surface,3,Image 1,1,2859,
454,,Surface,3,Image 1,1,2860,
4750,,Surface,3,Image 1,1,2861,
9972,,Surface,3,Image 1,1,2862,
3260,,Surface,3,Image 1,1,2863,
1392,,Surface,3,Image 1,1,2864,
4993,,Surface,3,Image 1,1,2865,
4492,,Surface,3,Image 1,1,2866,
7165,,Surface,3,Image 1,1,2867,
13700,,Surface,3,Image 1,1,2868,
1306,,Surface,3,Image 1,1,2869,
1987,,Surface,3,Image 1,1,2870,
1847,,Surface,3,Image 1,1,2871,
6576,,Surface,3,Image 1,1,2872,
2154,,Surface,3,Image 1,1,2873,
8765,,Surface,3,Image 1,1,2874,
2957,,Surface,3,Image 1,1,2875,
4074,,Surface,3,Image 1,1,2876,
14450,,Surface,3,Image 1,1,2877,
3148,,Surface,3,Image 1,1,2878,
3583,,Surface,3,Image 1,1,2879,
5153,,Surface,3,Image 1,1,2880,
2933,,Surface,3,Image 1,1,2881,
5907,,Surface,3,Image 1,1,2882,
1816,,Surface,3,Image 1,1,2883,
2110,,Surface,3,Image 1,1,2884,
17581,,Surface,3,Image 1,1,2885,
1018,,Surface,3,Image 1,1,2886,
6871,,Surface,3,Image 1,1,2887,
14949,,Surface,3,Image 1,1,2888,
3936,,Surface,3,Image 1,1,2889,
4407,,Surface,3,Image 1,1,2890,
8256,,Surface,3,Image 1,1,2891,
5209,,Surface,3,Image 1,1,2892,
3683,,Surface,3,Image 1,1,2893,
2703,,Surface,3,Image 1,1,2894,
12967,,Surface,3,Image 1,1,2895,
10215,,Surface,3,Image 1,1,2896,
8559,,Surface,3,Image 1,1,2897,
3672,,Surface,3,Image 1,1,2898,
25202,,Surface,3,Image 1,1,2899,
11425,,Surface,3,Image 1,1,2900,
12830,,Surface,3,Image 1,1,2901,
5421,,Surface,3,Image 1,1,2902,
1634,,Surface,3,Image 1,1,2903,
17990,,Surface,3,Image 1,1,2904,
15893,,Surface,3,Image 1,1,2905,
8409,,Surface,3,Image 1,1,2906,
18633,,Surface,3,Image 1,1,2907,
4101,,Surface,3,Image 1,1,2908,
5037,,Surface,3,Image 1,1,2909,
9353,,Surface,3,Image 1,1,2910,
13090,,Surface,3,Image 1,1,2911,
9460,,Surface,3,Image 1,1,2912,
23876,,Surface,3,Image 1,1,2913,
74589,,Surface,3,Image 1,1,2914,
2975,,Surface,3,Image 1,1,2915,
7941,,Surface,3,Image 1,1,2916,
15278,,Surface,3,Image 1,1,2917,
1900,,Surface,3,Image 1,1,2918,
895,,Surface,3,Image 1,1,2919,
8162,,Surface,3,Image 1,1,2920,
8274,,Surface,3,Image 1,1,2921,
8407,,Surface,3,Image 1,1,2922,
4672,,Surface,3,Image 1,1,2923,
19612,,Surface,3,Image 1,1,2924,
7667,,Surface,3,Image 1,1,2925,
1930,,Surface,3,Image 1,1,2926,
32656,,Surface,3,Image 1,1,2927,
29093,,Surface,3,Image 1,1,2928,
5945,,Surface,3,Image 1,1,2929,
9417,,Surface,3,Image 1,1,2930,
10442,,Surface,3,Image 1,1,2931,
19806,,Surface,3,Image 1,1,2932,
30413,,Surface,3,Image 1,1,2933,
5058,,Surface,3,Image 1,1,2934,
4537,,Surface,3,Image 1,1,2935,
4717,,Surface,3,Image 1,1,2936,
2642,,Surface,3,Image 1,1,2937,
16990,,Surface,3,Image 1,1,2938,
4897,,Surface,3,Image 1,1,2939,
29272,,Surface,3,Image 1,1,2940,
6859,,Surface,3,Image 1,1,2941,
12512,,Surface,3,Image 1,1,2942,
19796,,Surface,3,Image 1,1,2943,
12264,,Surface,3,Image 1,1,2944,
2671,,Surface,3,Image 1,1,2945,
11761,,Surface,3,Image 1,1,2946,
7864,,Surface,3,Image 1,1,2947,
2136,,Surface,3,Image 1,1,2948,
6837,,Surface,3,Image 1,1,2949,
2784,,Surface,3,Image 1,1,2950,
3651,,Surface,3,Image 1,1,2951,
12025,,Surface,3,Image 1,1,2952,
5002,,Surface,3,Image 1,1,2953,
19440,,Surface,3,Image 1,1,2954,
31965,,Surface,3,Image 1,1,2955,
11371,,Surface,3,Image 1,1,2956,
2284,,Surface,3,Image 1,1,2957,
20828,,Surface,3,Image 1,1,2958,
36331,,Surface,3,Image 1,1,2959,
7895,,Surface,3,Image 1,1,2960,
9528,,Surface,3,Image 1,1,2961,
11548,,Surface,3,Image 1,1,2962,
23792,,Surface,3,Image 1,1,2963,
2148,,Surface,3,Image 1,1,2964,
67938,,Surface,3,Image 1,1,2965,
13756,,Surface,3,Image 1,1,2966,
4505,,Surface,3,Image 1,1,2967,
6004,,Surface,3,Image 1,1,2968,
432,,Surface,3,Image 1,1,2969,
17967,,Surface,3,Image 1,1,2970,
6960,,Surface,3,Image 1,1,2971,
14638,,Surface,3,Image 1,1,2972,
15269,,Surface,3,Image 1,1,2973,
40019,,Surface,3,Image 1,1,2974,
6064,,Surface,3,Image 1,1,2975,
15732,,Surface,3,Image 1,1,2976,
24375,,Surface,3,Image 1,1,2977,
3073,,Surface,3,Image 1,1,2978,
3777,,Surface,3,Image 1,1,2979,
12379,,Surface,3,Image 1,1,2980,
2163,,Surface,3,Image 1,1,2981,
5828,,Surface,3,Image 1,1,2982,
33021,,Surface,3,Image 1,1,2983,
82789,,Surface,3,Image 1,1,2984,
32110,,Surface,3,Image 1,1,2985,
24314,,Surface,3,Image 1,1,2986,
12563,,Surface,3,Image 1,1,2987,
6420,,Surface,3,Image 1,1,2988,
34277,,Surface,3,Image 1,1,2989,
23580,,Surface,3,Image 1,1,2990,
9791,,Surface,3,Image 1,1,2991,
71929,,Surface,3,Image 1,1,2992,
11350,,Surface,3,Image 1,1,2993,
5932,,Surface,3,Image 1,1,2994,
23468,,Surface,3,Image 1,1,2995,
51024,,Surface,3,Image 1,1,2996,
2009,,Surface,3,Image 1,1,2997,
5412,,Surface,3,Image 1,1,2998,
2359,,Surface,3,Image 1,1,2999,
56942,,Surface,3,Image 1,1,3000,
43611,,Surface,3,Image 1,1,3001,
7633,,Surface,3,Image 1,1,3002,
23096,,Surface,3,Image 1,1,3003,
8967,,Surface,3,Image 1,1,3004,
31202,,Surface,3,Image 1,1,3005,
18508,,Surface,3,Image 1,1,3006,
53654,,Surface,3,Image 1,1,3007,
26346,,Surface,3,Image 1,1,3008,
31701,,Surface,3,Image 1,1,3009,
59953,,Surface,3,Image 1,1,3010,
8831,,Surface,3,Image 1,1,3011,
15531,,Surface,3,Image 1,1,3012,
16853,,Surface,3,Image 1,1,3013,
20764,,Surface,3,Image 1,1,3014,
26633,,Surface,3,Image 1,1,3015,
25643,,Surface,3,Image 1,1,3016,
4876,,Surface,3,Image 1,1,3017,
5111,,Surface,3,Image 1,1,3018,
57561,,Surface,3,Image 1,1,3019,
8331,,Surface,3,Image 1,1,3020,
2568,,Surface,3,Image 1,1,3021,
77017,,Surface,3,Image 1,1,3022,
20609,,Surface,3,Image 1,1,3023,
3691,,Surface,3,Image 1,1,3024,
5137,,Surface,3,Image 1,1,3025,
33345,,Surface,3,Image 1,1,3026,
14768,,Surface,3,Image 1,1,3027,
60516,,Surface,3,Image 1,1,3028,
3678,,Surface,3,Image 1,1,3029,
3220,,Surface,3,Image 1,1,3030,
20834,,Surface,3,Image 1,1,3031,
12885,,Surface,3,Image 1,1,3032,
7929,,Surface,3,Image 1,1,3033,
6262,,Surface,3,Image 1,1,3034,
29825,,Surface,3,Image 1,1,3035,
29066,,Surface,3,Image 1,1,3036,
24673,,Surface,3,Image 1,1,3037,
9165,,Surface,3,Image 1,1,3038,
3803,,Surface,3,Image 1,1,3039,
59960,,Surface,3,Image 1,1,3040,
27755,,Surface,3,Image 1,1,3041,
41336,,Surface,3,Image 1,1,3042,
22318,,Surface,3,Image 1,1,3043,
9025,,Surface,3,Image 1,1,3044,
6226,,Surface,3,Image 1,1,3045,
27790,,Surface,3,Image 1,1,3046,
64515,,Surface,3,Image 1,1,3047,
1422,,Surface,3,Image 1,1,3048,
20549,,Surface,3,Image 1,1,3049,
58974,,Surface,3,Image 1,1,3050,
9250,,Surface,3,Image 1,1,3051,
96233,,Surface,3,Image 1,1,3052,
34420,,Surface,3,Image 1,1,3053,
15034,,Surface,3,Image 1,1,3054,
59573,,Surface,3,Image 1,1,3055,
8802,,Surface,3,Image 1,1,3056,
47915,,Surface,3,Image 1,1,3057,
21798,,Surface,3,Image 1,1,3058,
4773,,Surface,3,Image 1,1,3059,
8706,,Surface,3,Image 1,1,3060,
32576,,Surface,3,Image 1,1,3061,
31799,,Surface,3,Image 1,1,3062,
13711,,Surface,3,Image 1,1,3063,
7403,,Surface,3,Image 1,1,3064,
11344,,Surface,3,Image 1,1,3065,
5139,,Surface,3,Image 1,1,3066,
11628,,Surface,3,Image 1,1,3067,
10120,,Surface,3,Image 1,1,3068,
10777,,Surface,3,Image 1,1,3069,
6068,,Surface,3,Image 1,1,3070,
6681,,Surface,3,Image 1,1,3071,
2539,,Surface,3,Image 1,1,3072,
14985,,Surface,3,Image 1,1,3073,
10016,,Surface,3,Image 1,1,3074,
52575,,Surface,3,Image 1,1,3075,
14950,,Surface,3,Image 1,1,3076,
26826,,Surface,3,Image 1,1,3077,
2595,,Surface,3,Image 1,1,3078,
17275,,Surface,3,Image 1,1,3079,
3275,,Surface,3,Image 1,1,3080,
26022,,Surface,3,Image 1,1,3081,
394,,Surface,3,Image 1,1,3082,
21530,,Surface,3,Image 1,1,3083,
4850,,Surface,3,Image 1,1,3084,
