
Intensity Min Ch=5 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
72,,Surface,5,Image 1,1,2422,
85,,Surface,5,Image 1,1,2423,
73,,Surface,5,Image 1,1,2424,
78,,Surface,5,Image 1,1,2425,
64,,Surface,5,Image 1,1,2426,
90,,Surface,5,Image 1,1,2427,
68,,Surface,5,Image 1,1,2428,
67,,Surface,5,Image 1,1,2429,
95,,Surface,5,Image 1,1,2430,
103,,Surface,5,Image 1,1,2431,
88,,Surface,5,Image 1,1,2432,
77,,Surface,5,Image 1,1,2433,
94,,Surface,5,Image 1,1,2434,
78,,Surface,5,Image 1,1,2435,
77,,Surface,5,Image 1,1,2436,
64,,Surface,5,Image 1,1,2437,
82,,Surface,5,Image 1,1,2438,
75,,Surface,5,Image 1,1,2439,
82,,Surface,5,Image 1,1,2440,
66,,Surface,5,Image 1,1,2441,
68,,Surface,5,Image 1,1,2442,
93,,Surface,5,Image 1,1,2443,
74,,Surface,5,Image 1,1,2444,
96,,Surface,5,Image 1,1,2445,
62,,Surface,5,Image 1,1,2446,
64,,Surface,5,Image 1,1,2447,
78,,Surface,5,Image 1,1,2448,
85,,Surface,5,Image 1,1,2449,
89,,Surface,5,Image 1,1,2450,
81,,Surface,5,Image 1,1,2451,
74,,Surface,5,Image 1,1,2452,
95,,Surface,5,Image 1,1,2453,
82,,Surface,5,Image 1,1,2454,
76,,Surface,5,Image 1,1,2455,
55,,Surface,5,Image 1,1,2456,
75,,Surface,5,Image 1,1,2457,
74,,Surface,5,Image 1,1,2458,
66,,Surface,5,Image 1,1,2459,
74,,Surface,5,Image 1,1,2460,
68,,Surface,5,Image 1,1,2461,
76,,Surface,5,Image 1,1,2462,
85,,Surface,5,Image 1,1,2463,
95,,Surface,5,Image 1,1,2464,
76,,Surface,5,Image 1,1,2465,
81,,Surface,5,Image 1,1,2466,
68,,Surface,5,Image 1,1,2467,
75,,Surface,5,Image 1,1,2468,
98,,Surface,5,Image 1,1,2469,
94,,Surface,5,Image 1,1,2470,
84,,Surface,5,Image 1,1,2471,
67,,Surface,5,Image 1,1,2472,
