
Center of Image Mass Ch=4 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
50362.2,38674.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2422,
50225.3,38813,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2423,
50426.5,38610.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2424,
50389.8,38652.1,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2425,
50362.3,38686.1,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2426,
50374.5,38679.5,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2427,
50413.7,38641.1,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2428,
50374.3,38688.4,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2429,
49871.1,39186.3,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2430,
50045.7,39013.3,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2431,
49949.5,39111.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2432,
50431,38640.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2433,
50240.7,38832.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2434,
50286.2,38795.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2435,
50374.7,38709,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2436,
50330.1,38764.8,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2437,
50421.2,38676,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2438,
50415.6,38684.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2439,
50102.6,38998.8,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2440,
50332.8,38784,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2441,
50355,38766.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2442,
49968.9,39148.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2443,
50285.1,38848.6,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2444,
50176.3,38964.4,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2445,
50374.7,38775.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2446,
50347.8,38810.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2447,
50174.3,39002.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2448,
50206,38982.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,2449,
