
Distance to Image Border XYZ Img=1
 ==================== 
Distance to Image Border XYZ,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,3120,
0,um,Surface,Image 1,1,3121,
0,um,Surface,Image 1,1,3122,
0,um,Surface,Image 1,1,3123,
0,um,Surface,Image 1,1,3124,
0,um,Surface,Image 1,1,3125,
0,um,Surface,Image 1,1,3126,
0,um,Surface,Image 1,1,3127,
0,um,Surface,Image 1,1,3128,
0,um,Surface,Image 1,1,3129,
0,um,Surface,Image 1,1,3130,
0,um,Surface,Image 1,1,3131,
0,um,Surface,Image 1,1,3132,
0,um,Surface,Image 1,1,3133,
0,um,Surface,Image 1,1,3134,
0,um,Surface,Image 1,1,3135,
0,um,Surface,Image 1,1,3136,
0,um,Surface,Image 1,1,3137,
0,um,Surface,Image 1,1,3138,
0,um,Surface,Image 1,1,3139,
0,um,Surface,Image 1,1,3140,
0,um,Surface,Image 1,1,3141,
0,um,Surface,Image 1,1,3142,
0,um,Surface,Image 1,1,3143,
0,um,Surface,Image 1,1,3144,
0,um,Surface,Image 1,1,3145,
0,um,Surface,Image 1,1,3146,
0,um,Surface,Image 1,1,3147,
0,um,Surface,Image 1,1,3148,
0,um,Surface,Image 1,1,3149,
0,um,Surface,Image 1,1,3150,
0,um,Surface,Image 1,1,3151,
0,um,Surface,Image 1,1,3152,
0,um,Surface,Image 1,1,3153,
0,um,Surface,Image 1,1,3154,
0,um,Surface,Image 1,1,3155,
0,um,Surface,Image 1,1,3156,
0,um,Surface,Image 1,1,3157,
0,um,Surface,Image 1,1,3158,
0,um,Surface,Image 1,1,3159,
0,um,Surface,Image 1,1,3160,
0,um,Surface,Image 1,1,3161,
0,um,Surface,Image 1,1,3162,
0,um,Surface,Image 1,1,3163,
0,um,Surface,Image 1,1,3164,
0,um,Surface,Image 1,1,3165,
0,um,Surface,Image 1,1,3166,
0,um,Surface,Image 1,1,3167,
0,um,Surface,Image 1,1,3168,
0,um,Surface,Image 1,1,3169,
0,um,Surface,Image 1,1,3170,
0,um,Surface,Image 1,1,3171,
0,um,Surface,Image 1,1,3172,
0,um,Surface,Image 1,1,3173,
0,um,Surface,Image 1,1,3174,
0,um,Surface,Image 1,1,3175,
0,um,Surface,Image 1,1,3176,
0,um,Surface,Image 1,1,3177,
0,um,Surface,Image 1,1,3178,
0,um,Surface,Image 1,1,3179,
0,um,Surface,Image 1,1,3180,
0,um,Surface,Image 1,1,3181,
0,um,Surface,Image 1,1,3182,
0,um,Surface,Image 1,1,3183,
0,um,Surface,Image 1,1,3184,
0,um,Surface,Image 1,1,3185,
0,um,Surface,Image 1,1,3186,
0,um,Surface,Image 1,1,3187,
0,um,Surface,Image 1,1,3188,
0,um,Surface,Image 1,1,3189,
0,um,Surface,Image 1,1,3190,
0,um,Surface,Image 1,1,3191,
0,um,Surface,Image 1,1,3192,
0,um,Surface,Image 1,1,3193,
0,um,Surface,Image 1,1,3194,
0,um,Surface,Image 1,1,3195,
0,um,Surface,Image 1,1,3196,
0,um,Surface,Image 1,1,3197,
0,um,Surface,Image 1,1,3198,
0,um,Surface,Image 1,1,3199,
0,um,Surface,Image 1,1,3200,
0,um,Surface,Image 1,1,3201,
0,um,Surface,Image 1,1,3202,
0,um,Surface,Image 1,1,3203,
0,um,Surface,Image 1,1,3204,
0,um,Surface,Image 1,1,3205,
0,um,Surface,Image 1,1,3206,
0,um,Surface,Image 1,1,3207,
0,um,Surface,Image 1,1,3208,
0,um,Surface,Image 1,1,3209,
0,um,Surface,Image 1,1,3210,
0,um,Surface,Image 1,1,3211,
0,um,Surface,Image 1,1,3212,
0,um,Surface,Image 1,1,3213,
0,um,Surface,Image 1,1,3214,
0,um,Surface,Image 1,1,3215,
0,um,Surface,Image 1,1,3216,
0,um,Surface,Image 1,1,3217,
0,um,Surface,Image 1,1,3218,
0,um,Surface,Image 1,1,3219,
0,um,Surface,Image 1,1,3220,
0,um,Surface,Image 1,1,3221,
0,um,Surface,Image 1,1,3222,
0,um,Surface,Image 1,1,3223,
0,um,Surface,Image 1,1,3224,
0,um,Surface,Image 1,1,3225,
