
Intensity Median Ch=6 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
72.48,,Surface,6,Image 1,1,2422,
67.012,,Surface,6,Image 1,1,2423,
71.928,,Surface,6,Image 1,1,2424,
66.436,,Surface,6,Image 1,1,2425,
60.944,,Surface,6,Image 1,1,2426,
70.888,,Surface,6,Image 1,1,2427,
75.088,,Surface,6,Image 1,1,2428,
77.06,,Surface,6,Image 1,1,2429,
74.2,,Surface,6,Image 1,1,2430,
69.528,,Surface,6,Image 1,1,2431,
70.048,,Surface,6,Image 1,1,2432,
62.992,,Surface,6,Image 1,1,2433,
75.052,,Surface,6,Image 1,1,2434,
73.956,,Surface,6,Image 1,1,2435,
72.04,,Surface,6,Image 1,1,2436,
64.032,,Surface,6,Image 1,1,2437,
68.96,,Surface,6,Image 1,1,2438,
64.504,,Surface,6,Image 1,1,2439,
63,,Surface,6,Image 1,1,2440,
70.104,,Surface,6,Image 1,1,2441,
63.904,,Surface,6,Image 1,1,2442,
96.568,,Surface,6,Image 1,1,2443,
81.48,,Surface,6,Image 1,1,2444,
66.516,,Surface,6,Image 1,1,2445,
62,,Surface,6,Image 1,1,2446,
66.52,,Surface,6,Image 1,1,2447,
66.08,,Surface,6,Image 1,1,2448,
63.5,,Surface,6,Image 1,1,2449,
68.984,,Surface,6,Image 1,1,2450,
64.998,,Surface,6,Image 1,1,2451,
65.028,,Surface,6,Image 1,1,2452,
73,,Surface,6,Image 1,1,2453,
57.412,,Surface,6,Image 1,1,2454,
50.12,,Surface,6,Image 1,1,2455,
66.504,,Surface,6,Image 1,1,2456,
77.544,,Surface,6,Image 1,1,2457,
77.456,,Surface,6,Image 1,1,2458,
75.036,,Surface,6,Image 1,1,2459,
68.52,,Surface,6,Image 1,1,2460,
65.488,,Surface,6,Image 1,1,2461,
53.968,,Surface,6,Image 1,1,2462,
67.048,,Surface,6,Image 1,1,2463,
61.036,,Surface,6,Image 1,1,2464,
64.064,,Surface,6,Image 1,1,2465,
64.08,,Surface,6,Image 1,1,2466,
69.096,,Surface,6,Image 1,1,2467,
73.016,,Surface,6,Image 1,1,2468,
63.992,,Surface,6,Image 1,1,2469,
67.528,,Surface,6,Image 1,1,2470,
61.1,,Surface,6,Image 1,1,2471,
82.45,,Surface,6,Image 1,1,2472,
85.508,,Surface,6,Image 1,1,2473,
75.045,,Surface,6,Image 1,1,2474,
61.048,,Surface,6,Image 1,1,2475,
54.04,,Surface,6,Image 1,1,2476,
56.008,,Surface,6,Image 1,1,2477,
62.04,,Surface,6,Image 1,1,2478,
73.568,,Surface,6,Image 1,1,2479,
72.979,,Surface,6,Image 1,1,2480,
71.04,,Surface,6,Image 1,1,2481,
75.944,,Surface,6,Image 1,1,2482,
65.552,,Surface,6,Image 1,1,2483,
82.08,,Surface,6,Image 1,1,2484,
59.824,,Surface,6,Image 1,1,2485,
71.124,,Surface,6,Image 1,1,2486,
65.918,,Surface,6,Image 1,1,2487,
60.996,,Surface,6,Image 1,1,2488,
69.176,,Surface,6,Image 1,1,2489,
78.064,,Surface,6,Image 1,1,2490,
75,,Surface,6,Image 1,1,2491,
63.056,,Surface,6,Image 1,1,2492,
65.98,,Surface,6,Image 1,1,2493,
63.08,,Surface,6,Image 1,1,2494,
57.02,,Surface,6,Image 1,1,2495,
60,,Surface,6,Image 1,1,2496,
66.04,,Surface,6,Image 1,1,2497,
70.6,,Surface,6,Image 1,1,2498,
67.488,,Surface,6,Image 1,1,2499,
72.992,,Surface,6,Image 1,1,2500,
63.984,,Surface,6,Image 1,1,2501,
69.504,,Surface,6,Image 1,1,2502,
56.024,,Surface,6,Image 1,1,2503,
100.96,,Surface,6,Image 1,1,2504,
60.048,,Surface,6,Image 1,1,2505,
73.08,,Surface,6,Image 1,1,2506,
80.488,,Surface,6,Image 1,1,2507,
73.6,,Surface,6,Image 1,1,2508,
86.47,,Surface,6,Image 1,1,2509,
60.97,,Surface,6,Image 1,1,2510,
70.504,,Surface,6,Image 1,1,2511,
80,,Surface,6,Image 1,1,2512,
56.504,,Surface,6,Image 1,1,2513,
65.456,,Surface,6,Image 1,1,2514,
75.976,,Surface,6,Image 1,1,2515,
61.024,,Surface,6,Image 1,1,2516,
65.05,,Surface,6,Image 1,1,2517,
53.024,,Surface,6,Image 1,1,2518,
66,,Surface,6,Image 1,1,2519,
59.12,,Surface,6,Image 1,1,2520,
59.888,,Surface,6,Image 1,1,2521,
59.968,,Surface,6,Image 1,1,2522,
61.968,,Surface,6,Image 1,1,2523,
73.96,,Surface,6,Image 1,1,2524,
72.096,,Surface,6,Image 1,1,2525,
69,,Surface,6,Image 1,1,2526,
65.952,,Surface,6,Image 1,1,2527,
59.968,,Surface,6,Image 1,1,2528,
65.982,,Surface,6,Image 1,1,2529,
80.976,,Surface,6,Image 1,1,2530,
65.992,,Surface,6,Image 1,1,2531,
72.516,,Surface,6,Image 1,1,2532,
65.972,,Surface,6,Image 1,1,2533,
73.576,,Surface,6,Image 1,1,2534,
71.996,,Surface,6,Image 1,1,2535,
57.96,,Surface,6,Image 1,1,2536,
66.04,,Surface,6,Image 1,1,2537,
55.029,,Surface,6,Image 1,1,2538,
74.984,,Surface,6,Image 1,1,2539,
59.022,,Surface,6,Image 1,1,2540,
71.96,,Surface,6,Image 1,1,2541,
61.136,,Surface,6,Image 1,1,2542,
60.52,,Surface,6,Image 1,1,2543,
75,,Surface,6,Image 1,1,2544,
93.04,,Surface,6,Image 1,1,2545,
55.028,,Surface,6,Image 1,1,2546,
103.1,,Surface,6,Image 1,1,2547,
74.472,,Surface,6,Image 1,1,2548,
65.994,,Surface,6,Image 1,1,2549,
56.952,,Surface,6,Image 1,1,2550,
71.08,,Surface,6,Image 1,1,2551,
62.92,,Surface,6,Image 1,1,2552,
58.964,,Surface,6,Image 1,1,2553,
55.896,,Surface,6,Image 1,1,2554,
59.932,,Surface,6,Image 1,1,2555,
86.548,,Surface,6,Image 1,1,2556,
57.992,,Surface,6,Image 1,1,2557,
71.552,,Surface,6,Image 1,1,2558,
73.448,,Surface,6,Image 1,1,2559,
85.084,,Surface,6,Image 1,1,2560,
56.936,,Surface,6,Image 1,1,2561,
66.968,,Surface,6,Image 1,1,2562,
63.048,,Surface,6,Image 1,1,2563,
74.53,,Surface,6,Image 1,1,2564,
108.104,,Surface,6,Image 1,1,2565,
70.08,,Surface,6,Image 1,1,2566,
54.992,,Surface,6,Image 1,1,2567,
82.08,,Surface,6,Image 1,1,2568,
81.876,,Surface,6,Image 1,1,2569,
89.528,,Surface,6,Image 1,1,2570,
77.16,,Surface,6,Image 1,1,2571,
80.988,,Surface,6,Image 1,1,2572,
59.936,,Surface,6,Image 1,1,2573,
73,,Surface,6,Image 1,1,2574,
63.024,,Surface,6,Image 1,1,2575,
64.976,,Surface,6,Image 1,1,2576,
62.496,,Surface,6,Image 1,1,2577,
68.536,,Surface,6,Image 1,1,2578,
63.112,,Surface,6,Image 1,1,2579,
57.952,,Surface,6,Image 1,1,2580,
60.024,,Surface,6,Image 1,1,2581,
84.04,,Surface,6,Image 1,1,2582,
63,,Surface,6,Image 1,1,2583,
58.496,,Surface,6,Image 1,1,2584,
60.998,,Surface,6,Image 1,1,2585,
62,,Surface,6,Image 1,1,2586,
82.016,,Surface,6,Image 1,1,2587,
80.544,,Surface,6,Image 1,1,2588,
60.016,,Surface,6,Image 1,1,2589,
60.984,,Surface,6,Image 1,1,2590,
82.04,,Surface,6,Image 1,1,2591,
