
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.0395956,,Surface,1,2590,
0.0242158,,Surface,1,2591,
0.0977095,,Surface,1,2592,
0.0658923,,Surface,1,2593,
0.0563189,,Surface,1,2594,
0.0209674,,Surface,1,2595,
0.0816892,,Surface,1,2596,
0.0468222,,Surface,1,2597,
0.0412472,,Surface,1,2598,
0.0350587,,Surface,1,2599,
0.08345,,Surface,1,2600,
0.0659218,,Surface,1,2601,
0.0485657,,Surface,1,2602,
0.0251879,,Surface,1,2603,
0.079375,,Surface,1,2604,
0.0191161,,Surface,1,2605,
0.00962752,,Surface,1,2606,
0.157902,,Surface,1,2607,
0.142007,,Surface,1,2608,
0.0187047,,Surface,1,2609,
0.0652336,,Surface,1,2610,
0.176535,,Surface,1,2611,
0.0770589,,Surface,1,2612,
0.10759,,Surface,1,2613,
0.0293454,,Surface,1,2614,
0.348235,,Surface,1,2615,
0.00861317,,Surface,1,2616,
0.0412588,,Surface,1,2617,
0.0201971,,Surface,1,2618,
0.0428973,,Surface,1,2619,
0.0345115,,Surface,1,2620,
0.00458035,,Surface,1,2621,
0.0547616,,Surface,1,2622,
0.0207887,,Surface,1,2623,
0.0162831,,Surface,1,2624,
0.0385892,,Surface,1,2625,
0.03362,,Surface,1,2626,
0.093656,,Surface,1,2627,
0.0202292,,Surface,1,2628,
0.0573004,,Surface,1,2629,
0.013853,,Surface,1,2630,
0.0364339,,Surface,1,2631,
0.00450816,,Surface,1,2632,
0.0426801,,Surface,1,2633,
0.0174957,,Surface,1,2634,
0.0182799,,Surface,1,2635,
0.121602,,Surface,1,2636,
0.0473801,,Surface,1,2637,
0.00451596,,Surface,1,2638,
0.0249207,,Surface,1,2639,
0.0291911,,Surface,1,2640,
0.00767604,,Surface,1,2641,
0.126522,,Surface,1,2642,
0.0234566,,Surface,1,2643,
0.00134721,,Surface,1,2644,
0.103843,,Surface,1,2645,
0.0478884,,Surface,1,2646,
0.0290515,,Surface,1,2647,
0.0746167,,Surface,1,2648,
0.0394828,,Surface,1,2649,
0.122548,,Surface,1,2650,
0.0505638,,Surface,1,2651,
0.0377082,,Surface,1,2652,
0.0500719,,Surface,1,2653,
0.0317003,,Surface,1,2654,
0.0459339,,Surface,1,2655,
0.0190045,,Surface,1,2656,
0.0712598,,Surface,1,2657,
0.0511248,,Surface,1,2658,
0.0148972,,Surface,1,2659,
0.0797158,,Surface,1,2660,
0.00333784,,Surface,1,2661,
0.0423074,,Surface,1,2662,
0.0108191,,Surface,1,2663,
0.028568,,Surface,1,2664,
0.111453,,Surface,1,2665,
0.00209938,,Surface,1,2666,
0.0737986,,Surface,1,2667,
0.00776853,,Surface,1,2668,
0.0490588,,Surface,1,2669,
0.0770897,,Surface,1,2670,
0.00658747,,Surface,1,2671,
0.0800971,,Surface,1,2672,
0.0657536,,Surface,1,2673,
0.069685,,Surface,1,2674,
0.0508411,,Surface,1,2675,
0.0353189,,Surface,1,2676,
0.0426385,,Surface,1,2677,
0.00353813,,Surface,1,2678,
0.0358005,,Surface,1,2679,
0.0218043,,Surface,1,2680,
0.000766825,,Surface,1,2681,
0.0185533,,Surface,1,2682,
0.00968034,,Surface,1,2683,
0.105631,,Surface,1,2684,
0.0436738,,Surface,1,2685,
0.0616012,,Surface,1,2686,
0.0319252,,Surface,1,2687,
0.015678,,Surface,1,2688,
0.0371257,,Surface,1,2689,
0.0597063,,Surface,1,2690,
0.0797854,,Surface,1,2691,
0.090896,,Surface,1,2692,
0.0234828,,Surface,1,2693,
0.0820609,,Surface,1,2694,
0.0741109,,Surface,1,2695,
0.116328,,Surface,1,2696,
0.0737087,,Surface,1,2697,
0.100892,,Surface,1,2698,
0.0666571,,Surface,1,2699,
0.10184,,Surface,1,2700,
0.103017,,Surface,1,2701,
0.128581,,Surface,1,2702,
0.0828973,,Surface,1,2703,
0.0469358,,Surface,1,2704,
0.0379097,,Surface,1,2705,
0.0256009,,Surface,1,2706,
0.07108,,Surface,1,2707,
0.0148074,,Surface,1,2708,
0.0930923,,Surface,1,2709,
0.141459,,Surface,1,2710,
0.0550872,,Surface,1,2711,
0.0659036,,Surface,1,2712,
0.0835441,,Surface,1,2713,
0.782161,,Surface,1,2714,
0.109236,,Surface,1,2715,
0.0244069,,Surface,1,2716,
0.0241705,,Surface,1,2717,
0.0995965,,Surface,1,2718,
0.0185011,,Surface,1,2719,
0.0404703,,Surface,1,2720,
0.0278519,,Surface,1,2721,
0.309452,,Surface,1,2722,
0.0663474,,Surface,1,2723,
0.0432355,,Surface,1,2724,
0.0706166,,Surface,1,2725,
0.126121,,Surface,1,2726,
0.0122603,,Surface,1,2727,
0.048066,,Surface,1,2728,
0.0550647,,Surface,1,2729,
0.0320391,,Surface,1,2730,
0.0390119,,Surface,1,2731,
0.0761858,,Surface,1,2732,
0.0682569,,Surface,1,2733,
0.0576504,,Surface,1,2734,
0.131226,,Surface,1,2735,
0.0509806,,Surface,1,2736,
0.00395418,,Surface,1,2737,
0.0270293,,Surface,1,2738,
0.0444305,,Surface,1,2739,
0.114893,,Surface,1,2740,
0.0406996,,Surface,1,2741,
0.0172165,,Surface,1,2742,
0.0136507,,Surface,1,2743,
0.0113936,,Surface,1,2744,
0.0321477,,Surface,1,2745,
0.0847319,,Surface,1,2746,
0.0158495,,Surface,1,2747,
0.0269921,,Surface,1,2748,
0.0148012,,Surface,1,2749,
0.0424449,,Surface,1,2750,
0.0493237,,Surface,1,2751,
0.0156719,,Surface,1,2752,
0.051952,,Surface,1,2753,
0.124046,,Surface,1,2754,
0.0430076,,Surface,1,2755,
0.0708624,,Surface,1,2756,
0.0145913,,Surface,1,2757,
0.0718354,,Surface,1,2758,
0.0936993,,Surface,1,2759,
0.0204977,,Surface,1,2760,
0.00372314,,Surface,1,2761,
0.0942381,,Surface,1,2762,
0.0395065,,Surface,1,2763,
0.0452727,,Surface,1,2764,
0.104954,,Surface,1,2765,
0.028271,,Surface,1,2766,
0.161255,,Surface,1,2767,
0.00630001,,Surface,1,2768,
0.0214636,,Surface,1,2769,
0.0831007,,Surface,1,2770,
0.0940102,,Surface,1,2771,
0.0531034,,Surface,1,2772,
0.0209308,,Surface,1,2773,
0.157821,,Surface,1,2774,
0.0128657,,Surface,1,2775,
0.0628695,,Surface,1,2776,
0.128581,,Surface,1,2777,
0.0443159,,Surface,1,2778,
0.0401475,,Surface,1,2779,
0.103256,,Surface,1,2780,
0.00706644,,Surface,1,2781,
0.0224842,,Surface,1,2782,
0.0625293,,Surface,1,2783,
0.058382,,Surface,1,2784,
0.116202,,Surface,1,2785,
0.0635939,,Surface,1,2786,
0.0213358,,Surface,1,2787,
0.121527,,Surface,1,2788,
0.047173,,Surface,1,2789,
0.0776049,,Surface,1,2790,
0.100623,,Surface,1,2791,
0.0343619,,Surface,1,2792,
0.049153,,Surface,1,2793,
0.0688859,,Surface,1,2794,
0.127916,,Surface,1,2795,
0.0126699,,Surface,1,2796,
0.053744,,Surface,1,2797,
0.0345616,,Surface,1,2798,
0.0405566,,Surface,1,2799,
0.112202,,Surface,1,2800,
0.0115282,,Surface,1,2801,
0.0772268,,Surface,1,2802,
0.0646538,,Surface,1,2803,
0.0628546,,Surface,1,2804,
0.0453656,,Surface,1,2805,
0.0413647,,Surface,1,2806,
0.178048,,Surface,1,2807,
0.0416764,,Surface,1,2808,
0.0561576,,Surface,1,2809,
0.0209387,,Surface,1,2810,
0.0473706,,Surface,1,2811,
0.0400417,,Surface,1,2812,
0.0799367,,Surface,1,2813,
0.0665847,,Surface,1,2814,
0.0256256,,Surface,1,2815,
0.0628977,,Surface,1,2816,
0.0650225,,Surface,1,2817,
0.12668,,Surface,1,2818,
0.0637133,,Surface,1,2819,
0.128593,,Surface,1,2820,
0.0650464,,Surface,1,2821,
0.0300021,,Surface,1,2822,
0.049535,,Surface,1,2823,
0.09878,,Surface,1,2824,
0.058985,,Surface,1,2825,
0.0102039,,Surface,1,2826,
0.0343545,,Surface,1,2827,
0.0638476,,Surface,1,2828,
0.0808373,,Surface,1,2829,
0.0987863,,Surface,1,2830,
0.0307004,,Surface,1,2831,
0.0566217,,Surface,1,2832,
0.102998,,Surface,1,2833,
0.0242654,,Surface,1,2834,
0.132122,,Surface,1,2835,
0.0413516,,Surface,1,2836,
0.0669162,,Surface,1,2837,
0.0185749,,Surface,1,2838,
0.0750998,,Surface,1,2839,
0.0526109,,Surface,1,2840,
0.212134,,Surface,1,2841,
0.0536023,,Surface,1,2842,
0.0697671,,Surface,1,2843,
0.0936876,,Surface,1,2844,
0.0532665,,Surface,1,2845,
0.0711369,,Surface,1,2846,
0.0594322,,Surface,1,2847,
0.0512892,,Surface,1,2848,
0.0688853,,Surface,1,2849,
0.0401034,,Surface,1,2850,
0.0394854,,Surface,1,2851,
0.0838646,,Surface,1,2852,
0.0367152,,Surface,1,2853,
0.0879596,,Surface,1,2854,
0.137606,,Surface,1,2855,
0.0227228,,Surface,1,2856,
0.050655,,Surface,1,2857,
0.0411268,,Surface,1,2858,
0.0395217,,Surface,1,2859,
0.181319,,Surface,1,2860,
0.0808358,,Surface,1,2861,
0.0301936,,Surface,1,2862,
0.105854,,Surface,1,2863,
0.152435,,Surface,1,2864,
0.0627008,,Surface,1,2865,
0.116958,,Surface,1,2866,
0.0325952,,Surface,1,2867,
0.0444785,,Surface,1,2868,
0.080678,,Surface,1,2869,
0.0524052,,Surface,1,2870,
0.182876,,Surface,1,2871,
0.100812,,Surface,1,2872,
0.0708619,,Surface,1,2873,
0.0563119,,Surface,1,2874,
0.123227,,Surface,1,2875,
0.0737373,,Surface,1,2876,
0.0348703,,Surface,1,2877,
0.0865906,,Surface,1,2878,
0.058887,,Surface,1,2879,
0.0793565,,Surface,1,2880,
0.156326,,Surface,1,2881,
0.113142,,Surface,1,2882,
0.0936948,,Surface,1,2883,
0.237259,,Surface,1,2884,
0.0494524,,Surface,1,2885,
0.0941536,,Surface,1,2886,
0.0351407,,Surface,1,2887,
0.0205549,,Surface,1,2888,
0.0588789,,Surface,1,2889,
0.0816025,,Surface,1,2890,
0.0558785,,Surface,1,2891,
0.0816915,,Surface,1,2892,
0.0902823,,Surface,1,2893,
0.109249,,Surface,1,2894,
0.0215979,,Surface,1,2895,
0.0854351,,Surface,1,2896,
0.0410353,,Surface,1,2897,
0.107621,,Surface,1,2898,
0.0135459,,Surface,1,2899,
0.0282493,,Surface,1,2900,
0.0301622,,Surface,1,2901,
0.0515642,,Surface,1,2902,
0.0880518,,Surface,1,2903,
0.0507866,,Surface,1,2904,
0.0233892,,Surface,1,2905,
0.0761162,,Surface,1,2906,
0.0439452,,Surface,1,2907,
0.0520198,,Surface,1,2908,
0.0594898,,Surface,1,2909,
0.0717123,,Surface,1,2910,
0.0975885,,Surface,1,2911,
0.0393817,,Surface,1,2912,
0.0141958,,Surface,1,2913,
0.0211188,,Surface,1,2914,
0.11825,,Surface,1,2915,
0.0334498,,Surface,1,2916,
0.0397053,,Surface,1,2917,
0.056658,,Surface,1,2918,
0.0559959,,Surface,1,2919,
0.104694,,Surface,1,2920,
0.0457636,,Surface,1,2921,
0.0761261,,Surface,1,2922,
0.0582644,,Surface,1,2923,
0.00917971,,Surface,1,2924,
0.0499591,,Surface,1,2925,
0.118625,,Surface,1,2926,
0.0288354,,Surface,1,2927,
0.00965593,,Surface,1,2928,
0.0493579,,Surface,1,2929,
0.0633699,,Surface,1,2930,
0.0165556,,Surface,1,2931,
0.0371344,,Surface,1,2932,
0.0108795,,Surface,1,2933,
0.0752089,,Surface,1,2934,
0.0376814,,Surface,1,2935,
0.087328,,Surface,1,2936,
0.0706701,,Surface,1,2937,
0.0392248,,Surface,1,2938,
0.0474485,,Surface,1,2939,
0.0172765,,Surface,1,2940,
0.0639013,,Surface,1,2941,
0.0843737,,Surface,1,2942,
0.0180558,,Surface,1,2943,
0.08669,,Surface,1,2944,
0.108883,,Surface,1,2945,
0.0202282,,Surface,1,2946,
0.0351898,,Surface,1,2947,
0.0669131,,Surface,1,2948,
0.0600384,,Surface,1,2949,
0.0423001,,Surface,1,2950,
0.0914206,,Surface,1,2951,
0.0381209,,Surface,1,2952,
0.0658845,,Surface,1,2953,
0.0136884,,Surface,1,2954,
0.0105673,,Surface,1,2955,
0.0482278,,Surface,1,2956,
0.0441857,,Surface,1,2957,
0.0255427,,Surface,1,2958,
0.0162368,,Surface,1,2959,
0.0370725,,Surface,1,2960,
0.0592986,,Surface,1,2961,
0.071712,,Surface,1,2962,
0.0128986,,Surface,1,2963,
0.139292,,Surface,1,2964,
0.00693585,,Surface,1,2965,
0.0418106,,Surface,1,2966,
0.121737,,Surface,1,2967,
0.108062,,Surface,1,2968,
0.348242,,Surface,1,2969,
0.0087845,,Surface,1,2970,
0.0718687,,Surface,1,2971,
0.0352223,,Surface,1,2972,
0.0259673,,Surface,1,2973,
0.0229502,,Surface,1,2974,
0.0630169,,Surface,1,2975,
0.0305762,,Surface,1,2976,
0.0192686,,Surface,1,2977,
0.0499379,,Surface,1,2978,
0.063931,,Surface,1,2979,
0.0156316,,Surface,1,2980,
0.0519601,,Surface,1,2981,
0.0875325,,Surface,1,2982,
0.00420052,,Surface,1,2983,
0.00476284,,Surface,1,2984,
0.0152274,,Surface,1,2985,
0.0304415,,Surface,1,2986,
0.0249433,,Surface,1,2987,
0.126874,,Surface,1,2988,
0.0312463,,Surface,1,2989,
0.0298866,,Surface,1,2990,
0.0766113,,Surface,1,2991,
0.00248151,,Surface,1,2992,
0.0302966,,Surface,1,2993,
0.0907072,,Surface,1,2994,
0.0150906,,Surface,1,2995,
0.00670902,,Surface,1,2996,
0.0961904,,Surface,1,2997,
0.128564,,Surface,1,2998,
0.114654,,Surface,1,2999,
0.00868969,,Surface,1,3000,
0.00559323,,Surface,1,3001,
0.0246171,,Surface,1,3002,
0.00932248,,Surface,1,3003,
0.0875557,,Surface,1,3004,
0.0113908,,Surface,1,3005,
0.0386499,,Surface,1,3006,
0.00254691,,Surface,1,3007,
0.023169,,Surface,1,3008,
0.00374304,,Surface,1,3009,
0.00384637,,Surface,1,3010,
0.0667862,,Surface,1,3011,
0.0365406,,Surface,1,3012,
0.0107889,,Surface,1,3013,
0.00784316,,Surface,1,3014,
0.0222465,,Surface,1,3015,
0.0111411,,Surface,1,3016,
0.0688079,,Surface,1,3017,
0.0505919,,Surface,1,3018,
0.0105402,,Surface,1,3019,
0.035445,,Surface,1,3020,
0.119109,,Surface,1,3021,
0.00341403,,Surface,1,3022,
0.00837737,,Surface,1,3023,
0.119965,,Surface,1,3024,
0.0595759,,Surface,1,3025,
0.00597264,,Surface,1,3026,
0.0404316,,Surface,1,3027,
0.00263222,,Surface,1,3028,
0.0936874,,Surface,1,3029,
0.0915681,,Surface,1,3030,
0.0103569,,Surface,1,3031,
0.0137655,,Surface,1,3032,
0.0242552,,Surface,1,3033,
0.0466648,,Surface,1,3034,
0.0189296,,Surface,1,3035,
0.0267541,,Surface,1,3036,
0.0119272,,Surface,1,3037,
0.0619768,,Surface,1,3038,
0.0208153,,Surface,1,3039,
0.0111186,,Surface,1,3040,
0.0158131,,Surface,1,3041,
0.0109734,,Surface,1,3042,
0.00917512,,Surface,1,3043,
0.0570357,,Surface,1,3044,
0.119695,,Surface,1,3045,
0.0114866,,Surface,1,3046,
0.0217947,,Surface,1,3047,
0.0643495,,Surface,1,3048,
0.00333746,,Surface,1,3049,
0.0185182,,Surface,1,3050,
0.0643803,,Surface,1,3051,
0.00225091,,Surface,1,3052,
0.00783031,,Surface,1,3053,
0.0299521,,Surface,1,3054,
0.00158006,,Surface,1,3055,
0.0185253,,Surface,1,3056,
0.0139657,,Surface,1,3057,
0.0337671,,Surface,1,3058,
0.0326033,,Surface,1,3059,
0.0481821,,Surface,1,3060,
0.0417975,,Surface,1,3061,
0.0170212,,Surface,1,3062,
0.0246026,,Surface,1,3063,
0.0463424,,Surface,1,3064,
0.0189824,,Surface,1,3065,
0.0200171,,Surface,1,3066,
0.0230959,,Surface,1,3067,
0.0584221,,Surface,1,3068,
0.0230607,,Surface,1,3069,
0.0648116,,Surface,1,3070,
0.0351174,,Surface,1,3071,
0.0901616,,Surface,1,3072,
0.00849389,,Surface,1,3073,
0.0153069,,Surface,1,3074,
0.00684971,,Surface,1,3075,
0.0196521,,Surface,1,3076,
0.010359,,Surface,1,3077,
0.026253,,Surface,1,3078,
0.0117528,,Surface,1,3079,
0.0839848,,Surface,1,3080,
0.011204,,Surface,1,3081,
0.128554,,Surface,1,3082,
0.0352669,,Surface,1,3083,
0.029117,,Surface,1,3084,
0.0489261,,Surface,1,3085,
0.025382,,Surface,1,3086,
0.0579574,,Surface,1,3087,
0.031391,,Surface,1,3088,
0.000845122,,Surface,1,3089,
0.0211283,,Surface,1,3090,
0.0629214,,Surface,1,3091,
0.0486773,,Surface,1,3092,
0.0659217,,Surface,1,3093,
0.0437359,,Surface,1,3094,
0.0136388,,Surface,1,3095,
0.0154551,,Surface,1,3096,
0.0220522,,Surface,1,3097,
0.0625333,,Surface,1,3098,
0.0224954,,Surface,1,3099,
0.0146903,,Surface,1,3100,
0.0520645,,Surface,1,3101,
0.0286991,,Surface,1,3102,
0.0653434,,Surface,1,3103,
0.0146143,,Surface,1,3104,
0.0199297,,Surface,1,3105,
0.011402,,Surface,1,3106,
0.0575876,,Surface,1,3107,
0.0167039,,Surface,1,3108,
0.0370572,,Surface,1,3109,
0.0739566,,Surface,1,3110,
0.0349822,,Surface,1,3111,
0.0608482,,Surface,1,3112,
0.00894389,,Surface,1,3113,
0.0206256,,Surface,1,3114,
0.0318108,,Surface,1,3115,
0.0163224,,Surface,1,3116,
0.111249,,Surface,1,3117,
0.0391277,,Surface,1,3118,
0.0354481,,Surface,1,3119,
0.0136142,,Surface,1,3120,
0.0357945,,Surface,1,3121,
0.00850568,,Surface,1,3122,
0.110034,,Surface,1,3123,
0.0192373,,Surface,1,3124,
0.053485,,Surface,1,3125,
0.0452362,,Surface,1,3126,
0.046579,,Surface,1,3127,
0.035113,,Surface,1,3128,
0.0302244,,Surface,1,3129,
0.0301126,,Surface,1,3130,
0.0731876,,Surface,1,3131,
0.0350566,,Surface,1,3132,
0.0631536,,Surface,1,3133,
0.16638,,Surface,1,3134,
0.0381016,,Surface,1,3135,
0.00639862,,Surface,1,3136,
0.0511379,,Surface,1,3137,
0.0416778,,Surface,1,3138,
0.0135299,,Surface,1,3139,
0.0732024,,Surface,1,3140,
0.0443696,,Surface,1,3141,
0.0288774,,Surface,1,3142,
0.00422639,,Surface,1,3143,
0.0443387,,Surface,1,3144,
0.00142913,,Surface,1,3145,
0.0151843,,Surface,1,3146,
0.0419884,,Surface,1,3147,
0.00303215,,Surface,1,3148,
0.047803,,Surface,1,3149,
0.0400215,,Surface,1,3150,
0.0523817,,Surface,1,3151,
0.0207581,,Surface,1,3152,
0.0908566,,Surface,1,3153,
0.0240626,,Surface,1,3154,
0.0549007,,Surface,1,3155,
0.0518995,,Surface,1,3156,
0.000319134,,Surface,1,3157,
0.0705982,,Surface,1,3158,
0.0271483,,Surface,1,3159,
0.0101215,,Surface,1,3160,
0.073831,,Surface,1,3161,
0.00894428,,Surface,1,3162,
0.00776067,,Surface,1,3163,
0.00801081,,Surface,1,3164,
0.00594016,,Surface,1,3165,
0.0668404,,Surface,1,3166,
0.00391953,,Surface,1,3167,
0.0216359,,Surface,1,3168,
0.0103012,,Surface,1,3169,
0.0190577,,Surface,1,3170,
0.0511424,,Surface,1,3171,
0.0757002,,Surface,1,3172,
0.00184674,,Surface,1,3173,
0.0940166,,Surface,1,3174,
0.043646,,Surface,1,3175,
0.0300119,,Surface,1,3176,
0.056113,,Surface,1,3177,
0.0387383,,Surface,1,3178,
0.00256157,,Surface,1,3179,
0.0383277,,Surface,1,3180,
0.0148087,,Surface,1,3181,
0.0134488,,Surface,1,3182,
0.00119202,,Surface,1,3183,
0.0432754,,Surface,1,3184,
0.0459981,,Surface,1,3185,
0.117894,,Surface,1,3186,
0.0567389,,Surface,1,3187,
0.0183843,,Surface,1,3188,
0.0137018,,Surface,1,3189,
0.0389751,,Surface,1,3190,
0.013809,,Surface,1,3191,
0.00129159,,Surface,1,3192,
0.0420026,,Surface,1,3193,
0.024908,,Surface,1,3194,
0.00778042,,Surface,1,3195,
0.00132745,,Surface,1,3196,
0.00142836,,Surface,1,3197,
0.0243563,,Surface,1,3198,
0.0100971,,Surface,1,3199,
0.0141833,,Surface,1,3200,
0.0185804,,Surface,1,3201,
0.0404545,,Surface,1,3202,
0.00650614,,Surface,1,3203,
0.0129014,,Surface,1,3204,
0.0387214,,Surface,1,3205,
0.0389859,,Surface,1,3206,
0.102463,,Surface,1,3207,
0.0326936,,Surface,1,3208,
0.0444023,,Surface,1,3209,
0.0836717,,Surface,1,3210,
0.0407474,,Surface,1,3211,
0.0750514,,Surface,1,3212,
0.0637829,,Surface,1,3213,
0.00986972,,Surface,1,3214,
0.115306,,Surface,1,3215,
0.0522952,,Surface,1,3216,
0.0267779,,Surface,1,3217,
0.0586937,,Surface,1,3218,
0.0270862,,Surface,1,3219,
0.0489834,,Surface,1,3220,
0.0192162,,Surface,1,3221,
0.0483448,,Surface,1,3222,
0.0936877,,Surface,1,3223,
0.192697,,Surface,1,3224,
0.0378529,,Surface,1,3225,
