
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
58.1792,um^3,Surface,1,2422,
43.9068,um^3,Surface,1,2423,
18.4972,um^3,Surface,1,2424,
29.2792,um^3,Surface,1,2425,
101.485,um^3,Surface,1,2426,
134.727,um^3,Surface,1,2427,
56.7534,um^3,Surface,1,2428,
108.196,um^3,Surface,1,2429,
13.6254,um^3,Surface,1,2430,
16.8207,um^3,Surface,1,2431,
25.0719,um^3,Surface,1,2432,
10.8694,um^3,Surface,1,2433,
43.6208,um^3,Surface,1,2434,
84.2628,um^3,Surface,1,2435,
55.9689,um^3,Surface,1,2436,
170.672,um^3,Surface,1,2437,
64.2292,um^3,Surface,1,2438,
26.2003,um^3,Surface,1,2439,
18.4428,um^3,Surface,1,2440,
78.9595,um^3,Surface,1,2441,
148.33,um^3,Surface,1,2442,
5.02789,um^3,Surface,1,2443,
16.1079,um^3,Surface,1,2444,
78.7146,um^3,Surface,1,2445,
234.609,um^3,Surface,1,2446,
31.6554,um^3,Surface,1,2447,
38.519,um^3,Surface,1,2448,
65.2562,um^3,Surface,1,2449,
17.3182,um^3,Surface,1,2450,
19.0339,um^3,Surface,1,2451,
96.2498,um^3,Surface,1,2452,
21.8916,um^3,Surface,1,2453,
33.1912,um^3,Surface,1,2454,
32.7456,um^3,Surface,1,2455,
86.6381,um^3,Surface,1,2456,
56.8119,um^3,Surface,1,2457,
37.4307,um^3,Surface,1,2458,
41.9015,um^3,Surface,1,2459,
31.4731,um^3,Surface,1,2460,
69.2221,um^3,Surface,1,2461,
28.727,um^3,Surface,1,2462,
63.5202,um^3,Surface,1,2463,
41.118,um^3,Surface,1,2464,
99.6124,um^3,Surface,1,2465,
18.6745,um^3,Surface,1,2466,
131.891,um^3,Surface,1,2467,
46.3199,um^3,Surface,1,2468,
57.7435,um^3,Surface,1,2469,
38.8627,um^3,Surface,1,2470,
9.88791,um^3,Surface,1,2471,
67.0352,um^3,Surface,1,2472,
10.282,um^3,Surface,1,2473,
24.9319,um^3,Surface,1,2474,
61.6723,um^3,Surface,1,2475,
22.5657,um^3,Surface,1,2476,
27.7878,um^3,Surface,1,2477,
47.2101,um^3,Surface,1,2478,
69.4297,um^3,Surface,1,2479,
13.5853,um^3,Surface,1,2480,
32.0953,um^3,Surface,1,2481,
96.6404,um^3,Surface,1,2482,
27.5755,um^3,Surface,1,2483,
14.6926,um^3,Surface,1,2484,
38.0347,um^3,Surface,1,2485,
39.405,um^3,Surface,1,2486,
88.1078,um^3,Surface,1,2487,
5.46268,um^3,Surface,1,2488,
40.1328,um^3,Surface,1,2489,
25.1316,um^3,Surface,1,2490,
131.35,um^3,Surface,1,2491,
123.853,um^3,Surface,1,2492,
38.1824,um^3,Surface,1,2493,
85.7965,um^3,Surface,1,2494,
86.9034,um^3,Surface,1,2495,
22.3587,um^3,Surface,1,2496,
115.787,um^3,Surface,1,2497,
26.7821,um^3,Surface,1,2498,
36.7482,um^3,Surface,1,2499,
92.315,um^3,Surface,1,2500,
57.2661,um^3,Surface,1,2501,
55.6353,um^3,Surface,1,2502,
82.307,um^3,Surface,1,2503,
12.4567,um^3,Surface,1,2504,
101.641,um^3,Surface,1,2505,
180.472,um^3,Surface,1,2506,
147.644,um^3,Surface,1,2507,
66.1073,um^3,Surface,1,2508,
69.7646,um^3,Surface,1,2509,
16.0869,um^3,Surface,1,2510,
175.949,um^3,Surface,1,2511,
59.9911,um^3,Surface,1,2512,
45.7463,um^3,Surface,1,2513,
25.5905,um^3,Surface,1,2514,
51.4594,um^3,Surface,1,2515,
90.0622,um^3,Surface,1,2516,
41.4234,um^3,Surface,1,2517,
19.3513,um^3,Surface,1,2518,
6.45502,um^3,Surface,1,2519,
201.447,um^3,Surface,1,2520,
419.706,um^3,Surface,1,2521,
171.233,um^3,Surface,1,2522,
366.23,um^3,Surface,1,2523,
113.401,um^3,Surface,1,2524,
52.6382,um^3,Surface,1,2525,
17.028,um^3,Surface,1,2526,
155.464,um^3,Surface,1,2527,
314.606,um^3,Surface,1,2528,
149.419,um^3,Surface,1,2529,
217.576,um^3,Surface,1,2530,
72.5911,um^3,Surface,1,2531,
23.9178,um^3,Surface,1,2532,
207.308,um^3,Surface,1,2533,
14.6855,um^3,Surface,1,2534,
28.4968,um^3,Surface,1,2535,
58.4926,um^3,Surface,1,2536,
120.403,um^3,Surface,1,2537,
60.6267,um^3,Surface,1,2538,
15.5647,um^3,Surface,1,2539,
146.648,um^3,Surface,1,2540,
11.9281,um^3,Surface,1,2541,
349.025,um^3,Surface,1,2542,
15.722,um^3,Surface,1,2543,
41.4954,um^3,Surface,1,2544,
11.2367,um^3,Surface,1,2545,
81.0582,um^3,Surface,1,2546,
14.6769,um^3,Surface,1,2547,
36.0453,um^3,Surface,1,2548,
62.6077,um^3,Surface,1,2549,
50.7577,um^3,Surface,1,2550,
22.4415,um^3,Surface,1,2551,
84.7818,um^3,Surface,1,2552,
1092.28,um^3,Surface,1,2553,
218.89,um^3,Surface,1,2554,
105.41,um^3,Surface,1,2555,
23.8395,um^3,Surface,1,2556,
100.008,um^3,Surface,1,2557,
60.758,um^3,Surface,1,2558,
50.1643,um^3,Surface,1,2559,
85.052,um^3,Surface,1,2560,
217.558,um^3,Surface,1,2561,
96.5033,um^3,Surface,1,2562,
162.606,um^3,Surface,1,2563,
21.8234,um^3,Surface,1,2564,
138.362,um^3,Surface,1,2565,
21.4972,um^3,Surface,1,2566,
37.8447,um^3,Surface,1,2567,
246.705,um^3,Surface,1,2568,
42.3238,um^3,Surface,1,2569,
42.8043,um^3,Surface,1,2570,
38.6446,um^3,Surface,1,2571,
89.6427,um^3,Surface,1,2572,
153.027,um^3,Surface,1,2573,
45.971,um^3,Surface,1,2574,
253.566,um^3,Surface,1,2575,
176.198,um^3,Surface,1,2576,
56.8593,um^3,Surface,1,2577,
57.1428,um^3,Surface,1,2578,
262.951,um^3,Surface,1,2579,
445.415,um^3,Surface,1,2580,
490.59,um^3,Surface,1,2581,
20.9148,um^3,Surface,1,2582,
74.363,um^3,Surface,1,2583,
