
Area
 ==================== 
Area,Unit,Category,Time,ID,
1652.38,um^2,Surface,1,3173,
46.7152,um^2,Surface,1,3174,
178.963,um^2,Surface,1,3175,
110.103,um^2,Surface,1,3176,
123.811,um^2,Surface,1,3177,
91.7688,um^2,Surface,1,3178,
905.195,um^2,Surface,1,3179,
132.702,um^2,Surface,1,3180,
319.708,um^2,Surface,1,3181,
186.928,um^2,Surface,1,3182,
2931.5,um^2,Surface,1,3183,
112.424,um^2,Surface,1,3184,
95.4398,um^2,Surface,1,3185,
83.4919,um^2,Surface,1,3186,
202.146,um^2,Surface,1,3187,
290.92,um^2,Surface,1,3188,
444.399,um^2,Surface,1,3189,
142.353,um^2,Surface,1,3190,
318.809,um^2,Surface,1,3191,
2065.05,um^2,Surface,1,3192,
97.6008,um^2,Surface,1,3193,
381.885,um^2,Surface,1,3194,
399.986,um^2,Surface,1,3195,
2088.1,um^2,Surface,1,3196,
1427.48,um^2,Surface,1,3197,
239.936,um^2,Surface,1,3198,
407.364,um^2,Surface,1,3199,
347.148,um^2,Surface,1,3200,
251.441,um^2,Surface,1,3201,
109.824,um^2,Surface,1,3202,
404.665,um^2,Surface,1,3203,
301.163,um^2,Surface,1,3204,
168.549,um^2,Surface,1,3205,
239.525,um^2,Surface,1,3206,
56.4395,um^2,Surface,1,3207,
142.908,um^2,Surface,1,3208,
183.586,um^2,Surface,1,3209,
72.739,um^2,Surface,1,3210,
61.4402,um^2,Surface,1,3211,
60.335,um^2,Surface,1,3212,
54.3011,um^2,Surface,1,3213,
363.568,um^2,Surface,1,3214,
63.4127,um^2,Surface,1,3215,
173.165,um^2,Surface,1,3216,
323.581,um^2,Surface,1,3217,
85.9415,um^2,Surface,1,3218,
114.485,um^2,Surface,1,3219,
158.397,um^2,Surface,1,3220,
190.358,um^2,Surface,1,3221,
200.186,um^2,Surface,1,3222,
42.419,um^2,Surface,1,3223,
49.116,um^2,Surface,1,3224,
159.755,um^2,Surface,1,3225,
