
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,ID,
0.240728,-0.970593,4.39794e-13,um,Surface,Ellipsoid Axis C,1,2739,
-0.998088,-0.0618043,-1.29194e-11,um,Surface,Ellipsoid Axis C,1,2740,
0.291316,0.956627,-3.56839e-12,um,Surface,Ellipsoid Axis C,1,2741,
0.406079,0.913838,-5.66269e-12,um,Surface,Ellipsoid Axis C,1,2742,
0.810887,0.585203,3.34241e-13,um,Surface,Ellipsoid Axis C,1,2743,
0.0558489,0.998439,-9.77295e-15,um,Surface,Ellipsoid Axis C,1,2744,
-0.09068,0.99588,6.81107e-13,um,Surface,Ellipsoid Axis C,1,2745,
0.0181701,0.999835,1.30471e-12,um,Surface,Ellipsoid Axis C,1,2746,
0.921566,-0.388223,-1.18326e-12,um,Surface,Ellipsoid Axis C,1,2747,
0.00279533,0.999996,1.67062e-13,um,Surface,Ellipsoid Axis C,1,2748,
0.736806,-0.676105,-2.63866e-12,um,Surface,Ellipsoid Axis C,1,2749,
0.908403,-0.418096,-1.00143e-12,um,Surface,Ellipsoid Axis C,1,2750,
0.437441,0.899247,1.43225e-12,um,Surface,Ellipsoid Axis C,1,2751,
0.999843,-0.01774,-2.40211e-12,um,Surface,Ellipsoid Axis C,1,2752,
0.537749,-0.843105,-2.6559e-12,um,Surface,Ellipsoid Axis C,1,2753,
0.593359,-0.804938,2.42615e-13,um,Surface,Ellipsoid Axis C,1,2754,
0.435991,0.899951,2.0464e-12,um,Surface,Ellipsoid Axis C,1,2755,
-0.146298,-0.989241,3.37823e-13,um,Surface,Ellipsoid Axis C,1,2756,
-0.291277,-0.956639,2.1857e-12,um,Surface,Ellipsoid Axis C,1,2757,
0.937005,-0.349316,1.14703e-12,um,Surface,Ellipsoid Axis C,1,2758,
-0.260931,-0.965358,-3.52363e-12,um,Surface,Ellipsoid Axis C,1,2759,
0.956422,-0.291988,-2.23305e-12,um,Surface,Ellipsoid Axis C,1,2760,
0.976661,-0.214786,6.20521e-14,um,Surface,Ellipsoid Axis C,1,2761,
0.652852,0.757486,1.76971e-13,um,Surface,Ellipsoid Axis C,1,2762,
0.94272,-0.333585,-1.20104e-12,um,Surface,Ellipsoid Axis C,1,2763,
0.118943,0.992901,-1.60333e-13,um,Surface,Ellipsoid Axis C,1,2764,
-0.624031,0.781399,0,um,Surface,Ellipsoid Axis C,1,2765,
0.790032,0.613065,3.22301e-13,um,Surface,Ellipsoid Axis C,1,2766,
-0.389209,0.92115,0,um,Surface,Ellipsoid Axis C,1,2767,
0.961311,0.275464,-5.43909e-12,um,Surface,Ellipsoid Axis C,1,2768,
-0.519729,-0.854331,1.51786e-12,um,Surface,Ellipsoid Axis C,1,2769,
0.686025,0.727578,5.40061e-14,um,Surface,Ellipsoid Axis C,1,2770,
-0.997273,-0.0737949,-2.37074e-12,um,Surface,Ellipsoid Axis C,1,2771,
0.599256,-0.800558,-4.00037e-13,um,Surface,Ellipsoid Axis C,1,2772,
-0.709969,-0.704233,5.02381e-12,um,Surface,Ellipsoid Axis C,1,2773,
-0.0450638,-0.998984,-5.0775e-13,um,Surface,Ellipsoid Axis C,1,2774,
-0.986103,0.166135,4.13884e-12,um,Surface,Ellipsoid Axis C,1,2775,
-0.973407,-0.229083,-1.25293e-12,um,Surface,Ellipsoid Axis C,1,2776,
0.461796,0.886986,1.02131e-13,um,Surface,Ellipsoid Axis C,1,2777,
-0.0398805,0.999204,1.30161e-12,um,Surface,Ellipsoid Axis C,1,2778,
-0.861966,-0.506965,-8.37024e-12,um,Surface,Ellipsoid Axis C,1,2779,
0.574807,0.818289,7.99324e-13,um,Surface,Ellipsoid Axis C,1,2780,
0.997739,0.0672012,1.93608e-12,um,Surface,Ellipsoid Axis C,1,2781,
0.999652,0.0263857,1.79497e-12,um,Surface,Ellipsoid Axis C,1,2782,
-0.673619,-0.739079,-1.33364e-12,um,Surface,Ellipsoid Axis C,1,2783,
0.998834,0.0482726,-2.19284e-13,um,Surface,Ellipsoid Axis C,1,2784,
0.94875,-0.316027,6.0213e-12,um,Surface,Ellipsoid Axis C,1,2785,
-0.562555,-0.82676,-1.53043e-13,um,Surface,Ellipsoid Axis C,1,2786,
0.423632,-0.905834,1.92159e-12,um,Surface,Ellipsoid Axis C,1,2787,
0.00685923,-0.999976,3.3235e-14,um,Surface,Ellipsoid Axis C,1,2788,
0.851541,0.524288,1.06412e-13,um,Surface,Ellipsoid Axis C,1,2789,
0.355736,-0.934586,-2.80918e-12,um,Surface,Ellipsoid Axis C,1,2790,
0.296669,-0.95498,-8.69043e-13,um,Surface,Ellipsoid Axis C,1,2791,
0.916093,0.400966,-2.1924e-13,um,Surface,Ellipsoid Axis C,1,2792,
0.893497,0.449069,-1.17683e-12,um,Surface,Ellipsoid Axis C,1,2793,
0.636456,-0.771313,7.0419e-13,um,Surface,Ellipsoid Axis C,1,2794,
-0.927108,-0.374794,-2.43027e-12,um,Surface,Ellipsoid Axis C,1,2795,
0.997718,0.0675243,9.48045e-14,um,Surface,Ellipsoid Axis C,1,2796,
0.998676,-0.051442,-1.63159e-12,um,Surface,Ellipsoid Axis C,1,2797,
-0.0438251,0.999039,-1.05805e-12,um,Surface,Ellipsoid Axis C,1,2798,
-0.24372,0.969846,-4.1213e-12,um,Surface,Ellipsoid Axis C,1,2799,
0.707106,-0.707107,3.75806e-12,um,Surface,Ellipsoid Axis C,1,2800,
-0.118507,-0.992953,2.34491e-12,um,Surface,Ellipsoid Axis C,1,2801,
0.455361,0.890307,0,um,Surface,Ellipsoid Axis C,1,2802,
0.821524,0.570174,-1.99938e-13,um,Surface,Ellipsoid Axis C,1,2803,
0.471734,0.881741,-2.23915e-12,um,Surface,Ellipsoid Axis C,1,2804,
0.983582,-0.180464,0,um,Surface,Ellipsoid Axis C,1,2805,
-0.562432,-0.826843,2.09203e-11,um,Surface,Ellipsoid Axis C,1,2806,
-0.346032,0.938223,0,um,Surface,Ellipsoid Axis C,1,2807,
0.892232,0.451577,4.34143e-12,um,Surface,Ellipsoid Axis C,1,2808,
-0.95683,-0.290647,-5.44954e-12,um,Surface,Ellipsoid Axis C,1,2809,
0.946179,-0.323645,-7.66992e-12,um,Surface,Ellipsoid Axis C,1,2810,
0.747537,-0.66422,1.31933e-12,um,Surface,Ellipsoid Axis C,1,2811,
0.64472,-0.764419,1.18749e-12,um,Surface,Ellipsoid Axis C,1,2812,
0.999823,-0.0188226,-4.02883e-12,um,Surface,Ellipsoid Axis C,1,2813,
-0.949026,-0.315197,-3.16611e-12,um,Surface,Ellipsoid Axis C,1,2814,
0.32337,-0.946273,3.2391e-13,um,Surface,Ellipsoid Axis C,1,2815,
0.888831,0.458235,-6.12726e-13,um,Surface,Ellipsoid Axis C,1,2816,
-0.946662,0.32223,-3.97418e-12,um,Surface,Ellipsoid Axis C,1,2817,
0.909288,-0.416168,-4.33664e-13,um,Surface,Ellipsoid Axis C,1,2818,
-0.839555,0.543275,-1.53048e-12,um,Surface,Ellipsoid Axis C,1,2819,
0.886761,-0.462229,0,um,Surface,Ellipsoid Axis C,1,2820,
-0.634565,0.772869,0,um,Surface,Ellipsoid Axis C,1,2821,
0.897719,0.440569,-1.3912e-12,um,Surface,Ellipsoid Axis C,1,2822,
0.965341,0.26099,2.97249e-12,um,Surface,Ellipsoid Axis C,1,2823,
0.35073,0.936477,-3.66279e-13,um,Surface,Ellipsoid Axis C,1,2824,
0.916083,-0.400988,2.83489e-12,um,Surface,Ellipsoid Axis C,1,2825,
0.836015,0.548707,6.11589e-12,um,Surface,Ellipsoid Axis C,1,2826,
-0.0292462,0.999572,5.32296e-14,um,Surface,Ellipsoid Axis C,1,2827,
0.0712012,-0.997462,1.20216e-12,um,Surface,Ellipsoid Axis C,1,2828,
0.970544,0.240923,5.2929e-12,um,Surface,Ellipsoid Axis C,1,2829,
0.707198,-0.707016,8.83669e-12,um,Surface,Ellipsoid Axis C,1,2830,
0.977837,-0.209367,3.1241e-13,um,Surface,Ellipsoid Axis C,1,2831,
0.857567,-0.514372,-1.88244e-12,um,Surface,Ellipsoid Axis C,1,2832,
0.993138,0.116951,7.22038e-14,um,Surface,Ellipsoid Axis C,1,2833,
1,-0.000791993,0,um,Surface,Ellipsoid Axis C,1,2834,
0.976566,0.215218,-1.09986e-12,um,Surface,Ellipsoid Axis C,1,2835,
-0.153951,0.988078,-4.60123e-12,um,Surface,Ellipsoid Axis C,1,2836,
0.807575,-0.589764,-3.42913e-12,um,Surface,Ellipsoid Axis C,1,2837,
0.977511,0.210885,2.22253e-12,um,Surface,Ellipsoid Axis C,1,2838,
0.0333039,0.999445,1.73961e-12,um,Surface,Ellipsoid Axis C,1,2839,
0.444189,-0.895933,-1.94272e-12,um,Surface,Ellipsoid Axis C,1,2840,
0.493174,0.869931,-3.6283e-12,um,Surface,Ellipsoid Axis C,1,2841,
0.996349,0.0853725,8.53124e-14,um,Surface,Ellipsoid Axis C,1,2842,
0.666553,0.745458,1.99527e-13,um,Surface,Ellipsoid Axis C,1,2843,
0.260916,0.965361,-2.25008e-13,um,Surface,Ellipsoid Axis C,1,2844,
0.920393,-0.390995,0,um,Surface,Ellipsoid Axis C,1,2845,
-0.920747,-0.390159,2.47586e-12,um,Surface,Ellipsoid Axis C,1,2846,
-0.742819,-0.669492,-2.19116e-12,um,Surface,Ellipsoid Axis C,1,2847,
0.340216,-0.940347,9.13371e-13,um,Surface,Ellipsoid Axis C,1,2848,
0.904821,0.425793,-3.78471e-12,um,Surface,Ellipsoid Axis C,1,2849,
0.484125,-0.874999,-7.6182e-13,um,Surface,Ellipsoid Axis C,1,2850,
-0.0090782,0.999959,-1.26863e-12,um,Surface,Ellipsoid Axis C,1,2851,
-0.940075,0.340967,-3.32263e-12,um,Surface,Ellipsoid Axis C,1,2852,
0.774148,-0.633005,1.21914e-11,um,Surface,Ellipsoid Axis C,1,2853,
0.904345,-0.426803,-3.39653e-12,um,Surface,Ellipsoid Axis C,1,2854,
0.742333,0.670031,-6.45974e-14,um,Surface,Ellipsoid Axis C,1,2855,
-0.455874,0.890045,5.21428e-13,um,Surface,Ellipsoid Axis C,1,2856,
0.3703,0.928912,0,um,Surface,Ellipsoid Axis C,1,2857,
0.708986,-0.705222,-2.71035e-12,um,Surface,Ellipsoid Axis C,1,2858,
-0.863077,0.505073,-4.3593e-12,um,Surface,Ellipsoid Axis C,1,2859,
0.183898,0.982945,-1.27918e-12,um,Surface,Ellipsoid Axis C,1,2860,
-0.241042,0.970515,7.01778e-12,um,Surface,Ellipsoid Axis C,1,2861,
0.91799,-0.396604,-8.45753e-12,um,Surface,Ellipsoid Axis C,1,2862,
0.816705,0.577055,-1.87568e-12,um,Surface,Ellipsoid Axis C,1,2863,
0.895518,-0.445025,-6.01027e-13,um,Surface,Ellipsoid Axis C,1,2864,
0.840026,-0.542547,-1.12261e-12,um,Surface,Ellipsoid Axis C,1,2865,
0.271205,-0.962522,3.18102e-13,um,Surface,Ellipsoid Axis C,1,2866,
0.717386,-0.696676,4.67519e-13,um,Surface,Ellipsoid Axis C,1,2867,
0.00282457,-0.999996,1.37365e-12,um,Surface,Ellipsoid Axis C,1,2868,
0.970222,0.242216,0,um,Surface,Ellipsoid Axis C,1,2869,
-0.629028,-0.777383,-2.44372e-12,um,Surface,Ellipsoid Axis C,1,2870,
-0.986525,0.16361,-3.18086e-12,um,Surface,Ellipsoid Axis C,1,2871,
0.313956,-0.949438,-3.1852e-12,um,Surface,Ellipsoid Axis C,1,2872,
-0.331323,-0.943517,-4.77481e-13,um,Surface,Ellipsoid Axis C,1,2873,
-0.220544,0.975377,3.84871e-12,um,Surface,Ellipsoid Axis C,1,2874,
-0.527666,0.849452,-2.47272e-12,um,Surface,Ellipsoid Axis C,1,2875,
0.375695,-0.926744,7.33554e-13,um,Surface,Ellipsoid Axis C,1,2876,
0.970135,-0.242567,-4.14192e-12,um,Surface,Ellipsoid Axis C,1,2877,
0.975108,-0.22173,-3.06664e-13,um,Surface,Ellipsoid Axis C,1,2878,
-0.108202,-0.994129,-3.17678e-13,um,Surface,Ellipsoid Axis C,1,2879,
0.363556,-0.931572,4.21505e-13,um,Surface,Ellipsoid Axis C,1,2880,
0.86759,-0.49728,-3.23735e-12,um,Surface,Ellipsoid Axis C,1,2881,
0.619837,0.784731,-3.92994e-13,um,Surface,Ellipsoid Axis C,1,2882,
-0.260892,0.965368,4.2734e-12,um,Surface,Ellipsoid Axis C,1,2883,
0.994866,-0.101205,1.4103e-12,um,Surface,Ellipsoid Axis C,1,2884,
0.905496,-0.424354,2.37991e-12,um,Surface,Ellipsoid Axis C,1,2885,
-0.364089,0.931364,2.20589e-12,um,Surface,Ellipsoid Axis C,1,2886,
0.14038,0.990098,-2.41458e-13,um,Surface,Ellipsoid Axis C,1,2887,
-0.775779,-0.631005,-1.1808e-12,um,Surface,Ellipsoid Axis C,1,2888,
1,-0.000925036,0,um,Surface,Ellipsoid Axis C,1,2889,
0.850496,0.525982,-1.45237e-12,um,Surface,Ellipsoid Axis C,1,2890,
-0.000286079,1,2.49055e-12,um,Surface,Ellipsoid Axis C,1,2891,
-1,2.21661e-05,-1.51747e-12,um,Surface,Ellipsoid Axis C,1,2892,
-0.990158,-0.139954,7.77757e-12,um,Surface,Ellipsoid Axis C,1,2893,
-0.411452,0.911431,0,um,Surface,Ellipsoid Axis C,1,2894,
-0.92004,-0.391825,-8.95755e-13,um,Surface,Ellipsoid Axis C,1,2895,
-0.276169,-0.961109,-8.66555e-13,um,Surface,Ellipsoid Axis C,1,2896,
-0.0600612,0.998195,0,um,Surface,Ellipsoid Axis C,1,2897,
0.164425,-0.98639,2.56516e-12,um,Surface,Ellipsoid Axis C,1,2898,
-0.416715,-0.909037,-3.95033e-12,um,Surface,Ellipsoid Axis C,1,2899,
-0.456535,0.889705,1.69869e-13,um,Surface,Ellipsoid Axis C,1,2900,
-0.323292,-0.946299,-5.83425e-12,um,Surface,Ellipsoid Axis C,1,2901,
0.989064,0.147484,7.96821e-13,um,Surface,Ellipsoid Axis C,1,2902,
0.34956,0.936914,0,um,Surface,Ellipsoid Axis C,1,2903,
-0.46299,-0.886363,-2.36919e-12,um,Surface,Ellipsoid Axis C,1,2904,
0.590263,-0.807211,1.27117e-12,um,Surface,Ellipsoid Axis C,1,2905,
0.649209,-0.76061,2.37751e-13,um,Surface,Ellipsoid Axis C,1,2906,
-0.941571,-0.336816,-2.71036e-12,um,Surface,Ellipsoid Axis C,1,2907,
-0.808333,-0.588726,-2.63688e-12,um,Surface,Ellipsoid Axis C,1,2908,
0.493999,-0.869462,2.90141e-12,um,Surface,Ellipsoid Axis C,1,2909,
-0.653014,-0.757346,-4.31192e-12,um,Surface,Ellipsoid Axis C,1,2910,
0.216583,-0.976264,7.01424e-13,um,Surface,Ellipsoid Axis C,1,2911,
0.592889,0.805284,-2.28706e-12,um,Surface,Ellipsoid Axis C,1,2912,
-0.877343,0.479864,-2.58845e-12,um,Surface,Ellipsoid Axis C,1,2913,
0.036814,-0.999322,-5.15531e-13,um,Surface,Ellipsoid Axis C,1,2914,
0.9623,-0.271992,4.72928e-13,um,Surface,Ellipsoid Axis C,1,2915,
0.741208,-0.671275,2.56253e-12,um,Surface,Ellipsoid Axis C,1,2916,
0.118945,0.992901,-1.06685e-13,um,Surface,Ellipsoid Axis C,1,2917,
-0.292196,0.956359,-3.66445e-12,um,Surface,Ellipsoid Axis C,1,2918,
-0.93579,0.352557,-4.37877e-12,um,Surface,Ellipsoid Axis C,1,2919,
0.971279,-0.237943,1.27314e-12,um,Surface,Ellipsoid Axis C,1,2920,
0.82168,-0.569949,1.4025e-12,um,Surface,Ellipsoid Axis C,1,2921,
-0.873126,-0.487495,5.72338e-12,um,Surface,Ellipsoid Axis C,1,2922,
0.563199,0.826321,-9.76324e-13,um,Surface,Ellipsoid Axis C,1,2923,
0.997331,0.0730123,1.56889e-12,um,Surface,Ellipsoid Axis C,1,2924,
0.884334,-0.466854,-2.07882e-14,um,Surface,Ellipsoid Axis C,1,2925,
-0.880768,0.473548,-7.38519e-12,um,Surface,Ellipsoid Axis C,1,2926,
0.628424,-0.777871,-1.5725e-13,um,Surface,Ellipsoid Axis C,1,2927,
-0.952321,-0.305097,1.05313e-11,um,Surface,Ellipsoid Axis C,1,2928,
0.92463,-0.380866,1.92082e-12,um,Surface,Ellipsoid Axis C,1,2929,
0.842031,0.53943,-5.00702e-12,um,Surface,Ellipsoid Axis C,1,2930,
0.914571,-0.404425,-1.02147e-12,um,Surface,Ellipsoid Axis C,1,2931,
0.125145,-0.992138,-1.08621e-12,um,Surface,Ellipsoid Axis C,1,2932,
-0.990765,-0.135593,3.13929e-12,um,Surface,Ellipsoid Axis C,1,2933,
0.949254,-0.31451,0,um,Surface,Ellipsoid Axis C,1,2934,
0.505964,-0.862555,6.29675e-12,um,Surface,Ellipsoid Axis C,1,2935,
0.202129,0.979359,0,um,Surface,Ellipsoid Axis C,1,2936,
-0.704899,-0.709307,5.89919e-12,um,Surface,Ellipsoid Axis C,1,2937,
0.584384,-0.811477,3.59479e-14,um,Surface,Ellipsoid Axis C,1,2938,
-1,-0.000202458,-4.72486e-12,um,Surface,Ellipsoid Axis C,1,2939,
0.289511,0.957175,5.25228e-13,um,Surface,Ellipsoid Axis C,1,2940,
-0.514235,0.857649,7.418e-13,um,Surface,Ellipsoid Axis C,1,2941,
0.169053,0.985607,-2.09849e-13,um,Surface,Ellipsoid Axis C,1,2942,
0.947822,-0.3188,-1.24512e-13,um,Surface,Ellipsoid Axis C,1,2943,
-0.256478,0.96655,3.41166e-13,um,Surface,Ellipsoid Axis C,1,2944,
0.858039,0.513584,1.3145e-12,um,Surface,Ellipsoid Axis C,1,2945,
0.545139,-0.838346,1.68213e-12,um,Surface,Ellipsoid Axis C,1,2946,
-0.390289,-0.920693,-2.44338e-12,um,Surface,Ellipsoid Axis C,1,2947,
0.362916,-0.931822,-3.22e-12,um,Surface,Ellipsoid Axis C,1,2948,
0.977527,0.210808,-9.32729e-13,um,Surface,Ellipsoid Axis C,1,2949,
-0.94212,-0.335276,7.25782e-12,um,Surface,Ellipsoid Axis C,1,2950,
0.530554,0.847651,-1.1429e-12,um,Surface,Ellipsoid Axis C,1,2951,
0.45691,0.889513,-3.87902e-12,um,Surface,Ellipsoid Axis C,1,2952,
0.935717,-0.352751,-4.58095e-13,um,Surface,Ellipsoid Axis C,1,2953,
-0.986072,0.166316,1.69465e-12,um,Surface,Ellipsoid Axis C,1,2954,
0.5835,-0.812113,6.46172e-14,um,Surface,Ellipsoid Axis C,1,2955,
0.941936,0.335793,-2.98021e-13,um,Surface,Ellipsoid Axis C,1,2956,
-0.139293,0.990251,0,um,Surface,Ellipsoid Axis C,1,2957,
0.981045,0.193777,4.31676e-12,um,Surface,Ellipsoid Axis C,1,2958,
0.160858,0.986978,1.93676e-13,um,Surface,Ellipsoid Axis C,1,2959,
-0.605806,-0.795613,1.34107e-11,um,Surface,Ellipsoid Axis C,1,2960,
-0.707098,-0.707116,1.09597e-11,um,Surface,Ellipsoid Axis C,1,2961,
0.764802,-0.644265,5.59988e-13,um,Surface,Ellipsoid Axis C,1,2962,
0.912625,0.408797,-3.47406e-14,um,Surface,Ellipsoid Axis C,1,2963,
0.175935,0.984402,1.41115e-12,um,Surface,Ellipsoid Axis C,1,2964,
-0.358782,0.933421,-6.75395e-13,um,Surface,Ellipsoid Axis C,1,2965,
-0.053867,-0.998548,2.18819e-12,um,Surface,Ellipsoid Axis C,1,2966,
0.774814,0.632189,-1.28137e-12,um,Surface,Ellipsoid Axis C,1,2967,
0.201459,0.979497,0,um,Surface,Ellipsoid Axis C,1,2968,
0.000444897,1,0,um,Surface,Ellipsoid Axis C,1,2969,
-0.278123,0.960545,-6.15728e-13,um,Surface,Ellipsoid Axis C,1,2970,
0.828793,0.559555,1.4827e-12,um,Surface,Ellipsoid Axis C,1,2971,
-0.176766,0.984253,3.11484e-12,um,Surface,Ellipsoid Axis C,1,2972,
0.536725,0.843757,-2.43441e-12,um,Surface,Ellipsoid Axis C,1,2973,
0.997535,-0.0701642,-1.11561e-11,um,Surface,Ellipsoid Axis C,1,2974,
-0.884436,-0.466661,1.72314e-12,um,Surface,Ellipsoid Axis C,1,2975,
0.99672,-0.080921,-1.88964e-12,um,Surface,Ellipsoid Axis C,1,2976,
0.779118,-0.626877,2.68239e-12,um,Surface,Ellipsoid Axis C,1,2977,
0.955813,0.293975,-5.62435e-12,um,Surface,Ellipsoid Axis C,1,2978,
-0.336018,0.941855,0,um,Surface,Ellipsoid Axis C,1,2979,
0.739493,-0.673164,-1.91411e-12,um,Surface,Ellipsoid Axis C,1,2980,
0.429063,0.903274,1.63008e-12,um,Surface,Ellipsoid Axis C,1,2981,
-0.75802,-0.652231,2.66477e-12,um,Surface,Ellipsoid Axis C,1,2982,
0.975913,-0.21816,-2.94309e-12,um,Surface,Ellipsoid Axis C,1,2983,
0.0933714,-0.995631,-1.25735e-12,um,Surface,Ellipsoid Axis C,1,2984,
0.171703,-0.985149,-9.99543e-13,um,Surface,Ellipsoid Axis C,1,2985,
-0.0632382,-0.997998,-3.1668e-13,um,Surface,Ellipsoid Axis C,1,2986,
-0.430444,-0.902617,-7.80796e-12,um,Surface,Ellipsoid Axis C,1,2987,
0.209194,-0.977874,-2.54121e-12,um,Surface,Ellipsoid Axis C,1,2988,
0.494327,0.869276,1.64536e-13,um,Surface,Ellipsoid Axis C,1,2989,
-0.765256,-0.643726,9.18696e-13,um,Surface,Ellipsoid Axis C,1,2990,
0.98439,0.176,5.80854e-14,um,Surface,Ellipsoid Axis C,1,2991,
-0.713709,-0.700442,-7.59359e-13,um,Surface,Ellipsoid Axis C,1,2992,
0.817847,-0.575436,-4.5359e-13,um,Surface,Ellipsoid Axis C,1,2993,
0.963444,0.26791,-3.60598e-12,um,Surface,Ellipsoid Axis C,1,2994,
0.921904,0.387419,-4.93266e-13,um,Surface,Ellipsoid Axis C,1,2995,
0.6426,-0.766202,-4.6312e-13,um,Surface,Ellipsoid Axis C,1,2996,
0.692955,-0.720981,2.11385e-12,um,Surface,Ellipsoid Axis C,1,2997,
-0.181941,-0.98331,8.94972e-13,um,Surface,Ellipsoid Axis C,1,2998,
0.129429,0.991589,-5.24504e-13,um,Surface,Ellipsoid Axis C,1,2999,
0.246434,0.96916,8.52437e-15,um,Surface,Ellipsoid Axis C,1,3000,
0.980581,0.196117,-7.62651e-13,um,Surface,Ellipsoid Axis C,1,3001,
0.93048,-0.366343,-2.78039e-13,um,Surface,Ellipsoid Axis C,1,3002,
0.893218,0.449623,-1.90285e-13,um,Surface,Ellipsoid Axis C,1,3003,
0.999995,0.00325361,4.84535e-12,um,Surface,Ellipsoid Axis C,1,3004,
-0.552941,-0.83322,-1.20824e-12,um,Surface,Ellipsoid Axis C,1,3005,
-0.373793,-0.927512,2.77057e-12,um,Surface,Ellipsoid Axis C,1,3006,
-0.891504,-0.453013,1.16541e-13,um,Surface,Ellipsoid Axis C,1,3007,
0.900658,0.434528,6.81978e-13,um,Surface,Ellipsoid Axis C,1,3008,
0.998025,0.0628222,6.66592e-14,um,Surface,Ellipsoid Axis C,1,3009,
0.703397,-0.710797,1.92996e-13,um,Surface,Ellipsoid Axis C,1,3010,
0.515882,0.85666,-6.96589e-13,um,Surface,Ellipsoid Axis C,1,3011,
-0.35183,0.936064,-1.02311e-12,um,Surface,Ellipsoid Axis C,1,3012,
-0.285415,0.958404,-7.40283e-13,um,Surface,Ellipsoid Axis C,1,3013,
-0.489789,-0.871841,2.05125e-12,um,Surface,Ellipsoid Axis C,1,3014,
0.524989,-0.851109,-3.61672e-13,um,Surface,Ellipsoid Axis C,1,3015,
0.59919,0.800607,9.65295e-13,um,Surface,Ellipsoid Axis C,1,3016,
0.928242,0.371977,0,um,Surface,Ellipsoid Axis C,1,3017,
0.090759,0.995873,0,um,Surface,Ellipsoid Axis C,1,3018,
-0.804092,-0.594505,9.69596e-13,um,Surface,Ellipsoid Axis C,1,3019,
0.758481,-0.651695,-1.04051e-12,um,Surface,Ellipsoid Axis C,1,3020,
0.956656,0.29122,-2.5536e-12,um,Surface,Ellipsoid Axis C,1,3021,
-0.702703,-0.711483,2.17914e-13,um,Surface,Ellipsoid Axis C,1,3022,
0.380044,-0.924969,-1.48677e-12,um,Surface,Ellipsoid Axis C,1,3023,
0.927623,0.373517,1.82679e-12,um,Surface,Ellipsoid Axis C,1,3024,
0.14343,0.98966,1.46639e-14,um,Surface,Ellipsoid Axis C,1,3025,
0.404047,0.914738,7.07801e-13,um,Surface,Ellipsoid Axis C,1,3026,
-0.455671,-0.890148,8.69024e-12,um,Surface,Ellipsoid Axis C,1,3027,
-0.861788,-0.507268,-8.2401e-14,um,Surface,Ellipsoid Axis C,1,3028,
0.965361,0.260916,7.57225e-12,um,Surface,Ellipsoid Axis C,1,3029,
-0.425988,-0.904729,-8.47418e-12,um,Surface,Ellipsoid Axis C,1,3030,
-0.826755,-0.562562,1.82493e-12,um,Surface,Ellipsoid Axis C,1,3031,
0.875645,0.482955,-7.62801e-13,um,Surface,Ellipsoid Axis C,1,3032,
-0.217929,0.975965,-2.0062e-12,um,Surface,Ellipsoid Axis C,1,3033,
0.179805,-0.983702,-5.26996e-12,um,Surface,Ellipsoid Axis C,1,3034,
0.0475896,0.998867,-1.42732e-13,um,Surface,Ellipsoid Axis C,1,3035,
0.964267,0.264931,1.90491e-12,um,Surface,Ellipsoid Axis C,1,3036,
-0.103655,0.994613,-2.14629e-13,um,Surface,Ellipsoid Axis C,1,3037,
-0.161664,-0.986846,-3.01077e-13,um,Surface,Ellipsoid Axis C,1,3038,
-0.106796,-0.994281,4.54863e-12,um,Surface,Ellipsoid Axis C,1,3039,
-0.360725,-0.932672,-2.09438e-12,um,Surface,Ellipsoid Axis C,1,3040,
-0.826622,0.562758,-1.72386e-12,um,Surface,Ellipsoid Axis C,1,3041,
0.660208,-0.751083,-1.29909e-12,um,Surface,Ellipsoid Axis C,1,3042,
0.994605,0.103736,-3.17662e-13,um,Surface,Ellipsoid Axis C,1,3043,
0.99885,-0.0479518,-2.1772e-14,um,Surface,Ellipsoid Axis C,1,3044,
0.999299,-0.0374239,0,um,Surface,Ellipsoid Axis C,1,3045,
0.859955,0.51037,6.12036e-13,um,Surface,Ellipsoid Axis C,1,3046,
-0.823232,0.567705,5.81625e-12,um,Surface,Ellipsoid Axis C,1,3047,
-0.780166,-0.625572,-9.00141e-13,um,Surface,Ellipsoid Axis C,1,3048,
-0.0482572,-0.998835,1.18962e-13,um,Surface,Ellipsoid Axis C,1,3049,
0.999559,-0.0297109,-1.97726e-13,um,Surface,Ellipsoid Axis C,1,3050,
0.715758,-0.698349,-3.20378e-12,um,Surface,Ellipsoid Axis C,1,3051,
0.978662,-0.205475,1.13864e-15,um,Surface,Ellipsoid Axis C,1,3052,
-0.354362,-0.935108,-3.58513e-13,um,Surface,Ellipsoid Axis C,1,3053,
0.11576,-0.993277,-2.50304e-12,um,Surface,Ellipsoid Axis C,1,3054,
0.958286,-0.28581,1.05442e-12,um,Surface,Ellipsoid Axis C,1,3055,
0.305622,-0.952153,-2.63735e-12,um,Surface,Ellipsoid Axis C,1,3056,
-0.655247,-0.755415,5.56628e-13,um,Surface,Ellipsoid Axis C,1,3057,
0.635424,-0.772163,1.59019e-12,um,Surface,Ellipsoid Axis C,1,3058,
0.125101,-0.992144,-4.8633e-13,um,Surface,Ellipsoid Axis C,1,3059,
0.924496,-0.381192,6.37359e-12,um,Surface,Ellipsoid Axis C,1,3060,
-0.915511,0.402292,-1.02777e-11,um,Surface,Ellipsoid Axis C,1,3061,
