
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
41.6686,,Surface,2,Image 1,1,2422,
133.529,,Surface,2,Image 1,1,2423,
34.75,,Surface,2,Image 1,1,2424,
29.6667,,Surface,2,Image 1,1,2425,
54.4459,,Surface,2,Image 1,1,2426,
48.1406,,Surface,2,Image 1,1,2427,
50.2267,,Surface,2,Image 1,1,2428,
55.734,,Surface,2,Image 1,1,2429,
40.0625,,Surface,2,Image 1,1,2430,
125.75,,Surface,2,Image 1,1,2431,
29.5789,,Surface,2,Image 1,1,2432,
47.2273,,Surface,2,Image 1,1,2433,
138.462,,Surface,2,Image 1,1,2434,
150.19,,Surface,2,Image 1,1,2435,
38.1964,,Surface,2,Image 1,1,2436,
81.2128,,Surface,2,Image 1,1,2437,
40.8906,,Surface,2,Image 1,1,2438,
39.3409,,Surface,2,Image 1,1,2439,
117.971,,Surface,2,Image 1,1,2440,
61.4254,,Surface,2,Image 1,1,2441,
43.6014,,Surface,2,Image 1,1,2442,
36.9583,,Surface,2,Image 1,1,2443,
48.5,,Surface,2,Image 1,1,2444,
139.61,,Surface,2,Image 1,1,2445,
51.6682,,Surface,2,Image 1,1,2446,
39.5481,,Surface,2,Image 1,1,2447,
45.6034,,Surface,2,Image 1,1,2448,
49.18,,Surface,2,Image 1,1,2449,
47.0357,,Surface,2,Image 1,1,2450,
83.3906,,Surface,2,Image 1,1,2451,
41.5205,,Surface,2,Image 1,1,2452,
32.2222,,Surface,2,Image 1,1,2453,
41.8241,,Surface,2,Image 1,1,2454,
40.4038,,Surface,2,Image 1,1,2455,
37.377,,Surface,2,Image 1,1,2456,
33.6726,,Surface,2,Image 1,1,2457,
47.6897,,Surface,2,Image 1,1,2458,
34.4375,,Surface,2,Image 1,1,2459,
48.6458,,Surface,2,Image 1,1,2460,
37.524,,Surface,2,Image 1,1,2461,
37.8958,,Surface,2,Image 1,1,2462,
47.9388,,Surface,2,Image 1,1,2463,
61.9919,,Surface,2,Image 1,1,2464,
36.1747,,Surface,2,Image 1,1,2465,
43.2031,,Surface,2,Image 1,1,2466,
37.5132,,Surface,2,Image 1,1,2467,
42.8571,,Surface,2,Image 1,1,2468,
136.802,,Surface,2,Image 1,1,2469,
101.766,,Surface,2,Image 1,1,2470,
37.725,,Surface,2,Image 1,1,2471,
40.9337,,Surface,2,Image 1,1,2472,
39.5278,,Surface,2,Image 1,1,2473,
38.1375,,Surface,2,Image 1,1,2474,
85.1902,,Surface,2,Image 1,1,2475,
113.403,,Surface,2,Image 1,1,2476,
73.3409,,Surface,2,Image 1,1,2477,
104.526,,Surface,2,Image 1,1,2478,
38.0769,,Surface,2,Image 1,1,2479,
48.875,,Surface,2,Image 1,1,2480,
37.5,,Surface,2,Image 1,1,2481,
42.3643,,Surface,2,Image 1,1,2482,
39.1932,,Surface,2,Image 1,1,2483,
32.8542,,Surface,2,Image 1,1,2484,
42.7833,,Surface,2,Image 1,1,2485,
118.75,,Surface,2,Image 1,1,2486,
36.1553,,Surface,2,Image 1,1,2487,
37.0833,,Surface,2,Image 1,1,2488,
31.379,,Surface,2,Image 1,1,2489,
37.4875,,Surface,2,Image 1,1,2490,
37.1835,,Surface,2,Image 1,1,2491,
84.8184,,Surface,2,Image 1,1,2492,
50.8333,,Surface,2,Image 1,1,2493,
87.9918,,Surface,2,Image 1,1,2494,
76.947,,Surface,2,Image 1,1,2495,
76.5658,,Surface,2,Image 1,1,2496,
85.7922,,Surface,2,Image 1,1,2497,
126.159,,Surface,2,Image 1,1,2498,
42.1466,,Surface,2,Image 1,1,2499,
138.325,,Surface,2,Image 1,1,2500,
