
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,ID,
7.86328,7.85938,2,um,Surface,BoundingBoxAA Length,1,2806,
3.49219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2807,
11.3555,8.73438,2,um,Surface,BoundingBoxAA Length,1,2808,
6.98828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2809,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2810,
11.3555,11.3555,2,um,Surface,BoundingBoxAA Length,1,2811,
7.86328,7.85938,2,um,Surface,BoundingBoxAA Length,1,2812,
7.85938,5.23828,2,um,Surface,BoundingBoxAA Length,1,2813,
13.9766,8.73828,2,um,Surface,BoundingBoxAA Length,1,2814,
9.60938,13.9766,2,um,Surface,BoundingBoxAA Length,1,2815,
6.98828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2816,
7.86328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2817,
10.4844,6.98828,2,um,Surface,BoundingBoxAA Length,1,2818,
6.11719,6.11328,2,um,Surface,BoundingBoxAA Length,1,2819,
5.23828,4.36719,2,um,Surface,BoundingBoxAA Length,1,2820,
6.11719,6.11719,2,um,Surface,BoundingBoxAA Length,1,2821,
15.7227,12.2266,2,um,Surface,BoundingBoxAA Length,1,2822,
7.85938,6.11328,2,um,Surface,BoundingBoxAA Length,1,2823,
6.98828,11.3555,2,um,Surface,BoundingBoxAA Length,1,2824,
11.3555,7.86328,2,um,Surface,BoundingBoxAA Length,1,2825,
19.2188,15.7266,2,um,Surface,BoundingBoxAA Length,1,2826,
7.85938,10.4805,2,um,Surface,BoundingBoxAA Length,1,2827,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2828,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2829,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2830,
11.3555,8.73438,2,um,Surface,BoundingBoxAA Length,1,2831,
7.85938,6.98828,2,um,Surface,BoundingBoxAA Length,1,2832,
10.4844,5.24219,2,um,Surface,BoundingBoxAA Length,1,2833,
6.98828,6.98828,2,um,Surface,BoundingBoxAA Length,1,2834,
6.98828,4.36719,2,um,Surface,BoundingBoxAA Length,1,2835,
6.98828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2836,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2837,
14.8516,11.3555,2,um,Surface,BoundingBoxAA Length,1,2838,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2839,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2840,
3.49219,4.37109,2,um,Surface,BoundingBoxAA Length,1,2841,
10.4844,6.98828,2,um,Surface,BoundingBoxAA Length,1,2842,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2843,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2844,
7.85938,6.11719,2,um,Surface,BoundingBoxAA Length,1,2845,
7.86328,6.11719,2,um,Surface,BoundingBoxAA Length,1,2846,
13.1016,11.3555,2,um,Surface,BoundingBoxAA Length,1,2847,
7.85938,12.2305,2,um,Surface,BoundingBoxAA Length,1,2848,
7.85938,6.11328,2,um,Surface,BoundingBoxAA Length,1,2849,
6.11328,6.11719,2,um,Surface,BoundingBoxAA Length,1,2850,
8.73438,16.5977,2,um,Surface,BoundingBoxAA Length,1,2851,
7.85938,6.11328,2,um,Surface,BoundingBoxAA Length,1,2852,
7.85938,7.85938,2,um,Surface,BoundingBoxAA Length,1,2853,
6.98828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2854,
6.98828,6.98828,2,um,Surface,BoundingBoxAA Length,1,2855,
12.2305,16.5977,2,um,Surface,BoundingBoxAA Length,1,2856,
6.98438,7.86328,2,um,Surface,BoundingBoxAA Length,1,2857,
8.73828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2858,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2859,
4.36719,7.86328,2,um,Surface,BoundingBoxAA Length,1,2860,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2861,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2862,
5.24219,5.23828,2,um,Surface,BoundingBoxAA Length,1,2863,
6.98828,5.23828,2,um,Surface,BoundingBoxAA Length,1,2864,
6.98828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2865,
5.23828,6.98828,2,um,Surface,BoundingBoxAA Length,1,2866,
12.2305,11.3555,2,um,Surface,BoundingBoxAA Length,1,2867,
6.98828,10.4844,2,um,Surface,BoundingBoxAA Length,1,2868,
5.24219,4.37109,2,um,Surface,BoundingBoxAA Length,1,2869,
6.11328,6.11719,2,um,Surface,BoundingBoxAA Length,1,2870,
5.24219,3.49609,2,um,Surface,BoundingBoxAA Length,1,2871,
6.11328,8.73438,2,um,Surface,BoundingBoxAA Length,1,2872,
5.23828,6.98828,2,um,Surface,BoundingBoxAA Length,1,2873,
6.11328,8.73438,2,um,Surface,BoundingBoxAA Length,1,2874,
4.37109,5.24219,2,um,Surface,BoundingBoxAA Length,1,2875,
6.11328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2876,
11.3555,8.73438,2,um,Surface,BoundingBoxAA Length,1,2877,
7.86328,5.24219,2,um,Surface,BoundingBoxAA Length,1,2878,
5.24219,5.24219,2,um,Surface,BoundingBoxAA Length,1,2879,
6.98828,8.73828,2,um,Surface,BoundingBoxAA Length,1,2880,
6.11328,4.36719,2,um,Surface,BoundingBoxAA Length,1,2881,
6.11328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2882,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2883,
9.60938,3.49609,2,um,Surface,BoundingBoxAA Length,1,2884,
15.7227,11.3594,2,um,Surface,BoundingBoxAA Length,1,2885,
5.24219,6.11719,2,um,Surface,BoundingBoxAA Length,1,2886,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2887,
12.2305,10.4844,2,um,Surface,BoundingBoxAA Length,1,2888,
5.24219,5.23828,2,um,Surface,BoundingBoxAA Length,1,2889,
5.23828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2890,
5.24219,6.11328,2,um,Surface,BoundingBoxAA Length,1,2891,
7.86328,5.24219,2,um,Surface,BoundingBoxAA Length,1,2892,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2893,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2894,
13.1016,10.4844,2,um,Surface,BoundingBoxAA Length,1,2895,
6.11328,9.60938,2,um,Surface,BoundingBoxAA Length,1,2896,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2897,
4.37109,5.24219,2,um,Surface,BoundingBoxAA Length,1,2898,
13.9766,15.7227,2,um,Surface,BoundingBoxAA Length,1,2899,
9.60938,13.1016,2,um,Surface,BoundingBoxAA Length,1,2900,
6.98828,8.73828,2,um,Surface,BoundingBoxAA Length,1,2901,
19.2188,8.73438,2,um,Surface,BoundingBoxAA Length,1,2902,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2903,
9.60938,16.5977,2,um,Surface,BoundingBoxAA Length,1,2904,
9.60938,10.4844,2,um,Surface,BoundingBoxAA Length,1,2905,
5.23828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2906,
16.5938,11.3555,2,um,Surface,BoundingBoxAA Length,1,2907,
6.11328,6.11719,2,um,Surface,BoundingBoxAA Length,1,2908,
6.98828,8.73828,2,um,Surface,BoundingBoxAA Length,1,2909,
6.11719,6.11328,2,um,Surface,BoundingBoxAA Length,1,2910,
5.24219,9.60938,2,um,Surface,BoundingBoxAA Length,1,2911,
6.98438,6.11328,2,um,Surface,BoundingBoxAA Length,1,2912,
13.1016,14.8516,2,um,Surface,BoundingBoxAA Length,1,2913,
12.2266,35.8125,2,um,Surface,BoundingBoxAA Length,1,2914,
6.11719,4.36719,2,um,Surface,BoundingBoxAA Length,1,2915,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2916,
7.85938,14.8516,2,um,Surface,BoundingBoxAA Length,1,2917,
6.98828,8.73438,2,um,Surface,BoundingBoxAA Length,1,2918,
6.11719,5.24219,2,um,Surface,BoundingBoxAA Length,1,2919,
11.3555,6.11328,2,um,Surface,BoundingBoxAA Length,1,2920,
15.7227,11.3555,2,um,Surface,BoundingBoxAA Length,1,2921,
8.73438,7.85938,2,um,Surface,BoundingBoxAA Length,1,2922,
6.11719,6.98438,2,um,Surface,BoundingBoxAA Length,1,2923,
17.4727,13.9766,2,um,Surface,BoundingBoxAA Length,1,2924,
12.2305,7.86328,2,um,Surface,BoundingBoxAA Length,1,2925,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2926,
13.9766,15.7227,2,um,Surface,BoundingBoxAA Length,1,2927,
14.8516,13.9766,2,um,Surface,BoundingBoxAA Length,1,2928,
6.98828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2929,
8.73438,7.86328,2,um,Surface,BoundingBoxAA Length,1,2930,
13.1016,10.4805,2,um,Surface,BoundingBoxAA Length,1,2931,
7.85938,14.8477,2,um,Surface,BoundingBoxAA Length,1,2932,
18.3438,13.9766,2,um,Surface,BoundingBoxAA Length,1,2933,
6.98828,5.23828,2,um,Surface,BoundingBoxAA Length,1,2934,
7.85938,7.85938,2,um,Surface,BoundingBoxAA Length,1,2935,
5.24219,6.98828,2,um,Surface,BoundingBoxAA Length,1,2936,
5.23828,5.24219,2,um,Surface,BoundingBoxAA Length,1,2937,
11.3555,12.2266,2,um,Surface,BoundingBoxAA Length,1,2938,
6.11328,5.24219,2,um,Surface,BoundingBoxAA Length,1,2939,
12.2305,19.2188,2,um,Surface,BoundingBoxAA Length,1,2940,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2941,
5.24219,7.86328,2,um,Surface,BoundingBoxAA Length,1,2942,
12.2305,10.4844,2,um,Surface,BoundingBoxAA Length,1,2943,
6.98828,12.2305,2,um,Surface,BoundingBoxAA Length,1,2944,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,2945,
8.73828,7.85938,2,um,Surface,BoundingBoxAA Length,1,2946,
7.85938,10.4805,2,um,Surface,BoundingBoxAA Length,1,2947,
5.24219,6.11719,2,um,Surface,BoundingBoxAA Length,1,2948,
8.73438,6.11719,2,um,Surface,BoundingBoxAA Length,1,2949,
6.11328,6.11719,2,um,Surface,BoundingBoxAA Length,1,2950,
6.11719,6.98828,2,um,Surface,BoundingBoxAA Length,1,2951,
8.73438,10.4844,2,um,Surface,BoundingBoxAA Length,1,2952,
6.11328,5.24219,2,um,Surface,BoundingBoxAA Length,1,2953,
16.5977,14.8477,2,um,Surface,BoundingBoxAA Length,1,2954,
20.9609,27.9531,2,um,Surface,BoundingBoxAA Length,1,2955,
7.85938,6.11328,2,um,Surface,BoundingBoxAA Length,1,2956,
6.11719,6.11719,2,um,Surface,BoundingBoxAA Length,1,2957,
15.7227,9.60938,2,um,Surface,BoundingBoxAA Length,1,2958,
13.9766,24.457,2,um,Surface,BoundingBoxAA Length,1,2959,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2960,
8.73438,8.73438,2,um,Surface,BoundingBoxAA Length,1,2961,
10.4805,9.60547,2,um,Surface,BoundingBoxAA Length,1,2962,
21.8398,16.5938,2,um,Surface,BoundingBoxAA Length,1,2963,
4.36719,6.11328,2,um,Surface,BoundingBoxAA Length,1,2964,
24.457,41.0547,2,um,Surface,BoundingBoxAA Length,1,2965,
6.98828,10.4844,2,um,Surface,BoundingBoxAA Length,1,2966,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,2967,
5.23828,7.86328,2,um,Surface,BoundingBoxAA Length,1,2968,
2.62109,3.49609,2,um,Surface,BoundingBoxAA Length,1,2969,
16.5938,20.9648,2,um,Surface,BoundingBoxAA Length,1,2970,
7.86328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2971,
7.85938,9.60938,2,um,Surface,BoundingBoxAA Length,1,2972,
10.4844,9.60938,2,um,Surface,BoundingBoxAA Length,1,2973,
14.8516,10.4805,2,um,Surface,BoundingBoxAA Length,1,2974,
9.60547,6.98828,2,um,Surface,BoundingBoxAA Length,1,2975,
15.7227,8.73438,2,um,Surface,BoundingBoxAA Length,1,2976,
12.2266,11.3555,2,um,Surface,BoundingBoxAA Length,1,2977,
7.85938,6.11719,2,um,Surface,BoundingBoxAA Length,1,2978,
5.23828,6.11328,2,um,Surface,BoundingBoxAA Length,1,2979,
21.8359,18.3438,2,um,Surface,BoundingBoxAA Length,1,2980,
6.11328,6.11328,2,um,Surface,BoundingBoxAA Length,1,2981,
6.98828,6.11719,2,um,Surface,BoundingBoxAA Length,1,2982,
31.4453,22.7109,2,um,Surface,BoundingBoxAA Length,1,2983,
20.0898,31.4453,2,um,Surface,BoundingBoxAA Length,1,2984,
10.4805,13.1055,2,um,Surface,BoundingBoxAA Length,1,2985,
9.60547,15.7227,2,um,Surface,BoundingBoxAA Length,1,2986,
11.3555,14.8516,2,um,Surface,BoundingBoxAA Length,1,2987,
5.24219,9.60938,2,um,Surface,BoundingBoxAA Length,1,2988,
13.1016,16.5977,2,um,Surface,BoundingBoxAA Length,1,2989,
10.4805,11.3555,2,um,Surface,BoundingBoxAA Length,1,2990,
13.9766,6.11328,2,um,Surface,BoundingBoxAA Length,1,2991,
28.8242,31.4492,2,um,Surface,BoundingBoxAA Length,1,2992,
16.5977,11.3555,2,um,Surface,BoundingBoxAA Length,1,2993,
7.85938,5.24219,2,um,Surface,BoundingBoxAA Length,1,2994,
13.9766,13.1016,2,um,Surface,BoundingBoxAA Length,1,2995,
20.0898,19.2148,2,um,Surface,BoundingBoxAA Length,1,2996,
6.11719,6.11328,2,um,Surface,BoundingBoxAA Length,1,2997,
5.24219,10.4805,2,um,Surface,BoundingBoxAA Length,1,2998,
5.24219,8.73438,2,um,Surface,BoundingBoxAA Length,1,2999,
17.4727,27.0781,2,um,Surface,BoundingBoxAA Length,1,3000,
27.082,20.0938,2,um,Surface,BoundingBoxAA Length,1,3001,
9.60938,8.73438,2,um,Surface,BoundingBoxAA Length,1,3002,
33.1914,27.0781,2,um,Surface,BoundingBoxAA Length,1,3003,
7.85938,5.24219,2,um,Surface,BoundingBoxAA Length,1,3004,
20.0898,26.2031,2,um,Surface,BoundingBoxAA Length,1,3005,
8.73438,12.2305,2,um,Surface,BoundingBoxAA Length,1,3006,
66.3867,49.7891,2,um,Surface,BoundingBoxAA Length,1,3007,
15.7227,13.9766,2,um,Surface,BoundingBoxAA Length,1,3008,
41.9297,22.7148,2,um,Surface,BoundingBoxAA Length,1,3009,
25.332,29.6992,2,um,Surface,BoundingBoxAA Length,1,3010,
6.11328,6.98828,2,um,Surface,BoundingBoxAA Length,1,3011,
9.60938,15.7227,2,um,Surface,BoundingBoxAA Length,1,3012,
13.1016,15.7227,2,um,Surface,BoundingBoxAA Length,1,3013,
17.4688,20.9609,2,um,Surface,BoundingBoxAA Length,1,3014,
12.2305,13.9766,2,um,Surface,BoundingBoxAA Length,1,3015,
18.3438,22.7109,2,um,Surface,BoundingBoxAA Length,1,3016,
9.60547,6.11328,2,um,Surface,BoundingBoxAA Length,1,3017,
6.11719,6.98828,2,um,Surface,BoundingBoxAA Length,1,3018,
24.457,22.7148,2,um,Surface,BoundingBoxAA Length,1,3019,
7.85938,7.86328,2,um,Surface,BoundingBoxAA Length,1,3020,
8.73828,6.11328,2,um,Surface,BoundingBoxAA Length,1,3021,
41.9297,41.0547,2,um,Surface,BoundingBoxAA Length,1,3022,
18.3438,20.9648,2,um,Surface,BoundingBoxAA Length,1,3023,
8.73438,5.24219,2,um,Surface,BoundingBoxAA Length,1,3024,
6.11328,8.73828,2,um,Surface,BoundingBoxAA Length,1,3025,
22.7109,34.9414,2,um,Surface,BoundingBoxAA Length,1,3026,
10.4844,14.8516,2,um,Surface,BoundingBoxAA Length,1,3027,
52.4102,43.6758,2,um,Surface,BoundingBoxAA Length,1,3028,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,3029,
4.36719,5.24219,2,um,Surface,BoundingBoxAA Length,1,3030,
20.0898,16.5977,2,um,Surface,BoundingBoxAA Length,1,3031,
15.7227,14.8516,2,um,Surface,BoundingBoxAA Length,1,3032,
7.86328,10.4844,2,um,Surface,BoundingBoxAA Length,1,3033,
6.11328,7.85938,2,um,Surface,BoundingBoxAA Length,1,3034,
11.3555,19.2188,2,um,Surface,BoundingBoxAA Length,1,3035,
16.5938,10.4805,2,um,Surface,BoundingBoxAA Length,1,3036,
13.9766,20.0938,2,um,Surface,BoundingBoxAA Length,1,3037,
6.11328,9.60938,2,um,Surface,BoundingBoxAA Length,1,3038,
9.60547,9.60938,2,um,Surface,BoundingBoxAA Length,1,3039,
15.7227,20.9648,2,um,Surface,BoundingBoxAA Length,1,3040,
20.0938,16.5977,2,um,Surface,BoundingBoxAA Length,1,3041,
26.2031,30.5703,2,um,Surface,BoundingBoxAA Length,1,3042,
46.2969,20.0898,2,um,Surface,BoundingBoxAA Length,1,3043,
12.2266,6.98828,2,um,Surface,BoundingBoxAA Length,1,3044,
6.98438,4.37109,2,um,Surface,BoundingBoxAA Length,1,3045,
40.1797,29.6992,2,um,Surface,BoundingBoxAA Length,1,3046,
19.2188,14.8516,2,um,Surface,BoundingBoxAA Length,1,3047,
6.98828,6.98828,2,um,Surface,BoundingBoxAA Length,1,3048,
27.0781,34.9414,2,um,Surface,BoundingBoxAA Length,1,3049,
27.9531,12.2305,2,um,Surface,BoundingBoxAA Length,1,3050,
11.3555,10.4844,2,um,Surface,BoundingBoxAA Length,1,3051,
85.6055,37.5625,2,um,Surface,BoundingBoxAA Length,1,3052,
13.9727,17.4727,2,um,Surface,BoundingBoxAA Length,1,3053,
8.73438,13.1055,2,um,Surface,BoundingBoxAA Length,1,3054,
40.1797,34.9414,2,um,Surface,BoundingBoxAA Length,1,3055,
13.1016,18.3438,2,um,Surface,BoundingBoxAA Length,1,3056,
16.5977,20.0938,2,um,Surface,BoundingBoxAA Length,1,3057,
13.1055,13.9766,2,um,Surface,BoundingBoxAA Length,1,3058,
7.86328,11.3555,2,um,Surface,BoundingBoxAA Length,1,3059,
8.73438,6.98828,2,um,Surface,BoundingBoxAA Length,1,3060,
8.73438,7.86328,2,um,Surface,BoundingBoxAA Length,1,3061,
17.4688,11.3555,2,um,Surface,BoundingBoxAA Length,1,3062,
7.86328,8.73438,2,um,Surface,BoundingBoxAA Length,1,3063,
14.8516,7.85938,2,um,Surface,BoundingBoxAA Length,1,3064,
11.3594,11.3555,2,um,Surface,BoundingBoxAA Length,1,3065,
11.3555,10.4805,2,um,Surface,BoundingBoxAA Length,1,3066,
13.9766,20.0898,2,um,Surface,BoundingBoxAA Length,1,3067,
6.11328,11.3555,2,um,Surface,BoundingBoxAA Length,1,3068,
17.4688,9.60938,2,um,Surface,BoundingBoxAA Length,1,3069,
8.73438,7.86328,2,um,Surface,BoundingBoxAA Length,1,3070,
6.98828,8.73438,2,um,Surface,BoundingBoxAA Length,1,3071,
6.98828,6.11328,2,um,Surface,BoundingBoxAA Length,1,3072,
19.2148,18.3438,2,um,Surface,BoundingBoxAA Length,1,3073,
20.0898,15.7227,2,um,Surface,BoundingBoxAA Length,1,3074,
22.7109,23.5859,2,um,Surface,BoundingBoxAA Length,1,3075,
10.4844,10.4805,2,um,Surface,BoundingBoxAA Length,1,3076,
15.7266,15.7227,2,um,Surface,BoundingBoxAA Length,1,3077,
14.8477,11.3555,2,um,Surface,BoundingBoxAA Length,1,3078,
19.2188,16.5938,2,um,Surface,BoundingBoxAA Length,1,3079,
6.98828,5.23828,2,um,Surface,BoundingBoxAA Length,1,3080,
20.9609,28.8281,2,um,Surface,BoundingBoxAA Length,1,3081,
5.24219,4.36719,2,um,Surface,BoundingBoxAA Length,1,3082,
13.9766,12.2266,2,um,Surface,BoundingBoxAA Length,1,3083,
7.86328,8.73828,2,um,Surface,BoundingBoxAA Length,1,3084,
7.85938,8.73438,2,um,Surface,BoundingBoxAA Length,1,3085,
9.60938,10.4844,2,um,Surface,BoundingBoxAA Length,1,3086,
9.60938,6.11328,2,um,Surface,BoundingBoxAA Length,1,3087,
13.9766,8.73438,2,um,Surface,BoundingBoxAA Length,1,3088,
43.6758,41.9297,2,um,Surface,BoundingBoxAA Length,1,3089,
14.8516,9.60938,2,um,Surface,BoundingBoxAA Length,1,3090,
7.86328,6.11719,2,um,Surface,BoundingBoxAA Length,1,3091,
6.11328,9.60547,2,um,Surface,BoundingBoxAA Length,1,3092,
4.36719,4.36719,2,um,Surface,BoundingBoxAA Length,1,3093,
20.0898,8.73828,2,um,Surface,BoundingBoxAA Length,1,3094,
16.5938,17.4688,2,um,Surface,BoundingBoxAA Length,1,3095,
9.60547,10.4844,2,um,Surface,BoundingBoxAA Length,1,3096,
14.8477,9.60547,2,um,Surface,BoundingBoxAA Length,1,3097,
6.98828,5.24219,2,um,Surface,BoundingBoxAA Length,1,3098,
19.2148,9.60938,2,um,Surface,BoundingBoxAA Length,1,3099,
18.3438,13.9766,2,um,Surface,BoundingBoxAA Length,1,3100,
6.98828,11.3555,2,um,Surface,BoundingBoxAA Length,1,3101,
13.1016,8.73438,2,um,Surface,BoundingBoxAA Length,1,3102,
6.11328,5.24219,2,um,Surface,BoundingBoxAA Length,1,3103,
26.207,34.0664,2,um,Surface,BoundingBoxAA Length,1,3104,
13.1055,13.9766,2,um,Surface,BoundingBoxAA Length,1,3105,
13.9766,20.9648,2,um,Surface,BoundingBoxAA Length,1,3106,
8.73828,10.4844,2,um,Surface,BoundingBoxAA Length,1,3107,
15.7227,11.3594,2,um,Surface,BoundingBoxAA Length,1,3108,
18.3438,14.8516,2,um,Surface,BoundingBoxAA Length,1,3109,
12.2266,6.11328,2,um,Surface,BoundingBoxAA Length,1,3110,
9.60938,6.98828,2,um,Surface,BoundingBoxAA Length,1,3111,
11.3555,10.4805,2,um,Surface,BoundingBoxAA Length,1,3112,
28.8242,15.7266,2,um,Surface,BoundingBoxAA Length,1,3113,
7.85938,7.85938,2,um,Surface,BoundingBoxAA Length,1,3114,
13.9766,10.4805,2,um,Surface,BoundingBoxAA Length,1,3115,
14.8516,17.4727,2,um,Surface,BoundingBoxAA Length,1,3116,
6.98828,4.36719,2,um,Surface,BoundingBoxAA Length,1,3117,
13.9727,11.3555,2,um,Surface,BoundingBoxAA Length,1,3118,
6.11328,6.11328,2,um,Surface,BoundingBoxAA Length,1,3119,
15.7227,14.8477,2,um,Surface,BoundingBoxAA Length,1,3120,
6.98828,6.98828,2,um,Surface,BoundingBoxAA Length,1,3121,
14.8477,17.4727,2,um,Surface,BoundingBoxAA Length,1,3122,
10.4805,5.24219,2,um,Surface,BoundingBoxAA Length,1,3123,
13.1055,10.4805,2,um,Surface,BoundingBoxAA Length,1,3124,
7.86328,7.85938,2,um,Surface,BoundingBoxAA Length,1,3125,
13.1055,7.86328,2,um,Surface,BoundingBoxAA Length,1,3126,
8.73828,6.11328,2,um,Surface,BoundingBoxAA Length,1,3127,
8.73438,20.9648,2,um,Surface,BoundingBoxAA Length,1,3128,
14.8477,13.1016,2,um,Surface,BoundingBoxAA Length,1,3129,
12.2305,12.2305,2,um,Surface,BoundingBoxAA Length,1,3130,
10.4844,5.24219,2,um,Surface,BoundingBoxAA Length,1,3131,
13.9766,9.60938,2,um,Surface,BoundingBoxAA Length,1,3132,
12.2305,6.11328,2,um,Surface,BoundingBoxAA Length,1,3133,
5.23828,3.49609,2,um,Surface,BoundingBoxAA Length,1,3134,
20.9648,8.73438,2,um,Surface,BoundingBoxAA Length,1,3135,
19.2188,21.8359,2,um,Surface,BoundingBoxAA Length,1,3136,
7.86328,12.2305,2,um,Surface,BoundingBoxAA Length,1,3137,
12.2305,13.1016,2,um,Surface,BoundingBoxAA Length,1,3138,
11.3555,13.1016,2,um,Surface,BoundingBoxAA Length,1,3139,
7.86328,6.98828,2,um,Surface,BoundingBoxAA Length,1,3140,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,3141,
9.60938,13.9766,2,um,Surface,BoundingBoxAA Length,1,3142,
23.5859,19.2188,2,um,Surface,BoundingBoxAA Length,1,3143,
6.98828,7.86328,2,um,Surface,BoundingBoxAA Length,1,3144,
38.4375,34.9414,2,um,Surface,BoundingBoxAA Length,1,3145,
11.3555,13.1055,2,um,Surface,BoundingBoxAA Length,1,3146,
7.86328,9.60938,2,um,Surface,BoundingBoxAA Length,1,3147,
34.0664,60.2734,2,um,Surface,BoundingBoxAA Length,1,3148,
6.11328,7.86328,2,um,Surface,BoundingBoxAA Length,1,3149,
8.73438,6.98438,2,um,Surface,BoundingBoxAA Length,1,3150,
10.4805,9.60938,2,um,Surface,BoundingBoxAA Length,1,3151,
19.2188,17.4688,2,um,Surface,BoundingBoxAA Length,1,3152,
4.36719,5.23828,2,um,Surface,BoundingBoxAA Length,1,3153,
11.3555,13.1016,2,um,Surface,BoundingBoxAA Length,1,3154,
13.9766,10.4805,2,um,Surface,BoundingBoxAA Length,1,3155,
11.3555,9.60938,2,um,Surface,BoundingBoxAA Length,1,3156,
85.6055,108.316,2,um,Surface,BoundingBoxAA Length,1,3157,
5.23828,5.23828,2,um,Surface,BoundingBoxAA Length,1,3158,
10.4805,16.5938,2,um,Surface,BoundingBoxAA Length,1,3159,
12.2266,12.2305,2,um,Surface,BoundingBoxAA Length,1,3160,
6.11719,6.98828,2,um,Surface,BoundingBoxAA Length,1,3161,
16.5977,15.7227,2,um,Surface,BoundingBoxAA Length,1,3162,
25.332,21.8359,2,um,Surface,BoundingBoxAA Length,1,3163,
21.8359,32.3203,2,um,Surface,BoundingBoxAA Length,1,3164,
27.9531,19.2148,2,um,Surface,BoundingBoxAA Length,1,3165,
13.1055,9.60547,2,um,Surface,BoundingBoxAA Length,1,3166,
31.4492,31.4453,2,um,Surface,BoundingBoxAA Length,1,3167,
9.60938,11.3555,2,um,Surface,BoundingBoxAA Length,1,3168,
20.0898,20.9648,2,um,Surface,BoundingBoxAA Length,1,3169,
10.4805,10.4844,2,um,Surface,BoundingBoxAA Length,1,3170,
6.11719,7.86328,2,um,Surface,BoundingBoxAA Length,1,3171,
9.60938,12.2305,2,um,Surface,BoundingBoxAA Length,1,3172,
41.0547,40.1836,2,um,Surface,BoundingBoxAA Length,1,3173,
6.11328,4.36719,2,um,Surface,BoundingBoxAA Length,1,3174,
15.7227,8.73438,2,um,Surface,BoundingBoxAA Length,1,3175,
8.73828,7.85938,2,um,Surface,BoundingBoxAA Length,1,3176,
11.3555,8.73438,2,um,Surface,BoundingBoxAA Length,1,3177,
7.85938,7.85938,2,um,Surface,BoundingBoxAA Length,1,3178,
25.332,26.207,2,um,Surface,BoundingBoxAA Length,1,3179,
9.60938,10.4805,2,um,Surface,BoundingBoxAA Length,1,3180,
18.3438,18.3438,2,um,Surface,BoundingBoxAA Length,1,3181,
13.9766,10.4805,2,um,Surface,BoundingBoxAA Length,1,3182,
47.1719,64.6406,2,um,Surface,BoundingBoxAA Length,1,3183,
8.73438,9.60547,2,um,Surface,BoundingBoxAA Length,1,3184,
7.86328,7.86328,2,um,Surface,BoundingBoxAA Length,1,3185,
6.11719,9.60938,2,um,Surface,BoundingBoxAA Length,1,3186,
14.8477,13.1055,2,um,Surface,BoundingBoxAA Length,1,3187,
16.5977,12.2305,2,um,Surface,BoundingBoxAA Length,1,3188,
29.6992,15.7227,2,um,Surface,BoundingBoxAA Length,1,3189,
11.3555,7.85938,2,um,Surface,BoundingBoxAA Length,1,3190,
14.8477,16.5977,2,um,Surface,BoundingBoxAA Length,1,3191,
