
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
134.573,,Surface,4,Image 1,1,2489,
139.538,,Surface,4,Image 1,1,2490,
140.574,,Surface,4,Image 1,1,2491,
141.147,,Surface,4,Image 1,1,2492,
128.208,,Surface,4,Image 1,1,2493,
137.68,,Surface,4,Image 1,1,2494,
143.398,,Surface,4,Image 1,1,2495,
142.447,,Surface,4,Image 1,1,2496,
139.024,,Surface,4,Image 1,1,2497,
131.125,,Surface,4,Image 1,1,2498,
137.259,,Surface,4,Image 1,1,2499,
122.459,,Surface,4,Image 1,1,2500,
110.972,,Surface,4,Image 1,1,2501,
137.56,,Surface,4,Image 1,1,2502,
136.951,,Surface,4,Image 1,1,2503,
128.8,,Surface,4,Image 1,1,2504,
139.747,,Surface,4,Image 1,1,2505,
126.373,,Surface,4,Image 1,1,2506,
137.133,,Surface,4,Image 1,1,2507,
137.99,,Surface,4,Image 1,1,2508,
133.75,,Surface,4,Image 1,1,2509,
131.589,,Surface,4,Image 1,1,2510,
129.316,,Surface,4,Image 1,1,2511,
123.472,,Surface,4,Image 1,1,2512,
128.886,,Surface,4,Image 1,1,2513,
142.977,,Surface,4,Image 1,1,2514,
136.507,,Surface,4,Image 1,1,2515,
138.951,,Surface,4,Image 1,1,2516,
129.484,,Surface,4,Image 1,1,2517,
132.736,,Surface,4,Image 1,1,2518,
126.875,,Surface,4,Image 1,1,2519,
138.387,,Surface,4,Image 1,1,2520,
141.757,,Surface,4,Image 1,1,2521,
138.963,,Surface,4,Image 1,1,2522,
139.663,,Surface,4,Image 1,1,2523,
135.299,,Surface,4,Image 1,1,2524,
133.256,,Surface,4,Image 1,1,2525,
121.286,,Surface,4,Image 1,1,2526,
131.591,,Surface,4,Image 1,1,2527,
139.75,,Surface,4,Image 1,1,2528,
140.207,,Surface,4,Image 1,1,2529,
117.044,,Surface,4,Image 1,1,2530,
139.71,,Surface,4,Image 1,1,2531,
136.974,,Surface,4,Image 1,1,2532,
137.386,,Surface,4,Image 1,1,2533,
139.442,,Surface,4,Image 1,1,2534,
137.62,,Surface,4,Image 1,1,2535,
140.114,,Surface,4,Image 1,1,2536,
141.011,,Surface,4,Image 1,1,2537,
139.811,,Surface,4,Image 1,1,2538,
121.327,,Surface,4,Image 1,1,2539,
140.837,,Surface,4,Image 1,1,2540,
135.896,,Surface,4,Image 1,1,2541,
139.389,,Surface,4,Image 1,1,2542,
135.071,,Surface,4,Image 1,1,2543,
134.556,,Surface,4,Image 1,1,2544,
142.625,,Surface,4,Image 1,1,2545,
141.824,,Surface,4,Image 1,1,2546,
131.646,,Surface,4,Image 1,1,2547,
138.741,,Surface,4,Image 1,1,2548,
139.755,,Surface,4,Image 1,1,2549,
138.921,,Surface,4,Image 1,1,2550,
141.579,,Surface,4,Image 1,1,2551,
140.923,,Surface,4,Image 1,1,2552,
139.968,,Surface,4,Image 1,1,2553,
137.654,,Surface,4,Image 1,1,2554,
125.532,,Surface,4,Image 1,1,2555,
146.788,,Surface,4,Image 1,1,2556,
140.81,,Surface,4,Image 1,1,2557,
142.686,,Surface,4,Image 1,1,2558,
137.609,,Surface,4,Image 1,1,2559,
137.718,,Surface,4,Image 1,1,2560,
139.046,,Surface,4,Image 1,1,2561,
130.155,,Surface,4,Image 1,1,2562,
140.055,,Surface,4,Image 1,1,2563,
137.375,,Surface,4,Image 1,1,2564,
133.987,,Surface,4,Image 1,1,2565,
145.441,,Surface,4,Image 1,1,2566,
139.266,,Surface,4,Image 1,1,2567,
134.47,,Surface,4,Image 1,1,2568,
140.422,,Surface,4,Image 1,1,2569,
133.833,,Surface,4,Image 1,1,2570,
145.108,,Surface,4,Image 1,1,2571,
135.962,,Surface,4,Image 1,1,2572,
141.414,,Surface,4,Image 1,1,2573,
134.05,,Surface,4,Image 1,1,2574,
139.469,,Surface,4,Image 1,1,2575,
139.393,,Surface,4,Image 1,1,2576,
138.403,,Surface,4,Image 1,1,2577,
139.919,,Surface,4,Image 1,1,2578,
139.806,,Surface,4,Image 1,1,2579,
136.297,,Surface,4,Image 1,1,2580,
140.434,,Surface,4,Image 1,1,2581,
137.653,,Surface,4,Image 1,1,2582,
138.406,,Surface,4,Image 1,1,2583,
130.328,,Surface,4,Image 1,1,2584,
127.897,,Surface,4,Image 1,1,2585,
135.676,,Surface,4,Image 1,1,2586,
136.953,,Surface,4,Image 1,1,2587,
143.172,,Surface,4,Image 1,1,2588,
139.685,,Surface,4,Image 1,1,2589,
127.698,,Surface,4,Image 1,1,2590,
120.123,,Surface,4,Image 1,1,2591,
134.957,,Surface,4,Image 1,1,2592,
120.429,,Surface,4,Image 1,1,2593,
122.763,,Surface,4,Image 1,1,2594,
117.393,,Surface,4,Image 1,1,2595,
139.295,,Surface,4,Image 1,1,2596,
140.647,,Surface,4,Image 1,1,2597,
136.875,,Surface,4,Image 1,1,2598,
133.391,,Surface,4,Image 1,1,2599,
136.315,,Surface,4,Image 1,1,2600,
138.089,,Surface,4,Image 1,1,2601,
125.359,,Surface,4,Image 1,1,2602,
118.793,,Surface,4,Image 1,1,2603,
139.556,,Surface,4,Image 1,1,2604,
136.806,,Surface,4,Image 1,1,2605,
137.741,,Surface,4,Image 1,1,2606,
139.386,,Surface,4,Image 1,1,2607,
145.324,,Surface,4,Image 1,1,2608,
136.391,,Surface,4,Image 1,1,2609,
141.397,,Surface,4,Image 1,1,2610,
141.712,,Surface,4,Image 1,1,2611,
133.632,,Surface,4,Image 1,1,2612,
135.717,,Surface,4,Image 1,1,2613,
137.503,,Surface,4,Image 1,1,2614,
145.977,,Surface,4,Image 1,1,2615,
139.737,,Surface,4,Image 1,1,2616,
139.94,,Surface,4,Image 1,1,2617,
137.949,,Surface,4,Image 1,1,2618,
141.438,,Surface,4,Image 1,1,2619,
123.583,,Surface,4,Image 1,1,2620,
137.714,,Surface,4,Image 1,1,2621,
134.226,,Surface,4,Image 1,1,2622,
100.359,,Surface,4,Image 1,1,2623,
140.512,,Surface,4,Image 1,1,2624,
135.562,,Surface,4,Image 1,1,2625,
125.982,,Surface,4,Image 1,1,2626,
145.235,,Surface,4,Image 1,1,2627,
135.608,,Surface,4,Image 1,1,2628,
133.533,,Surface,4,Image 1,1,2629,
134.391,,Surface,4,Image 1,1,2630,
138.946,,Surface,4,Image 1,1,2631,
139.691,,Surface,4,Image 1,1,2632,
143.797,,Surface,4,Image 1,1,2633,
139.645,,Surface,4,Image 1,1,2634,
138.81,,Surface,4,Image 1,1,2635,
136.25,,Surface,4,Image 1,1,2636,
121.613,,Surface,4,Image 1,1,2637,
137.446,,Surface,4,Image 1,1,2638,
131.323,,Surface,4,Image 1,1,2639,
137.373,,Surface,4,Image 1,1,2640,
136.893,,Surface,4,Image 1,1,2641,
147.614,,Surface,4,Image 1,1,2642,
131.415,,Surface,4,Image 1,1,2643,
137.533,,Surface,4,Image 1,1,2644,
143.807,,Surface,4,Image 1,1,2645,
127.324,,Surface,4,Image 1,1,2646,
121.259,,Surface,4,Image 1,1,2647,
125.908,,Surface,4,Image 1,1,2648,
127.315,,Surface,4,Image 1,1,2649,
135.273,,Surface,4,Image 1,1,2650,
134.314,,Surface,4,Image 1,1,2651,
139.008,,Surface,4,Image 1,1,2652,
133.203,,Surface,4,Image 1,1,2653,
130.779,,Surface,4,Image 1,1,2654,
134.134,,Surface,4,Image 1,1,2655,
138.136,,Surface,4,Image 1,1,2656,
136.417,,Surface,4,Image 1,1,2657,
144.333,,Surface,4,Image 1,1,2658,
136.34,,Surface,4,Image 1,1,2659,
141.637,,Surface,4,Image 1,1,2660,
137.855,,Surface,4,Image 1,1,2661,
107.018,,Surface,4,Image 1,1,2662,
139.763,,Surface,4,Image 1,1,2663,
139.761,,Surface,4,Image 1,1,2664,
137.633,,Surface,4,Image 1,1,2665,
137.484,,Surface,4,Image 1,1,2666,
135.172,,Surface,4,Image 1,1,2667,
136.075,,Surface,4,Image 1,1,2668,
136.417,,Surface,4,Image 1,1,2669,
137.226,,Surface,4,Image 1,1,2670,
139.886,,Surface,4,Image 1,1,2671,
138.338,,Surface,4,Image 1,1,2672,
130.637,,Surface,4,Image 1,1,2673,
139.728,,Surface,4,Image 1,1,2674,
129.625,,Surface,4,Image 1,1,2675,
138.663,,Surface,4,Image 1,1,2676,
124.608,,Surface,4,Image 1,1,2677,
135.337,,Surface,4,Image 1,1,2678,
129.087,,Surface,4,Image 1,1,2679,
136.996,,Surface,4,Image 1,1,2680,
138.919,,Surface,4,Image 1,1,2681,
121.974,,Surface,4,Image 1,1,2682,
133.855,,Surface,4,Image 1,1,2683,
139.65,,Surface,4,Image 1,1,2684,
139.031,,Surface,4,Image 1,1,2685,
142.309,,Surface,4,Image 1,1,2686,
128.367,,Surface,4,Image 1,1,2687,
135.682,,Surface,4,Image 1,1,2688,
144.231,,Surface,4,Image 1,1,2689,
125.337,,Surface,4,Image 1,1,2690,
134.7,,Surface,4,Image 1,1,2691,
141.672,,Surface,4,Image 1,1,2692,
141.359,,Surface,4,Image 1,1,2693,
133.346,,Surface,4,Image 1,1,2694,
127.659,,Surface,4,Image 1,1,2695,
140.138,,Surface,4,Image 1,1,2696,
130.716,,Surface,4,Image 1,1,2697,
143.859,,Surface,4,Image 1,1,2698,
135.586,,Surface,4,Image 1,1,2699,
142.625,,Surface,4,Image 1,1,2700,
135.058,,Surface,4,Image 1,1,2701,
125.8,,Surface,4,Image 1,1,2702,
137.667,,Surface,4,Image 1,1,2703,
137.664,,Surface,4,Image 1,1,2704,
136.586,,Surface,4,Image 1,1,2705,
139.342,,Surface,4,Image 1,1,2706,
140.924,,Surface,4,Image 1,1,2707,
124.521,,Surface,4,Image 1,1,2708,
111.625,,Surface,4,Image 1,1,2709,
136.981,,Surface,4,Image 1,1,2710,
120.42,,Surface,4,Image 1,1,2711,
130.321,,Surface,4,Image 1,1,2712,
145.097,,Surface,4,Image 1,1,2713,
138,,Surface,4,Image 1,1,2714,
136.696,,Surface,4,Image 1,1,2715,
135.21,,Surface,4,Image 1,1,2716,
121.291,,Surface,4,Image 1,1,2717,
121.973,,Surface,4,Image 1,1,2718,
136.507,,Surface,4,Image 1,1,2719,
135.826,,Surface,4,Image 1,1,2720,
135.099,,Surface,4,Image 1,1,2721,
137.857,,Surface,4,Image 1,1,2722,
141.591,,Surface,4,Image 1,1,2723,
141.027,,Surface,4,Image 1,1,2724,
138.25,,Surface,4,Image 1,1,2725,
140,,Surface,4,Image 1,1,2726,
134.104,,Surface,4,Image 1,1,2727,
127.203,,Surface,4,Image 1,1,2728,
130.894,,Surface,4,Image 1,1,2729,
136.088,,Surface,4,Image 1,1,2730,
133.821,,Surface,4,Image 1,1,2731,
131.313,,Surface,4,Image 1,1,2732,
133.931,,Surface,4,Image 1,1,2733,
137.871,,Surface,4,Image 1,1,2734,
121.67,,Surface,4,Image 1,1,2735,
138.433,,Surface,4,Image 1,1,2736,
140.576,,Surface,4,Image 1,1,2737,
130.734,,Surface,4,Image 1,1,2738,
124.034,,Surface,4,Image 1,1,2739,
137.143,,Surface,4,Image 1,1,2740,
131.659,,Surface,4,Image 1,1,2741,
138.56,,Surface,4,Image 1,1,2742,
143.154,,Surface,4,Image 1,1,2743,
138.675,,Surface,4,Image 1,1,2744,
132.895,,Surface,4,Image 1,1,2745,
130.314,,Surface,4,Image 1,1,2746,
142.58,,Surface,4,Image 1,1,2747,
140.569,,Surface,4,Image 1,1,2748,
143.021,,Surface,4,Image 1,1,2749,
136.956,,Surface,4,Image 1,1,2750,
124.653,,Surface,4,Image 1,1,2751,
137.277,,Surface,4,Image 1,1,2752,
135.404,,Surface,4,Image 1,1,2753,
131.95,,Surface,4,Image 1,1,2754,
123.903,,Surface,4,Image 1,1,2755,
127.314,,Surface,4,Image 1,1,2756,
135.8,,Surface,4,Image 1,1,2757,
139.071,,Surface,4,Image 1,1,2758,
118.441,,Surface,4,Image 1,1,2759,
123.878,,Surface,4,Image 1,1,2760,
118.211,,Surface,4,Image 1,1,2761,
134.618,,Surface,4,Image 1,1,2762,
127.991,,Surface,4,Image 1,1,2763,
120.616,,Surface,4,Image 1,1,2764,
127.674,,Surface,4,Image 1,1,2765,
129.888,,Surface,4,Image 1,1,2766,
133.895,,Surface,4,Image 1,1,2767,
124.984,,Surface,4,Image 1,1,2768,
134.605,,Surface,4,Image 1,1,2769,
140.583,,Surface,4,Image 1,1,2770,
132.5,,Surface,4,Image 1,1,2771,
136.227,,Surface,4,Image 1,1,2772,
135.227,,Surface,4,Image 1,1,2773,
127.103,,Surface,4,Image 1,1,2774,
126.058,,Surface,4,Image 1,1,2775,
129.5,,Surface,4,Image 1,1,2776,
141.45,,Surface,4,Image 1,1,2777,
131.122,,Surface,4,Image 1,1,2778,
133.696,,Surface,4,Image 1,1,2779,
118.922,,Surface,4,Image 1,1,2780,
119.869,,Surface,4,Image 1,1,2781,
132.054,,Surface,4,Image 1,1,2782,
120.323,,Surface,4,Image 1,1,2783,
135.34,,Surface,4,Image 1,1,2784,
137.141,,Surface,4,Image 1,1,2785,
131.125,,Surface,4,Image 1,1,2786,
131.252,,Surface,4,Image 1,1,2787,
127.453,,Surface,4,Image 1,1,2788,
132.95,,Surface,4,Image 1,1,2789,
127.899,,Surface,4,Image 1,1,2790,
142.611,,Surface,4,Image 1,1,2791,
125.758,,Surface,4,Image 1,1,2792,
126.704,,Surface,4,Image 1,1,2793,
130.884,,Surface,4,Image 1,1,2794,
134.52,,Surface,4,Image 1,1,2795,
125.069,,Surface,4,Image 1,1,2796,
130.457,,Surface,4,Image 1,1,2797,
127.407,,Surface,4,Image 1,1,2798,
137.21,,Surface,4,Image 1,1,2799,
135.406,,Surface,4,Image 1,1,2800,
126.4,,Surface,4,Image 1,1,2801,
139.685,,Surface,4,Image 1,1,2802,
136.568,,Surface,4,Image 1,1,2803,
126.079,,Surface,4,Image 1,1,2804,
124.556,,Surface,4,Image 1,1,2805,
124.743,,Surface,4,Image 1,1,2806,
125.5,,Surface,4,Image 1,1,2807,
131.701,,Surface,4,Image 1,1,2808,
138.971,,Surface,4,Image 1,1,2809,
133.982,,Surface,4,Image 1,1,2810,
130.262,,Surface,4,Image 1,1,2811,
126.144,,Surface,4,Image 1,1,2812,
140.483,,Surface,4,Image 1,1,2813,
131.289,,Surface,4,Image 1,1,2814,
126.996,,Surface,4,Image 1,1,2815,
138.073,,Surface,4,Image 1,1,2816,
132.453,,Surface,4,Image 1,1,2817,
130.529,,Surface,4,Image 1,1,2818,
128.538,,Surface,4,Image 1,1,2819,
136.283,,Surface,4,Image 1,1,2820,
130.142,,Surface,4,Image 1,1,2821,
131.397,,Surface,4,Image 1,1,2822,
131.1,,Surface,4,Image 1,1,2823,
127.994,,Surface,4,Image 1,1,2824,
122.421,,Surface,4,Image 1,1,2825,
129.099,,Surface,4,Image 1,1,2826,
133.629,,Surface,4,Image 1,1,2827,
127.773,,Surface,4,Image 1,1,2828,
127.3,,Surface,4,Image 1,1,2829,
137.538,,Surface,4,Image 1,1,2830,
129.825,,Surface,4,Image 1,1,2831,
141.608,,Surface,4,Image 1,1,2832,
138.304,,Surface,4,Image 1,1,2833,
139.829,,Surface,4,Image 1,1,2834,
138.716,,Surface,4,Image 1,1,2835,
138.22,,Surface,4,Image 1,1,2836,
141.179,,Surface,4,Image 1,1,2837,
127.359,,Surface,4,Image 1,1,2838,
130.917,,Surface,4,Image 1,1,2839,
137.138,,Surface,4,Image 1,1,2840,
135.472,,Surface,4,Image 1,1,2841,
136.486,,Surface,4,Image 1,1,2842,
135.638,,Surface,4,Image 1,1,2843,
138.544,,Surface,4,Image 1,1,2844,
140.197,,Surface,4,Image 1,1,2845,
139.815,,Surface,4,Image 1,1,2846,
138.169,,Surface,4,Image 1,1,2847,
130.194,,Surface,4,Image 1,1,2848,
131.386,,Surface,4,Image 1,1,2849,
133.207,,Surface,4,Image 1,1,2850,
140.23,,Surface,4,Image 1,1,2851,
139.75,,Surface,4,Image 1,1,2852,
140.617,,Surface,4,Image 1,1,2853,
142.432,,Surface,4,Image 1,1,2854,
141.611,,Surface,4,Image 1,1,2855,
127.918,,Surface,4,Image 1,1,2856,
140.235,,Surface,4,Image 1,1,2857,
134.019,,Surface,4,Image 1,1,2858,
136.071,,Surface,4,Image 1,1,2859,
131.024,,Surface,4,Image 1,1,2860,
139.3,,Surface,4,Image 1,1,2861,
137.222,,Surface,4,Image 1,1,2862,
127.028,,Surface,4,Image 1,1,2863,
123.702,,Surface,4,Image 1,1,2864,
139.323,,Surface,4,Image 1,1,2865,
138.69,,Surface,4,Image 1,1,2866,
113.904,,Surface,4,Image 1,1,2867,
133.918,,Surface,4,Image 1,1,2868,
132.05,,Surface,4,Image 1,1,2869,
118.139,,Surface,4,Image 1,1,2870,
144.917,,Surface,4,Image 1,1,2871,
131.333,,Surface,4,Image 1,1,2872,
127.155,,Surface,4,Image 1,1,2873,
139.521,,Surface,4,Image 1,1,2874,
139.017,,Surface,4,Image 1,1,2875,
139.402,,Surface,4,Image 1,1,2876,
139.848,,Surface,4,Image 1,1,2877,
141.62,,Surface,4,Image 1,1,2878,
139.908,,Surface,4,Image 1,1,2879,
117.034,,Surface,4,Image 1,1,2880,
141.844,,Surface,4,Image 1,1,2881,
143.174,,Surface,4,Image 1,1,2882,
138.662,,Surface,4,Image 1,1,2883,
135.26,,Surface,4,Image 1,1,2884,
137.724,,Surface,4,Image 1,1,2885,
128.292,,Surface,4,Image 1,1,2886,
138.53,,Surface,4,Image 1,1,2887,
138.066,,Surface,4,Image 1,1,2888,
140.191,,Surface,4,Image 1,1,2889,
139.819,,Surface,4,Image 1,1,2890,
139.227,,Surface,4,Image 1,1,2891,
129.394,,Surface,4,Image 1,1,2892,
141.286,,Surface,4,Image 1,1,2893,
139.911,,Surface,4,Image 1,1,2894,
125.576,,Surface,4,Image 1,1,2895,
141.506,,Surface,4,Image 1,1,2896,
138.5,,Surface,4,Image 1,1,2897,
143.5,,Surface,4,Image 1,1,2898,
134.892,,Surface,4,Image 1,1,2899,
131.339,,Surface,4,Image 1,1,2900,
136.533,,Surface,4,Image 1,1,2901,
134.547,,Surface,4,Image 1,1,2902,
136.452,,Surface,4,Image 1,1,2903,
138.237,,Surface,4,Image 1,1,2904,
141.64,,Surface,4,Image 1,1,2905,
129.534,,Surface,4,Image 1,1,2906,
130.39,,Surface,4,Image 1,1,2907,
137.981,,Surface,4,Image 1,1,2908,
136.813,,Surface,4,Image 1,1,2909,
140.08,,Surface,4,Image 1,1,2910,
140.641,,Surface,4,Image 1,1,2911,
140.784,,Surface,4,Image 1,1,2912,
141.695,,Surface,4,Image 1,1,2913,
139.669,,Surface,4,Image 1,1,2914,
138.345,,Surface,4,Image 1,1,2915,
134.278,,Surface,4,Image 1,1,2916,
138.911,,Surface,4,Image 1,1,2917,
133.943,,Surface,4,Image 1,1,2918,
139.25,,Surface,4,Image 1,1,2919,
143.267,,Surface,4,Image 1,1,2920,
142.867,,Surface,4,Image 1,1,2921,
136.031,,Surface,4,Image 1,1,2922,
136.722,,Surface,4,Image 1,1,2923,
122.944,,Surface,4,Image 1,1,2924,
127.28,,Surface,4,Image 1,1,2925,
138.983,,Surface,4,Image 1,1,2926,
139.649,,Surface,4,Image 1,1,2927,
138.299,,Surface,4,Image 1,1,2928,
136.205,,Surface,4,Image 1,1,2929,
141.322,,Surface,4,Image 1,1,2930,
130.962,,Surface,4,Image 1,1,2931,
136.212,,Surface,4,Image 1,1,2932,
137.833,,Surface,4,Image 1,1,2933,
136.45,,Surface,4,Image 1,1,2934,
138.821,,Surface,4,Image 1,1,2935,
139.011,,Surface,4,Image 1,1,2936,
137.868,,Surface,4,Image 1,1,2937,
136.289,,Surface,4,Image 1,1,2938,
137.979,,Surface,4,Image 1,1,2939,
132.777,,Surface,4,Image 1,1,2940,
149.033,,Surface,4,Image 1,1,2941,
142.139,,Surface,4,Image 1,1,2942,
134.857,,Surface,4,Image 1,1,2943,
137.148,,Surface,4,Image 1,1,2944,
143.779,,Surface,4,Image 1,1,2945,
141.521,,Surface,4,Image 1,1,2946,
131.918,,Surface,4,Image 1,1,2947,
145.438,,Surface,4,Image 1,1,2948,
140.568,,Surface,4,Image 1,1,2949,
142.759,,Surface,4,Image 1,1,2950,
137.75,,Surface,4,Image 1,1,2951,
134.901,,Surface,4,Image 1,1,2952,
140.625,,Surface,4,Image 1,1,2953,
133.742,,Surface,4,Image 1,1,2954,
130.958,,Surface,4,Image 1,1,2955,
134.512,,Surface,4,Image 1,1,2956,
134.944,,Surface,4,Image 1,1,2957,
136.965,,Surface,4,Image 1,1,2958,
138.71,,Surface,4,Image 1,1,2959,
132.599,,Surface,4,Image 1,1,2960,
142.659,,Surface,4,Image 1,1,2961,
136.375,,Surface,4,Image 1,1,2962,
133.179,,Surface,4,Image 1,1,2963,
143.028,,Surface,4,Image 1,1,2964,
127.234,,Surface,4,Image 1,1,2965,
139.1,,Surface,4,Image 1,1,2966,
142.645,,Surface,4,Image 1,1,2967,
137.204,,Surface,4,Image 1,1,2968,
145,,Surface,4,Image 1,1,2969,
131.955,,Surface,4,Image 1,1,2970,
132.5,,Surface,4,Image 1,1,2971,
139.577,,Surface,4,Image 1,1,2972,
133.551,,Surface,4,Image 1,1,2973,
139.425,,Surface,4,Image 1,1,2974,
144.017,,Surface,4,Image 1,1,2975,
136.124,,Surface,4,Image 1,1,2976,
134.339,,Surface,4,Image 1,1,2977,
135.056,,Surface,4,Image 1,1,2978,
140.438,,Surface,4,Image 1,1,2979,
138.725,,Surface,4,Image 1,1,2980,
141.152,,Surface,4,Image 1,1,2981,
139.897,,Surface,4,Image 1,1,2982,
132.855,,Surface,4,Image 1,1,2983,
123.924,,Surface,4,Image 1,1,2984,
140.542,,Surface,4,Image 1,1,2985,
134.074,,Surface,4,Image 1,1,2986,
134.227,,Surface,4,Image 1,1,2987,
138.18,,Surface,4,Image 1,1,2988,
125.413,,Surface,4,Image 1,1,2989,
138.046,,Surface,4,Image 1,1,2990,
132.779,,Surface,4,Image 1,1,2991,
133.437,,Surface,4,Image 1,1,2992,
122.699,,Surface,4,Image 1,1,2993,
136.086,,Surface,4,Image 1,1,2994,
128.184,,Surface,4,Image 1,1,2995,
128.572,,Surface,4,Image 1,1,2996,
137.333,,Surface,4,Image 1,1,2997,
140.541,,Surface,4,Image 1,1,2998,
143.172,,Surface,4,Image 1,1,2999,
116.438,,Surface,4,Image 1,1,3000,
125.006,,Surface,4,Image 1,1,3001,
128.258,,Surface,4,Image 1,1,3002,
131.861,,Surface,4,Image 1,1,3003,
145.698,,Surface,4,Image 1,1,3004,
129.453,,Surface,4,Image 1,1,3005,
137.402,,Surface,4,Image 1,1,3006,
133.146,,Surface,4,Image 1,1,3007,
138.124,,Surface,4,Image 1,1,3008,
130.926,,Surface,4,Image 1,1,3009,
129.086,,Surface,4,Image 1,1,3010,
140.476,,Surface,4,Image 1,1,3011,
136.976,,Surface,4,Image 1,1,3012,
131.762,,Surface,4,Image 1,1,3013,
132.362,,Surface,4,Image 1,1,3014,
135.316,,Surface,4,Image 1,1,3015,
128.141,,Surface,4,Image 1,1,3016,
133.799,,Surface,4,Image 1,1,3017,
141.516,,Surface,4,Image 1,1,3018,
128.474,,Surface,4,Image 1,1,3019,
138.172,,Surface,4,Image 1,1,3020,
140.817,,Surface,4,Image 1,1,3021,
132.334,,Surface,4,Image 1,1,3022,
130.993,,Surface,4,Image 1,1,3023,
138.4,,Surface,4,Image 1,1,3024,
131.179,,Surface,4,Image 1,1,3025,
134.151,,Surface,4,Image 1,1,3026,
107.232,,Surface,4,Image 1,1,3027,
128.387,,Surface,4,Image 1,1,3028,
140.471,,Surface,4,Image 1,1,3029,
134.85,,Surface,4,Image 1,1,3030,
127.202,,Surface,4,Image 1,1,3031,
130.352,,Surface,4,Image 1,1,3032,
125.326,,Surface,4,Image 1,1,3033,
140.822,,Surface,4,Image 1,1,3034,
136.039,,Surface,4,Image 1,1,3035,
132.228,,Surface,4,Image 1,1,3036,
106.893,,Surface,4,Image 1,1,3037,
135.397,,Surface,4,Image 1,1,3038,
122.305,,Surface,4,Image 1,1,3039,
119.199,,Surface,4,Image 1,1,3040,
133.092,,Surface,4,Image 1,1,3041,
123.213,,Surface,4,Image 1,1,3042,
128.818,,Surface,4,Image 1,1,3043,
140.466,,Surface,4,Image 1,1,3044,
144.94,,Surface,4,Image 1,1,3045,
131.654,,Surface,4,Image 1,1,3046,
136.905,,Surface,4,Image 1,1,3047,
131.757,,Surface,4,Image 1,1,3048,
131.529,,Surface,4,Image 1,1,3049,
135.032,,Surface,4,Image 1,1,3050,
138.547,,Surface,4,Image 1,1,3051,
131.979,,Surface,4,Image 1,1,3052,
