
Intensity Center Ch=1 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
30,,Surface,1,Image 1,1,2422,
93,,Surface,1,Image 1,1,2423,
119,,Surface,1,Image 1,1,2424,
57,,Surface,1,Image 1,1,2425,
85,,Surface,1,Image 1,1,2426,
70,,Surface,1,Image 1,1,2427,
172,,Surface,1,Image 1,1,2428,
162,,Surface,1,Image 1,1,2429,
226,,Surface,1,Image 1,1,2430,
53,,Surface,1,Image 1,1,2431,
84,,Surface,1,Image 1,1,2432,
57,,Surface,1,Image 1,1,2433,
72,,Surface,1,Image 1,1,2434,
102,,Surface,1,Image 1,1,2435,
34,,Surface,1,Image 1,1,2436,
63,,Surface,1,Image 1,1,2437,
159,,Surface,1,Image 1,1,2438,
68,,Surface,1,Image 1,1,2439,
55,,Surface,1,Image 1,1,2440,
192,,Surface,1,Image 1,1,2441,
67,,Surface,1,Image 1,1,2442,
131,,Surface,1,Image 1,1,2443,
131,,Surface,1,Image 1,1,2444,
51,,Surface,1,Image 1,1,2445,
95,,Surface,1,Image 1,1,2446,
72,,Surface,1,Image 1,1,2447,
130,,Surface,1,Image 1,1,2448,
41,,Surface,1,Image 1,1,2449,
90,,Surface,1,Image 1,1,2450,
99,,Surface,1,Image 1,1,2451,
100,,Surface,1,Image 1,1,2452,
102,,Surface,1,Image 1,1,2453,
104,,Surface,1,Image 1,1,2454,
226,,Surface,1,Image 1,1,2455,
117,,Surface,1,Image 1,1,2456,
175,,Surface,1,Image 1,1,2457,
220,,Surface,1,Image 1,1,2458,
119,,Surface,1,Image 1,1,2459,
127,,Surface,1,Image 1,1,2460,
88,,Surface,1,Image 1,1,2461,
74,,Surface,1,Image 1,1,2462,
136,,Surface,1,Image 1,1,2463,
47,,Surface,1,Image 1,1,2464,
27,,Surface,1,Image 1,1,2465,
123,,Surface,1,Image 1,1,2466,
76,,Surface,1,Image 1,1,2467,
244,,Surface,1,Image 1,1,2468,
116,,Surface,1,Image 1,1,2469,
110,,Surface,1,Image 1,1,2470,
136,,Surface,1,Image 1,1,2471,
189,,Surface,1,Image 1,1,2472,
130,,Surface,1,Image 1,1,2473,
109,,Surface,1,Image 1,1,2474,
119,,Surface,1,Image 1,1,2475,
67,,Surface,1,Image 1,1,2476,
49,,Surface,1,Image 1,1,2477,
86,,Surface,1,Image 1,1,2478,
143,,Surface,1,Image 1,1,2479,
150,,Surface,1,Image 1,1,2480,
67,,Surface,1,Image 1,1,2481,
153,,Surface,1,Image 1,1,2482,
229,,Surface,1,Image 1,1,2483,
227,,Surface,1,Image 1,1,2484,
224,,Surface,1,Image 1,1,2485,
55,,Surface,1,Image 1,1,2486,
60,,Surface,1,Image 1,1,2487,
96,,Surface,1,Image 1,1,2488,
216,,Surface,1,Image 1,1,2489,
248,,Surface,1,Image 1,1,2490,
146,,Surface,1,Image 1,1,2491,
45,,Surface,1,Image 1,1,2492,
106,,Surface,1,Image 1,1,2493,
63,,Surface,1,Image 1,1,2494,
99,,Surface,1,Image 1,1,2495,
43,,Surface,1,Image 1,1,2496,
54,,Surface,1,Image 1,1,2497,
131,,Surface,1,Image 1,1,2498,
77,,Surface,1,Image 1,1,2499,
43,,Surface,1,Image 1,1,2500,
77,,Surface,1,Image 1,1,2501,
201,,Surface,1,Image 1,1,2502,
16,,Surface,1,Image 1,1,2503,
234,,Surface,1,Image 1,1,2504,
111,,Surface,1,Image 1,1,2505,
86,,Surface,1,Image 1,1,2506,
172,,Surface,1,Image 1,1,2507,
175,,Surface,1,Image 1,1,2508,
79,,Surface,1,Image 1,1,2509,
60,,Surface,1,Image 1,1,2510,
177,,Surface,1,Image 1,1,2511,
102,,Surface,1,Image 1,1,2512,
69,,Surface,1,Image 1,1,2513,
67,,Surface,1,Image 1,1,2514,
116,,Surface,1,Image 1,1,2515,
50,,Surface,1,Image 1,1,2516,
52,,Surface,1,Image 1,1,2517,
55,,Surface,1,Image 1,1,2518,
110,,Surface,1,Image 1,1,2519,
77,,Surface,1,Image 1,1,2520,
39,,Surface,1,Image 1,1,2521,
97,,Surface,1,Image 1,1,2522,
25,,Surface,1,Image 1,1,2523,
73,,Surface,1,Image 1,1,2524,
237,,Surface,1,Image 1,1,2525,
68,,Surface,1,Image 1,1,2526,
79,,Surface,1,Image 1,1,2527,
23,,Surface,1,Image 1,1,2528,
78,,Surface,1,Image 1,1,2529,
130,,Surface,1,Image 1,1,2530,
112,,Surface,1,Image 1,1,2531,
142,,Surface,1,Image 1,1,2532,
138,,Surface,1,Image 1,1,2533,
113,,Surface,1,Image 1,1,2534,
109,,Surface,1,Image 1,1,2535,
93,,Surface,1,Image 1,1,2536,
43,,Surface,1,Image 1,1,2537,
44,,Surface,1,Image 1,1,2538,
161,,Surface,1,Image 1,1,2539,
28,,Surface,1,Image 1,1,2540,
122,,Surface,1,Image 1,1,2541,
91,,Surface,1,Image 1,1,2542,
174,,Surface,1,Image 1,1,2543,
241,,Surface,1,Image 1,1,2544,
90,,Surface,1,Image 1,1,2545,
28,,Surface,1,Image 1,1,2546,
139,,Surface,1,Image 1,1,2547,
111,,Surface,1,Image 1,1,2548,
142,,Surface,1,Image 1,1,2549,
39,,Surface,1,Image 1,1,2550,
89,,Surface,1,Image 1,1,2551,
85,,Surface,1,Image 1,1,2552,
72,,Surface,1,Image 1,1,2553,
64,,Surface,1,Image 1,1,2554,
61,,Surface,1,Image 1,1,2555,
174,,Surface,1,Image 1,1,2556,
65,,Surface,1,Image 1,1,2557,
95,,Surface,1,Image 1,1,2558,
208,,Surface,1,Image 1,1,2559,
151,,Surface,1,Image 1,1,2560,
79,,Surface,1,Image 1,1,2561,
74,,Surface,1,Image 1,1,2562,
35,,Surface,1,Image 1,1,2563,
142,,Surface,1,Image 1,1,2564,
196,,Surface,1,Image 1,1,2565,
173,,Surface,1,Image 1,1,2566,
17,,Surface,1,Image 1,1,2567,
75,,Surface,1,Image 1,1,2568,
105,,Surface,1,Image 1,1,2569,
129,,Surface,1,Image 1,1,2570,
215,,Surface,1,Image 1,1,2571,
84,,Surface,1,Image 1,1,2572,
98,,Surface,1,Image 1,1,2573,
73,,Surface,1,Image 1,1,2574,
86,,Surface,1,Image 1,1,2575,
69,,Surface,1,Image 1,1,2576,
81,,Surface,1,Image 1,1,2577,
226,,Surface,1,Image 1,1,2578,
40,,Surface,1,Image 1,1,2579,
71,,Surface,1,Image 1,1,2580,
16,,Surface,1,Image 1,1,2581,
83,,Surface,1,Image 1,1,2582,
40,,Surface,1,Image 1,1,2583,
57,,Surface,1,Image 1,1,2584,
67,,Surface,1,Image 1,1,2585,
64,,Surface,1,Image 1,1,2586,
145,,Surface,1,Image 1,1,2587,
111,,Surface,1,Image 1,1,2588,
64,,Surface,1,Image 1,1,2589,
80,,Surface,1,Image 1,1,2590,
132,,Surface,1,Image 1,1,2591,
71,,Surface,1,Image 1,1,2592,
69,,Surface,1,Image 1,1,2593,
91,,Surface,1,Image 1,1,2594,
130,,Surface,1,Image 1,1,2595,
133,,Surface,1,Image 1,1,2596,
22,,Surface,1,Image 1,1,2597,
148,,Surface,1,Image 1,1,2598,
99,,Surface,1,Image 1,1,2599,
145,,Surface,1,Image 1,1,2600,
135,,Surface,1,Image 1,1,2601,
83,,Surface,1,Image 1,1,2602,
53,,Surface,1,Image 1,1,2603,
68,,Surface,1,Image 1,1,2604,
121,,Surface,1,Image 1,1,2605,
42,,Surface,1,Image 1,1,2606,
104,,Surface,1,Image 1,1,2607,
127,,Surface,1,Image 1,1,2608,
86,,Surface,1,Image 1,1,2609,
57,,Surface,1,Image 1,1,2610,
75,,Surface,1,Image 1,1,2611,
45,,Surface,1,Image 1,1,2612,
136,,Surface,1,Image 1,1,2613,
77,,Surface,1,Image 1,1,2614,
38,,Surface,1,Image 1,1,2615,
110,,Surface,1,Image 1,1,2616,
186,,Surface,1,Image 1,1,2617,
