
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
23,,Surface,1,Image 1,1,2498,
20,,Surface,1,Image 1,1,2499,
24,,Surface,1,Image 1,1,2500,
26,,Surface,1,Image 1,1,2501,
12,,Surface,1,Image 1,1,2502,
13,,Surface,1,Image 1,1,2503,
6,,Surface,1,Image 1,1,2504,
11,,Surface,1,Image 1,1,2505,
6,,Surface,1,Image 1,1,2506,
12,,Surface,1,Image 1,1,2507,
6,,Surface,1,Image 1,1,2508,
18,,Surface,1,Image 1,1,2509,
32,,Surface,1,Image 1,1,2510,
5,,Surface,1,Image 1,1,2511,
22,,Surface,1,Image 1,1,2512,
28,,Surface,1,Image 1,1,2513,
13,,Surface,1,Image 1,1,2514,
14,,Surface,1,Image 1,1,2515,
15,,Surface,1,Image 1,1,2516,
25,,Surface,1,Image 1,1,2517,
27,,Surface,1,Image 1,1,2518,
41,,Surface,1,Image 1,1,2519,
11,,Surface,1,Image 1,1,2520,
5,,Surface,1,Image 1,1,2521,
10,,Surface,1,Image 1,1,2522,
7,,Surface,1,Image 1,1,2523,
17,,Surface,1,Image 1,1,2524,
10,,Surface,1,Image 1,1,2525,
28,,Surface,1,Image 1,1,2526,
7,,Surface,1,Image 1,1,2527,
5,,Surface,1,Image 1,1,2528,
10,,Surface,1,Image 1,1,2529,
18,,Surface,1,Image 1,1,2530,
7,,Surface,1,Image 1,1,2531,
17,,Surface,1,Image 1,1,2532,
12,,Surface,1,Image 1,1,2533,
24,,Surface,1,Image 1,1,2534,
12,,Surface,1,Image 1,1,2535,
29,,Surface,1,Image 1,1,2536,
7,,Surface,1,Image 1,1,2537,
22,,Surface,1,Image 1,1,2538,
16,,Surface,1,Image 1,1,2539,
21,,Surface,1,Image 1,1,2540,
26,,Surface,1,Image 1,1,2541,
5,,Surface,1,Image 1,1,2542,
17,,Surface,1,Image 1,1,2543,
9,,Surface,1,Image 1,1,2544,
14,,Surface,1,Image 1,1,2545,
13,,Surface,1,Image 1,1,2546,
21,,Surface,1,Image 1,1,2547,
15,,Surface,1,Image 1,1,2548,
18,,Surface,1,Image 1,1,2549,
13,,Surface,1,Image 1,1,2550,
15,,Surface,1,Image 1,1,2551,
9,,Surface,1,Image 1,1,2552,
8,,Surface,1,Image 1,1,2553,
3,,Surface,1,Image 1,1,2554,
23,,Surface,1,Image 1,1,2555,
5,,Surface,1,Image 1,1,2556,
23,,Surface,1,Image 1,1,2557,
13,,Surface,1,Image 1,1,2558,
14,,Surface,1,Image 1,1,2559,
15,,Surface,1,Image 1,1,2560,
15,,Surface,1,Image 1,1,2561,
11,,Surface,1,Image 1,1,2562,
16,,Surface,1,Image 1,1,2563,
15,,Surface,1,Image 1,1,2564,
9,,Surface,1,Image 1,1,2565,
18,,Surface,1,Image 1,1,2566,
13,,Surface,1,Image 1,1,2567,
15,,Surface,1,Image 1,1,2568,
20,,Surface,1,Image 1,1,2569,
14,,Surface,1,Image 1,1,2570,
5,,Surface,1,Image 1,1,2571,
15,,Surface,1,Image 1,1,2572,
7,,Surface,1,Image 1,1,2573,
24,,Surface,1,Image 1,1,2574,
15,,Surface,1,Image 1,1,2575,
11,,Surface,1,Image 1,1,2576,
15,,Surface,1,Image 1,1,2577,
10,,Surface,1,Image 1,1,2578,
9,,Surface,1,Image 1,1,2579,
9,,Surface,1,Image 1,1,2580,
5,,Surface,1,Image 1,1,2581,
11,,Surface,1,Image 1,1,2582,
19,,Surface,1,Image 1,1,2583,
9,,Surface,1,Image 1,1,2584,
25,,Surface,1,Image 1,1,2585,
27,,Surface,1,Image 1,1,2586,
18,,Surface,1,Image 1,1,2587,
25,,Surface,1,Image 1,1,2588,
11,,Surface,1,Image 1,1,2589,
25,,Surface,1,Image 1,1,2590,
16,,Surface,1,Image 1,1,2591,
23,,Surface,1,Image 1,1,2592,
31,,Surface,1,Image 1,1,2593,
16,,Surface,1,Image 1,1,2594,
15,,Surface,1,Image 1,1,2595,
27,,Surface,1,Image 1,1,2596,
7,,Surface,1,Image 1,1,2597,
18,,Surface,1,Image 1,1,2598,
18,,Surface,1,Image 1,1,2599,
23,,Surface,1,Image 1,1,2600,
24,,Surface,1,Image 1,1,2601,
5,,Surface,1,Image 1,1,2602,
13,,Surface,1,Image 1,1,2603,
7,,Surface,1,Image 1,1,2604,
9,,Surface,1,Image 1,1,2605,
11,,Surface,1,Image 1,1,2606,
20,,Surface,1,Image 1,1,2607,
8,,Surface,1,Image 1,1,2608,
5,,Surface,1,Image 1,1,2609,
12,,Surface,1,Image 1,1,2610,
36,,Surface,1,Image 1,1,2611,
19,,Surface,1,Image 1,1,2612,
17,,Surface,1,Image 1,1,2613,
11,,Surface,1,Image 1,1,2614,
38,,Surface,1,Image 1,1,2615,
7,,Surface,1,Image 1,1,2616,
11,,Surface,1,Image 1,1,2617,
20,,Surface,1,Image 1,1,2618,
9,,Surface,1,Image 1,1,2619,
19,,Surface,1,Image 1,1,2620,
3,,Surface,1,Image 1,1,2621,
24,,Surface,1,Image 1,1,2622,
14,,Surface,1,Image 1,1,2623,
7,,Surface,1,Image 1,1,2624,
9,,Surface,1,Image 1,1,2625,
14,,Surface,1,Image 1,1,2626,
14,,Surface,1,Image 1,1,2627,
17,,Surface,1,Image 1,1,2628,
20,,Surface,1,Image 1,1,2629,
16,,Surface,1,Image 1,1,2630,
11,,Surface,1,Image 1,1,2631,
10,,Surface,1,Image 1,1,2632,
22,,Surface,1,Image 1,1,2633,
16,,Surface,1,Image 1,1,2634,
18,,Surface,1,Image 1,1,2635,
16,,Surface,1,Image 1,1,2636,
16,,Surface,1,Image 1,1,2637,
12,,Surface,1,Image 1,1,2638,
12,,Surface,1,Image 1,1,2639,
17,,Surface,1,Image 1,1,2640,
3,,Surface,1,Image 1,1,2641,
25,,Surface,1,Image 1,1,2642,
23,,Surface,1,Image 1,1,2643,
8,,Surface,1,Image 1,1,2644,
19,,Surface,1,Image 1,1,2645,
18,,Surface,1,Image 1,1,2646,
26,,Surface,1,Image 1,1,2647,
18,,Surface,1,Image 1,1,2648,
22,,Surface,1,Image 1,1,2649,
14,,Surface,1,Image 1,1,2650,
26,,Surface,1,Image 1,1,2651,
26,,Surface,1,Image 1,1,2652,
23,,Surface,1,Image 1,1,2653,
16,,Surface,1,Image 1,1,2654,
14,,Surface,1,Image 1,1,2655,
10,,Surface,1,Image 1,1,2656,
24,,Surface,1,Image 1,1,2657,
12,,Surface,1,Image 1,1,2658,
8,,Surface,1,Image 1,1,2659,
14,,Surface,1,Image 1,1,2660,
7,,Surface,1,Image 1,1,2661,
21,,Surface,1,Image 1,1,2662,
8,,Surface,1,Image 1,1,2663,
12,,Surface,1,Image 1,1,2664,
23,,Surface,1,Image 1,1,2665,
1,,Surface,1,Image 1,1,2666,
19,,Surface,1,Image 1,1,2667,
5,,Surface,1,Image 1,1,2668,
7,,Surface,1,Image 1,1,2669,
14,,Surface,1,Image 1,1,2670,
6,,Surface,1,Image 1,1,2671,
21,,Surface,1,Image 1,1,2672,
24,,Surface,1,Image 1,1,2673,
21,,Surface,1,Image 1,1,2674,
23,,Surface,1,Image 1,1,2675,
14,,Surface,1,Image 1,1,2676,
24,,Surface,1,Image 1,1,2677,
10,,Surface,1,Image 1,1,2678,
24,,Surface,1,Image 1,1,2679,
10,,Surface,1,Image 1,1,2680,
1,,Surface,1,Image 1,1,2681,
7,,Surface,1,Image 1,1,2682,
10,,Surface,1,Image 1,1,2683,
21,,Surface,1,Image 1,1,2684,
8,,Surface,1,Image 1,1,2685,
12,,Surface,1,Image 1,1,2686,
5,,Surface,1,Image 1,1,2687,
10,,Surface,1,Image 1,1,2688,
5,,Surface,1,Image 1,1,2689,
25,,Surface,1,Image 1,1,2690,
14,,Surface,1,Image 1,1,2691,
24,,Surface,1,Image 1,1,2692,
12,,Surface,1,Image 1,1,2693,
31,,Surface,1,Image 1,1,2694,
16,,Surface,1,Image 1,1,2695,
21,,Surface,1,Image 1,1,2696,
27,,Surface,1,Image 1,1,2697,
33,,Surface,1,Image 1,1,2698,
10,,Surface,1,Image 1,1,2699,
16,,Surface,1,Image 1,1,2700,
21,,Surface,1,Image 1,1,2701,
31,,Surface,1,Image 1,1,2702,
20,,Surface,1,Image 1,1,2703,
21,,Surface,1,Image 1,1,2704,
16,,Surface,1,Image 1,1,2705,
7,,Surface,1,Image 1,1,2706,
16,,Surface,1,Image 1,1,2707,
7,,Surface,1,Image 1,1,2708,
35,,Surface,1,Image 1,1,2709,
15,,Surface,1,Image 1,1,2710,
16,,Surface,1,Image 1,1,2711,
9,,Surface,1,Image 1,1,2712,
17,,Surface,1,Image 1,1,2713,
44,,Surface,1,Image 1,1,2714,
21,,Surface,1,Image 1,1,2715,
10,,Surface,1,Image 1,1,2716,
12,,Surface,1,Image 1,1,2717,
23,,Surface,1,Image 1,1,2718,
18,,Surface,1,Image 1,1,2719,
16,,Surface,1,Image 1,1,2720,
12,,Surface,1,Image 1,1,2721,
23,,Surface,1,Image 1,1,2722,
5,,Surface,1,Image 1,1,2723,
11,,Surface,1,Image 1,1,2724,
14,,Surface,1,Image 1,1,2725,
17,,Surface,1,Image 1,1,2726,
13,,Surface,1,Image 1,1,2727,
27,,Surface,1,Image 1,1,2728,
28,,Surface,1,Image 1,1,2729,
17,,Surface,1,Image 1,1,2730,
16,,Surface,1,Image 1,1,2731,
21,,Surface,1,Image 1,1,2732,
16,,Surface,1,Image 1,1,2733,
23,,Surface,1,Image 1,1,2734,
28,,Surface,1,Image 1,1,2735,
21,,Surface,1,Image 1,1,2736,
16,,Surface,1,Image 1,1,2737,
7,,Surface,1,Image 1,1,2738,
17,,Surface,1,Image 1,1,2739,
28,,Surface,1,Image 1,1,2740,
28,,Surface,1,Image 1,1,2741,
18,,Surface,1,Image 1,1,2742,
16,,Surface,1,Image 1,1,2743,
16,,Surface,1,Image 1,1,2744,
15,,Surface,1,Image 1,1,2745,
15,,Surface,1,Image 1,1,2746,
19,,Surface,1,Image 1,1,2747,
14,,Surface,1,Image 1,1,2748,
10,,Surface,1,Image 1,1,2749,
19,,Surface,1,Image 1,1,2750,
16,,Surface,1,Image 1,1,2751,
18,,Surface,1,Image 1,1,2752,
16,,Surface,1,Image 1,1,2753,
24,,Surface,1,Image 1,1,2754,
23,,Surface,1,Image 1,1,2755,
17,,Surface,1,Image 1,1,2756,
14,,Surface,1,Image 1,1,2757,
19,,Surface,1,Image 1,1,2758,
36,,Surface,1,Image 1,1,2759,
3,,Surface,1,Image 1,1,2760,
7,,Surface,1,Image 1,1,2761,
27,,Surface,1,Image 1,1,2762,
15,,Surface,1,Image 1,1,2763,
18,,Surface,1,Image 1,1,2764,
22,,Surface,1,Image 1,1,2765,
12,,Surface,1,Image 1,1,2766,
27,,Surface,1,Image 1,1,2767,
3,,Surface,1,Image 1,1,2768,
14,,Surface,1,Image 1,1,2769,
24,,Surface,1,Image 1,1,2770,
18,,Surface,1,Image 1,1,2771,
16,,Surface,1,Image 1,1,2772,
3,,Surface,1,Image 1,1,2773,
21,,Surface,1,Image 1,1,2774,
20,,Surface,1,Image 1,1,2775,
15,,Surface,1,Image 1,1,2776,
19,,Surface,1,Image 1,1,2777,
13,,Surface,1,Image 1,1,2778,
5,,Surface,1,Image 1,1,2779,
33,,Surface,1,Image 1,1,2780,
14,,Surface,1,Image 1,1,2781,
9,,Surface,1,Image 1,1,2782,
20,,Surface,1,Image 1,1,2783,
13,,Surface,1,Image 1,1,2784,
7,,Surface,1,Image 1,1,2785,
17,,Surface,1,Image 1,1,2786,
15,,Surface,1,Image 1,1,2787,
28,,Surface,1,Image 1,1,2788,
20,,Surface,1,Image 1,1,2789,
26,,Surface,1,Image 1,1,2790,
15,,Surface,1,Image 1,1,2791,
7,,Surface,1,Image 1,1,2792,
17,,Surface,1,Image 1,1,2793,
15,,Surface,1,Image 1,1,2794,
18,,Surface,1,Image 1,1,2795,
12,,Surface,1,Image 1,1,2796,
19,,Surface,1,Image 1,1,2797,
13,,Surface,1,Image 1,1,2798,
12,,Surface,1,Image 1,1,2799,
28,,Surface,1,Image 1,1,2800,
9,,Surface,1,Image 1,1,2801,
33,,Surface,1,Image 1,1,2802,
25,,Surface,1,Image 1,1,2803,
17,,Surface,1,Image 1,1,2804,
3,,Surface,1,Image 1,1,2805,
13,,Surface,1,Image 1,1,2806,
20,,Surface,1,Image 1,1,2807,
7,,Surface,1,Image 1,1,2808,
20,,Surface,1,Image 1,1,2809,
24,,Surface,1,Image 1,1,2810,
11,,Surface,1,Image 1,1,2811,
20,,Surface,1,Image 1,1,2812,
9,,Surface,1,Image 1,1,2813,
11,,Surface,1,Image 1,1,2814,
15,,Surface,1,Image 1,1,2815,
11,,Surface,1,Image 1,1,2816,
28,,Surface,1,Image 1,1,2817,
28,,Surface,1,Image 1,1,2818,
7,,Surface,1,Image 1,1,2819,
20,,Surface,1,Image 1,1,2820,
26,,Surface,1,Image 1,1,2821,
8,,Surface,1,Image 1,1,2822,
25,,Surface,1,Image 1,1,2823,
23,,Surface,1,Image 1,1,2824,
17,,Surface,1,Image 1,1,2825,
13,,Surface,1,Image 1,1,2826,
7,,Surface,1,Image 1,1,2827,
26,,Surface,1,Image 1,1,2828,
29,,Surface,1,Image 1,1,2829,
30,,Surface,1,Image 1,1,2830,
11,,Surface,1,Image 1,1,2831,
8,,Surface,1,Image 1,1,2832,
13,,Surface,1,Image 1,1,2833,
15,,Surface,1,Image 1,1,2834,
20,,Surface,1,Image 1,1,2835,
26,,Surface,1,Image 1,1,2836,
12,,Surface,1,Image 1,1,2837,
27,,Surface,1,Image 1,1,2838,
21,,Surface,1,Image 1,1,2839,
17,,Surface,1,Image 1,1,2840,
34,,Surface,1,Image 1,1,2841,
22,,Surface,1,Image 1,1,2842,
13,,Surface,1,Image 1,1,2843,
35,,Surface,1,Image 1,1,2844,
15,,Surface,1,Image 1,1,2845,
17,,Surface,1,Image 1,1,2846,
5,,Surface,1,Image 1,1,2847,
18,,Surface,1,Image 1,1,2848,
13,,Surface,1,Image 1,1,2849,
17,,Surface,1,Image 1,1,2850,
11,,Surface,1,Image 1,1,2851,
17,,Surface,1,Image 1,1,2852,
13,,Surface,1,Image 1,1,2853,
20,,Surface,1,Image 1,1,2854,
29,,Surface,1,Image 1,1,2855,
17,,Surface,1,Image 1,1,2856,
25,,Surface,1,Image 1,1,2857,
19,,Surface,1,Image 1,1,2858,
15,,Surface,1,Image 1,1,2859,
27,,Surface,1,Image 1,1,2860,
17,,Surface,1,Image 1,1,2861,
16,,Surface,1,Image 1,1,2862,
16,,Surface,1,Image 1,1,2863,
28,,Surface,1,Image 1,1,2864,
5,,Surface,1,Image 1,1,2865,
14,,Surface,1,Image 1,1,2866,
19,,Surface,1,Image 1,1,2867,
9,,Surface,1,Image 1,1,2868,
25,,Surface,1,Image 1,1,2869,
19,,Surface,1,Image 1,1,2870,
40,,Surface,1,Image 1,1,2871,
22,,Surface,1,Image 1,1,2872,
32,,Surface,1,Image 1,1,2873,
15,,Surface,1,Image 1,1,2874,
23,,Surface,1,Image 1,1,2875,
27,,Surface,1,Image 1,1,2876,
7,,Surface,1,Image 1,1,2877,
16,,Surface,1,Image 1,1,2878,
32,,Surface,1,Image 1,1,2879,
23,,Surface,1,Image 1,1,2880,
25,,Surface,1,Image 1,1,2881,
14,,Surface,1,Image 1,1,2882,
14,,Surface,1,Image 1,1,2883,
32,,Surface,1,Image 1,1,2884,
1,,Surface,1,Image 1,1,2885,
32,,Surface,1,Image 1,1,2886,
18,,Surface,1,Image 1,1,2887,
16,,Surface,1,Image 1,1,2888,
3,,Surface,1,Image 1,1,2889,
16,,Surface,1,Image 1,1,2890,
12,,Surface,1,Image 1,1,2891,
19,,Surface,1,Image 1,1,2892,
19,,Surface,1,Image 1,1,2893,
25,,Surface,1,Image 1,1,2894,
14,,Surface,1,Image 1,1,2895,
20,,Surface,1,Image 1,1,2896,
20,,Surface,1,Image 1,1,2897,
5,,Surface,1,Image 1,1,2898,
12,,Surface,1,Image 1,1,2899,
13,,Surface,1,Image 1,1,2900,
20,,Surface,1,Image 1,1,2901,
18,,Surface,1,Image 1,1,2902,
13,,Surface,1,Image 1,1,2903,
15,,Surface,1,Image 1,1,2904,
16,,Surface,1,Image 1,1,2905,
23,,Surface,1,Image 1,1,2906,
15,,Surface,1,Image 1,1,2907,
15,,Surface,1,Image 1,1,2908,
18,,Surface,1,Image 1,1,2909,
6,,Surface,1,Image 1,1,2910,
20,,Surface,1,Image 1,1,2911,
17,,Surface,1,Image 1,1,2912,
3,,Surface,1,Image 1,1,2913,
1,,Surface,1,Image 1,1,2914,
30,,Surface,1,Image 1,1,2915,
17,,Surface,1,Image 1,1,2916,
9,,Surface,1,Image 1,1,2917,
27,,Surface,1,Image 1,1,2918,
45,,Surface,1,Image 1,1,2919,
11,,Surface,1,Image 1,1,2920,
9,,Surface,1,Image 1,1,2921,
20,,Surface,1,Image 1,1,2922,
22,,Surface,1,Image 1,1,2923,
11,,Surface,1,Image 1,1,2924,
19,,Surface,1,Image 1,1,2925,
30,,Surface,1,Image 1,1,2926,
14,,Surface,1,Image 1,1,2927,
8,,Surface,1,Image 1,1,2928,
15,,Surface,1,Image 1,1,2929,
22,,Surface,1,Image 1,1,2930,
18,,Surface,1,Image 1,1,2931,
14,,Surface,1,Image 1,1,2932,
14,,Surface,1,Image 1,1,2933,
25,,Surface,1,Image 1,1,2934,
19,,Surface,1,Image 1,1,2935,
17,,Surface,1,Image 1,1,2936,
15,,Surface,1,Image 1,1,2937,
20,,Surface,1,Image 1,1,2938,
17,,Surface,1,Image 1,1,2939,
6,,Surface,1,Image 1,1,2940,
11,,Surface,1,Image 1,1,2941,
6,,Surface,1,Image 1,1,2942,
16,,Surface,1,Image 1,1,2943,
8,,Surface,1,Image 1,1,2944,
24,,Surface,1,Image 1,1,2945,
18,,Surface,1,Image 1,1,2946,
23,,Surface,1,Image 1,1,2947,
24,,Surface,1,Image 1,1,2948,
20,,Surface,1,Image 1,1,2949,
11,,Surface,1,Image 1,1,2950,
18,,Surface,1,Image 1,1,2951,
24,,Surface,1,Image 1,1,2952,
14,,Surface,1,Image 1,1,2953,
16,,Surface,1,Image 1,1,2954,
9,,Surface,1,Image 1,1,2955,
17,,Surface,1,Image 1,1,2956,
31,,Surface,1,Image 1,1,2957,
14,,Surface,1,Image 1,1,2958,
16,,Surface,1,Image 1,1,2959,
16,,Surface,1,Image 1,1,2960,
11,,Surface,1,Image 1,1,2961,
19,,Surface,1,Image 1,1,2962,
19,,Surface,1,Image 1,1,2963,
15,,Surface,1,Image 1,1,2964,
14,,Surface,1,Image 1,1,2965,
10,,Surface,1,Image 1,1,2966,
22,,Surface,1,Image 1,1,2967,
26,,Surface,1,Image 1,1,2968,
26,,Surface,1,Image 1,1,2969,
14,,Surface,1,Image 1,1,2970,
28,,Surface,1,Image 1,1,2971,
19,,Surface,1,Image 1,1,2972,
27,,Surface,1,Image 1,1,2973,
7,,Surface,1,Image 1,1,2974,
4,,Surface,1,Image 1,1,2975,
5,,Surface,1,Image 1,1,2976,
7,,Surface,1,Image 1,1,2977,
25,,Surface,1,Image 1,1,2978,
12,,Surface,1,Image 1,1,2979,
1,,Surface,1,Image 1,1,2980,
15,,Surface,1,Image 1,1,2981,
9,,Surface,1,Image 1,1,2982,
3,,Surface,1,Image 1,1,2983,
12,,Surface,1,Image 1,1,2984,
18,,Surface,1,Image 1,1,2985,
16,,Surface,1,Image 1,1,2986,
14,,Surface,1,Image 1,1,2987,
24,,Surface,1,Image 1,1,2988,
12,,Surface,1,Image 1,1,2989,
1,,Surface,1,Image 1,1,2990,
21,,Surface,1,Image 1,1,2991,
12,,Surface,1,Image 1,1,2992,
16,,Surface,1,Image 1,1,2993,
16,,Surface,1,Image 1,1,2994,
17,,Surface,1,Image 1,1,2995,
12,,Surface,1,Image 1,1,2996,
21,,Surface,1,Image 1,1,2997,
17,,Surface,1,Image 1,1,2998,
19,,Surface,1,Image 1,1,2999,
11,,Surface,1,Image 1,1,3000,
7,,Surface,1,Image 1,1,3001,
18,,Surface,1,Image 1,1,3002,
7,,Surface,1,Image 1,1,3003,
11,,Surface,1,Image 1,1,3004,
17,,Surface,1,Image 1,1,3005,
18,,Surface,1,Image 1,1,3006,
16,,Surface,1,Image 1,1,3007,
14,,Surface,1,Image 1,1,3008,
18,,Surface,1,Image 1,1,3009,
7,,Surface,1,Image 1,1,3010,
11,,Surface,1,Image 1,1,3011,
17,,Surface,1,Image 1,1,3012,
19,,Surface,1,Image 1,1,3013,
12,,Surface,1,Image 1,1,3014,
7,,Surface,1,Image 1,1,3015,
18,,Surface,1,Image 1,1,3016,
22,,Surface,1,Image 1,1,3017,
3,,Surface,1,Image 1,1,3018,
14,,Surface,1,Image 1,1,3019,
14,,Surface,1,Image 1,1,3020,
17,,Surface,1,Image 1,1,3021,
10,,Surface,1,Image 1,1,3022,
16,,Surface,1,Image 1,1,3023,
15,,Surface,1,Image 1,1,3024,
23,,Surface,1,Image 1,1,3025,
18,,Surface,1,Image 1,1,3026,
13,,Surface,1,Image 1,1,3027,
13,,Surface,1,Image 1,1,3028,
19,,Surface,1,Image 1,1,3029,
26,,Surface,1,Image 1,1,3030,
11,,Surface,1,Image 1,1,3031,
20,,Surface,1,Image 1,1,3032,
17,,Surface,1,Image 1,1,3033,
14,,Surface,1,Image 1,1,3034,
21,,Surface,1,Image 1,1,3035,
13,,Surface,1,Image 1,1,3036,
15,,Surface,1,Image 1,1,3037,
21,,Surface,1,Image 1,1,3038,
12,,Surface,1,Image 1,1,3039,
13,,Surface,1,Image 1,1,3040,
14,,Surface,1,Image 1,1,3041,
10,,Surface,1,Image 1,1,3042,
15,,Surface,1,Image 1,1,3043,
24,,Surface,1,Image 1,1,3044,
14,,Surface,1,Image 1,1,3045,
11,,Surface,1,Image 1,1,3046,
1,,Surface,1,Image 1,1,3047,
20,,Surface,1,Image 1,1,3048,
11,,Surface,1,Image 1,1,3049,
19,,Surface,1,Image 1,1,3050,
20,,Surface,1,Image 1,1,3051,
17,,Surface,1,Image 1,1,3052,
13,,Surface,1,Image 1,1,3053,
3,,Surface,1,Image 1,1,3054,
17,,Surface,1,Image 1,1,3055,
5,,Surface,1,Image 1,1,3056,
14,,Surface,1,Image 1,1,3057,
17,,Surface,1,Image 1,1,3058,
15,,Surface,1,Image 1,1,3059,
3,,Surface,1,Image 1,1,3060,
12,,Surface,1,Image 1,1,3061,
17,,Surface,1,Image 1,1,3062,
19,,Surface,1,Image 1,1,3063,
22,,Surface,1,Image 1,1,3064,
15,,Surface,1,Image 1,1,3065,
19,,Surface,1,Image 1,1,3066,
1,,Surface,1,Image 1,1,3067,
20,,Surface,1,Image 1,1,3068,
12,,Surface,1,Image 1,1,3069,
12,,Surface,1,Image 1,1,3070,
28,,Surface,1,Image 1,1,3071,
22,,Surface,1,Image 1,1,3072,
3,,Surface,1,Image 1,1,3073,
7,,Surface,1,Image 1,1,3074,
17,,Surface,1,Image 1,1,3075,
14,,Surface,1,Image 1,1,3076,
10,,Surface,1,Image 1,1,3077,
27,,Surface,1,Image 1,1,3078,
11,,Surface,1,Image 1,1,3079,
26,,Surface,1,Image 1,1,3080,
16,,Surface,1,Image 1,1,3081,
29,,Surface,1,Image 1,1,3082,
14,,Surface,1,Image 1,1,3083,
21,,Surface,1,Image 1,1,3084,
22,,Surface,1,Image 1,1,3085,
27,,Surface,1,Image 1,1,3086,
10,,Surface,1,Image 1,1,3087,
15,,Surface,1,Image 1,1,3088,
12,,Surface,1,Image 1,1,3089,
15,,Surface,1,Image 1,1,3090,
19,,Surface,1,Image 1,1,3091,
18,,Surface,1,Image 1,1,3092,
28,,Surface,1,Image 1,1,3093,
16,,Surface,1,Image 1,1,3094,
18,,Surface,1,Image 1,1,3095,
23,,Surface,1,Image 1,1,3096,
16,,Surface,1,Image 1,1,3097,
18,,Surface,1,Image 1,1,3098,
16,,Surface,1,Image 1,1,3099,
19,,Surface,1,Image 1,1,3100,
29,,Surface,1,Image 1,1,3101,
14,,Surface,1,Image 1,1,3102,
14,,Surface,1,Image 1,1,3103,
6,,Surface,1,Image 1,1,3104,
14,,Surface,1,Image 1,1,3105,
12,,Surface,1,Image 1,1,3106,
14,,Surface,1,Image 1,1,3107,
13,,Surface,1,Image 1,1,3108,
16,,Surface,1,Image 1,1,3109,
9,,Surface,1,Image 1,1,3110,
10,,Surface,1,Image 1,1,3111,
9,,Surface,1,Image 1,1,3112,
0,,Surface,1,Image 1,1,3113,
12,,Surface,1,Image 1,1,3114,
19,,Surface,1,Image 1,1,3115,
