
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
50362,38674.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2422,
50225.4,38812.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2423,
50426.6,38610.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2424,
50389.9,38652,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2425,
50362.3,38686.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2426,
50374.4,38679.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2427,
50413.6,38641.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2428,
50374.3,38688.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2429,
49871.1,39186.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2430,
50045.8,39013.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2431,
49949.5,39111.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2432,
50431.4,38640.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2433,
50240.7,38833,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2434,
50286.2,38795.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2435,
50374.7,38708.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2436,
50330.6,38764.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2437,
50421.2,38676.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2438,
50415.4,38684.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2439,
50102.6,38998.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2440,
50332.4,38783.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2441,
50355.3,38767,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2442,
49968.9,39148.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2443,
50285.1,38848.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2444,
50176.4,38964.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2445,
50375.6,38774.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2446,
50348,38810.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2447,
50174.4,39002.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2448,
50206.2,38982.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2449,
50224.5,38967.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2450,
50229.7,38983.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2451,
50310,38615.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2452,
50416.3,38504.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2453,
50244,38681.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2454,
50317.7,38612,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2455,
50415.4,38522.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2456,
50366.3,38576.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2457,
50268.7,38672.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2458,
50423.1,38525.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2459,
50257.8,38699.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2460,
50320.7,38640.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2461,
50340.1,38620.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2462,
50319.7,38653.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2463,
49952.8,39018.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2464,
50384.9,38598.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2465,
50286.3,38702.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2466,
50377.6,38618.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2467,
50367.6,38625.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2468,
50211.2,38801,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2469,
49767.4,39013.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2470,
49979.4,38800.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2471,
50303.6,38481.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2472,
50009.6,38782.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2473,
50305.7,38489.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2474,
49754.7,39048.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2475,
50376.1,38426.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2476,
49769.7,39037.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2477,
50041.4,38783.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2478,
50304.7,38520.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2479,
50411.2,38412.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2480,
50304.3,38530.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2481,
50249.1,38594.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2482,
50332.2,38514.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2483,
50373,38473.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2484,
50265.2,38587.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2485,
50341.7,38522.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2486,
50399.2,38487.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2487,
50195.5,38692.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2488,
50396.4,38497.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2489,
50255.3,38651.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2490,
50426.2,38488.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2491,
50112.6,38583.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2492,
50301.1,38388.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2493,
50148.2,38550.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2494,
50158.1,38544.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2495,
50190.4,38507.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2496,
50175.3,38527.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2497,
49955.8,38742.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2498,
50278.8,38422.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2499,
49955.3,38753.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2500,
50357.8,38350.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2501,
50344.8,38370.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2502,
50127.4,38592.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2503,
50401.1,38318.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2504,
50139.2,38590.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2505,
50366,38365.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2506,
50347.9,38384,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2507,
50354,38378.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2508,
50200.4,38535.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2509,
50001.9,38730.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2510,
50375.1,38368.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2511,
49868,38877.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2512,
50312.2,38436.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2513,
50098.4,38649.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2514,
50310.8,38444.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2515,
50155.7,38602.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2516,
50378.4,38387.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2517,
50222.1,38553.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2518,
50291.5,38343.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2519,
50157,38492.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2520,
50129.3,38534.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2521,
50098.1,38550.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2522,
50123,38557.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2523,
50388.5,38271,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2524,
50415.6,38239.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2525,
50353.9,38305.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2526,
50449.8,38221.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2527,
50168.8,38506.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2528,
50147.1,38535.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2529,
50344.2,38341.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2530,
50064.8,38622.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2531,
50292.9,38391.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2532,
50177.4,38518.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2533,
50094.9,38482,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2534,
50041.2,38540.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2535,
49981.4,38602.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2536,
50134.1,38460.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2537,
50194,38402.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2538,
50468.6,38126.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2539,
50042.7,38572.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2540,
50442.3,38164.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2541,
50148.8,38476.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2542,
50313.5,38297.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2543,
50321.8,38294.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2544,
50454.6,38164.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2545,
50117.6,38510.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2546,
50221.9,38404.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2547,
50255.2,38272,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2548,
50238.6,38293.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2549,
50164.6,38371.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2550,
50098.5,38435.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2551,
50068,38473,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2552,
49988.4,38579.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2553,
50147.4,38402.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2554,
50467.1,38077.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2555,
50273.1,38269.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2556,
50035.4,38513.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2557,
50077.3,38473.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2558,
49837.5,38711.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2559,
50230.7,38320.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2560,
50187.8,38378.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2561,
50479.6,38079.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2562,
50038.1,38523,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2563,
50254.8,38307.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2564,
50336.2,38235.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2565,
50235.2,38336.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2566,
50209.7,38367.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2567,
50273.3,38207,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2568,
50238.5,38232.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2569,
49762.7,38713,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2570,
50397.6,38078,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2571,
50253.5,38225,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2572,
50097.6,38397.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2573,
50443.4,38046.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2574,
49962.2,38538.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2575,
49964.6,38549.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2576,
50120.6,38392.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2577,
50413.4,38100.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2578,
50117.1,38409.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2579,
50133.7,38399.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2580,
49967.8,38570.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2581,
50343.5,38174.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2582,
50114.5,38317,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2583,
50265.5,38174.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2584,
49824.6,38615.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2585,
49887.6,38552.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2586,
50260.7,38196.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2587,
50192.9,38252.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2588,
50081.6,38377.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2589,
50477.7,37974.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2590,
50418.3,38037.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2591,
49806.5,38647.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2592,
50508,37949.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2593,
50413.5,38043,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2594,
50332.5,38127.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2595,
50444.9,38010.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2596,
50134.7,38333.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2597,
50245.7,38212.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2598,
50412.5,38050,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2599,
50505.4,37955.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2600,
49860.4,38601,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2601,
50482.6,37985.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2602,
50327.5,38140,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2603,
50166.6,38302.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2604,
50271.4,38130.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2605,
50260.9,38133.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2606,
50310.6,38071.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2607,
49983.7,38403.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2608,
50045.6,38355.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2609,
50101.6,38308,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2610,
50016.3,38387.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2611,
50448.5,37961.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2612,
50409.1,38000.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2613,
50235.5,38183.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2614,
50333.8,38087.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2615,
50064.6,38372.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2616,
50222.8,38204.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2617,
50275.8,38153.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2618,
50283.8,38145.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2619,
50508.9,37835.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2620,
50048.8,38341.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2621,
50258.7,38099.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2622,
50319.3,38039.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2623,
50284.3,38080.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2624,
50199.2,38164.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2625,
50485.3,37874.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2626,
50144,38213.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2627,
50266.5,38103.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2628,
49828.4,38533.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2629,
50280.6,38090,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2630,
50194.5,38173.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2631,
50097.7,38285.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2632,
50354.8,38010.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2633,
50220,38151.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2634,
50248.6,38124.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2635,
50363.7,38008.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2636,
50514.1,37861.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2637,
50277,38110.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2638,
50325.2,38055.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2639,
50246.8,38134.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2640,
50241.8,38145.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2641,
50182.9,38194.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2642,
50022.2,38365,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2643,
50037,38302.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2644,
50278.7,38018.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2645,
49778,38521.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2646,
50303,37997.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2647,
50486.6,37817,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2648,
49775.2,38530,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2649,
49904.7,38397,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2650,
50249.7,38055.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2651,
50274.3,38035.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2652,
49858.5,38453,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2653,
50482.3,37827.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2654,
49965.5,38347.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2655,
50048,38276.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2656,
49773.4,38541.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2657,
50154.8,38163,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2658,
49972.2,38353.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2659,
50299.8,38020.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2660,
50069.5,38285.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2661,
50507.7,37818.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2662,
50019.6,38320.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2663,
50234,38113.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2664,
49863.4,38478.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2665,
50052.7,38318.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2666,
50201.2,38141.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2667,
50267.1,38087.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2668,
50203.4,38148.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2669,
50158.3,38185,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2670,
49989.2,38373,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2671,
49859.6,38484.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2672,
49875.5,38395.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2673,
50166.8,38103.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2674,
50305.4,37963.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2675,
50272.5,38004.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2676,
50428.8,37843.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2677,
50013.2,38287,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2678,
49880.7,38402.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2679,
49950.8,38334.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2680,
50094.1,38246.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2681,
50456,37831.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2682,
49825.8,38465.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2683,
50194.8,38093.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2684,
49996.9,38293.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2685,
50148.2,38149.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2686,
50440.6,37850.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2687,
49957.4,38343.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2688,
50120.6,38175.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2689,
50470.7,37829.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2690,
49803.7,38399.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2691,
49746.9,38458,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2692,
49949.8,38262.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2693,
49802.2,38406.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2694,
50454,37759,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2695,
49988.8,38227.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2696,
50463.1,37750.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2697,
49974.9,38241.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2698,
49929.1,38293.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2699,
50216.4,38006.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2700,
50281.6,37945.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2701,
49872.8,38353,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2702,
50097.8,38130,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2703,
50197.2,38036.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2704,
49897.8,38337,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2705,
50218.7,38027,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2706,
49967.1,38277.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2707,
50451.8,37800.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2708,
49747.9,38501.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2709,
50319,37778.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2710,
50453,37671.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2711,
50239,37884.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2712,
50117.5,38020.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2713,
49829.2,38313.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2714,
50096.8,38048.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2715,
49896.9,38267.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2716,
50306,37853.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2717,
50434.9,37731.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2718,
49892.7,38276.8,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2719,
49886.7,38286.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2720,
49902.6,38282.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2721,
49929.3,38245.5,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2722,
50094.6,38090.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2723,
50193.6,37998.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2724,
50103.4,38084.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2725,
50188.9,38006.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2726,
50330.3,37666.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2727,
50392.7,37607.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2728,
50251,37765.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2729,
50340.9,37681.4,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2730,
50350.7,37679.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2731,
50363.6,37670.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2732,
50344,37695.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2733,
50346.8,37704,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2734,
50422.8,37650.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2735,
50370.4,37721.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2736,
50475.2,37390.9,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2737,
50292.5,37561.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2738,
50400.2,37454.2,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2739,
50520.6,37333.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2740,
50127.5,37740.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2741,
50463.3,37409.7,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2742,
50507.6,37376.6,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2743,
50472.8,37410.1,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2744,
50369.6,37509,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2745,
50367.2,37519.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2746,
50515.9,37399,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2747,
50497.8,37422.3,0.5,um,Surface,2,Center of Image Mass,Image 1,1,2748,
