
Intensity Center Ch=2 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
25,,Surface,2,Image 1,1,2422,
154,,Surface,2,Image 1,1,2423,
44,,Surface,2,Image 1,1,2424,
34,,Surface,2,Image 1,1,2425,
79,,Surface,2,Image 1,1,2426,
46,,Surface,2,Image 1,1,2427,
55,,Surface,2,Image 1,1,2428,
73,,Surface,2,Image 1,1,2429,
94,,Surface,2,Image 1,1,2430,
136,,Surface,2,Image 1,1,2431,
24,,Surface,2,Image 1,1,2432,
56,,Surface,2,Image 1,1,2433,
162,,Surface,2,Image 1,1,2434,
186,,Surface,2,Image 1,1,2435,
28,,Surface,2,Image 1,1,2436,
119,,Surface,2,Image 1,1,2437,
61,,Surface,2,Image 1,1,2438,
34,,Surface,2,Image 1,1,2439,
92,,Surface,2,Image 1,1,2440,
64,,Surface,2,Image 1,1,2441,
51,,Surface,2,Image 1,1,2442,
70,,Surface,2,Image 1,1,2443,
72,,Surface,2,Image 1,1,2444,
187,,Surface,2,Image 1,1,2445,
45,,Surface,2,Image 1,1,2446,
35,,Surface,2,Image 1,1,2447,
57,,Surface,2,Image 1,1,2448,
34,,Surface,2,Image 1,1,2449,
52,,Surface,2,Image 1,1,2450,
123,,Surface,2,Image 1,1,2451,
51,,Surface,2,Image 1,1,2452,
41,,Surface,2,Image 1,1,2453,
27,,Surface,2,Image 1,1,2454,
55,,Surface,2,Image 1,1,2455,
58,,Surface,2,Image 1,1,2456,
54,,Surface,2,Image 1,1,2457,
55,,Surface,2,Image 1,1,2458,
56,,Surface,2,Image 1,1,2459,
50,,Surface,2,Image 1,1,2460,
50,,Surface,2,Image 1,1,2461,
34,,Surface,2,Image 1,1,2462,
46,,Surface,2,Image 1,1,2463,
79,,Surface,2,Image 1,1,2464,
45,,Surface,2,Image 1,1,2465,
54,,Surface,2,Image 1,1,2466,
21,,Surface,2,Image 1,1,2467,
107,,Surface,2,Image 1,1,2468,
226,,Surface,2,Image 1,1,2469,
132,,Surface,2,Image 1,1,2470,
48,,Surface,2,Image 1,1,2471,
59,,Surface,2,Image 1,1,2472,
55,,Surface,2,Image 1,1,2473,
41,,Surface,2,Image 1,1,2474,
201,,Surface,2,Image 1,1,2475,
106,,Surface,2,Image 1,1,2476,
70,,Surface,2,Image 1,1,2477,
139,,Surface,2,Image 1,1,2478,
38,,Surface,2,Image 1,1,2479,
57,,Surface,2,Image 1,1,2480,
40,,Surface,2,Image 1,1,2481,
54,,Surface,2,Image 1,1,2482,
66,,Surface,2,Image 1,1,2483,
69,,Surface,2,Image 1,1,2484,
65,,Surface,2,Image 1,1,2485,
184,,Surface,2,Image 1,1,2486,
32,,Surface,2,Image 1,1,2487,
33,,Surface,2,Image 1,1,2488,
45,,Surface,2,Image 1,1,2489,
67,,Surface,2,Image 1,1,2490,
35,,Surface,2,Image 1,1,2491,
48,,Surface,2,Image 1,1,2492,
75,,Surface,2,Image 1,1,2493,
119,,Surface,2,Image 1,1,2494,
138,,Surface,2,Image 1,1,2495,
38,,Surface,2,Image 1,1,2496,
71,,Surface,2,Image 1,1,2497,
200,,Surface,2,Image 1,1,2498,
46,,Surface,2,Image 1,1,2499,
116,,Surface,2,Image 1,1,2500,
144,,Surface,2,Image 1,1,2501,
59,,Surface,2,Image 1,1,2502,
47,,Surface,2,Image 1,1,2503,
72,,Surface,2,Image 1,1,2504,
149,,Surface,2,Image 1,1,2505,
131,,Surface,2,Image 1,1,2506,
76,,Surface,2,Image 1,1,2507,
63,,Surface,2,Image 1,1,2508,
208,,Surface,2,Image 1,1,2509,
119,,Surface,2,Image 1,1,2510,
173,,Surface,2,Image 1,1,2511,
186,,Surface,2,Image 1,1,2512,
96,,Surface,2,Image 1,1,2513,
82,,Surface,2,Image 1,1,2514,
60,,Surface,2,Image 1,1,2515,
78,,Surface,2,Image 1,1,2516,
102,,Surface,2,Image 1,1,2517,
59,,Surface,2,Image 1,1,2518,
57,,Surface,2,Image 1,1,2519,
105,,Surface,2,Image 1,1,2520,
67,,Surface,2,Image 1,1,2521,
101,,Surface,2,Image 1,1,2522,
33,,Surface,2,Image 1,1,2523,
56,,Surface,2,Image 1,1,2524,
60,,Surface,2,Image 1,1,2525,
48,,Surface,2,Image 1,1,2526,
107,,Surface,2,Image 1,1,2527,
20,,Surface,2,Image 1,1,2528,
116,,Surface,2,Image 1,1,2529,
236,,Surface,2,Image 1,1,2530,
144,,Surface,2,Image 1,1,2531,
69,,Surface,2,Image 1,1,2532,
155,,Surface,2,Image 1,1,2533,
138,,Surface,2,Image 1,1,2534,
141,,Surface,2,Image 1,1,2535,
123,,Surface,2,Image 1,1,2536,
53,,Surface,2,Image 1,1,2537,
50,,Surface,2,Image 1,1,2538,
47,,Surface,2,Image 1,1,2539,
46,,Surface,2,Image 1,1,2540,
77,,Surface,2,Image 1,1,2541,
118,,Surface,2,Image 1,1,2542,
65,,Surface,2,Image 1,1,2543,
54,,Surface,2,Image 1,1,2544,
40,,Surface,2,Image 1,1,2545,
38,,Surface,2,Image 1,1,2546,
238,,Surface,2,Image 1,1,2547,
168,,Surface,2,Image 1,1,2548,
92,,Surface,2,Image 1,1,2549,
66,,Surface,2,Image 1,1,2550,
49,,Surface,2,Image 1,1,2551,
109,,Surface,2,Image 1,1,2552,
98,,Surface,2,Image 1,1,2553,
97,,Surface,2,Image 1,1,2554,
78,,Surface,2,Image 1,1,2555,
60,,Surface,2,Image 1,1,2556,
124,,Surface,2,Image 1,1,2557,
106,,Surface,2,Image 1,1,2558,
82,,Surface,2,Image 1,1,2559,
218,,Surface,2,Image 1,1,2560,
78,,Surface,2,Image 1,1,2561,
22,,Surface,2,Image 1,1,2562,
43,,Surface,2,Image 1,1,2563,
51,,Surface,2,Image 1,1,2564,
248,,Surface,2,Image 1,1,2565,
79,,Surface,2,Image 1,1,2566,
12,,Surface,2,Image 1,1,2567,
146,,Surface,2,Image 1,1,2568,
164,,Surface,2,Image 1,1,2569,
70,,Surface,2,Image 1,1,2570,
50,,Surface,2,Image 1,1,2571,
101,,Surface,2,Image 1,1,2572,
110,,Surface,2,Image 1,1,2573,
124,,Surface,2,Image 1,1,2574,
82,,Surface,2,Image 1,1,2575,
66,,Surface,2,Image 1,1,2576,
89,,Surface,2,Image 1,1,2577,
38,,Surface,2,Image 1,1,2578,
38,,Surface,2,Image 1,1,2579,
107,,Surface,2,Image 1,1,2580,
43,,Surface,2,Image 1,1,2581,
65,,Surface,2,Image 1,1,2582,
55,,Surface,2,Image 1,1,2583,
46,,Surface,2,Image 1,1,2584,
63,,Surface,2,Image 1,1,2585,
60,,Surface,2,Image 1,1,2586,
206,,Surface,2,Image 1,1,2587,
59,,Surface,2,Image 1,1,2588,
69,,Surface,2,Image 1,1,2589,
41,,Surface,2,Image 1,1,2590,
227,,Surface,2,Image 1,1,2591,
50,,Surface,2,Image 1,1,2592,
46,,Surface,2,Image 1,1,2593,
227,,Surface,2,Image 1,1,2594,
208,,Surface,2,Image 1,1,2595,
41,,Surface,2,Image 1,1,2596,
34,,Surface,2,Image 1,1,2597,
248,,Surface,2,Image 1,1,2598,
66,,Surface,2,Image 1,1,2599,
52,,Surface,2,Image 1,1,2600,
32,,Surface,2,Image 1,1,2601,
153,,Surface,2,Image 1,1,2602,
109,,Surface,2,Image 1,1,2603,
80,,Surface,2,Image 1,1,2604,
209,,Surface,2,Image 1,1,2605,
86,,Surface,2,Image 1,1,2606,
80,,Surface,2,Image 1,1,2607,
113,,Surface,2,Image 1,1,2608,
178,,Surface,2,Image 1,1,2609,
87,,Surface,2,Image 1,1,2610,
128,,Surface,2,Image 1,1,2611,
52,,Surface,2,Image 1,1,2612,
43,,Surface,2,Image 1,1,2613,
171,,Surface,2,Image 1,1,2614,
40,,Surface,2,Image 1,1,2615,
137,,Surface,2,Image 1,1,2616,
67,,Surface,2,Image 1,1,2617,
86,,Surface,2,Image 1,1,2618,
148,,Surface,2,Image 1,1,2619,
209,,Surface,2,Image 1,1,2620,
87,,Surface,2,Image 1,1,2621,
137,,Surface,2,Image 1,1,2622,
114,,Surface,2,Image 1,1,2623,
53,,Surface,2,Image 1,1,2624,
163,,Surface,2,Image 1,1,2625,
103,,Surface,2,Image 1,1,2626,
78,,Surface,2,Image 1,1,2627,
234,,Surface,2,Image 1,1,2628,
116,,Surface,2,Image 1,1,2629,
199,,Surface,2,Image 1,1,2630,
122,,Surface,2,Image 1,1,2631,
63,,Surface,2,Image 1,1,2632,
47,,Surface,2,Image 1,1,2633,
125,,Surface,2,Image 1,1,2634,
54,,Surface,2,Image 1,1,2635,
45,,Surface,2,Image 1,1,2636,
148,,Surface,2,Image 1,1,2637,
187,,Surface,2,Image 1,1,2638,
29,,Surface,2,Image 1,1,2639,
210,,Surface,2,Image 1,1,2640,
92,,Surface,2,Image 1,1,2641,
29,,Surface,2,Image 1,1,2642,
112,,Surface,2,Image 1,1,2643,
109,,Surface,2,Image 1,1,2644,
149,,Surface,2,Image 1,1,2645,
241,,Surface,2,Image 1,1,2646,
65,,Surface,2,Image 1,1,2647,
65,,Surface,2,Image 1,1,2648,
155,,Surface,2,Image 1,1,2649,
188,,Surface,2,Image 1,1,2650,
129,,Surface,2,Image 1,1,2651,
116,,Surface,2,Image 1,1,2652,
151,,Surface,2,Image 1,1,2653,
255,,Surface,2,Image 1,1,2654,
179,,Surface,2,Image 1,1,2655,
83,,Surface,2,Image 1,1,2656,
75,,Surface,2,Image 1,1,2657,
47,,Surface,2,Image 1,1,2658,
84,,Surface,2,Image 1,1,2659,
57,,Surface,2,Image 1,1,2660,
99,,Surface,2,Image 1,1,2661,
138,,Surface,2,Image 1,1,2662,
134,,Surface,2,Image 1,1,2663,
120,,Surface,2,Image 1,1,2664,
61,,Surface,2,Image 1,1,2665,
84,,Surface,2,Image 1,1,2666,
159,,Surface,2,Image 1,1,2667,
201,,Surface,2,Image 1,1,2668,
172,,Surface,2,Image 1,1,2669,
138,,Surface,2,Image 1,1,2670,
58,,Surface,2,Image 1,1,2671,
39,,Surface,2,Image 1,1,2672,
108,,Surface,2,Image 1,1,2673,
73,,Surface,2,Image 1,1,2674,
51,,Surface,2,Image 1,1,2675,
58,,Surface,2,Image 1,1,2676,
142,,Surface,2,Image 1,1,2677,
95,,Surface,2,Image 1,1,2678,
192,,Surface,2,Image 1,1,2679,
110,,Surface,2,Image 1,1,2680,
53,,Surface,2,Image 1,1,2681,
28,,Surface,2,Image 1,1,2682,
205,,Surface,2,Image 1,1,2683,
44,,Surface,2,Image 1,1,2684,
244,,Surface,2,Image 1,1,2685,
43,,Surface,2,Image 1,1,2686,
242,,Surface,2,Image 1,1,2687,
76,,Surface,2,Image 1,1,2688,
47,,Surface,2,Image 1,1,2689,
134,,Surface,2,Image 1,1,2690,
89,,Surface,2,Image 1,1,2691,
50,,Surface,2,Image 1,1,2692,
23,,Surface,2,Image 1,1,2693,
49,,Surface,2,Image 1,1,2694,
225,,Surface,2,Image 1,1,2695,
105,,Surface,2,Image 1,1,2696,
137,,Surface,2,Image 1,1,2697,
60,,Surface,2,Image 1,1,2698,
133,,Surface,2,Image 1,1,2699,
69,,Surface,2,Image 1,1,2700,
65,,Surface,2,Image 1,1,2701,
92,,Surface,2,Image 1,1,2702,
31,,Surface,2,Image 1,1,2703,
115,,Surface,2,Image 1,1,2704,
91,,Surface,2,Image 1,1,2705,
53,,Surface,2,Image 1,1,2706,
83,,Surface,2,Image 1,1,2707,
221,,Surface,2,Image 1,1,2708,
193,,Surface,2,Image 1,1,2709,
75,,Surface,2,Image 1,1,2710,
138,,Surface,2,Image 1,1,2711,
255,,Surface,2,Image 1,1,2712,
65,,Surface,2,Image 1,1,2713,
37,,Surface,2,Image 1,1,2714,
40,,Surface,2,Image 1,1,2715,
102,,Surface,2,Image 1,1,2716,
243,,Surface,2,Image 1,1,2717,
117,,Surface,2,Image 1,1,2718,
135,,Surface,2,Image 1,1,2719,
106,,Surface,2,Image 1,1,2720,
71,,Surface,2,Image 1,1,2721,
94,,Surface,2,Image 1,1,2722,
47,,Surface,2,Image 1,1,2723,
39,,Surface,2,Image 1,1,2724,
43,,Surface,2,Image 1,1,2725,
73,,Surface,2,Image 1,1,2726,
60,,Surface,2,Image 1,1,2727,
114,,Surface,2,Image 1,1,2728,
119,,Surface,2,Image 1,1,2729,
100,,Surface,2,Image 1,1,2730,
144,,Surface,2,Image 1,1,2731,
201,,Surface,2,Image 1,1,2732,
69,,Surface,2,Image 1,1,2733,
59,,Surface,2,Image 1,1,2734,
110,,Surface,2,Image 1,1,2735,
161,,Surface,2,Image 1,1,2736,
88,,Surface,2,Image 1,1,2737,
130,,Surface,2,Image 1,1,2738,
249,,Surface,2,Image 1,1,2739,
62,,Surface,2,Image 1,1,2740,
96,,Surface,2,Image 1,1,2741,
86,,Surface,2,Image 1,1,2742,
149,,Surface,2,Image 1,1,2743,
122,,Surface,2,Image 1,1,2744,
87,,Surface,2,Image 1,1,2745,
168,,Surface,2,Image 1,1,2746,
114,,Surface,2,Image 1,1,2747,
110,,Surface,2,Image 1,1,2748,
79,,Surface,2,Image 1,1,2749,
101,,Surface,2,Image 1,1,2750,
111,,Surface,2,Image 1,1,2751,
100,,Surface,2,Image 1,1,2752,
83,,Surface,2,Image 1,1,2753,
179,,Surface,2,Image 1,1,2754,
148,,Surface,2,Image 1,1,2755,
154,,Surface,2,Image 1,1,2756,
121,,Surface,2,Image 1,1,2757,
213,,Surface,2,Image 1,1,2758,
201,,Surface,2,Image 1,1,2759,
153,,Surface,2,Image 1,1,2760,
230,,Surface,2,Image 1,1,2761,
61,,Surface,2,Image 1,1,2762,
211,,Surface,2,Image 1,1,2763,
160,,Surface,2,Image 1,1,2764,
197,,Surface,2,Image 1,1,2765,
167,,Surface,2,Image 1,1,2766,
62,,Surface,2,Image 1,1,2767,
255,,Surface,2,Image 1,1,2768,
155,,Surface,2,Image 1,1,2769,
63,,Surface,2,Image 1,1,2770,
127,,Surface,2,Image 1,1,2771,
128,,Surface,2,Image 1,1,2772,
152,,Surface,2,Image 1,1,2773,
103,,Surface,2,Image 1,1,2774,
213,,Surface,2,Image 1,1,2775,
211,,Surface,2,Image 1,1,2776,
63,,Surface,2,Image 1,1,2777,
244,,Surface,2,Image 1,1,2778,
110,,Surface,2,Image 1,1,2779,
115,,Surface,2,Image 1,1,2780,
115,,Surface,2,Image 1,1,2781,
248,,Surface,2,Image 1,1,2782,
140,,Surface,2,Image 1,1,2783,
49,,Surface,2,Image 1,1,2784,
242,,Surface,2,Image 1,1,2785,
90,,Surface,2,Image 1,1,2786,
169,,Surface,2,Image 1,1,2787,
41,,Surface,2,Image 1,1,2788,
115,,Surface,2,Image 1,1,2789,
177,,Surface,2,Image 1,1,2790,
78,,Surface,2,Image 1,1,2791,
64,,Surface,2,Image 1,1,2792,
81,,Surface,2,Image 1,1,2793,
68,,Surface,2,Image 1,1,2794,
74,,Surface,2,Image 1,1,2795,
190,,Surface,2,Image 1,1,2796,
129,,Surface,2,Image 1,1,2797,
254,,Surface,2,Image 1,1,2798,
65,,Surface,2,Image 1,1,2799,
49,,Surface,2,Image 1,1,2800,
81,,Surface,2,Image 1,1,2801,
173,,Surface,2,Image 1,1,2802,
77,,Surface,2,Image 1,1,2803,
121,,Surface,2,Image 1,1,2804,
255,,Surface,2,Image 1,1,2805,
208,,Surface,2,Image 1,1,2806,
55,,Surface,2,Image 1,1,2807,
237,,Surface,2,Image 1,1,2808,
61,,Surface,2,Image 1,1,2809,
42,,Surface,2,Image 1,1,2810,
224,,Surface,2,Image 1,1,2811,
231,,Surface,2,Image 1,1,2812,
59,,Surface,2,Image 1,1,2813,
157,,Surface,2,Image 1,1,2814,
66,,Surface,2,Image 1,1,2815,
79,,Surface,2,Image 1,1,2816,
86,,Surface,2,Image 1,1,2817,
33,,Surface,2,Image 1,1,2818,
227,,Surface,2,Image 1,1,2819,
55,,Surface,2,Image 1,1,2820,
191,,Surface,2,Image 1,1,2821,
44,,Surface,2,Image 1,1,2822,
164,,Surface,2,Image 1,1,2823,
83,,Surface,2,Image 1,1,2824,
134,,Surface,2,Image 1,1,2825,
118,,Surface,2,Image 1,1,2826,
108,,Surface,2,Image 1,1,2827,
221,,Surface,2,Image 1,1,2828,
159,,Surface,2,Image 1,1,2829,
44,,Surface,2,Image 1,1,2830,
146,,Surface,2,Image 1,1,2831,
43,,Surface,2,Image 1,1,2832,
73,,Surface,2,Image 1,1,2833,
72,,Surface,2,Image 1,1,2834,
203,,Surface,2,Image 1,1,2835,
102,,Surface,2,Image 1,1,2836,
105,,Surface,2,Image 1,1,2837,
124,,Surface,2,Image 1,1,2838,
223,,Surface,2,Image 1,1,2839,
52,,Surface,2,Image 1,1,2840,
63,,Surface,2,Image 1,1,2841,
99,,Surface,2,Image 1,1,2842,
104,,Surface,2,Image 1,1,2843,
75,,Surface,2,Image 1,1,2844,
23,,Surface,2,Image 1,1,2845,
38,,Surface,2,Image 1,1,2846,
29,,Surface,2,Image 1,1,2847,
99,,Surface,2,Image 1,1,2848,
