
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,ID,
0.99171,-0.128497,-9.23636e-12,um,Surface,Ellipsoid Axis B,1,2738,
-0.970593,-0.240728,2.03905e-12,um,Surface,Ellipsoid Axis B,1,2739,
0.0618043,-0.998088,1.44826e-12,um,Surface,Ellipsoid Axis B,1,2740,
0.956627,-0.291316,1.67852e-11,um,Surface,Ellipsoid Axis B,1,2741,
0.913838,-0.406079,4.83506e-11,um,Surface,Ellipsoid Axis B,1,2742,
0.585203,-0.810887,7.34876e-12,um,Surface,Ellipsoid Axis B,1,2743,
0.998439,-0.0558489,-4.24281e-13,um,Surface,Ellipsoid Axis B,1,2744,
0.99588,0.09068,-3.63139e-12,um,Surface,Ellipsoid Axis B,1,2745,
0.999835,-0.0181701,-9.03661e-12,um,Surface,Ellipsoid Axis B,1,2746,
0.388223,0.921566,1.54999e-12,um,Surface,Ellipsoid Axis B,1,2747,
0.999996,-0.00279533,-4.64263e-11,um,Surface,Ellipsoid Axis B,1,2748,
-0.676105,-0.736806,-1.06985e-11,um,Surface,Ellipsoid Axis B,1,2749,
0.418096,0.908403,2.77294e-12,um,Surface,Ellipsoid Axis B,1,2750,
0.899247,-0.437441,-2.16898e-11,um,Surface,Ellipsoid Axis B,1,2751,
-0.01774,-0.999843,5.88091e-12,um,Surface,Ellipsoid Axis B,1,2752,
0.843105,0.537749,-5.92088e-12,um,Surface,Ellipsoid Axis B,1,2753,
-0.804938,-0.593359,-9.99432e-12,um,Surface,Ellipsoid Axis B,1,2754,
0.899951,-0.435991,-2.07656e-11,um,Surface,Ellipsoid Axis B,1,2755,
-0.989241,0.146298,4.34658e-12,um,Surface,Ellipsoid Axis B,1,2756,
0.956639,-0.291277,-6.67058e-13,um,Surface,Ellipsoid Axis B,1,2757,
0.349316,0.937005,-1.02301e-11,um,Surface,Ellipsoid Axis B,1,2758,
0.965358,-0.260931,3.35804e-12,um,Surface,Ellipsoid Axis B,1,2759,
-0.291988,-0.956422,1.01751e-11,um,Surface,Ellipsoid Axis B,1,2760,
-0.214786,-0.976661,-1.86597e-12,um,Surface,Ellipsoid Axis B,1,2761,
0.757486,-0.652852,-4.57566e-11,um,Surface,Ellipsoid Axis B,1,2762,
-0.333585,-0.94272,2.60282e-12,um,Surface,Ellipsoid Axis B,1,2763,
0.992901,-0.118943,-3.47516e-12,um,Surface,Ellipsoid Axis B,1,2764,
0.781399,0.624031,0,um,Surface,Ellipsoid Axis B,1,2765,
0.613065,-0.790032,-1.01433e-11,um,Surface,Ellipsoid Axis B,1,2766,
0.92115,0.389209,0,um,Surface,Ellipsoid Axis B,1,2767,
-0.275464,0.961311,2.40402e-12,um,Surface,Ellipsoid Axis B,1,2768,
0.854331,-0.519729,1.02831e-12,um,Surface,Ellipsoid Axis B,1,2769,
0.727578,-0.686025,-4.82362e-12,um,Surface,Ellipsoid Axis B,1,2770,
0.0737949,-0.997273,3.30174e-13,um,Surface,Ellipsoid Axis B,1,2771,
-0.800558,-0.599256,1.48579e-11,um,Surface,Ellipsoid Axis B,1,2772,
0.704233,-0.709969,8.01024e-12,um,Surface,Ellipsoid Axis B,1,2773,
-0.998984,0.0450638,-1.55127e-10,um,Surface,Ellipsoid Axis B,1,2774,
-0.166135,-0.986103,9.96946e-12,um,Surface,Ellipsoid Axis B,1,2775,
0.229083,-0.973407,2.40434e-12,um,Surface,Ellipsoid Axis B,1,2776,
0.886986,-0.461796,1.37376e-11,um,Surface,Ellipsoid Axis B,1,2777,
0.999204,0.0398805,-9.63759e-12,um,Surface,Ellipsoid Axis B,1,2778,
0.506965,-0.861966,7.70272e-12,um,Surface,Ellipsoid Axis B,1,2779,
0.818289,-0.574807,1.18176e-11,um,Surface,Ellipsoid Axis B,1,2780,
0.0672012,-0.997739,3.94536e-12,um,Surface,Ellipsoid Axis B,1,2781,
0.0263857,-0.999652,5.06275e-12,um,Surface,Ellipsoid Axis B,1,2782,
0.739079,-0.673619,4.93588e-12,um,Surface,Ellipsoid Axis B,1,2783,
0.0482726,-0.998834,-2.02575e-12,um,Surface,Ellipsoid Axis B,1,2784,
0.316027,0.94875,-1.76674e-12,um,Surface,Ellipsoid Axis B,1,2785,
-0.82676,0.562555,-1.7624e-12,um,Surface,Ellipsoid Axis B,1,2786,
-0.905834,-0.423632,-1.19158e-11,um,Surface,Ellipsoid Axis B,1,2787,
-0.999976,-0.00685923,-1.12096e-11,um,Surface,Ellipsoid Axis B,1,2788,
0.524288,-0.851541,2.22887e-12,um,Surface,Ellipsoid Axis B,1,2789,
0.934586,0.355736,-8.93143e-12,um,Surface,Ellipsoid Axis B,1,2790,
-0.95498,-0.296669,-1.04781e-11,um,Surface,Ellipsoid Axis B,1,2791,
0.400966,-0.916093,6.57322e-12,um,Surface,Ellipsoid Axis B,1,2792,
0.449069,-0.893497,-2.05217e-11,um,Surface,Ellipsoid Axis B,1,2793,
0.771313,0.636456,6.1966e-13,um,Surface,Ellipsoid Axis B,1,2794,
0.374794,-0.927108,7.04682e-12,um,Surface,Ellipsoid Axis B,1,2795,
0.0675243,-0.997718,9.01762e-12,um,Surface,Ellipsoid Axis B,1,2796,
0.051442,0.998676,-2.17035e-13,um,Surface,Ellipsoid Axis B,1,2797,
0.999039,0.0438251,7.46697e-12,um,Surface,Ellipsoid Axis B,1,2798,
0.969846,0.24372,1.85551e-11,um,Surface,Ellipsoid Axis B,1,2799,
0.707107,0.707106,5.23641e-18,um,Surface,Ellipsoid Axis B,1,2800,
0.992953,-0.118507,-4.59081e-12,um,Surface,Ellipsoid Axis B,1,2801,
0.890307,-0.455361,0,um,Surface,Ellipsoid Axis B,1,2802,
0.570174,-0.821524,-3.43301e-12,um,Surface,Ellipsoid Axis B,1,2803,
0.881741,-0.471734,-1.09912e-11,um,Surface,Ellipsoid Axis B,1,2804,
0.180464,0.983582,0,um,Surface,Ellipsoid Axis B,1,2805,
0.826843,-0.562432,-1.31352e-11,um,Surface,Ellipsoid Axis B,1,2806,
0.938223,0.346032,0,um,Surface,Ellipsoid Axis B,1,2807,
-0.451577,0.892232,-1.42265e-11,um,Surface,Ellipsoid Axis B,1,2808,
0.290647,-0.95683,2.4408e-12,um,Surface,Ellipsoid Axis B,1,2809,
0.323645,0.946179,3.26607e-12,um,Surface,Ellipsoid Axis B,1,2810,
-0.66422,-0.747537,1.1969e-11,um,Surface,Ellipsoid Axis B,1,2811,
-0.764419,-0.64472,-1.8747e-11,um,Surface,Ellipsoid Axis B,1,2812,
-0.0188226,-0.999823,-1.63073e-11,um,Surface,Ellipsoid Axis B,1,2813,
0.315197,-0.949026,-3.56924e-12,um,Surface,Ellipsoid Axis B,1,2814,
-0.946273,-0.32337,8.04653e-12,um,Surface,Ellipsoid Axis B,1,2815,
-0.458235,0.888831,-2.41401e-12,um,Surface,Ellipsoid Axis B,1,2816,
-0.32223,-0.946662,-3.38348e-12,um,Surface,Ellipsoid Axis B,1,2817,
-0.416168,-0.909288,1.19563e-11,um,Surface,Ellipsoid Axis B,1,2818,
-0.543275,-0.839555,-1.64203e-12,um,Surface,Ellipsoid Axis B,1,2819,
0.462229,0.886761,0,um,Surface,Ellipsoid Axis B,1,2820,
0.772869,0.634565,0,um,Surface,Ellipsoid Axis B,1,2821,
0.440569,-0.897719,2.11941e-11,um,Surface,Ellipsoid Axis B,1,2822,
0.26099,-0.965341,1.03075e-11,um,Surface,Ellipsoid Axis B,1,2823,
0.936477,-0.35073,1.20334e-12,um,Surface,Ellipsoid Axis B,1,2824,
0.400988,0.916083,-7.06328e-13,um,Surface,Ellipsoid Axis B,1,2825,
0.548707,-0.836015,3.32736e-11,um,Surface,Ellipsoid Axis B,1,2826,
0.999572,0.0292462,-4.0808e-12,um,Surface,Ellipsoid Axis B,1,2827,
-0.997462,-0.0712012,2.91375e-12,um,Surface,Ellipsoid Axis B,1,2828,
0.240923,-0.970544,1.14314e-11,um,Surface,Ellipsoid Axis B,1,2829,
-0.707016,-0.707198,-2.85791e-11,um,Surface,Ellipsoid Axis B,1,2830,
0.209367,0.977837,-3.48081e-12,um,Surface,Ellipsoid Axis B,1,2831,
-0.514372,-0.857567,-1.13545e-11,um,Surface,Ellipsoid Axis B,1,2832,
-0.116951,0.993138,3.70038e-12,um,Surface,Ellipsoid Axis B,1,2833,
0.000791993,1,0,um,Surface,Ellipsoid Axis B,1,2834,
0.215218,-0.976566,-6.42758e-12,um,Surface,Ellipsoid Axis B,1,2835,
0.988078,0.153951,2.80786e-11,um,Surface,Ellipsoid Axis B,1,2836,
0.589764,0.807575,7.62508e-13,um,Surface,Ellipsoid Axis B,1,2837,
-0.210885,0.977511,-4.00879e-12,um,Surface,Ellipsoid Axis B,1,2838,
0.999445,-0.0333039,-3.53019e-12,um,Surface,Ellipsoid Axis B,1,2839,
0.895933,0.444189,-2.99638e-12,um,Surface,Ellipsoid Axis B,1,2840,
0.869931,-0.493174,5.55409e-12,um,Surface,Ellipsoid Axis B,1,2841,
-0.0853725,0.996349,3.84083e-12,um,Surface,Ellipsoid Axis B,1,2842,
0.745458,-0.666553,1.60575e-11,um,Surface,Ellipsoid Axis B,1,2843,
0.965361,-0.260916,-1.96499e-11,um,Surface,Ellipsoid Axis B,1,2844,
0.390995,0.920393,0,um,Surface,Ellipsoid Axis B,1,2845,
0.390159,-0.920747,4.46142e-12,um,Surface,Ellipsoid Axis B,1,2846,
0.669492,-0.742819,-3.67947e-12,um,Surface,Ellipsoid Axis B,1,2847,
-0.940347,-0.340216,-1.17598e-11,um,Surface,Ellipsoid Axis B,1,2848,
-0.425793,0.904821,7.40061e-12,um,Surface,Ellipsoid Axis B,1,2849,
-0.874999,-0.484125,-3.09206e-12,um,Surface,Ellipsoid Axis B,1,2850,
0.999959,0.0090782,1.5435e-11,um,Surface,Ellipsoid Axis B,1,2851,
-0.340967,-0.940075,-3.4445e-12,um,Surface,Ellipsoid Axis B,1,2852,
0.633005,0.774148,-7.90478e-12,um,Surface,Ellipsoid Axis B,1,2853,
0.426803,0.904345,-3.36249e-12,um,Surface,Ellipsoid Axis B,1,2854,
0.670031,-0.742333,-7.40928e-12,um,Surface,Ellipsoid Axis B,1,2855,
0.890045,0.455874,-2.41299e-12,um,Surface,Ellipsoid Axis B,1,2856,
0.928912,-0.3703,0,um,Surface,Ellipsoid Axis B,1,2857,
-0.705222,-0.708986,8.21999e-12,um,Surface,Ellipsoid Axis B,1,2858,
-0.505073,-0.863077,-3.80332e-12,um,Surface,Ellipsoid Axis B,1,2859,
0.982945,-0.183898,-4.31386e-11,um,Surface,Ellipsoid Axis B,1,2860,
0.970515,0.241042,-1.71786e-11,um,Surface,Ellipsoid Axis B,1,2861,
0.396604,0.91799,-1.43794e-12,um,Surface,Ellipsoid Axis B,1,2862,
-0.577055,0.816705,2.82094e-12,um,Surface,Ellipsoid Axis B,1,2863,
-0.445025,-0.895518,8.26683e-12,um,Surface,Ellipsoid Axis B,1,2864,
0.542547,0.840026,-1.46958e-12,um,Surface,Ellipsoid Axis B,1,2865,
-0.962522,-0.271205,-4.43614e-12,um,Surface,Ellipsoid Axis B,1,2866,
-0.696676,-0.717386,-3.23485e-12,um,Surface,Ellipsoid Axis B,1,2867,
-0.999996,-0.00282457,3.47408e-12,um,Surface,Ellipsoid Axis B,1,2868,
-0.242216,0.970222,0,um,Surface,Ellipsoid Axis B,1,2869,
0.777383,-0.629028,3.82559e-13,um,Surface,Ellipsoid Axis B,1,2870,
-0.16361,-0.986525,-1.46569e-12,um,Surface,Ellipsoid Axis B,1,2871,
0.949438,0.313956,-2.38486e-12,um,Surface,Ellipsoid Axis B,1,2872,
-0.943517,0.331323,-2.88328e-12,um,Surface,Ellipsoid Axis B,1,2873,
0.975377,0.220544,-1.29732e-11,um,Surface,Ellipsoid Axis B,1,2874,
0.849452,0.527666,-3.16451e-12,um,Surface,Ellipsoid Axis B,1,2875,
-0.926744,-0.375695,-3.20451e-12,um,Surface,Ellipsoid Axis B,1,2876,
-0.242567,-0.970135,1.63432e-11,um,Surface,Ellipsoid Axis B,1,2877,
0.22173,0.975108,3.50039e-12,um,Surface,Ellipsoid Axis B,1,2878,
-0.994129,0.108202,-3.4633e-12,um,Surface,Ellipsoid Axis B,1,2879,
-0.931572,-0.363556,1.94688e-11,um,Surface,Ellipsoid Axis B,1,2880,
0.49728,0.86759,-6.67461e-12,um,Surface,Ellipsoid Axis B,1,2881,
0.784731,-0.619837,1.25638e-11,um,Surface,Ellipsoid Axis B,1,2882,
0.965368,0.260892,-7.96007e-12,um,Surface,Ellipsoid Axis B,1,2883,
0.101205,0.994866,-1.71724e-11,um,Surface,Ellipsoid Axis B,1,2884,
-0.424354,-0.905496,-4.51741e-11,um,Surface,Ellipsoid Axis B,1,2885,
0.931364,0.364089,1.62907e-12,um,Surface,Ellipsoid Axis B,1,2886,
0.990098,-0.14038,-1.96512e-12,um,Surface,Ellipsoid Axis B,1,2887,
0.631005,-0.775779,-2.40196e-13,um,Surface,Ellipsoid Axis B,1,2888,
0.000925036,1,0,um,Surface,Ellipsoid Axis B,1,2889,
-0.525982,0.850496,-3.5974e-12,um,Surface,Ellipsoid Axis B,1,2890,
1,0.000286079,8.93459e-16,um,Surface,Ellipsoid Axis B,1,2891,
-2.21661e-05,-1,-7.73787e-17,um,Surface,Ellipsoid Axis B,1,2892,
0.139954,-0.990158,3.63539e-12,um,Surface,Ellipsoid Axis B,1,2893,
0.911431,0.411452,0,um,Surface,Ellipsoid Axis B,1,2894,
0.391825,-0.92004,9.54473e-13,um,Surface,Ellipsoid Axis B,1,2895,
0.961109,-0.276169,2.14928e-12,um,Surface,Ellipsoid Axis B,1,2896,
0.998195,0.0600612,0,um,Surface,Ellipsoid Axis B,1,2897,
-0.98639,-0.164425,6.30892e-12,um,Surface,Ellipsoid Axis B,1,2898,
-0.909037,0.416715,-1.10523e-11,um,Surface,Ellipsoid Axis B,1,2899,
0.889705,0.456535,-9.28064e-13,um,Surface,Ellipsoid Axis B,1,2900,
0.946299,-0.323292,7.5602e-12,um,Surface,Ellipsoid Axis B,1,2901,
-0.147484,0.989064,-8.24247e-12,um,Surface,Ellipsoid Axis B,1,2902,
0.936914,-0.34956,0,um,Surface,Ellipsoid Axis B,1,2903,
0.886363,-0.46299,1.23428e-11,um,Surface,Ellipsoid Axis B,1,2904,
-0.807211,-0.590263,-8.11954e-12,um,Surface,Ellipsoid Axis B,1,2905,
-0.76061,-0.649209,5.1483e-12,um,Surface,Ellipsoid Axis B,1,2906,
0.336816,-0.941571,-1.81451e-11,um,Surface,Ellipsoid Axis B,1,2907,
0.588726,-0.808333,-5.81753e-13,um,Surface,Ellipsoid Axis B,1,2908,
0.869462,0.493999,-1.45175e-12,um,Surface,Ellipsoid Axis B,1,2909,
0.757346,-0.653014,6.54607e-13,um,Surface,Ellipsoid Axis B,1,2910,
0.976264,0.216583,2.66555e-12,um,Surface,Ellipsoid Axis B,1,2911,
0.805284,-0.592889,-3.60707e-12,um,Surface,Ellipsoid Axis B,1,2912,
-0.479864,-0.877343,-3.86355e-12,um,Surface,Ellipsoid Axis B,1,2913,
0.999322,0.036814,-1.03942e-12,um,Surface,Ellipsoid Axis B,1,2914,
0.271992,0.9623,-4.83627e-12,um,Surface,Ellipsoid Axis B,1,2915,
-0.671275,-0.741208,1.18683e-11,um,Surface,Ellipsoid Axis B,1,2916,
0.992901,-0.118945,-4.06741e-12,um,Surface,Ellipsoid Axis B,1,2917,
0.956359,0.292196,-2.67272e-12,um,Surface,Ellipsoid Axis B,1,2918,
-0.352557,-0.93579,-2.1451e-12,um,Surface,Ellipsoid Axis B,1,2919,
0.237943,0.971279,-9.02667e-12,um,Surface,Ellipsoid Axis B,1,2920,
0.569949,0.82168,-2.87115e-13,um,Surface,Ellipsoid Axis B,1,2921,
0.487495,-0.873126,5.05784e-12,um,Surface,Ellipsoid Axis B,1,2922,
0.826321,-0.563199,-2.29698e-12,um,Surface,Ellipsoid Axis B,1,2923,
-0.0730123,0.997331,-1.75109e-12,um,Surface,Ellipsoid Axis B,1,2924,
-0.466854,-0.884334,-3.94299e-12,um,Surface,Ellipsoid Axis B,1,2925,
-0.473548,-0.880768,-8.13714e-12,um,Surface,Ellipsoid Axis B,1,2926,
-0.777871,-0.628424,-1.42532e-11,um,Surface,Ellipsoid Axis B,1,2927,
0.305097,-0.952321,4.86831e-12,um,Surface,Ellipsoid Axis B,1,2928,
0.380866,0.92463,-1.26491e-12,um,Surface,Ellipsoid Axis B,1,2929,
0.53943,-0.842031,-4.74798e-11,um,Surface,Ellipsoid Axis B,1,2930,
0.404425,0.914571,-8.27975e-13,um,Surface,Ellipsoid Axis B,1,2931,
-0.992138,-0.125145,-4.02313e-11,um,Surface,Ellipsoid Axis B,1,2932,
0.135593,-0.990765,1.82276e-12,um,Surface,Ellipsoid Axis B,1,2933,
0.31451,0.949254,0,um,Surface,Ellipsoid Axis B,1,2934,
0.862555,0.505964,2.51206e-12,um,Surface,Ellipsoid Axis B,1,2935,
0.979359,-0.202129,0,um,Surface,Ellipsoid Axis B,1,2936,
0.709307,-0.704899,2.68101e-12,um,Surface,Ellipsoid Axis B,1,2937,
-0.811477,-0.584384,-4.82029e-12,um,Surface,Ellipsoid Axis B,1,2938,
0.000202458,-1,1.11521e-15,um,Surface,Ellipsoid Axis B,1,2939,
0.957175,-0.289511,1.25064e-11,um,Surface,Ellipsoid Axis B,1,2940,
0.857649,0.514235,-2.41104e-12,um,Surface,Ellipsoid Axis B,1,2941,
0.985607,-0.169053,-3.37438e-12,um,Surface,Ellipsoid Axis B,1,2942,
-0.3188,-0.947822,-3.01025e-12,um,Surface,Ellipsoid Axis B,1,2943,
0.96655,0.256478,7.62816e-13,um,Surface,Ellipsoid Axis B,1,2944,
-0.513584,0.858039,4.44155e-12,um,Surface,Ellipsoid Axis B,1,2945,
-0.838346,-0.545139,4.02779e-12,um,Surface,Ellipsoid Axis B,1,2946,
0.920693,-0.390289,-3.94382e-12,um,Surface,Ellipsoid Axis B,1,2947,
0.931822,0.362916,-2.00238e-12,um,Surface,Ellipsoid Axis B,1,2948,
-0.210808,0.977527,5.05835e-13,um,Surface,Ellipsoid Axis B,1,2949,
0.335276,-0.94212,2.12461e-12,um,Surface,Ellipsoid Axis B,1,2950,
0.847651,-0.530554,1.98797e-12,um,Surface,Ellipsoid Axis B,1,2951,
0.889513,-0.45691,-2.37032e-11,um,Surface,Ellipsoid Axis B,1,2952,
-0.352751,-0.935717,7.10785e-12,um,Surface,Ellipsoid Axis B,1,2953,
-0.166316,-0.986072,4.81222e-12,um,Surface,Ellipsoid Axis B,1,2954,
-0.812113,-0.5835,-6.9632e-12,um,Surface,Ellipsoid Axis B,1,2955,
0.335793,-0.941936,-4.62527e-12,um,Surface,Ellipsoid Axis B,1,2956,
0.990251,0.139293,0,um,Surface,Ellipsoid Axis B,1,2957,
-0.193777,0.981045,-1.05137e-11,um,Surface,Ellipsoid Axis B,1,2958,
0.986978,-0.160858,-1.70846e-13,um,Surface,Ellipsoid Axis B,1,2959,
0.795613,-0.605806,-1.02942e-11,um,Surface,Ellipsoid Axis B,1,2960,
0.707116,-0.707098,-2.00872e-11,um,Surface,Ellipsoid Axis B,1,2961,
-0.644265,-0.764802,1.9608e-11,um,Surface,Ellipsoid Axis B,1,2962,
0.408797,-0.912625,9.78519e-12,um,Surface,Ellipsoid Axis B,1,2963,
0.984402,-0.175935,-6.83879e-12,um,Surface,Ellipsoid Axis B,1,2964,
0.933421,0.358782,7.84507e-12,um,Surface,Ellipsoid Axis B,1,2965,
-0.998548,0.053867,9.49762e-12,um,Surface,Ellipsoid Axis B,1,2966,
-0.632189,0.774814,5.77971e-12,um,Surface,Ellipsoid Axis B,1,2967,
0.979497,-0.201459,0,um,Surface,Ellipsoid Axis B,1,2968,
1,-0.000444897,0,um,Surface,Ellipsoid Axis B,1,2969,
0.960545,0.278123,4.24691e-12,um,Surface,Ellipsoid Axis B,1,2970,
0.559555,-0.828793,9.62163e-12,um,Surface,Ellipsoid Axis B,1,2971,
0.984253,0.176766,-6.58149e-12,um,Surface,Ellipsoid Axis B,1,2972,
0.843757,-0.536725,-8.92565e-12,um,Surface,Ellipsoid Axis B,1,2973,
-0.0701642,-0.997535,4.04073e-11,um,Surface,Ellipsoid Axis B,1,2974,
0.466661,-0.884436,-1.17164e-13,um,Surface,Ellipsoid Axis B,1,2975,
-0.080921,-0.99672,-3.30878e-11,um,Surface,Ellipsoid Axis B,1,2976,
0.626877,0.779118,4.93895e-13,um,Surface,Ellipsoid Axis B,1,2977,
-0.293975,0.955813,5.39768e-12,um,Surface,Ellipsoid Axis B,1,2978,
0.941855,0.336018,0,um,Surface,Ellipsoid Axis B,1,2979,
0.673164,0.739493,-4.31664e-12,um,Surface,Ellipsoid Axis B,1,2980,
0.903274,-0.429063,-1.11589e-12,um,Surface,Ellipsoid Axis B,1,2981,
0.652231,-0.75802,-1.92974e-12,um,Surface,Ellipsoid Axis B,1,2982,
0.21816,0.975913,-6.14525e-13,um,Surface,Ellipsoid Axis B,1,2983,
0.995631,0.0933714,-1.73652e-13,um,Surface,Ellipsoid Axis B,1,2984,
0.985149,0.171703,-1.09456e-12,um,Surface,Ellipsoid Axis B,1,2985,
-0.997998,0.0632382,-4.1191e-12,um,Surface,Ellipsoid Axis B,1,2986,
-0.902617,0.430444,-3.46199e-11,um,Surface,Ellipsoid Axis B,1,2987,
-0.977874,-0.209194,-2.76791e-11,um,Surface,Ellipsoid Axis B,1,2988,
0.869276,-0.494327,1.00843e-11,um,Surface,Ellipsoid Axis B,1,2989,
0.643726,-0.765256,-5.85459e-13,um,Surface,Ellipsoid Axis B,1,2990,
-0.176,0.98439,2.56758e-12,um,Surface,Ellipsoid Axis B,1,2991,
0.700442,-0.713709,-8.23297e-13,um,Surface,Ellipsoid Axis B,1,2992,
0.575436,0.817847,1.094e-12,um,Surface,Ellipsoid Axis B,1,2993,
0.26791,-0.963444,1.20509e-11,um,Surface,Ellipsoid Axis B,1,2994,
-0.387419,0.921904,4.52371e-13,um,Surface,Ellipsoid Axis B,1,2995,
-0.766202,-0.6426,-6.5404e-12,um,Surface,Ellipsoid Axis B,1,2996,
0.720981,0.692955,1.12526e-13,um,Surface,Ellipsoid Axis B,1,2997,
0.98331,-0.181941,6.22985e-12,um,Surface,Ellipsoid Axis B,1,2998,
0.991589,-0.129429,4.87776e-11,um,Surface,Ellipsoid Axis B,1,2999,
0.96916,-0.246434,6.33822e-12,um,Surface,Ellipsoid Axis B,1,3000,
0.196117,-0.980581,3.25403e-12,um,Surface,Ellipsoid Axis B,1,3001,
0.366343,0.93048,1.05474e-12,um,Surface,Ellipsoid Axis B,1,3002,
0.449623,-0.893218,-3.77402e-12,um,Surface,Ellipsoid Axis B,1,3003,
-0.00325361,0.999995,-1.06162e-11,um,Surface,Ellipsoid Axis B,1,3004,
0.83322,-0.552941,2.73905e-12,um,Surface,Ellipsoid Axis B,1,3005,
0.927512,-0.373793,5.41786e-12,um,Surface,Ellipsoid Axis B,1,3006,
0.453013,-0.891504,9.11711e-13,um,Surface,Ellipsoid Axis B,1,3007,
0.434528,-0.900658,-1.10745e-11,um,Surface,Ellipsoid Axis B,1,3008,
0.0628222,-0.998025,-2.12309e-12,um,Surface,Ellipsoid Axis B,1,3009,
-0.710797,-0.703397,8.25996e-13,um,Surface,Ellipsoid Axis B,1,3010,
0.85666,-0.515882,-2.4495e-12,um,Surface,Ellipsoid Axis B,1,3011,
0.936064,0.35183,-1.76058e-12,um,Surface,Ellipsoid Axis B,1,3012,
0.958404,0.285415,2.50873e-12,um,Surface,Ellipsoid Axis B,1,3013,
0.871841,-0.489789,-3.15112e-12,um,Surface,Ellipsoid Axis B,1,3014,
-0.851109,-0.524989,-1.56439e-12,um,Surface,Ellipsoid Axis B,1,3015,
0.800607,-0.59919,1.60897e-11,um,Surface,Ellipsoid Axis B,1,3016,
-0.371977,0.928242,0,um,Surface,Ellipsoid Axis B,1,3017,
0.995873,-0.090759,0,um,Surface,Ellipsoid Axis B,1,3018,
0.594505,-0.804092,2.67383e-12,um,Surface,Ellipsoid Axis B,1,3019,
-0.651695,-0.758481,3.72889e-11,um,Surface,Ellipsoid Axis B,1,3020,
-0.29122,0.956656,5.08578e-12,um,Surface,Ellipsoid Axis B,1,3021,
0.711483,-0.702703,3.88216e-13,um,Surface,Ellipsoid Axis B,1,3022,
-0.924969,-0.380044,9.4777e-12,um,Surface,Ellipsoid Axis B,1,3023,
0.373517,-0.927623,1.35337e-11,um,Surface,Ellipsoid Axis B,1,3024,
0.98966,-0.14343,1.71265e-11,um,Surface,Ellipsoid Axis B,1,3025,
0.914738,-0.404047,1.18388e-11,um,Surface,Ellipsoid Axis B,1,3026,
-0.890148,0.455671,6.17517e-11,um,Surface,Ellipsoid Axis B,1,3027,
0.507268,-0.861788,-4.73655e-14,um,Surface,Ellipsoid Axis B,1,3028,
-0.260916,0.965361,-8.33264e-12,um,Surface,Ellipsoid Axis B,1,3029,
0.904729,-0.425988,4.66625e-12,um,Surface,Ellipsoid Axis B,1,3030,
0.562562,-0.826755,3.33367e-12,um,Surface,Ellipsoid Axis B,1,3031,
0.482955,-0.875645,9.88858e-12,um,Surface,Ellipsoid Axis B,1,3032,
0.975965,0.217929,-7.08325e-13,um,Surface,Ellipsoid Axis B,1,3033,
0.983702,0.179805,-2.62171e-12,um,Surface,Ellipsoid Axis B,1,3034,
0.998867,-0.0475896,1.97315e-12,um,Surface,Ellipsoid Axis B,1,3035,
0.264931,-0.964267,-1.24455e-11,um,Surface,Ellipsoid Axis B,1,3036,
0.994613,0.103655,1.25436e-12,um,Surface,Ellipsoid Axis B,1,3037,
-0.986846,0.161664,-4.84077e-12,um,Surface,Ellipsoid Axis B,1,3038,
-0.994281,0.106796,6.6417e-12,um,Surface,Ellipsoid Axis B,1,3039,
0.932672,-0.360725,-4.93103e-12,um,Surface,Ellipsoid Axis B,1,3040,
-0.562758,-0.826622,-5.76733e-12,um,Surface,Ellipsoid Axis B,1,3041,
-0.751083,-0.660208,1.339e-11,um,Surface,Ellipsoid Axis B,1,3042,
0.103736,-0.994605,5.8933e-12,um,Surface,Ellipsoid Axis B,1,3043,
0.0479518,0.99885,2.01347e-12,um,Surface,Ellipsoid Axis B,1,3044,
0.0374239,0.999299,0,um,Surface,Ellipsoid Axis B,1,3045,
0.51037,-0.859955,-1.42906e-11,um,Surface,Ellipsoid Axis B,1,3046,
-0.567705,-0.823232,2.54468e-11,um,Surface,Ellipsoid Axis B,1,3047,
0.625572,-0.780166,1.66495e-12,um,Surface,Ellipsoid Axis B,1,3048,
-0.998835,0.0482572,1.55007e-12,um,Surface,Ellipsoid Axis B,1,3049,
0.0297109,0.999559,-5.19949e-14,um,Surface,Ellipsoid Axis B,1,3050,
0.698349,0.715758,4.92081e-12,um,Surface,Ellipsoid Axis B,1,3051,
-0.205475,-0.978662,-2.85549e-13,um,Surface,Ellipsoid Axis B,1,3052,
0.935108,-0.354362,2.15407e-13,um,Surface,Ellipsoid Axis B,1,3053,
-0.993277,-0.11576,-1.07663e-11,um,Surface,Ellipsoid Axis B,1,3054,
0.28581,0.958286,-7.59816e-13,um,Surface,Ellipsoid Axis B,1,3055,
0.952153,0.305622,2.51006e-12,um,Surface,Ellipsoid Axis B,1,3056,
0.755415,-0.655247,-1.50852e-12,um,Surface,Ellipsoid Axis B,1,3057,
-0.772163,-0.635424,-1.13013e-11,um,Surface,Ellipsoid Axis B,1,3058,
-0.992144,-0.125101,-1.43078e-12,um,Surface,Ellipsoid Axis B,1,3059,
0.381192,0.924496,-9.72414e-13,um,Surface,Ellipsoid Axis B,1,3060,
