
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.674788,,Surface,1,2506,
0.522811,,Surface,1,2507,
0.657663,,Surface,1,2508,
0.729645,,Surface,1,2509,
0.537316,,Surface,1,2510,
0.82403,,Surface,1,2511,
0.878884,,Surface,1,2512,
0.685003,,Surface,1,2513,
0.296963,,Surface,1,2514,
0.464515,,Surface,1,2515,
0.324807,,Surface,1,2516,
0.575127,,Surface,1,2517,
0.335247,,Surface,1,2518,
0.626687,,Surface,1,2519,
0.351718,,Surface,1,2520,
0.542492,,Surface,1,2521,
0.589837,,Surface,1,2522,
0.0883469,,Surface,1,2523,
0.470544,,Surface,1,2524,
0.638664,,Surface,1,2525,
0.585736,,Surface,1,2526,
0.485802,,Surface,1,2527,
0.732949,,Surface,1,2528,
0.489085,,Surface,1,2529,
0.481176,,Surface,1,2530,
0.348817,,Surface,1,2531,
0.855973,,Surface,1,2532,
0.635477,,Surface,1,2533,
0.383252,,Surface,1,2534,
0.496759,,Surface,1,2535,
0.767043,,Surface,1,2536,
0.107972,,Surface,1,2537,
0.314072,,Surface,1,2538,
0.800037,,Surface,1,2539,
0.183188,,Surface,1,2540,
0.655908,,Surface,1,2541,
0.279831,,Surface,1,2542,
0.909861,,Surface,1,2543,
0.632106,,Surface,1,2544,
0.524629,,Surface,1,2545,
0.57224,,Surface,1,2546,
0.692211,,Surface,1,2547,
0.347998,,Surface,1,2548,
0.23943,,Surface,1,2549,
0.227687,,Surface,1,2550,
0.585442,,Surface,1,2551,
0.364027,,Surface,1,2552,
0.561782,,Surface,1,2553,
0.351904,,Surface,1,2554,
0.23096,,Surface,1,2555,
0.804964,,Surface,1,2556,
0.590437,,Surface,1,2557,
0.159701,,Surface,1,2558,
0.752527,,Surface,1,2559,
0.42538,,Surface,1,2560,
0.559727,,Surface,1,2561,
0.547975,,Surface,1,2562,
0.384407,,Surface,1,2563,
0.482034,,Surface,1,2564,
0.891077,,Surface,1,2565,
0.673909,,Surface,1,2566,
0.588209,,Surface,1,2567,
0.624616,,Surface,1,2568,
0.804725,,Surface,1,2569,
0.605753,,Surface,1,2570,
0.670148,,Surface,1,2571,
0.78699,,Surface,1,2572,
0.274335,,Surface,1,2573,
0.372901,,Surface,1,2574,
0.74239,,Surface,1,2575,
0.270072,,Surface,1,2576,
0.81678,,Surface,1,2577,
0.858092,,Surface,1,2578,
0.435048,,Surface,1,2579,
0.686062,,Surface,1,2580,
0.338314,,Surface,1,2581,
0.730309,,Surface,1,2582,
0.501004,,Surface,1,2583,
0.278134,,Surface,1,2584,
0.789997,,Surface,1,2585,
0.742514,,Surface,1,2586,
0.268564,,Surface,1,2587,
0.483791,,Surface,1,2588,
0.576167,,Surface,1,2589,
0.579029,,Surface,1,2590,
0.715715,,Surface,1,2591,
0.45919,,Surface,1,2592,
0.522317,,Surface,1,2593,
0.589823,,Surface,1,2594,
0.814897,,Surface,1,2595,
0.880474,,Surface,1,2596,
0.12686,,Surface,1,2597,
0.806608,,Surface,1,2598,
0.832613,,Surface,1,2599,
0.645473,,Surface,1,2600,
0.90986,,Surface,1,2601,
0.430873,,Surface,1,2602,
0.714722,,Surface,1,2603,
0.312519,,Surface,1,2604,
0.148355,,Surface,1,2605,
0.699508,,Surface,1,2606,
0.627624,,Surface,1,2607,
0.286918,,Surface,1,2608,
0.467179,,Surface,1,2609,
0.311848,,Surface,1,2610,
0.505339,,Surface,1,2611,
0.773864,,Surface,1,2612,
0.695814,,Surface,1,2613,
0.407546,,Surface,1,2614,
0.207197,,Surface,1,2615,
0.412807,,Surface,1,2616,
0.679654,,Surface,1,2617,
0.714704,,Surface,1,2618,
0.815526,,Surface,1,2619,
0.930481,,Surface,1,2620,
0.184906,,Surface,1,2621,
0.287613,,Surface,1,2622,
0.693456,,Surface,1,2623,
0.666285,,Surface,1,2624,
0.2806,,Surface,1,2625,
0.671625,,Surface,1,2626,
0.722449,,Surface,1,2627,
0.468463,,Surface,1,2628,
0.82346,,Surface,1,2629,
0.697896,,Surface,1,2630,
0.467965,,Surface,1,2631,
0.617849,,Surface,1,2632,
0.748541,,Surface,1,2633,
0.620026,,Surface,1,2634,
0.680764,,Surface,1,2635,
0.322726,,Surface,1,2636,
0.553009,,Surface,1,2637,
0.845458,,Surface,1,2638,
0.531352,,Surface,1,2639,
0.470139,,Surface,1,2640,
0.814285,,Surface,1,2641,
0.417372,,Surface,1,2642,
0.559075,,Surface,1,2643,
0.577706,,Surface,1,2644,
0.54633,,Surface,1,2645,
0.751003,,Surface,1,2646,
0.758301,,Surface,1,2647,
0.300567,,Surface,1,2648,
0.394826,,Surface,1,2649,
0.464361,,Surface,1,2650,
0.410399,,Surface,1,2651,
0.601757,,Surface,1,2652,
0.462527,,Surface,1,2653,
0.918193,,Surface,1,2654,
0.536565,,Surface,1,2655,
0.217483,,Surface,1,2656,
0.654823,,Surface,1,2657,
0.621338,,Surface,1,2658,
0.674923,,Surface,1,2659,
0.537209,,Surface,1,2660,
0.4456,,Surface,1,2661,
0.7261,,Surface,1,2662,
0.627173,,Surface,1,2663,
0.228001,,Surface,1,2664,
0.335251,,Surface,1,2665,
0.55453,,Surface,1,2666,
0.369818,,Surface,1,2667,
0.748454,,Surface,1,2668,
0.19732,,Surface,1,2669,
0.726196,,Surface,1,2670,
0.506162,,Surface,1,2671,
0.777655,,Surface,1,2672,
0.462336,,Surface,1,2673,
0.416025,,Surface,1,2674,
0.604146,,Surface,1,2675,
0.398818,,Surface,1,2676,
0.859675,,Surface,1,2677,
0.515736,,Surface,1,2678,
0.570718,,Surface,1,2679,
0.836307,,Surface,1,2680,
0.439923,,Surface,1,2681,
0.729669,,Surface,1,2682,
0.82857,,Surface,1,2683,
0.282949,,Surface,1,2684,
0.500267,,Surface,1,2685,
0.125559,,Surface,1,2686,
0.688374,,Surface,1,2687,
0.752484,,Surface,1,2688,
0.687222,,Surface,1,2689,
0.290722,,Surface,1,2690,
0.629992,,Surface,1,2691,
0.758308,,Surface,1,2692,
0.635775,,Surface,1,2693,
0.842977,,Surface,1,2694,
0.546214,,Surface,1,2695,
0.180412,,Surface,1,2696,
0.600605,,Surface,1,2697,
0.700498,,Surface,1,2698,
0.667586,,Surface,1,2699,
0.618515,,Surface,1,2700,
0.471806,,Surface,1,2701,
0.607694,,Surface,1,2702,
0.812771,,Surface,1,2703,
0.820634,,Surface,1,2704,
0.852261,,Surface,1,2705,
0.556354,,Surface,1,2706,
0.513509,,Surface,1,2707,
0.667531,,Surface,1,2708,
0.773201,,Surface,1,2709,
0.609981,,Surface,1,2710,
0.860984,,Surface,1,2711,
0.909932,,Surface,1,2712,
0.484416,,Surface,1,2713,
0.171075,,Surface,1,2714,
0.712874,,Surface,1,2715,
0.220912,,Surface,1,2716,
0.656529,,Surface,1,2717,
0.447278,,Surface,1,2718,
0.879733,,Surface,1,2719,
0.301596,,Surface,1,2720,
0.168602,,Surface,1,2721,
0.17886,,Surface,1,2722,
0.364346,,Surface,1,2723,
0.407175,,Surface,1,2724,
0.804936,,Surface,1,2725,
0.332682,,Surface,1,2726,
0.659923,,Surface,1,2727,
0.532091,,Surface,1,2728,
0.407684,,Surface,1,2729,
0.341383,,Surface,1,2730,
0.591327,,Surface,1,2731,
0.54158,,Surface,1,2732,
0.292956,,Surface,1,2733,
0.230354,,Surface,1,2734,
0.326348,,Surface,1,2735,
0.355377,,Surface,1,2736,
0.649632,,Surface,1,2737,
0.508258,,Surface,1,2738,
0.526281,,Surface,1,2739,
0.682082,,Surface,1,2740,
0.353179,,Surface,1,2741,
0.414222,,Surface,1,2742,
0.310495,,Surface,1,2743,
0.582647,,Surface,1,2744,
0.597356,,Surface,1,2745,
0.266588,,Surface,1,2746,
0.341213,,Surface,1,2747,
0.354212,,Surface,1,2748,
0.478204,,Surface,1,2749,
0.36595,,Surface,1,2750,
0.231219,,Surface,1,2751,
0.702165,,Surface,1,2752,
0.591971,,Surface,1,2753,
0.255044,,Surface,1,2754,
0.507767,,Surface,1,2755,
0.204766,,Surface,1,2756,
0.492003,,Surface,1,2757,
0.46379,,Surface,1,2758,
0.722059,,Surface,1,2759,
0.70691,,Surface,1,2760,
0.799235,,Surface,1,2761,
0.311838,,Surface,1,2762,
0.642136,,Surface,1,2763,
0.554133,,Surface,1,2764,
0.531519,,Surface,1,2765,
0.2775,,Surface,1,2766,
0.384384,,Surface,1,2767,
0.849853,,Surface,1,2768,
0.626955,,Surface,1,2769,
0.547977,,Surface,1,2770,
0.673508,,Surface,1,2771,
0.359803,,Surface,1,2772,
0.35093,,Surface,1,2773,
0.0590564,,Surface,1,2774,
0.568552,,Surface,1,2775,
0.222837,,Surface,1,2776,
0.607694,,Surface,1,2777,
0.70638,,Surface,1,2778,
0.503734,,Surface,1,2779,
0.374838,,Surface,1,2780,
0.872559,,Surface,1,2781,
0.764294,,Surface,1,2782,
0.308838,,Surface,1,2783,
0.217074,,Surface,1,2784,
0.635969,,Surface,1,2785,
0.230802,,Surface,1,2786,
0.512619,,Surface,1,2787,
0.591007,,Surface,1,2788,
0.33733,,Surface,1,2789,
0.450645,,Surface,1,2790,
0.65327,,Surface,1,2791,
0.235638,,Surface,1,2792,
0.259569,,Surface,1,2793,
0.200974,,Surface,1,2794,
0.254331,,Surface,1,2795,
0.493424,,Surface,1,2796,
0.555798,,Surface,1,2797,
0.722242,,Surface,1,2798,
0.498772,,Surface,1,2799,
0.642017,,Surface,1,2800,
0.513937,,Surface,1,2801,
0.669078,,Surface,1,2802,
0.487964,,Surface,1,2803,
0.548933,,Surface,1,2804,
0.817903,,Surface,1,2805,
0.770462,,Surface,1,2806,
0.632325,,Surface,1,2807,
0.455574,,Surface,1,2808,
0.784913,,Surface,1,2809,
0.929457,,Surface,1,2810,
0.351315,,Surface,1,2811,
0.70856,,Surface,1,2812,
0.5615,,Surface,1,2813,
0.231156,,Surface,1,2814,
0.459485,,Surface,1,2815,
0.649966,,Surface,1,2816,
0.567387,,Surface,1,2817,
0.186266,,Surface,1,2818,
0.733113,,Surface,1,2819,
0.60781,,Surface,1,2820,
0.654233,,Surface,1,2821,
0.331915,,Surface,1,2822,
0.6604,,Surface,1,2823,
0.211594,,Surface,1,2824,
0.344074,,Surface,1,2825,
0.596131,,Surface,1,2826,
0.613301,,Surface,1,2827,
0.636188,,Surface,1,2828,
0.820103,,Surface,1,2829,
0.785186,,Surface,1,2830,
0.58852,,Surface,1,2831,
0.627292,,Surface,1,2832,
0.291773,,Surface,1,2833,
0.966385,,Surface,1,2834,
0.427552,,Surface,1,2835,
0.81343,,Surface,1,2836,
0.793202,,Surface,1,2837,
0.613958,,Surface,1,2838,
0.674761,,Surface,1,2839,
0.649526,,Surface,1,2840,
0.528723,,Surface,1,2841,
0.413993,,Surface,1,2842,
0.373129,,Surface,1,2843,
0.722111,,Surface,1,2844,
0.627503,,Surface,1,2845,
0.632916,,Surface,1,2846,
0.236296,,Surface,1,2847,
0.356539,,Surface,1,2848,
0.583907,,Surface,1,2849,
0.893284,,Surface,1,2850,
0.245279,,Surface,1,2851,
0.516898,,Surface,1,2852,
0.75874,,Surface,1,2853,
0.632835,,Surface,1,2854,
0.301268,,Surface,1,2855,
0.397496,,Surface,1,2856,
0.646724,,Surface,1,2857,
0.624543,,Surface,1,2858,
0.787468,,Surface,1,2859,
0.287872,,Surface,1,2860,
0.820119,,Surface,1,2861,
0.851088,,Surface,1,2862,
0.624145,,Surface,1,2863,
0.36536,,Surface,1,2864,
0.650863,,Surface,1,2865,
0.411021,,Surface,1,2866,
0.43705,,Surface,1,2867,
0.566599,,Surface,1,2868,
0.820682,,Surface,1,2869,
0.78388,,Surface,1,2870,
0.522236,,Surface,1,2871,
0.331868,,Surface,1,2872,
0.631372,,Surface,1,2873,
0.649428,,Surface,1,2874,
0.632797,,Surface,1,2875,
0.70307,,Surface,1,2876,
0.549585,,Surface,1,2877,
0.552027,,Surface,1,2878,
0.871395,,Surface,1,2879,
0.385818,,Surface,1,2880,
0.439973,,Surface,1,2881,
0.425166,,Surface,1,2882,
0.722086,,Surface,1,2883,
0.140358,,Surface,1,2884,
0.216033,,Surface,1,2885,
0.672032,,Surface,1,2886,
0.90217,,Surface,1,2887,
0.668612,,Surface,1,2888,
0.900326,,Surface,1,2889,
0.757843,,Surface,1,2890,
0.85188,,Surface,1,2891,
0.59806,,Surface,1,2892,
0.788354,,Surface,1,2893,
0.71286,,Surface,1,2894,
0.56995,,Surface,1,2895,
0.369916,,Surface,1,2896,
0.74991,,Surface,1,2897,
0.695544,,Surface,1,2898,
0.68871,,Surface,1,2899,
0.525315,,Surface,1,2900,
0.797601,,Surface,1,2901,
0.144369,,Surface,1,2902,
0.570124,,Surface,1,2903,
0.218873,,Surface,1,2904,
0.712654,,Surface,1,2905,
0.716175,,Surface,1,2906,
0.22472,,Surface,1,2907,
0.807655,,Surface,1,2908,
0.562704,,Surface,1,2909,
0.64427,,Surface,1,2910,
0.294103,,Surface,1,2911,
0.896075,,Surface,1,2912,
0.716317,,Surface,1,2913,
0.134426,,Surface,1,2914,
0.512008,,Surface,1,2915,
0.653838,,Surface,1,2916,
0.361552,,Surface,1,2917,
0.586143,,Surface,1,2918,
0.837087,,Surface,1,2919,
0.236841,,Surface,1,2920,
0.309749,,Surface,1,2921,
0.376502,,Surface,1,2922,
0.748917,,Surface,1,2923,
0.749636,,Surface,1,2924,
0.38798,,Surface,1,2925,
0.635719,,Surface,1,2926,
0.319878,,Surface,1,2927,
0.861676,,Surface,1,2928,
0.758173,,Surface,1,2929,
0.451856,,Surface,1,2930,
0.702554,,Surface,1,2931,
0.35114,,Surface,1,2932,
0.583018,,Surface,1,2933,
0.648526,,Surface,1,2934,
0.776515,,Surface,1,2935,
0.635975,,Surface,1,2936,
0.804949,,Surface,1,2937,
0.344582,,Surface,1,2938,
0.887847,,Surface,1,2939,
0.43135,,Surface,1,2940,
0.666609,,Surface,1,2941,
0.529804,,Surface,1,2942,
0.680443,,Surface,1,2943,
0.218259,,Surface,1,2944,
0.642696,,Surface,1,2945,
0.965637,,Surface,1,2946,
0.591202,,Surface,1,2947,
0.796394,,Surface,1,2948,
0.56564,,Surface,1,2949,
0.892214,,Surface,1,2950,
0.526802,,Surface,1,2951,
0.536337,,Surface,1,2952,
0.745449,,Surface,1,2953,
0.49787,,Surface,1,2954,
0.320421,,Surface,1,2955,
0.682511,,Surface,1,2956,
0.878003,,Surface,1,2957,
0.409806,,Surface,1,2958,
0.312956,,Surface,1,2959,
0.634146,,Surface,1,2960,
0.443778,,Surface,1,2961,
0.275216,,Surface,1,2962,
0.359438,,Surface,1,2963,
0.459715,,Surface,1,2964,
0.253612,,Surface,1,2965,
0.573678,,Surface,1,2966,
0.31508,,Surface,1,2967,
0.43572,,Surface,1,2968,
0.490887,,Surface,1,2969,
0.564188,,Surface,1,2970,
0.543763,,Surface,1,2971,
0.695398,,Surface,1,2972,
0.709075,,Surface,1,2973,
0.490689,,Surface,1,2974,
0.487009,,Surface,1,2975,
0.385375,,Surface,1,2976,
0.652848,,Surface,1,2977,
0.708809,,Surface,1,2978,
0.767076,,Surface,1,2979,
0.340878,,Surface,1,2980,
0.796508,,Surface,1,2981,
0.514894,,Surface,1,2982,
0.628863,,Surface,1,2983,
0.519166,,Surface,1,2984,
0.776988,,Surface,1,2985,
0.390501,,Surface,1,2986,
0.513963,,Surface,1,2987,
0.257884,,Surface,1,2988,
0.284733,,Surface,1,2989,
0.5464,,Surface,1,2990,
0.23005,,Surface,1,2991,
0.756417,,Surface,1,2992,
0.366778,,Surface,1,2993,
0.497186,,Surface,1,2994,
0.626849,,Surface,1,2995,
0.746858,,Surface,1,2996,
0.538975,,Surface,1,2997,
0.204795,,Surface,1,2998,
0.360537,,Surface,1,2999,
0.501329,,Surface,1,3000,
0.661208,,Surface,1,3001,
0.792732,,Surface,1,3002,
0.204127,,Surface,1,3003,
0.511408,,Surface,1,3004,
0.363611,,Surface,1,3005,
0.443903,,Surface,1,3006,
0.20991,,Surface,1,3007,
0.405342,,Surface,1,3008,
0.408925,,Surface,1,3009,
0.630896,,Surface,1,3010,
0.632538,,Surface,1,3011,
0.360656,,Surface,1,3012,
0.749951,,Surface,1,3013,
0.721285,,Surface,1,3014,
0.54301,,Surface,1,3015,
0.439509,,Surface,1,3016,
0.420964,,Surface,1,3017,
0.725865,,Surface,1,3018,
0.3506,,Surface,1,3019,
0.751317,,Surface,1,3020,
0.274047,,Surface,1,3021,
0.349902,,Surface,1,3022,
0.633793,,Surface,1,3023,
0.337713,,Surface,1,3024,
0.588671,,Surface,1,3025,
0.35363,,Surface,1,3026,
0.315186,,Surface,1,3027,
0.326194,,Surface,1,3028,
0.722111,,Surface,1,3029,
0.753487,,Surface,1,3030,
0.608287,,Surface,1,3031,
0.554576,,Surface,1,3032,
0.766983,,Surface,1,3033,
0.725076,,Surface,1,3034,
0.410004,,Surface,1,3035,
0.416294,,Surface,1,3036,
0.547665,,Surface,1,3037,
0.547857,,Surface,1,3038,
0.858476,,Surface,1,3039,
0.507312,,Surface,1,3040,
0.417422,,Surface,1,3041,
0.232178,,Surface,1,3042,
0.168839,,Surface,1,3043,
0.370896,,Surface,1,3044,
0.476312,,Surface,1,3045,
0.129413,,Surface,1,3046,
0.321203,,Surface,1,3047,
0.598895,,Surface,1,3048,
0.547258,,Surface,1,3049,
0.204313,,Surface,1,3050,
0.278508,,Surface,1,3051,
0.189864,,Surface,1,3052,
0.85299,,Surface,1,3053,
0.498702,,Surface,1,3054,
0.739914,,Surface,1,3055,
0.421246,,Surface,1,3056,
0.444852,,Surface,1,3057,
0.340012,,Surface,1,3058,
0.606215,,Surface,1,3059,
0.638918,,Surface,1,3060,
0.634114,,Surface,1,3061,
0.524844,,Surface,1,3062,
0.856786,,Surface,1,3063,
0.293868,,Surface,1,3064,
0.82955,,Surface,1,3065,
0.772326,,Surface,1,3066,
0.286991,,Surface,1,3067,
0.384542,,Surface,1,3068,
0.450738,,Surface,1,3069,
0.472746,,Surface,1,3070,
0.739416,,Surface,1,3071,
0.551569,,Surface,1,3072,
0.65703,,Surface,1,3073,
0.440776,,Surface,1,3074,
0.533435,,Surface,1,3075,
0.722808,,Surface,1,3076,
0.715477,,Surface,1,3077,
0.4927,,Surface,1,3078,
0.49306,,Surface,1,3079,
0.576297,,Surface,1,3080,
0.272455,,Surface,1,3081,
0.607765,,Surface,1,3082,
0.335552,,Surface,1,3083,
0.784058,,Surface,1,3084,
0.533012,,Surface,1,3085,
0.705163,,Surface,1,3086,
0.548434,,Surface,1,3087,
0.430727,,Surface,1,3088,
0.814438,,Surface,1,3089,
0.540644,,Surface,1,3090,
0.611217,,Surface,1,3091,
0.616124,,Surface,1,3092,
0.909861,,Surface,1,3093,
0.192867,,Surface,1,3094,
0.486771,,Surface,1,3095,
0.90928,,Surface,1,3096,
0.653696,,Surface,1,3097,
0.679129,,Surface,1,3098,
0.406403,,Surface,1,3099,
0.559713,,Surface,1,3100,
0.434186,,Surface,1,3101,
0.507466,,Surface,1,3102,
0.763401,,Surface,1,3103,
0.152658,,Surface,1,3104,
0.546662,,Surface,1,3105,
0.546593,,Surface,1,3106,
0.375938,,Surface,1,3107,
0.568862,,Surface,1,3108,
0.205536,,Surface,1,3109,
0.247773,,Surface,1,3110,
0.727465,,Surface,1,3111,
0.309646,,Surface,1,3112,
0.456454,,Surface,1,3113,
0.973464,,Surface,1,3114,
0.400974,,Surface,1,3115,
0.456475,,Surface,1,3116,
0.524536,,Surface,1,3117,
0.335728,,Surface,1,3118,
0.946585,,Surface,1,3119,
0.616095,,Surface,1,3120,
0.843629,,Surface,1,3121,
0.76746,,Surface,1,3122,
0.265821,,Surface,1,3123,
0.654822,,Surface,1,3124,
0.594406,,Surface,1,3125,
0.470786,,Surface,1,3126,
0.614028,,Surface,1,3127,
0.186225,,Surface,1,3128,
0.366149,,Surface,1,3129,
0.465435,,Surface,1,3130,
0.34777,,Surface,1,3131,
0.425064,,Surface,1,3132,
0.365061,,Surface,1,3133,
0.539546,,Surface,1,3134,
0.23818,,Surface,1,3135,
0.676391,,Surface,1,3136,
0.371777,,Surface,1,3137,
0.309196,,Surface,1,3138,
0.783544,,Surface,1,3139,
0.486482,,Surface,1,3140,
0.692388,,Surface,1,3141,
0.556415,,Surface,1,3142,
0.75429,,Surface,1,3143,
0.721566,,Surface,1,3144,
0.833859,,Surface,1,3145,
0.787045,,Surface,1,3146,
0.558917,,Surface,1,3147,
0.23664,,Surface,1,3148,
0.739944,,Surface,1,3149,
0.709253,,Surface,1,3150,
0.369046,,Surface,1,3151,
0.299442,,Surface,1,3152,
0.758623,,Surface,1,3153,
0.52358,,Surface,1,3154,
0.251662,,Surface,1,3155,
0.331154,,Surface,1,3156,
0.617782,,Surface,1,3157,
0.744398,,Surface,1,3158,
0.418625,,Surface,1,3159,
0.878465,,Surface,1,3160,
0.567477,,Surface,1,3161,
0.710943,,Surface,1,3162,
0.531327,,Surface,1,3163,
0.317225,,Surface,1,3164,
0.571801,,Surface,1,3165,
0.21487,,Surface,1,3166,
0.423826,,Surface,1,3167,
0.668695,,Surface,1,3168,
0.463017,,Surface,1,3169,
0.750183,,Surface,1,3170,
0.676317,,Surface,1,3171,
0.22348,,Surface,1,3172,
0.589113,,Surface,1,3173,
0.673485,,Surface,1,3174,
0.277758,,Surface,1,3175,
0.782792,,Surface,1,3176,
0.340548,,Surface,1,3177,
0.761902,,Surface,1,3178,
0.865599,,Surface,1,3179,
0.565094,,Surface,1,3180,
0.37989,,Surface,1,3181,
0.81602,,Surface,1,3182,
0.530275,,Surface,1,3183,
0.580632,,Surface,1,3184,
0.664205,,Surface,1,3185,
0.271543,,Surface,1,3186,
0.157067,,Surface,1,3187,
0.492507,,Surface,1,3188,
0.205878,,Surface,1,3189,
0.508017,,Surface,1,3190,
0.556881,,Surface,1,3191,
0.699988,,Surface,1,3192,
0.68352,,Surface,1,3193,
0.223649,,Surface,1,3194,
0.658443,,Surface,1,3195,
0.505314,,Surface,1,3196,
0.624034,,Surface,1,3197,
0.477576,,Surface,1,3198,
0.575876,,Surface,1,3199,
0.51527,,Surface,1,3200,
0.564764,,Surface,1,3201,
0.678214,,Surface,1,3202,
0.841652,,Surface,1,3203,
0.352729,,Surface,1,3204,
0.365365,,Surface,1,3205,
0.214787,,Surface,1,3206,
0.524655,,Surface,1,3207,
0.579508,,Surface,1,3208,
0.292909,,Surface,1,3209,
0.51598,,Surface,1,3210,
0.907134,,Surface,1,3211,
0.653056,,Surface,1,3212,
0.778953,,Surface,1,3213,
0.713398,,Surface,1,3214,
0.387983,,Surface,1,3215,
0.247073,,Surface,1,3216,
0.202824,,Surface,1,3217,
0.601713,,Surface,1,3218,
0.779486,,Surface,1,3219,
0.331795,,Surface,1,3220,
0.719355,,Surface,1,3221,
0.228554,,Surface,1,3222,
0.72211,,Surface,1,3223,
0.26832,,Surface,1,3224,
0.474703,,Surface,1,3225,
