
Center of Image Mass Ch=3 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
50505.9,37429.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2752,
50529,37407,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2753,
50521.5,37415.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2754,
50390.2,37565.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2755,
50383.3,37590.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2756,
50214.1,37566.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2757,
50449.9,37323.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2758,
50437.6,37344.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2759,
50417.7,37374.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2760,
50415.4,37389.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2761,
50234.3,37557.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2762,
50307.4,37485.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2763,
50106.9,37688.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2764,
50486.1,37314,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2765,
50478.5,37334.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2766,
50557.4,37253.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2767,
50449.2,37372.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2768,
50475.4,37348.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2769,
50542.4,37277.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2770,
50537.7,37282.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2771,
50538.5,37301.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2772,
50483.7,37369,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2773,
50051.1,37627.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2774,
50406.3,37281.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2775,
50379.2,37315.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2776,
50236.9,37454.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2777,
50309.5,37385.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2778,
50316.7,37382.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2779,
50057.6,37641.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2780,
50068.3,37642,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2781,
50329.9,37375.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2782,
50347.4,37360.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2783,
50477,37233.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2784,
50519.5,37184.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2785,
50409.2,37311.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2786,
50400.8,37326.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2787,
50493.4,37227.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2788,
50417.2,37309.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2789,
50364.8,37359.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2790,
50529.5,37194,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2791,
50436.9,37303.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2792,
50481.8,37260.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2793,
50372.1,37381.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2794,
50500.8,37252.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2795,
50468.3,37295.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2796,
50428,37332.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2797,
50287.6,37473.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2798,
50196.2,37566.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2799,
50452.3,37127.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2800,
50263.2,37341.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2801,
50312.4,37278,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2802,
50277.2,37316.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2803,
50511.9,37083.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2804,
50308.7,37289.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2805,
50516,37095.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2806,
50542.5,37067.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2807,
50318.6,37303.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2808,
50475,37144.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2809,
50526.5,37095,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2810,
50423.8,37204.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2811,
50503,37123.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2812,
50491.4,37135.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2813,
50329.6,37306.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2814,
50299.1,37336.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2815,
50454.8,37176.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2816,
50350.5,37283.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2817,
50438.3,37198.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2818,
50448.8,37185.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2819,
50523.8,37110,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2820,
50455.9,37185.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2821,
50042,37612.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2822,
50309,37343.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2823,
50270.9,37384.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2824,
50407.6,37250.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2825,
50389.4,37277.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2826,
50357.3,37303.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2827,
50415.2,37247.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2828,
50326.3,37337.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2829,
50538.6,37128.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2830,
50349.4,37326.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2831,
50105.1,37287,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2832,
50275.7,37170.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2833,
50436.3,37055.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2834,
50259.9,37233.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2835,
50414.7,37116.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2836,
50079,37451.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2837,
50260.6,37289.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2838,
50289.2,37274.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2839,
50510.4,37062,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2840,
50028,37548,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2841,
50316.9,36894.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2842,
50417.4,36795.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2843,
50240.2,36975.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2844,
50278.3,36944.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2845,
50335.4,36900.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2846,
49885.5,37360,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2847,
50456.6,36791.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2848,
50425.4,36837.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2849,
49919,37348.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2850,
50060.1,37228.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2851,
50080.4,37206.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2852,
50222.7,36939.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2853,
50243,36921.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2854,
49966.4,37210.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2855,
50455.7,36729.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2856,
49879.2,37312.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2857,
50334.7,36864.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2858,
49887.2,37313.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2859,
50189.2,36857.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2860,
49864.6,37188,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2861,
50378.9,36682.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2862,
50437.3,36627.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2863,
49941.2,37142.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2864,
50257.2,36827.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2865,
50218.4,36869.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2866,
50338.6,36761.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2867,
50390.9,36714.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2868,
50458.2,36643.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2869,
50257.1,36847.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2870,
50240.4,36880.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2871,
50448.3,36678.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2872,
50329,36803.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2873,
50448,36688.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2874,
50205,36933.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2875,
50220.8,36921.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2876,
50215.9,36930.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2877,
50304,36849.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2878,
50208.6,36706,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2879,
50381.3,36538.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2880,
50202.4,36717.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2881,
50025.5,36896.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2882,
50304.9,36622.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2883,
50070.2,36861.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2884,
50326.4,36621.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2885,
50179,36763.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2886,
50385.9,36559.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2887,
50341.4,36616.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2888,
49877.5,37077.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2889,
50356.9,36600.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2890,
50394,36571.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2891,
50371.7,36602.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2892,
50322.8,36670.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2893,
50200.7,36802.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2894,
50411.8,36615.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2895,
50199.4,36830.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2896,
50212.9,36830.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2897,
50157.1,36884.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2898,
50421.5,36628,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2899,
50246.9,36592,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2900,
50314.7,36522.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2901,
50548.5,36292.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2902,
50073.6,36761.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2903,
50297.2,36546.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2904,
50627.1,36215.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2905,
50356.8,36479.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2906,
50336.9,36510.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2907,
50284.2,36554.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2908,
50596.5,36249.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2909,
50326.1,36522.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2910,
50183.6,36667.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2911,
50320.9,36529.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2912,
50634.5,36229.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2913,
50618,36249.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2914,
49933.5,36920.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2915,
50243.1,36614.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2916,
50584,36282.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2917,
50569.8,36293.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2918,
50123.7,36741.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2919,
50592.7,36286.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2920,
50601.5,36282.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2921,
50330,36550,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2922,
50275.1,36605.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2923,
50648,36252,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2924,
50299.9,36596.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2925,
50181.4,36714.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2926,
50668.3,36122.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2927,
50223.6,36569,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2928,
50261.6,36525.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2929,
50107.2,36681.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2930,
50540,36252,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2931,
50330.2,36464.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2932,
50573.2,36228.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2933,
50345.8,36450,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2934,
50550.2,36246.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2935,
50185.5,36613.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2936,
50233,36571.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2937,
50111.1,36708,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2938,
50278.8,36539.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2939,
50215.7,36617.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2940,
50619.6,36204.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2941,
50117.4,36711.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2942,
50499.5,36246.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2943,
50204.8,36542.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2944,
49927.2,36816.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2945,
50196.8,36553.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2946,
50565.3,36182.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2947,
50083.2,36667.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2948,
49942,36812.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2949,
49923.5,36832.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2950,
50208.9,36549.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2951,
50346.8,36418.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2952,
50254.7,36508.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2953,
50535.7,36245.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2954,
50592.1,36200.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2955,
50330.8,36443.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2956,
49911,36862.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2957,
50636.5,36147.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2958,
50586.1,36130.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2959,
50437.8,36271.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2960,
50411,36298.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2961,
50244,36465.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2962,
50554.4,36169.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2963,
50036.6,36673.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2964,
50511.9,36229.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2965,
50299.5,36416.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2966,
49911.7,36803.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2967,
49934.6,36780.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2968,
50332.7,36378.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2969,
50486.6,36241,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2970,
50321.9,36395.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2971,
50321.7,36403.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2972,
50467.3,36259.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2973,
50617.7,36117.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2974,
50061.5,36669.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2975,
50579.4,36159.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2976,
50445.2,36299.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2977,
50465.6,36274,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2978,
50285.5,36387.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2979,
50565.7,36129.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2980,
49863.8,36818.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2981,
49890.9,36796.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2982,
50486.1,36224.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2983,
50530.5,36178.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2984,
50496.1,36202,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2985,
50447.3,36254.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2986,
50557,36146.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2987,
50056.8,36639.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2988,
50353.6,36288.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2989,
50505.9,36136.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2990,
50217.8,36428.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2991,
50448,36229.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2992,
50246.9,36415.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2993,
50222,36437.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2994,
50371.2,36296.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2995,
50358.7,36311.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2996,
49911.2,36749.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2997,
49909.9,36756.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2998,
50617.7,36050.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,2999,
50353.7,36271.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3000,
50513.9,36130.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3001,
50583,36048,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3002,
50457,36204,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3003,
50591.7,35982.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3004,
50333.5,36262.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3005,
49878.5,36699.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3006,
50516.7,36103.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3007,
50574.7,36016.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3008,
50451.3,36154.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3009,
50543.4,36061.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3010,
50201.4,36385.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3011,
50305.6,36289.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3012,
50467.5,36125.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3013,
50554.8,36047.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3014,
50298.8,36299.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3015,
50356.1,36247.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3016,
50072.4,36521,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3017,
49880.9,36715.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3018,
50241.8,36376.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3019,
50279.8,36326.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3020,
49888.9,36719.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3021,
50478.1,36103.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3022,
50454.9,36106.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3023,
49937.9,36611.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3024,
50066,36492.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3025,
50387.9,36208.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3026,
50338.8,36234.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3027,
50351,36203.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3028,
50558.6,35958.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3029,
50172.2,36347.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3030,
50231.7,36303.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3031,
50245,36291.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3032,
50239.4,36299.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3033,
50567.9,35970.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3034,
50514.7,36035.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3035,
50217.2,36328.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3036,
50330.7,36224,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3037,
50523.6,35974.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3038,
49976.9,36525.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3039,
50312.5,36197.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3040,
50405.3,36107.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3041,
50534,35987.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3042,
50356.9,36170.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3043,
49905.7,36606.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3044,
49927.1,36586,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3045,
50300.1,36246.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3046,
50535.7,35942.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3047,
50123.1,36348.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3048,
50063.6,36436.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3049,
50488.7,36008.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3050,
50197.2,36286.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3051,
50382.7,36144.5,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3052,
50305.6,36184.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3053,
50521.5,35936.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3054,
50337.7,36145,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3055,
50270.6,36196.2,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3056,
50454.4,36015.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3057,
50232.4,36233.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3058,
50276,36195.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3059,
49837.8,36583.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3060,
50409.5,36010.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3061,
50287.4,36141.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3062,
49865.4,36562.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3063,
50207.7,36223,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3064,
50274.4,36154.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3065,
50401.4,36028.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3066,
50254.6,36182,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3067,
50019.9,36409.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3068,
50325.6,36111.9,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3069,
49835.3,36595.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3070,
49930.6,36500.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3071,
50183.2,36253.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3072,
50261.8,36188,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3073,
50253.8,36199.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3074,
50289,36169.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3075,
50462.4,35920.3,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3076,
49886.6,36501,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3077,
50263.9,36130.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3078,
50234.5,36162.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3079,
50051.8,36337.1,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3080,
50359.6,36056.6,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3081,
50099.2,36303.8,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3082,
49850.8,36560,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3083,
50246.6,36163.4,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3084,
50090.2,36319.7,0.5,um,Surface,3,Center of Image Mass,Image 1,1,3085,
