
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
94,,Surface,4,Image 1,1,2422,
90,,Surface,4,Image 1,1,2423,
97,,Surface,4,Image 1,1,2424,
92,,Surface,4,Image 1,1,2425,
85,,Surface,4,Image 1,1,2426,
91,,Surface,4,Image 1,1,2427,
93,,Surface,4,Image 1,1,2428,
80,,Surface,4,Image 1,1,2429,
119,,Surface,4,Image 1,1,2430,
87,,Surface,4,Image 1,1,2431,
114,,Surface,4,Image 1,1,2432,
102,,Surface,4,Image 1,1,2433,
86,,Surface,4,Image 1,1,2434,
67,,Surface,4,Image 1,1,2435,
96,,Surface,4,Image 1,1,2436,
92,,Surface,4,Image 1,1,2437,
87,,Surface,4,Image 1,1,2438,
95,,Surface,4,Image 1,1,2439,
87,,Surface,4,Image 1,1,2440,
64,,Surface,4,Image 1,1,2441,
79,,Surface,4,Image 1,1,2442,
130,,Surface,4,Image 1,1,2443,
108,,Surface,4,Image 1,1,2444,
82,,Surface,4,Image 1,1,2445,
85,,Surface,4,Image 1,1,2446,
83,,Surface,4,Image 1,1,2447,
90,,Surface,4,Image 1,1,2448,
105,,Surface,4,Image 1,1,2449,
107,,Surface,4,Image 1,1,2450,
97,,Surface,4,Image 1,1,2451,
102,,Surface,4,Image 1,1,2452,
108,,Surface,4,Image 1,1,2453,
87,,Surface,4,Image 1,1,2454,
107,,Surface,4,Image 1,1,2455,
90,,Surface,4,Image 1,1,2456,
93,,Surface,4,Image 1,1,2457,
92,,Surface,4,Image 1,1,2458,
102,,Surface,4,Image 1,1,2459,
87,,Surface,4,Image 1,1,2460,
99,,Surface,4,Image 1,1,2461,
106,,Surface,4,Image 1,1,2462,
88,,Surface,4,Image 1,1,2463,
98,,Surface,4,Image 1,1,2464,
84,,Surface,4,Image 1,1,2465,
103,,Surface,4,Image 1,1,2466,
89,,Surface,4,Image 1,1,2467,
97,,Surface,4,Image 1,1,2468,
83,,Surface,4,Image 1,1,2469,
89,,Surface,4,Image 1,1,2470,
99,,Surface,4,Image 1,1,2471,
97,,Surface,4,Image 1,1,2472,
96,,Surface,4,Image 1,1,2473,
102,,Surface,4,Image 1,1,2474,
66,,Surface,4,Image 1,1,2475,
60,,Surface,4,Image 1,1,2476,
89,,Surface,4,Image 1,1,2477,
91,,Surface,4,Image 1,1,2478,
96,,Surface,4,Image 1,1,2479,
84,,Surface,4,Image 1,1,2480,
91,,Surface,4,Image 1,1,2481,
91,,Surface,4,Image 1,1,2482,
107,,Surface,4,Image 1,1,2483,
89,,Surface,4,Image 1,1,2484,
86,,Surface,4,Image 1,1,2485,
76,,Surface,4,Image 1,1,2486,
98,,Surface,4,Image 1,1,2487,
116,,Surface,4,Image 1,1,2488,
93,,Surface,4,Image 1,1,2489,
100,,Surface,4,Image 1,1,2490,
99,,Surface,4,Image 1,1,2491,
79,,Surface,4,Image 1,1,2492,
68,,Surface,4,Image 1,1,2493,
74,,Surface,4,Image 1,1,2494,
84,,Surface,4,Image 1,1,2495,
109,,Surface,4,Image 1,1,2496,
91,,Surface,4,Image 1,1,2497,
94,,Surface,4,Image 1,1,2498,
103,,Surface,4,Image 1,1,2499,
71,,Surface,4,Image 1,1,2500,
75,,Surface,4,Image 1,1,2501,
84,,Surface,4,Image 1,1,2502,
97,,Surface,4,Image 1,1,2503,
104,,Surface,4,Image 1,1,2504,
88,,Surface,4,Image 1,1,2505,
69,,Surface,4,Image 1,1,2506,
91,,Surface,4,Image 1,1,2507,
86,,Surface,4,Image 1,1,2508,
93,,Surface,4,Image 1,1,2509,
98,,Surface,4,Image 1,1,2510,
73,,Surface,4,Image 1,1,2511,
92,,Surface,4,Image 1,1,2512,
102,,Surface,4,Image 1,1,2513,
104,,Surface,4,Image 1,1,2514,
98,,Surface,4,Image 1,1,2515,
91,,Surface,4,Image 1,1,2516,
81,,Surface,4,Image 1,1,2517,
91,,Surface,4,Image 1,1,2518,
109,,Surface,4,Image 1,1,2519,
86,,Surface,4,Image 1,1,2520,
91,,Surface,4,Image 1,1,2521,
88,,Surface,4,Image 1,1,2522,
78,,Surface,4,Image 1,1,2523,
95,,Surface,4,Image 1,1,2524,
86,,Surface,4,Image 1,1,2525,
81,,Surface,4,Image 1,1,2526,
76,,Surface,4,Image 1,1,2527,
92,,Surface,4,Image 1,1,2528,
91,,Surface,4,Image 1,1,2529,
66,,Surface,4,Image 1,1,2530,
83,,Surface,4,Image 1,1,2531,
107,,Surface,4,Image 1,1,2532,
79,,Surface,4,Image 1,1,2533,
110,,Surface,4,Image 1,1,2534,
89,,Surface,4,Image 1,1,2535,
96,,Surface,4,Image 1,1,2536,
80,,Surface,4,Image 1,1,2537,
84,,Surface,4,Image 1,1,2538,
103,,Surface,4,Image 1,1,2539,
87,,Surface,4,Image 1,1,2540,
103,,Surface,4,Image 1,1,2541,
80,,Surface,4,Image 1,1,2542,
93,,Surface,4,Image 1,1,2543,
95,,Surface,4,Image 1,1,2544,
115,,Surface,4,Image 1,1,2545,
93,,Surface,4,Image 1,1,2546,
86,,Surface,4,Image 1,1,2547,
103,,Surface,4,Image 1,1,2548,
104,,Surface,4,Image 1,1,2549,
78,,Surface,4,Image 1,1,2550,
110,,Surface,4,Image 1,1,2551,
82,,Surface,4,Image 1,1,2552,
62,,Surface,4,Image 1,1,2553,
87,,Surface,4,Image 1,1,2554,
74,,Surface,4,Image 1,1,2555,
114,,Surface,4,Image 1,1,2556,
100,,Surface,4,Image 1,1,2557,
83,,Surface,4,Image 1,1,2558,
106,,Surface,4,Image 1,1,2559,
93,,Surface,4,Image 1,1,2560,
81,,Surface,4,Image 1,1,2561,
83,,Surface,4,Image 1,1,2562,
93,,Surface,4,Image 1,1,2563,
107,,Surface,4,Image 1,1,2564,
88,,Surface,4,Image 1,1,2565,
117,,Surface,4,Image 1,1,2566,
102,,Surface,4,Image 1,1,2567,
93,,Surface,4,Image 1,1,2568,
105,,Surface,4,Image 1,1,2569,
87,,Surface,4,Image 1,1,2570,
118,,Surface,4,Image 1,1,2571,
100,,Surface,4,Image 1,1,2572,
78,,Surface,4,Image 1,1,2573,
94,,Surface,4,Image 1,1,2574,
83,,Surface,4,Image 1,1,2575,
77,,Surface,4,Image 1,1,2576,
94,,Surface,4,Image 1,1,2577,
93,,Surface,4,Image 1,1,2578,
81,,Surface,4,Image 1,1,2579,
74,,Surface,4,Image 1,1,2580,
79,,Surface,4,Image 1,1,2581,
89,,Surface,4,Image 1,1,2582,
73,,Surface,4,Image 1,1,2583,
68,,Surface,4,Image 1,1,2584,
79,,Surface,4,Image 1,1,2585,
111,,Surface,4,Image 1,1,2586,
107,,Surface,4,Image 1,1,2587,
113,,Surface,4,Image 1,1,2588,
93,,Surface,4,Image 1,1,2589,
74,,Surface,4,Image 1,1,2590,
80,,Surface,4,Image 1,1,2591,
92,,Surface,4,Image 1,1,2592,
81,,Surface,4,Image 1,1,2593,
81,,Surface,4,Image 1,1,2594,
60,,Surface,4,Image 1,1,2595,
104,,Surface,4,Image 1,1,2596,
