
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.579212,,Surface,1,3100,
0.710913,,Surface,1,3101,
0.658115,,Surface,1,3102,
0.83537,,Surface,1,3103,
0.424229,,Surface,1,3104,
0.589068,,Surface,1,3105,
0.538711,,Surface,1,3106,
0.699453,,Surface,1,3107,
0.603167,,Surface,1,3108,
0.574476,,Surface,1,3109,
0.681305,,Surface,1,3110,
0.74056,,Surface,1,3111,
0.682972,,Surface,1,3112,
0.467247,,Surface,1,3113,
0.76234,,Surface,1,3114,
0.60253,,Surface,1,3115,
0.542384,,Surface,1,3116,
0.833792,,Surface,1,3117,
0.629046,,Surface,1,3118,
0.829952,,Surface,1,3119,
0.58118,,Surface,1,3120,
0.788446,,Surface,1,3121,
0.538493,,Surface,1,3122,
0.731212,,Surface,1,3123,
0.618486,,Surface,1,3124,
0.755631,,Surface,1,3125,
0.669788,,Surface,1,3126,
0.760224,,Surface,1,3127,
0.564586,,Surface,1,3128,
0.597258,,Surface,1,3129,
0.602473,,Surface,1,3130,
0.734189,,Surface,1,3131,
0.644909,,Surface,1,3132,
0.698126,,Surface,1,3133,
0.869056,,Surface,1,3134,
0.580233,,Surface,1,3135,
0.486244,,Surface,1,3136,
0.672442,,Surface,1,3137,
0.611001,,Surface,1,3138,
0.625642,,Surface,1,3139,
0.755299,,Surface,1,3140,
0.763991,,Surface,1,3141,
0.633279,,Surface,1,3142,
0.446762,,Surface,1,3143,
0.777787,,Surface,1,3144,
0.33675,,Surface,1,3145,
0.629586,,Surface,1,3146,
0.702102,,Surface,1,3147,
0.297759,,Surface,1,3148,
0.787122,,Surface,1,3149,
0.73782,,Surface,1,3150,
0.692236,,Surface,1,3151,
0.54655,,Surface,1,3152,
0.878125,,Surface,1,3153,
0.638871,,Surface,1,3154,
0.632231,,Surface,1,3155,
0.651393,,Surface,1,3156,
0.190973,,Surface,1,3157,
0.839147,,Surface,1,3158,
0.611785,,Surface,1,3159,
0.585331,,Surface,1,3160,
0.79155,,Surface,1,3161,
0.536613,,Surface,1,3162,
0.463976,,Surface,1,3163,
0.438516,,Surface,1,3164,
0.480394,,Surface,1,3165,
0.636672,,Surface,1,3166,
0.358833,,Surface,1,3167,
0.652005,,Surface,1,3168,
0.499126,,Surface,1,3169,
0.65144,,Surface,1,3170,
0.783433,,Surface,1,3171,
0.647636,,Surface,1,3172,
0.337555,,Surface,1,3173,
0.850634,,Surface,1,3174,
0.616046,,Surface,1,3175,
0.738951,,Surface,1,3176,
0.654912,,Surface,1,3177,
0.768024,,Surface,1,3178,
0.410327,,Surface,1,3179,
0.673887,,Surface,1,3180,
0.530495,,Surface,1,3181,
0.620749,,Surface,1,3182,
0.278805,,Surface,1,3183,
0.701873,,Surface,1,3184,
0.762054,,Surface,1,3185,
0.738965,,Surface,1,3186,
0.559023,,Surface,1,3187,
0.581934,,Surface,1,3188,
0.471352,,Surface,1,3189,
0.695192,,Surface,1,3190,
0.554036,,Surface,1,3191,
0.314125,,Surface,1,3192,
0.747896,,Surface,1,3193,
0.51697,,Surface,1,3194,
0.525886,,Surface,1,3195,
0.296486,,Surface,1,3196,
0.338567,,Surface,1,3197,
0.626586,,Surface,1,3198,
0.517337,,Surface,1,3199,
0.558609,,Surface,1,3200,
0.617149,,Surface,1,3201,
0.740697,,Surface,1,3202,
0.547988,,Surface,1,3203,
0.472977,,Surface,1,3204,
0.620121,,Surface,1,3205,
0.577452,,Surface,1,3206,
0.819154,,Surface,1,3207,
0.658688,,Surface,1,3208,
0.61895,,Surface,1,3209,
0.803771,,Surface,1,3210,
0.826155,,Surface,1,3211,
0.82494,,Surface,1,3212,
0.842387,,Surface,1,3213,
0.565485,,Surface,1,3214,
0.780325,,Surface,1,3215,
0.615422,,Surface,1,3216,
0.533629,,Surface,1,3217,
0.781016,,Surface,1,3218,
0.702463,,Surface,1,3219,
0.6481,,Surface,1,3220,
0.661861,,Surface,1,3221,
0.61663,,Surface,1,3222,
0.870568,,Surface,1,3223,
0.751013,,Surface,1,3224,
0.677326,,Surface,1,3225,
