
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
41.986,,Surface,2,Image 1,1,2422,
130.108,,Surface,2,Image 1,1,2423,
33.002,,Surface,2,Image 1,1,2424,
27.024,,Surface,2,Image 1,1,2425,
52.016,,Surface,2,Image 1,1,2426,
45.984,,Surface,2,Image 1,1,2427,
48.024,,Surface,2,Image 1,1,2428,
53.504,,Surface,2,Image 1,1,2429,
33.004,,Surface,2,Image 1,1,2430,
132.024,,Surface,2,Image 1,1,2431,
30.04,,Surface,2,Image 1,1,2432,
41.015,,Surface,2,Image 1,1,2433,
139.496,,Surface,2,Image 1,1,2434,
154.972,,Surface,2,Image 1,1,2435,
38.992,,Surface,2,Image 1,1,2436,
74.056,,Surface,2,Image 1,1,2437,
37.964,,Surface,2,Image 1,1,2438,
38.016,,Surface,2,Image 1,1,2439,
117.968,,Surface,2,Image 1,1,2440,
61.04,,Surface,2,Image 1,1,2441,
41.524,,Surface,2,Image 1,1,2442,
35.024,,Surface,2,Image 1,1,2443,
49.025,,Surface,2,Image 1,1,2444,
141.52,,Surface,2,Image 1,1,2445,
44.944,,Surface,2,Image 1,1,2446,
38.956,,Surface,2,Image 1,1,2447,
46.524,,Surface,2,Image 1,1,2448,
47,,Surface,2,Image 1,1,2449,
47,,Surface,2,Image 1,1,2450,
79.504,,Surface,2,Image 1,1,2451,
39.952,,Surface,2,Image 1,1,2452,
31.984,,Surface,2,Image 1,1,2453,
39.012,,Surface,2,Image 1,1,2454,
37,,Surface,2,Image 1,1,2455,
34.004,,Surface,2,Image 1,1,2456,
32.024,,Surface,2,Image 1,1,2457,
46.52,,Surface,2,Image 1,1,2458,
33.973,,Surface,2,Image 1,1,2459,
46.98,,Surface,2,Image 1,1,2460,
37.005,,Surface,2,Image 1,1,2461,
37.992,,Surface,2,Image 1,1,2462,
45.992,,Surface,2,Image 1,1,2463,
65.034,,Surface,2,Image 1,1,2464,
36.024,,Surface,2,Image 1,1,2465,
42.52,,Surface,2,Image 1,1,2466,
35,,Surface,2,Image 1,1,2467,
41.94,,Surface,2,Image 1,1,2468,
131.02,,Surface,2,Image 1,1,2469,
101.024,,Surface,2,Image 1,1,2470,
35.016,,Surface,2,Image 1,1,2471,
38.52,,Surface,2,Image 1,1,2472,
41.512,,Surface,2,Image 1,1,2473,
37.994,,Surface,2,Image 1,1,2474,
80.476,,Surface,2,Image 1,1,2475,
110.952,,Surface,2,Image 1,1,2476,
68.032,,Surface,2,Image 1,1,2477,
102.08,,Surface,2,Image 1,1,2478,
33.496,,Surface,2,Image 1,1,2479,
40.007,,Surface,2,Image 1,1,2480,
37.994,,Surface,2,Image 1,1,2481,
41.032,,Surface,2,Image 1,1,2482,
37.003,,Surface,2,Image 1,1,2483,
32.008,,Surface,2,Image 1,1,2484,
41.04,,Surface,2,Image 1,1,2485,
113.44,,Surface,2,Image 1,1,2486,
