
Intensity Center Ch=4 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
154,,Surface,4,Image 1,1,3116,
163,,Surface,4,Image 1,1,3117,
160,,Surface,4,Image 1,1,3118,
108,,Surface,4,Image 1,1,3119,
116,,Surface,4,Image 1,1,3120,
150,,Surface,4,Image 1,1,3121,
139,,Surface,4,Image 1,1,3122,
133,,Surface,4,Image 1,1,3123,
152,,Surface,4,Image 1,1,3124,
133,,Surface,4,Image 1,1,3125,
143,,Surface,4,Image 1,1,3126,
131,,Surface,4,Image 1,1,3127,
141,,Surface,4,Image 1,1,3128,
153,,Surface,4,Image 1,1,3129,
112,,Surface,4,Image 1,1,3130,
143,,Surface,4,Image 1,1,3131,
141,,Surface,4,Image 1,1,3132,
137,,Surface,4,Image 1,1,3133,
132,,Surface,4,Image 1,1,3134,
118,,Surface,4,Image 1,1,3135,
128,,Surface,4,Image 1,1,3136,
124,,Surface,4,Image 1,1,3137,
137,,Surface,4,Image 1,1,3138,
112,,Surface,4,Image 1,1,3139,
146,,Surface,4,Image 1,1,3140,
135,,Surface,4,Image 1,1,3141,
135,,Surface,4,Image 1,1,3142,
128,,Surface,4,Image 1,1,3143,
140,,Surface,4,Image 1,1,3144,
179,,Surface,4,Image 1,1,3145,
159,,Surface,4,Image 1,1,3146,
146,,Surface,4,Image 1,1,3147,
185,,Surface,4,Image 1,1,3148,
175,,Surface,4,Image 1,1,3149,
124,,Surface,4,Image 1,1,3150,
122,,Surface,4,Image 1,1,3151,
104,,Surface,4,Image 1,1,3152,
173,,Surface,4,Image 1,1,3153,
130,,Surface,4,Image 1,1,3154,
119,,Surface,4,Image 1,1,3155,
128,,Surface,4,Image 1,1,3156,
117,,Surface,4,Image 1,1,3157,
108,,Surface,4,Image 1,1,3158,
143,,Surface,4,Image 1,1,3159,
153,,Surface,4,Image 1,1,3160,
147,,Surface,4,Image 1,1,3161,
121,,Surface,4,Image 1,1,3162,
132,,Surface,4,Image 1,1,3163,
172,,Surface,4,Image 1,1,3164,
129,,Surface,4,Image 1,1,3165,
140,,Surface,4,Image 1,1,3166,
146,,Surface,4,Image 1,1,3167,
99,,Surface,4,Image 1,1,3168,
108,,Surface,4,Image 1,1,3169,
115,,Surface,4,Image 1,1,3170,
143,,Surface,4,Image 1,1,3171,
156,,Surface,4,Image 1,1,3172,
146,,Surface,4,Image 1,1,3173,
131,,Surface,4,Image 1,1,3174,
139,,Surface,4,Image 1,1,3175,
169,,Surface,4,Image 1,1,3176,
94,,Surface,4,Image 1,1,3177,
149,,Surface,4,Image 1,1,3178,
108,,Surface,4,Image 1,1,3179,
119,,Surface,4,Image 1,1,3180,
144,,Surface,4,Image 1,1,3181,
148,,Surface,4,Image 1,1,3182,
105,,Surface,4,Image 1,1,3183,
117,,Surface,4,Image 1,1,3184,
149,,Surface,4,Image 1,1,3185,
129,,Surface,4,Image 1,1,3186,
139,,Surface,4,Image 1,1,3187,
124,,Surface,4,Image 1,1,3188,
109,,Surface,4,Image 1,1,3189,
126,,Surface,4,Image 1,1,3190,
112,,Surface,4,Image 1,1,3191,
119,,Surface,4,Image 1,1,3192,
110,,Surface,4,Image 1,1,3193,
139,,Surface,4,Image 1,1,3194,
110,,Surface,4,Image 1,1,3195,
127,,Surface,4,Image 1,1,3196,
130,,Surface,4,Image 1,1,3197,
127,,Surface,4,Image 1,1,3198,
111,,Surface,4,Image 1,1,3199,
160,,Surface,4,Image 1,1,3200,
106,,Surface,4,Image 1,1,3201,
133,,Surface,4,Image 1,1,3202,
139,,Surface,4,Image 1,1,3203,
124,,Surface,4,Image 1,1,3204,
153,,Surface,4,Image 1,1,3205,
115,,Surface,4,Image 1,1,3206,
113,,Surface,4,Image 1,1,3207,
113,,Surface,4,Image 1,1,3208,
119,,Surface,4,Image 1,1,3209,
111,,Surface,4,Image 1,1,3210,
142,,Surface,4,Image 1,1,3211,
131,,Surface,4,Image 1,1,3212,
125,,Surface,4,Image 1,1,3213,
115,,Surface,4,Image 1,1,3214,
124,,Surface,4,Image 1,1,3215,
134,,Surface,4,Image 1,1,3216,
137,,Surface,4,Image 1,1,3217,
129,,Surface,4,Image 1,1,3218,
137,,Surface,4,Image 1,1,3219,
123,,Surface,4,Image 1,1,3220,
133,,Surface,4,Image 1,1,3221,
130,,Surface,4,Image 1,1,3222,
135,,Surface,4,Image 1,1,3223,
145,,Surface,4,Image 1,1,3224,
149,,Surface,4,Image 1,1,3225,
