
Intensity Center Ch=4 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
162,,Surface,4,Image 1,1,2794,
130,,Surface,4,Image 1,1,2795,
126,,Surface,4,Image 1,1,2796,
140,,Surface,4,Image 1,1,2797,
114,,Surface,4,Image 1,1,2798,
148,,Surface,4,Image 1,1,2799,
110,,Surface,4,Image 1,1,2800,
114,,Surface,4,Image 1,1,2801,
124,,Surface,4,Image 1,1,2802,
130,,Surface,4,Image 1,1,2803,
118,,Surface,4,Image 1,1,2804,
112,,Surface,4,Image 1,1,2805,
123,,Surface,4,Image 1,1,2806,
124,,Surface,4,Image 1,1,2807,
121,,Surface,4,Image 1,1,2808,
125,,Surface,4,Image 1,1,2809,
121,,Surface,4,Image 1,1,2810,
126,,Surface,4,Image 1,1,2811,
135,,Surface,4,Image 1,1,2812,
142,,Surface,4,Image 1,1,2813,
130,,Surface,4,Image 1,1,2814,
143,,Surface,4,Image 1,1,2815,
136,,Surface,4,Image 1,1,2816,
126,,Surface,4,Image 1,1,2817,
110,,Surface,4,Image 1,1,2818,
121,,Surface,4,Image 1,1,2819,
146,,Surface,4,Image 1,1,2820,
115,,Surface,4,Image 1,1,2821,
108,,Surface,4,Image 1,1,2822,
145,,Surface,4,Image 1,1,2823,
122,,Surface,4,Image 1,1,2824,
106,,Surface,4,Image 1,1,2825,
109,,Surface,4,Image 1,1,2826,
123,,Surface,4,Image 1,1,2827,
161,,Surface,4,Image 1,1,2828,
122,,Surface,4,Image 1,1,2829,
119,,Surface,4,Image 1,1,2830,
151,,Surface,4,Image 1,1,2831,
149,,Surface,4,Image 1,1,2832,
157,,Surface,4,Image 1,1,2833,
134,,Surface,4,Image 1,1,2834,
147,,Surface,4,Image 1,1,2835,
144,,Surface,4,Image 1,1,2836,
117,,Surface,4,Image 1,1,2837,
129,,Surface,4,Image 1,1,2838,
120,,Surface,4,Image 1,1,2839,
120,,Surface,4,Image 1,1,2840,
134,,Surface,4,Image 1,1,2841,
127,,Surface,4,Image 1,1,2842,
116,,Surface,4,Image 1,1,2843,
144,,Surface,4,Image 1,1,2844,
144,,Surface,4,Image 1,1,2845,
117,,Surface,4,Image 1,1,2846,
135,,Surface,4,Image 1,1,2847,
121,,Surface,4,Image 1,1,2848,
142,,Surface,4,Image 1,1,2849,
103,,Surface,4,Image 1,1,2850,
171,,Surface,4,Image 1,1,2851,
116,,Surface,4,Image 1,1,2852,
143,,Surface,4,Image 1,1,2853,
135,,Surface,4,Image 1,1,2854,
132,,Surface,4,Image 1,1,2855,
140,,Surface,4,Image 1,1,2856,
127,,Surface,4,Image 1,1,2857,
116,,Surface,4,Image 1,1,2858,
125,,Surface,4,Image 1,1,2859,
131,,Surface,4,Image 1,1,2860,
137,,Surface,4,Image 1,1,2861,
126,,Surface,4,Image 1,1,2862,
153,,Surface,4,Image 1,1,2863,
120,,Surface,4,Image 1,1,2864,
148,,Surface,4,Image 1,1,2865,
119,,Surface,4,Image 1,1,2866,
76,,Surface,4,Image 1,1,2867,
131,,Surface,4,Image 1,1,2868,
102,,Surface,4,Image 1,1,2869,
123,,Surface,4,Image 1,1,2870,
146,,Surface,4,Image 1,1,2871,
112,,Surface,4,Image 1,1,2872,
122,,Surface,4,Image 1,1,2873,
131,,Surface,4,Image 1,1,2874,
113,,Surface,4,Image 1,1,2875,
138,,Surface,4,Image 1,1,2876,
116,,Surface,4,Image 1,1,2877,
149,,Surface,4,Image 1,1,2878,
126,,Surface,4,Image 1,1,2879,
82,,Surface,4,Image 1,1,2880,
150,,Surface,4,Image 1,1,2881,
128,,Surface,4,Image 1,1,2882,
127,,Surface,4,Image 1,1,2883,
129,,Surface,4,Image 1,1,2884,
152,,Surface,4,Image 1,1,2885,
131,,Surface,4,Image 1,1,2886,
131,,Surface,4,Image 1,1,2887,
140,,Surface,4,Image 1,1,2888,
150,,Surface,4,Image 1,1,2889,
141,,Surface,4,Image 1,1,2890,
139,,Surface,4,Image 1,1,2891,
153,,Surface,4,Image 1,1,2892,
140,,Surface,4,Image 1,1,2893,
129,,Surface,4,Image 1,1,2894,
107,,Surface,4,Image 1,1,2895,
162,,Surface,4,Image 1,1,2896,
168,,Surface,4,Image 1,1,2897,
183,,Surface,4,Image 1,1,2898,
121,,Surface,4,Image 1,1,2899,
122,,Surface,4,Image 1,1,2900,
116,,Surface,4,Image 1,1,2901,
158,,Surface,4,Image 1,1,2902,
109,,Surface,4,Image 1,1,2903,
129,,Surface,4,Image 1,1,2904,
146,,Surface,4,Image 1,1,2905,
115,,Surface,4,Image 1,1,2906,
137,,Surface,4,Image 1,1,2907,
123,,Surface,4,Image 1,1,2908,
125,,Surface,4,Image 1,1,2909,
138,,Surface,4,Image 1,1,2910,
146,,Surface,4,Image 1,1,2911,
151,,Surface,4,Image 1,1,2912,
154,,Surface,4,Image 1,1,2913,
155,,Surface,4,Image 1,1,2914,
133,,Surface,4,Image 1,1,2915,
130,,Surface,4,Image 1,1,2916,
134,,Surface,4,Image 1,1,2917,
129,,Surface,4,Image 1,1,2918,
136,,Surface,4,Image 1,1,2919,
165,,Surface,4,Image 1,1,2920,
137,,Surface,4,Image 1,1,2921,
145,,Surface,4,Image 1,1,2922,
125,,Surface,4,Image 1,1,2923,
88,,Surface,4,Image 1,1,2924,
109,,Surface,4,Image 1,1,2925,
145,,Surface,4,Image 1,1,2926,
148,,Surface,4,Image 1,1,2927,
133,,Surface,4,Image 1,1,2928,
141,,Surface,4,Image 1,1,2929,
154,,Surface,4,Image 1,1,2930,
139,,Surface,4,Image 1,1,2931,
129,,Surface,4,Image 1,1,2932,
144,,Surface,4,Image 1,1,2933,
120,,Surface,4,Image 1,1,2934,
131,,Surface,4,Image 1,1,2935,
123,,Surface,4,Image 1,1,2936,
117,,Surface,4,Image 1,1,2937,
157,,Surface,4,Image 1,1,2938,
156,,Surface,4,Image 1,1,2939,
127,,Surface,4,Image 1,1,2940,
144,,Surface,4,Image 1,1,2941,
162,,Surface,4,Image 1,1,2942,
123,,Surface,4,Image 1,1,2943,
174,,Surface,4,Image 1,1,2944,
123,,Surface,4,Image 1,1,2945,
132,,Surface,4,Image 1,1,2946,
143,,Surface,4,Image 1,1,2947,
139,,Surface,4,Image 1,1,2948,
130,,Surface,4,Image 1,1,2949,
159,,Surface,4,Image 1,1,2950,
115,,Surface,4,Image 1,1,2951,
129,,Surface,4,Image 1,1,2952,
133,,Surface,4,Image 1,1,2953,
123,,Surface,4,Image 1,1,2954,
130,,Surface,4,Image 1,1,2955,
121,,Surface,4,Image 1,1,2956,
125,,Surface,4,Image 1,1,2957,
134,,Surface,4,Image 1,1,2958,
128,,Surface,4,Image 1,1,2959,
129,,Surface,4,Image 1,1,2960,
124,,Surface,4,Image 1,1,2961,
137,,Surface,4,Image 1,1,2962,
117,,Surface,4,Image 1,1,2963,
149,,Surface,4,Image 1,1,2964,
135,,Surface,4,Image 1,1,2965,
126,,Surface,4,Image 1,1,2966,
149,,Surface,4,Image 1,1,2967,
119,,Surface,4,Image 1,1,2968,
144,,Surface,4,Image 1,1,2969,
146,,Surface,4,Image 1,1,2970,
142,,Surface,4,Image 1,1,2971,
143,,Surface,4,Image 1,1,2972,
120,,Surface,4,Image 1,1,2973,
152,,Surface,4,Image 1,1,2974,
137,,Surface,4,Image 1,1,2975,
110,,Surface,4,Image 1,1,2976,
143,,Surface,4,Image 1,1,2977,
114,,Surface,4,Image 1,1,2978,
130,,Surface,4,Image 1,1,2979,
143,,Surface,4,Image 1,1,2980,
106,,Surface,4,Image 1,1,2981,
165,,Surface,4,Image 1,1,2982,
120,,Surface,4,Image 1,1,2983,
102,,Surface,4,Image 1,1,2984,
134,,Surface,4,Image 1,1,2985,
126,,Surface,4,Image 1,1,2986,
147,,Surface,4,Image 1,1,2987,
152,,Surface,4,Image 1,1,2988,
141,,Surface,4,Image 1,1,2989,
142,,Surface,4,Image 1,1,2990,
146,,Surface,4,Image 1,1,2991,
150,,Surface,4,Image 1,1,2992,
107,,Surface,4,Image 1,1,2993,
142,,Surface,4,Image 1,1,2994,
114,,Surface,4,Image 1,1,2995,
132,,Surface,4,Image 1,1,2996,
164,,Surface,4,Image 1,1,2997,
167,,Surface,4,Image 1,1,2998,
130,,Surface,4,Image 1,1,2999,
92,,Surface,4,Image 1,1,3000,
96,,Surface,4,Image 1,1,3001,
146,,Surface,4,Image 1,1,3002,
118,,Surface,4,Image 1,1,3003,
135,,Surface,4,Image 1,1,3004,
111,,Surface,4,Image 1,1,3005,
122,,Surface,4,Image 1,1,3006,
125,,Surface,4,Image 1,1,3007,
149,,Surface,4,Image 1,1,3008,
115,,Surface,4,Image 1,1,3009,
140,,Surface,4,Image 1,1,3010,
161,,Surface,4,Image 1,1,3011,
126,,Surface,4,Image 1,1,3012,
113,,Surface,4,Image 1,1,3013,
110,,Surface,4,Image 1,1,3014,
126,,Surface,4,Image 1,1,3015,
144,,Surface,4,Image 1,1,3016,
133,,Surface,4,Image 1,1,3017,
137,,Surface,4,Image 1,1,3018,
137,,Surface,4,Image 1,1,3019,
161,,Surface,4,Image 1,1,3020,
146,,Surface,4,Image 1,1,3021,
121,,Surface,4,Image 1,1,3022,
130,,Surface,4,Image 1,1,3023,
122,,Surface,4,Image 1,1,3024,
115,,Surface,4,Image 1,1,3025,
114,,Surface,4,Image 1,1,3026,
96,,Surface,4,Image 1,1,3027,
174,,Surface,4,Image 1,1,3028,
141,,Surface,4,Image 1,1,3029,
137,,Surface,4,Image 1,1,3030,
109,,Surface,4,Image 1,1,3031,
111,,Surface,4,Image 1,1,3032,
122,,Surface,4,Image 1,1,3033,
150,,Surface,4,Image 1,1,3034,
140,,Surface,4,Image 1,1,3035,
127,,Surface,4,Image 1,1,3036,
101,,Surface,4,Image 1,1,3037,
144,,Surface,4,Image 1,1,3038,
152,,Surface,4,Image 1,1,3039,
89,,Surface,4,Image 1,1,3040,
130,,Surface,4,Image 1,1,3041,
113,,Surface,4,Image 1,1,3042,
145,,Surface,4,Image 1,1,3043,
139,,Surface,4,Image 1,1,3044,
123,,Surface,4,Image 1,1,3045,
119,,Surface,4,Image 1,1,3046,
114,,Surface,4,Image 1,1,3047,
158,,Surface,4,Image 1,1,3048,
128,,Surface,4,Image 1,1,3049,
117,,Surface,4,Image 1,1,3050,
146,,Surface,4,Image 1,1,3051,
138,,Surface,4,Image 1,1,3052,
74,,Surface,4,Image 1,1,3053,
154,,Surface,4,Image 1,1,3054,
150,,Surface,4,Image 1,1,3055,
159,,Surface,4,Image 1,1,3056,
130,,Surface,4,Image 1,1,3057,
135,,Surface,4,Image 1,1,3058,
106,,Surface,4,Image 1,1,3059,
144,,Surface,4,Image 1,1,3060,
144,,Surface,4,Image 1,1,3061,
89,,Surface,4,Image 1,1,3062,
135,,Surface,4,Image 1,1,3063,
163,,Surface,4,Image 1,1,3064,
101,,Surface,4,Image 1,1,3065,
112,,Surface,4,Image 1,1,3066,
149,,Surface,4,Image 1,1,3067,
128,,Surface,4,Image 1,1,3068,
121,,Surface,4,Image 1,1,3069,
161,,Surface,4,Image 1,1,3070,
120,,Surface,4,Image 1,1,3071,
115,,Surface,4,Image 1,1,3072,
177,,Surface,4,Image 1,1,3073,
123,,Surface,4,Image 1,1,3074,
100,,Surface,4,Image 1,1,3075,
120,,Surface,4,Image 1,1,3076,
127,,Surface,4,Image 1,1,3077,
131,,Surface,4,Image 1,1,3078,
94,,Surface,4,Image 1,1,3079,
135,,Surface,4,Image 1,1,3080,
121,,Surface,4,Image 1,1,3081,
149,,Surface,4,Image 1,1,3082,
146,,Surface,4,Image 1,1,3083,
105,,Surface,4,Image 1,1,3084,
113,,Surface,4,Image 1,1,3085,
128,,Surface,4,Image 1,1,3086,
135,,Surface,4,Image 1,1,3087,
133,,Surface,4,Image 1,1,3088,
136,,Surface,4,Image 1,1,3089,
117,,Surface,4,Image 1,1,3090,
137,,Surface,4,Image 1,1,3091,
119,,Surface,4,Image 1,1,3092,
141,,Surface,4,Image 1,1,3093,
140,,Surface,4,Image 1,1,3094,
117,,Surface,4,Image 1,1,3095,
115,,Surface,4,Image 1,1,3096,
120,,Surface,4,Image 1,1,3097,
114,,Surface,4,Image 1,1,3098,
124,,Surface,4,Image 1,1,3099,
135,,Surface,4,Image 1,1,3100,
128,,Surface,4,Image 1,1,3101,
89,,Surface,4,Image 1,1,3102,
115,,Surface,4,Image 1,1,3103,
152,,Surface,4,Image 1,1,3104,
139,,Surface,4,Image 1,1,3105,
126,,Surface,4,Image 1,1,3106,
152,,Surface,4,Image 1,1,3107,
118,,Surface,4,Image 1,1,3108,
133,,Surface,4,Image 1,1,3109,
125,,Surface,4,Image 1,1,3110,
145,,Surface,4,Image 1,1,3111,
123,,Surface,4,Image 1,1,3112,
109,,Surface,4,Image 1,1,3113,
123,,Surface,4,Image 1,1,3114,
141,,Surface,4,Image 1,1,3115,
