
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
14.6045,,Surface,2,Image 1,1,2422,
41.7131,,Surface,2,Image 1,1,2423,
11.4223,,Surface,2,Image 1,1,2424,
12.2506,,Surface,2,Image 1,1,2425,
22.6991,,Surface,2,Image 1,1,2426,
15.8654,,Surface,2,Image 1,1,2427,
22.9585,,Surface,2,Image 1,1,2428,
21.8565,,Surface,2,Image 1,1,2429,
25.5028,,Surface,2,Image 1,1,2430,
33.5773,,Surface,2,Image 1,1,2431,
11.9772,,Surface,2,Image 1,1,2432,
21.6741,,Surface,2,Image 1,1,2433,
47.995,,Surface,2,Image 1,1,2434,
50.7588,,Surface,2,Image 1,1,2435,
9.52769,,Surface,2,Image 1,1,2436,
36.3363,,Surface,2,Image 1,1,2437,
16.0683,,Surface,2,Image 1,1,2438,
16.2158,,Surface,2,Image 1,1,2439,
25.4009,,Surface,2,Image 1,1,2440,
23.6034,,Surface,2,Image 1,1,2441,
15.7345,,Surface,2,Image 1,1,2442,
11.883,,Surface,2,Image 1,1,2443,
13.2251,,Surface,2,Image 1,1,2444,
51.4715,,Surface,2,Image 1,1,2445,
25.7832,,Surface,2,Image 1,1,2446,
14.7817,,Surface,2,Image 1,1,2447,
13.339,,Surface,2,Image 1,1,2448,
16.7972,,Surface,2,Image 1,1,2449,
12.083,,Surface,2,Image 1,1,2450,
23.3965,,Surface,2,Image 1,1,2451,
14.8772,,Surface,2,Image 1,1,2452,
9.04498,,Surface,2,Image 1,1,2453,
17.5118,,Surface,2,Image 1,1,2454,
17.6856,,Surface,2,Image 1,1,2455,
14.6354,,Surface,2,Image 1,1,2456,
13.286,,Surface,2,Image 1,1,2457,
15.3074,,Surface,2,Image 1,1,2458,
11.8906,,Surface,2,Image 1,1,2459,
15.6178,,Surface,2,Image 1,1,2460,
11.9723,,Surface,2,Image 1,1,2461,
9.44003,,Surface,2,Image 1,1,2462,
13.7208,,Surface,2,Image 1,1,2463,
17.9545,,Surface,2,Image 1,1,2464,
12.8644,,Surface,2,Image 1,1,2465,
10.909,,Surface,2,Image 1,1,2466,
12.8039,,Surface,2,Image 1,1,2467,
15.2842,,Surface,2,Image 1,1,2468,
41.045,,Surface,2,Image 1,1,2469,
33.3839,,Surface,2,Image 1,1,2470,
10.8811,,Surface,2,Image 1,1,2471,
16.1347,,Surface,2,Image 1,1,2472,
9.35262,,Surface,2,Image 1,1,2473,
10.7223,,Surface,2,Image 1,1,2474,
35.0165,,Surface,2,Image 1,1,2475,
26.3321,,Surface,2,Image 1,1,2476,
24.7712,,Surface,2,Image 1,1,2477,
29.8608,,Surface,2,Image 1,1,2478,
20.5722,,Surface,2,Image 1,1,2479,
22.1365,,Surface,2,Image 1,1,2480,
10.0693,,Surface,2,Image 1,1,2481,
17.1505,,Surface,2,Image 1,1,2482,
13.4586,,Surface,2,Image 1,1,2483,
16.0247,,Surface,2,Image 1,1,2484,
15.6616,,Surface,2,Image 1,1,2485,
52.1321,,Surface,2,Image 1,1,2486,
11.6265,,Surface,2,Image 1,1,2487,
9.75498,,Surface,2,Image 1,1,2488,
10.9821,,Surface,2,Image 1,1,2489,
13.9768,,Surface,2,Image 1,1,2490,
13.8157,,Surface,2,Image 1,1,2491,
28.3671,,Surface,2,Image 1,1,2492,
21.8519,,Surface,2,Image 1,1,2493,
33.1737,,Surface,2,Image 1,1,2494,
26.9004,,Surface,2,Image 1,1,2495,
23.6489,,Surface,2,Image 1,1,2496,
30.3321,,Surface,2,Image 1,1,2497,
46.6137,,Surface,2,Image 1,1,2498,
12.4383,,Surface,2,Image 1,1,2499,
41.3698,,Surface,2,Image 1,1,2500,
35.2051,,Surface,2,Image 1,1,2501,
23.3787,,Surface,2,Image 1,1,2502,
25.5688,,Surface,2,Image 1,1,2503,
32.6378,,Surface,2,Image 1,1,2504,
30.8976,,Surface,2,Image 1,1,2505,
47.7552,,Surface,2,Image 1,1,2506,
31.5441,,Surface,2,Image 1,1,2507,
17.5207,,Surface,2,Image 1,1,2508,
55.2544,,Surface,2,Image 1,1,2509,
27.9306,,Surface,2,Image 1,1,2510,
41.8271,,Surface,2,Image 1,1,2511,
56.6008,,Surface,2,Image 1,1,2512,
16.6825,,Surface,2,Image 1,1,2513,
28.9926,,Surface,2,Image 1,1,2514,
15.5568,,Surface,2,Image 1,1,2515,
25.7112,,Surface,2,Image 1,1,2516,
21.2985,,Surface,2,Image 1,1,2517,
17.7609,,Surface,2,Image 1,1,2518,
12.4158,,Surface,2,Image 1,1,2519,
29.6456,,Surface,2,Image 1,1,2520,
28.079,,Surface,2,Image 1,1,2521,
32.3431,,Surface,2,Image 1,1,2522,
30.3427,,Surface,2,Image 1,1,2523,
14.0343,,Surface,2,Image 1,1,2524,
15.6696,,Surface,2,Image 1,1,2525,
17.3006,,Surface,2,Image 1,1,2526,
29.7527,,Surface,2,Image 1,1,2527,
28.1966,,Surface,2,Image 1,1,2528,
29.5106,,Surface,2,Image 1,1,2529,
59.635,,Surface,2,Image 1,1,2530,
37.8153,,Surface,2,Image 1,1,2531,
12.7637,,Surface,2,Image 1,1,2532,
33.8033,,Surface,2,Image 1,1,2533,
27.8522,,Surface,2,Image 1,1,2534,
37.9102,,Surface,2,Image 1,1,2535,
19.4082,,Surface,2,Image 1,1,2536,
32.3394,,Surface,2,Image 1,1,2537,
24.7217,,Surface,2,Image 1,1,2538,
11.735,,Surface,2,Image 1,1,2539,
26.0963,,Surface,2,Image 1,1,2540,
15.1079,,Surface,2,Image 1,1,2541,
32.8336,,Surface,2,Image 1,1,2542,
18.8118,,Surface,2,Image 1,1,2543,
21.1536,,Surface,2,Image 1,1,2544,
15.1555,,Surface,2,Image 1,1,2545,
22.7492,,Surface,2,Image 1,1,2546,
64.8445,,Surface,2,Image 1,1,2547,
43.8775,,Surface,2,Image 1,1,2548,
35.7232,,Surface,2,Image 1,1,2549,
29.0825,,Surface,2,Image 1,1,2550,
15.8658,,Surface,2,Image 1,1,2551,
33.9286,,Surface,2,Image 1,1,2552,
27.3,,Surface,2,Image 1,1,2553,
28.021,,Surface,2,Image 1,1,2554,
31.9616,,Surface,2,Image 1,1,2555,
18.417,,Surface,2,Image 1,1,2556,
19.1084,,Surface,2,Image 1,1,2557,
35.3398,,Surface,2,Image 1,1,2558,
21.7313,,Surface,2,Image 1,1,2559,
62.2575,,Surface,2,Image 1,1,2560,
28.2418,,Surface,2,Image 1,1,2561,
20.252,,Surface,2,Image 1,1,2562,
26.9877,,Surface,2,Image 1,1,2563,
12.1667,,Surface,2,Image 1,1,2564,
77.9363,,Surface,2,Image 1,1,2565,
18.3766,,Surface,2,Image 1,1,2566,
18.6965,,Surface,2,Image 1,1,2567,
59.5801,,Surface,2,Image 1,1,2568,
54.6918,,Surface,2,Image 1,1,2569,
19.1906,,Surface,2,Image 1,1,2570,
16.7192,,Surface,2,Image 1,1,2571,
28.4795,,Surface,2,Image 1,1,2572,
38.7003,,Surface,2,Image 1,1,2573,
29.1801,,Surface,2,Image 1,1,2574,
25.0685,,Surface,2,Image 1,1,2575,
32.4996,,Surface,2,Image 1,1,2576,
33.4142,,Surface,2,Image 1,1,2577,
13.4934,,Surface,2,Image 1,1,2578,
34.2253,,Surface,2,Image 1,1,2579,
35.2564,,Surface,2,Image 1,1,2580,
28.8858,,Surface,2,Image 1,1,2581,
13.7444,,Surface,2,Image 1,1,2582,
32.8483,,Surface,2,Image 1,1,2583,
21.8631,,Surface,2,Image 1,1,2584,
22.769,,Surface,2,Image 1,1,2585,
14.7172,,Surface,2,Image 1,1,2586,
55.3339,,Surface,2,Image 1,1,2587,
14.8064,,Surface,2,Image 1,1,2588,
27.8494,,Surface,2,Image 1,1,2589,
24.5538,,Surface,2,Image 1,1,2590,
60.7712,,Surface,2,Image 1,1,2591,
10.1067,,Surface,2,Image 1,1,2592,
32.9383,,Surface,2,Image 1,1,2593,
58.329,,Surface,2,Image 1,1,2594,
55.5978,,Surface,2,Image 1,1,2595,
12.0387,,Surface,2,Image 1,1,2596,
26.4475,,Surface,2,Image 1,1,2597,
73.2596,,Surface,2,Image 1,1,2598,
16.2444,,Surface,2,Image 1,1,2599,
17.249,,Surface,2,Image 1,1,2600,
12.2201,,Surface,2,Image 1,1,2601,
33.1711,,Surface,2,Image 1,1,2602,
51.0056,,Surface,2,Image 1,1,2603,
37.782,,Surface,2,Image 1,1,2604,
57.4177,,Surface,2,Image 1,1,2605,
50.8571,,Surface,2,Image 1,1,2606,
14.4338,,Surface,2,Image 1,1,2607,
32.8511,,Surface,2,Image 1,1,2608,
50.7444,,Surface,2,Image 1,1,2609,
37.4781,,Surface,2,Image 1,1,2610,
41.0124,,Surface,2,Image 1,1,2611,
33.983,,Surface,2,Image 1,1,2612,
10.4472,,Surface,2,Image 1,1,2613,
55.3615,,Surface,2,Image 1,1,2614,
11.2469,,Surface,2,Image 1,1,2615,
35.0351,,Surface,2,Image 1,1,2616,
19.7231,,Surface,2,Image 1,1,2617,
33.5663,,Surface,2,Image 1,1,2618,
42.5514,,Surface,2,Image 1,1,2619,
58.563,,Surface,2,Image 1,1,2620,
36.0502,,Surface,2,Image 1,1,2621,
45.768,,Surface,2,Image 1,1,2622,
45.4166,,Surface,2,Image 1,1,2623,
33.7734,,Surface,2,Image 1,1,2624,
65.1587,,Surface,2,Image 1,1,2625,
31.5663,,Surface,2,Image 1,1,2626,
18.3994,,Surface,2,Image 1,1,2627,
46.2978,,Surface,2,Image 1,1,2628,
41.3746,,Surface,2,Image 1,1,2629,
46.1382,,Surface,2,Image 1,1,2630,
56.7262,,Surface,2,Image 1,1,2631,
26.9395,,Surface,2,Image 1,1,2632,
10.6858,,Surface,2,Image 1,1,2633,
32.4336,,Surface,2,Image 1,1,2634,
37.785,,Surface,2,Image 1,1,2635,
11.3041,,Surface,2,Image 1,1,2636,
41.8808,,Surface,2,Image 1,1,2637,
43.3229,,Surface,2,Image 1,1,2638,
22.1216,,Surface,2,Image 1,1,2639,
60.4274,,Surface,2,Image 1,1,2640,
59.4316,,Surface,2,Image 1,1,2641,
11.6924,,Surface,2,Image 1,1,2642,
55.6241,,Surface,2,Image 1,1,2643,
34.8409,,Surface,2,Image 1,1,2644,
34.3145,,Surface,2,Image 1,1,2645,
61.6169,,Surface,2,Image 1,1,2646,
23.4747,,Surface,2,Image 1,1,2647,
