
Center of Image Mass Ch=5 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
50098.1,38550.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2522,
50123.1,38557.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2523,
50388.5,38270.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2524,
50415.7,38239.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2525,
50353.7,38305.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2526,
50449.8,38221.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2527,
50168.9,38506.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2528,
50146.9,38535.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2529,
50344.7,38341.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2530,
50064.8,38623.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2531,
50292.9,38391.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2532,
50177.3,38518.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2533,
50094.8,38482,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2534,
50041.2,38540.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2535,
49981.4,38602.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2536,
50134.6,38460.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2537,
50194,38402.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2538,
50468.6,38126.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2539,
50042.7,38572.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2540,
50442.3,38164.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2541,
50148.8,38476.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2542,
50313.5,38297.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2543,
50321.8,38294.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2544,
50454.6,38164.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2545,
50117.6,38510.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2546,
50221.9,38404.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2547,
50255,38272.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2548,
50237.8,38294.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2549,
50164.6,38371.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2550,
50098.6,38435.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2551,
50068,38473.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2552,
49988.3,38579.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2553,
50147.1,38402.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2554,
50466.8,38077.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2555,
50273,38269.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2556,
50035.5,38513.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2557,
50077,38473.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2558,
49837.5,38711.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2559,
50231.1,38320.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2560,
50187.7,38378.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2561,
50480,38079,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2562,
50038,38523.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2563,
50254.7,38307.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2564,
50336.3,38236,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2565,
50235.1,38335.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2566,
50209.4,38367.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2567,
50273.5,38207.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2568,
50238.7,38232.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2569,
49762.8,38713,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2570,
50397.4,38078,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2571,
50253.7,38225.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2572,
50097.6,38397.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2573,
50443.2,38046.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2574,
49962,38538.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2575,
49964.5,38549.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2576,
50120.6,38392.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2577,
50413.4,38100.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2578,
50117,38409.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2579,
50133.9,38399.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2580,
49967.7,38570.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2581,
50343.6,38174.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2582,
50114.3,38317.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2583,
50265.5,38174.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2584,
49824.6,38615.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2585,
49887.5,38552.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2586,
50260.9,38195.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2587,
50192.8,38252.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2588,
50081.6,38377.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2589,
50478.1,37974.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2590,
50418,38037.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2591,
49806.5,38647.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2592,
50507.7,37949.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2593,
50413.4,38043.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2594,
50332.2,38127.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2595,
50444.8,38010.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2596,
50134.6,38333.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2597,
50245.7,38213.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2598,
50412.5,38050.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2599,
50505.5,37955.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2600,
49860.4,38601,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2601,
50482.5,37985.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2602,
50327.5,38140.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2603,
50166.8,38302.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2604,
50271.9,38130.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2605,
50260.7,38133.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2606,
50310.5,38071.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2607,
49983.6,38403.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2608,
50046,38355.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2609,
50101.6,38308.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2610,
50016.2,38387.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2611,
50448.6,37961.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2612,
50409.1,38000.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2613,
50236,38183.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2614,
50333.9,38087.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2615,
50064.5,38372.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2616,
50222.7,38204.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2617,
50276,38153.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2618,
50283.7,38145.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2619,
50508.9,37835.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2620,
50049.6,38341.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2621,
50258.8,38099.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2622,
50319.1,38040,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2623,
50284.5,38079.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2624,
50199.3,38164.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2625,
50485.4,37874.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2626,
50143.7,38213.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2627,
50266.2,38103.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2628,
49828.4,38533.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2629,
50280.3,38090.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2630,
50194,38173.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2631,
50097.7,38285.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2632,
50354.9,38010,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2633,
50220.1,38151.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2634,
50248.7,38124.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2635,
50363.6,38008.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2636,
50513.9,37861.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2637,
50277.1,38109.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2638,
50325.3,38056.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2639,
50246.8,38134.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2640,
50241.6,38145.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2641,
50182.9,38194.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2642,
50022,38365.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2643,
50037.5,38302.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2644,
50278.7,38018.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2645,
49777.9,38521.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2646,
50303.1,37997.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2647,
50486.4,37816.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2648,
49775.2,38530.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2649,
49904.6,38396.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2650,
50250.2,38055.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2651,
50274.4,38035.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2652,
49858.7,38453,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2653,
50482.3,37827.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2654,
49965.5,38348,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2655,
50048.2,38276.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2656,
49773.3,38541.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2657,
50154.7,38163.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2658,
49972.2,38353.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2659,
50299.6,38020.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2660,
50069.6,38285.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2661,
50507.5,37818.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2662,
50019.8,38320,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2663,
50234.7,38113.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2664,
49863.5,38478,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2665,
50053.1,38318.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2666,
50201.3,38141.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2667,
50267.3,38087.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2668,
50202.4,38148.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2669,
50158.4,38185.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2670,
49989.2,38373,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2671,
49859.6,38484.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2672,
49875.3,38395.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2673,
50166.8,38103.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2674,
50305.4,37963.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2675,
50272.3,38002.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2676,
50428.7,37843.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2677,
50012.6,38287.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2678,
49880.6,38402.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2679,
49950.5,38334.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2680,
50094.2,38246.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2681,
50456.2,37832.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2682,
49825.8,38466.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2683,
50195.2,38093.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2684,
49996.9,38293.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2685,
50147.8,38150,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2686,
50440.8,37850.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2687,
49957.4,38343.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2688,
50120.6,38175.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2689,
50470.8,37829.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2690,
49803.7,38399.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2691,
49746.6,38458.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2692,
49949.8,38262.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2693,
49802.3,38407,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2694,
50454.1,37759.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2695,
49988.3,38228.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2696,
50463.3,37750.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2697,
49974.8,38241.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2698,
49928.9,38293.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2699,
50216.6,38006.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2700,
50281.5,37945.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2701,
49872.7,38353.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2702,
50097.6,38130.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2703,
50197.2,38036,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2704,
49897.8,38337,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2705,
50218.6,38027.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2706,
49967.1,38277.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2707,
50451.7,37800.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2708,
49748.1,38501.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2709,
50319,37778.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2710,
50452.9,37671.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2711,
50239.1,37884.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2712,
50117.4,38020,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2713,
49829.2,38313.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2714,
50096.6,38048.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2715,
49896.9,38267.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2716,
50305.9,37853.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2717,
50434.7,37731.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2718,
49892.9,38276.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2719,
49886.9,38286.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2720,
49902.5,38282.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2721,
49929.2,38245.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2722,
50094.8,38090.6,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2723,
50193.8,37998.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2724,
50103.3,38084.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2725,
50189,38006.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2726,
50330.4,37666.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2727,
50392.7,37607.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2728,
50251,37765.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2729,
50341,37681.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2730,
50350.6,37679.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2731,
50363.6,37670,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2732,
50343.9,37695.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2733,
50346.9,37703.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2734,
50422.7,37650.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2735,
50370.3,37721.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2736,
50475.3,37390.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2737,
50292.3,37561.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2738,
50400.3,37454.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2739,
50520.7,37333.3,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2740,
50127.4,37740.1,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2741,
50463.2,37409.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2742,
50507.2,37376.7,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2743,
50473,37410,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2744,
50369.5,37509.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2745,
50367.1,37519,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2746,
50516.2,37399,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2747,
50497.9,37422.2,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2748,
50498.6,37438.9,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2749,
50511.5,37422.4,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2750,
50369.9,37566.5,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2751,
50507.4,37429.8,0.5,um,Surface,5,Center of Image Mass,Image 1,1,2752,
