Area, CD68/CD163405S, HLA-DR488, CD45568, Hematoxylin, Position X, Position Y, Sphericity, Volume
340.381, 70.5789, 51.6682, 36.1875, 133.354, 50374.8, 38775.1, 0.540442, 234.609
62.0973, 72.1923, 39.5481, 65.8942, 136.163, 50347.8, 38810.7, 0.779309, 31.6554
68.3375, 72.8534, 45.6034, 19.25, 131.103, 50174.3, 39002.2, 0.807126, 38.519
114.997, 71.235, 49.18, 45.54, 138.54, 50206, 38982.9, 0.681626, 65.2562
36.7961, 76.2321, 47.0357, 55.6786, 134.536, 50224.6, 38967.9, 0.879732, 17.3182
41.0346, 66.6875, 83.3906, 59.5, 132.094, 50229.7, 38983.8, 0.840143, 19.0339
155.114, 76.4623, 41.5205, 49.3014, 137.332, 50310.1, 38615, 0.654785, 96.2498
43.9482, 75.5694, 32.2222, 45.7222, 135.556, 50416.2, 38504.7, 0.861117, 21.8916
62.4388, 72.9074, 41.8241, 37.8796, 131, 50244.2, 38681.2, 0.799916, 33.1912
61.8884, 86.6538, 40.4038, 25.9615, 144.058, 50317.6, 38611.9, 0.799792, 32.7456
136.545, 72.2421, 37.377, 34.6032, 137.46, 50415.5, 38522.7, 0.693448, 86.6381
96.3098, 92.1667, 33.6726, 27.9405, 134.387, 50366.3, 38576.9, 0.742061, 56.8119
67.176, 90.8793, 47.6897, 27.7414, 135.353, 50268.6, 38672.6, 0.805542, 37.4307
77.3832, 77.3672, 34.4375, 36.0781, 140.078, 50422.9, 38525.7, 0.753917, 41.9015
58.776, 74.7708, 48.6458, 25.5104, 136.229, 50257.8, 38699.1, 0.820183, 31.4731
111.685, 67.9856, 37.524, 59.8654, 140.163, 50320.7, 38640.8, 0.729992, 69.2221
54.3404, 60.4583, 37.8958, 27.3021, 134.708, 50340.1, 38620.2, 0.834747, 28.727
110.284, 85.2245, 47.9388, 37.9643, 137.107, 50319.5, 38653.6, 0.698091, 63.5202
70.8574, 62.9919, 61.9919, 16.621, 133.427, 49952.9, 39018.6, 0.813056, 41.118
178.452, 76.7877, 36.1747, 44.8048, 134.082, 50384.9, 38599.1, 0.582333, 99.6124
40.1613, 71.875, 43.2031, 44.1719, 140.25, 50286.3, 38702.8, 0.84757, 18.6745
198.091, 86.8316, 37.5132, 44.2289, 138.668, 50377.8, 38618.2, 0.632552, 131.891
79.1751, 90.8, 42.8571, 30.3929, 135.043, 50367.6, 38625.3, 0.787784, 46.3199
93.5287, 66.0523, 136.802, 13.814, 123.337, 50211.2, 38800.8, 0.772458, 57.7435
69.8395, 69.3064, 101.766, 11.3629, 132.444, 49767.4, 39013, 0.794459, 38.8627
25.3683, 66.8, 37.725, 22.875, 132.35, 49979.4, 38800.8, 0.878203, 9.88791
106.531, 107.179, 40.9337, 39.6122, 137.077, 50303.6, 38481.8, 0.749104, 67.0352
25.0858, 87.6111, 39.5278, 43, 136.75, 50009.7, 38782.4, 0.911538, 10.282
48.9592, 73.8125, 38.1375, 45.4375, 137.688, 50305.7, 38489.4, 0.842987, 24.9319
99.7772, 68.3913, 85.1902, 5.72283, 128.299, 49754.8, 39048.4, 0.756566, 61.6723
45.9061, 55.8194, 113.403, 15.75, 98.5833, 50376.1, 38426.4, 0.841226, 22.5657
55.7517, 59.7841, 73.3409, 3.68182, 132.091, 49769.6, 39037.5, 0.795784, 27.7878
86.2156, 61.3816, 104.526, 45.4605, 129.645, 50041.3, 38783.2, 0.732693, 47.2101
111.246, 107.428, 38.0769, 29.3077, 136.563, 50304.5, 38520.8, 0.734342, 69.4297
31.2538, 80.9375, 48.875, 27.1458, 128.979, 50411.5, 38412.3, 0.880969, 13.5853
59.1636, 75.2, 37.5, 49.24, 135.32, 50304.3, 38530.7, 0.825513, 32.0953
146.425, 94.3821, 42.3643, 20.8179, 138.471, 50249.1, 38594.7, 0.695518, 96.6404
53.0513, 81.8977, 39.1932, 37.7614, 137.17, 50332.1, 38514.7, 0.832026, 27.5755
31.9486, 101.333, 32.8542, 16.7708, 139.938, 50372.9, 38473.5, 0.908027, 14.6926
67.3672, 87.1583, 42.7833, 23.0583, 137.317, 50265.1, 38587.2, 0.811875, 38.0347
69.6169, 72.9397, 118.75, 32.9741, 117.405, 50341.4, 38522.4, 0.804397, 39.405
141.77, 76.3939, 36.1553, 53.5152, 135.92, 50399.2, 38487.7, 0.675424, 88.1078
16.9549, 66.9583, 37.0833, 17.4167, 136.875, 50195.6, 38692.3, 0.884691, 5.46268
73.1988, 86.25, 31.379, 40.6048, 134.573, 50396.4, 38498, 0.774426, 40.1328
49.446, 101.15, 37.4875, 40.7375, 139.538, 50255.2, 38651.6, 0.839138, 25.1316
187.845, 94.1915, 37.1835, 56.9096, 140.574, 50426.4, 38488.7, 0.66523, 131.35
225.702, 63.5658, 84.8184, 4.81579, 141.147, 50112.6, 38583.7, 0.532377, 123.853
69.136, 71.5667, 50.8333, 26.1333, 128.208, 50300.9, 38387.9, 0.793149, 38.1824
130.404, 66.8402, 87.9918, 4.93033, 137.68, 50148.3, 38550.1, 0.721392, 85.7965
144.054, 60.1629, 76.947, 4.29924, 143.398, 50158.1, 38544.3, 0.658643, 86.9034
47.1926, 61.9605, 76.5658, 4.23684, 142.447, 50190.2, 38507.5, 0.813282, 22.3587
171.069, 67.0783, 85.7922, 9.75, 139.024, 50175.2, 38527.3, 0.671558, 115.787
50.7432, 76.25, 126.159, 13.8523, 131.125, 49955.9, 38742.9, 0.853105, 26.7821
66.9084, 73.2328, 42.1466, 36.8534, 137.259, 50278.8, 38422.5, 0.798902, 36.7482
138.827, 72.5634, 138.325, 16.8955, 122.459, 49955.2, 38753.8, 0.711525, 92.315
94.2852, 64.2727, 127.148, 21.9261, 110.972, 50357.7, 38350.7, 0.762031, 57.2661
91.3316, 79.8631, 43.6429, 40.5179, 137.56, 50344.9, 38370.6, 0.771668, 55.6353
136.162, 59.4221, 82.7746, 4.56967, 136.951, 50127.4, 38592.7, 0.672024, 82.307
28.8779, 123.875, 33.975, 7.875, 128.8, 50401, 38318.7, 0.899883, 12.4567
171.788, 65.234, 89.0064, 4.86538, 139.747, 50139.3, 38590.4, 0.61311, 101.641
249.873, 75.4603, 106.286, 13.6131, 126.373, 50365.9, 38365.7, 0.618069, 180.472
207.177, 102.51, 54.9539, 45.8592, 137.133, 50347.8, 38384.3, 0.652061, 147.644
105.955, 92.4635, 41.3385, 57.3542, 137.99, 50353.9, 38378.9, 0.746215, 66.1073
109.28, 89.6912, 159.216, 18.3333, 133.75, 50200.4, 38535.4, 0.749954, 69.7646
35.7851, 62.1607, 102.661, 21.6071, 131.589, 50001.9, 38730.2, 0.861187, 16.0869
255.578, 86.31, 80.606, 17.806, 129.316, 50375.4, 38368.6, 0.594133, 175.949
96.5625, 82.1389, 144.55, 18.2889, 123.472, 49867.9, 38877.7, 0.76748, 59.9911
78.7312, 56.7857, 89.6714, 6.02857, 128.886, 50312.3, 38436.5, 0.785672, 45.7463
54.7573, 66.4318, 86.3636, 4.59091, 142.977, 50098.4, 38649.1, 0.76694, 25.5905
87.6532, 98.7961, 43.8618, 28.0789, 136.507, 50310.8, 38444.4, 0.763296, 51.4594
150.893, 61.7276, 85.9925, 4.48507, 138.951, 50155.5, 38602.2, 0.643937, 90.0622
72.7697, 66.5859, 68.1719, 30.2578, 129.484, 50378.7, 38387.6, 0.795605, 41.4234
47.3904, 50.7778, 77.9028, 10.2083, 132.736, 50222, 38553.2, 0.73553, 19.3513
18.4553, 74.5833, 54.625, 33.375, 126.875, 50291.4, 38343.6, 0.908437, 6.45502
289.763, 63.1406, 78.3316, 7.2934, 138.387, 50157.1, 38492.6, 0.57352, 201.447
681.877, 62.1258, 81.4097, 4.80161, 141.757, 50129.3, 38534.2, 0.397565, 419.706
240.254, 63.1626, 82.9472, 4.00203, 138.963, 50098.1, 38550.9, 0.620684, 171.233
635.341, 64.3255, 83.4496, 4.4946, 139.663, 50123.1, 38557.8, 0.389625, 366.23
167.906, 77.75, 41.4383, 59.6389, 135.299, 50388.5, 38270.9, 0.674784, 113.401
86.8621, 102.615, 41.6474, 53.8269, 133.256, 50415.7, 38239.3, 0.781966, 52.6382
37.1826, 68.7857, 49.1071, 52.1964, 121.286, 50353.7, 38305.5, 0.860835, 17.028
239.951, 83.6897, 47.3987, 45.8578, 131.591, 50449.8, 38221.7, 0.582705, 155.464
423.973, 61.8739, 78.683, 9.89205, 139.75, 50168.9, 38506.2, 0.527624, 314.606
214.295, 68.0429, 88.3024, 7.36667, 140.207, 50146.9, 38535.3, 0.635442, 149.419
300.754, 80.0097, 151.242, 23.1581, 117.044, 50344.7, 38341.5, 0.581674, 217.576
128.904, 69.0804, 89.7723, 4.70536, 139.71, 50064.8, 38623.1, 0.652841, 72.5911
47.079, 80.4605, 40.1447, 52.0658, 136.974, 50292.9, 38391.8, 0.852716, 23.9178
302.316, 68.5879, 86.0466, 6.11724, 137.386, 50177.3, 38518.4, 0.560318, 207.308
35.1269, 73.2692, 91.4231, 4.63462, 139.442, 50094.8, 38482, 0.825601, 14.6855
54.9569, 72.8043, 91.3478, 5.1087, 137.62, 50041.2, 38540.1, 0.820968, 28.4968
97.8745, 59.0795, 77.4432, 6.19318, 140.114, 49981.4, 38602.8, 0.744529, 58.4926
208.237, 67.4484, 84.8995, 6.27717, 141.011, 50134.5, 38460.5, 0.56626, 120.403
112.311, 57.8265, 73.5765, 4.86225, 139.811, 50194.1, 38402.6, 0.664513, 60.6267
34.3786, 89.2308, 30.4808, 20.6731, 121.327, 50468.6, 38126.9, 0.876914, 15.5647
264.684, 61.4587, 81.7674, 4.0913, 140.837, 50042.7, 38572.7, 0.50809, 146.648
28.9214, 74.125, 65, 81.1042, 135.896, 50442.4, 38164.3, 0.872931, 11.9281
509.303, 66.082, 82.456, 8.55, 139.389, 50148.8, 38476.6, 0.470701, 349.025
34.3948, 80.3214, 59.1607, 30.8214, 135.071, 50313.5, 38297.2, 0.882393, 15.722
71.7991, 95.3145, 48.9032, 44.9516, 134.556, 50321.8, 38294.7, 0.807295, 41.4954
27.0684, 98.7, 34.4, 39.775, 142.625, 50454.6, 38164.3, 0.896285, 11.2367
138.726, 56.7172, 71.8279, 5.02459, 141.824, 50117.6, 38510.6, 0.652916, 81.0582
32.5904, 97.6458, 164.75, 18.3125, 131.646, 50221.9, 38404.3, 0.889512, 14.6769
67.7306, 73.8103, 78.25, 66.4052, 138.741, 50254.9, 38272.4, 0.779109, 36.0453
110.267, 71.7092, 59.4643, 58.9847, 139.755, 50237.8, 38294.4, 0.6915, 62.6077
97.9744, 59.8476, 80.5976, 4.44512, 138.921, 50164.6, 38371.4, 0.676663, 50.7577
45.2945, 78.2895, 47.4868, 102.974, 141.579, 50098.6, 38435.1, 0.849452, 22.4415
154.256, 67.0154, 82.2962, 4.39615, 140.923, 50068, 38473.2, 0.605029, 84.7818
1490.17, 61.1523, 81.0607, 4.65552, 139.968, 49988.5, 38579.6, 0.344194, 1092.28
335.909, 58.9443, 79.0637, 4.63854, 137.654, 50147.2, 38402.3, 0.522893, 218.89
178.314, 62.8671, 66.1835, 46.6266, 125.532, 50466.6, 38077.3, 0.605185, 105.41
47.6991, 97.3875, 41.9875, 51.3375, 146.788, 50273, 38269.3, 0.839791, 23.8395
156.385, 57.9824, 75.3521, 4.16901, 140.81, 50035.5, 38513.4, 0.666262, 100.008
116.238, 73.5745, 89.4149, 4.5, 142.686, 50077.1, 38473.4, 0.642989, 60.758
84.5139, 93.4872, 51.891, 46.8205, 137.609, 49837.5, 38711.2, 0.778309, 50.1643
139.319, 82.246, 124.222, 47.25, 137.718, 50231.1, 38320.6, 0.671321, 85.052
397.094, 60.7381, 77.9732, 14.0908, 139.046, 50187.8, 38379, 0.440529, 217.558
163.188, 74.5811, 43.1757, 39.9223, 130.155, 50480.2, 38078.9, 0.623482, 96.5033
241.585, 66.0154, 84.1996, 4.30482, 140.055, 50038, 38523.1, 0.596356, 162.606
44.6406, 82.7778, 39.4861, 90.4306, 137.375, 50254.7, 38307.6, 0.845998, 21.8234
196.036, 111.419, 171.098, 20.1818, 133.987, 50336.3, 38236, 0.659922, 138.362
43.6669, 81.7059, 45.3529, 113.456, 145.441, 50235.1, 38335.9, 0.856221, 21.4972
78.3965, 63.5156, 38.3594, 50.4844, 139.266, 50209.3, 38367.2, 0.695329, 37.8447
333.881, 83.0766, 110.886, 54.5173, 134.47, 50273.5, 38207.9, 0.569741, 246.705
73.6925, 86.6641, 89.6484, 56.625, 140.422, 50238.7, 38232.6, 0.796986, 42.3238
74.1659, 99.8864, 49.25, 26.2197, 133.833, 49762.8, 38713, 0.797881, 42.8043
68.1373, 99.85, 37.7583, 38.5667, 145.108, 50397.4, 38078, 0.811257, 38.6446
135.38, 82.0227, 60.4962, 65.1288, 135.962, 50253.7, 38225.5, 0.715495, 89.6427
246.901, 66.0332, 84.8606, 6.05088, 141.414, 50097.6, 38397.2, 0.560366, 153.027
80.4634, 76.3714, 54.7643, 28.2643, 134.05, 50443.2, 38047, 0.771273, 45.971
366.837, 63.9, 77.1111, 6.85, 139.469, 49962.1, 38538.1, 0.528127, 253.566
273.73, 67.6289, 85.793, 4.89453, 139.393, 49964.5, 38549.3, 0.555259, 176.198
93.1948, 66.6364, 84.6591, 5.81818, 138.403, 50120.6, 38392.8, 0.767291, 56.8593
93.1677, 91.1105, 36.6279, 21.1919, 139.919, 50413.3, 38100.5, 0.770063, 57.1428
395.599, 66.2101, 83.004, 6.17952, 139.806, 50116.9, 38409.3, 0.501741, 262.951
597.6, 64.082, 85.2548, 7.40514, 136.297, 50133.9, 38399.6, 0.471972, 445.415
732.516, 62.1331, 79.9582, 4.61261, 140.434, 49967.7, 38570.2, 0.410657, 490.59
42.7323, 81.4306, 44.8472, 22.4583, 137.653, 50343.6, 38174.3, 0.859073, 20.9148
125.633, 67.0714, 86.9688, 5.28571, 138.406, 50114.4, 38317.1, 0.680692, 74.363
142.504, 64.3047, 66.2891, 86.7891, 130.328, 50265.4, 38174.8, 0.648439, 83.525
43.1093, 61.9412, 61.2059, 32.5882, 127.897, 49824.6, 38615.8, 0.838918, 20.4508
41.4112, 62.8824, 64.4118, 7.66176, 135.676, 49887.5, 38552.6, 0.851027, 19.6728
282.314, 83.3193, 135.772, 66.635, 136.953, 50260.9, 38195.6, 0.563669, 188.76
40.4297, 79.7969, 55.3594, 71.7656, 143.172, 50192.8, 38252.6, 0.843516, 18.7268
245.828, 63.0313, 80.0792, 23.2271, 139.685, 50081.6, 38377.1, 0.597093, 167.219
116.997, 63.4811, 55.2594, 33.4623, 127.698, 50478.1, 37974.5, 0.692105, 68.516
152.575, 82.976, 145.072, 17.4212, 120.123, 50418, 38037.8, 0.689095, 101.372
68.0502, 70.9569, 43.1034, 56, 134.957, 49806.5, 38647.2, 0.795471, 37.4502
74.5006, 61.4286, 67.1786, 30.7232, 120.429, 50507.6, 37949.3, 0.685696, 34.333
90.3302, 70.5641, 123.391, 32.5641, 122.763, 50413.4, 38043.2, 0.750099, 52.4446
144.07, 72.6643, 116.325, 22.4679, 117.393, 50332.1, 38127.8, 0.702129, 95.666
30.2753, 87.2955, 36.9773, 57.8182, 139.295, 50444.8, 38010.8, 0.898435, 13.3394
257.107, 58.9444, 77.4444, 13.9124, 140.647, 50134.6, 38333.7, 0.549536, 157.921
81.2047, 94.3681, 147.479, 43.8611, 136.875, 50245.7, 38213.1, 0.79706, 48.9645
88.2565, 75.609, 47.5962, 38.8269, 133.391, 50412.5, 38050.2, 0.771002, 52.7809
55.1551, 80.0543, 48.4348, 35.4783, 136.315, 50505.5, 37955.7, 0.818349, 28.5142
34.9863, 82.2679, 38.3393, 59.4821, 138.089, 49860.3, 38601, 0.878673, 16.0274
136.134, 76.1289, 70.0313, 23.9961, 125.359, 50482.5, 37985.8, 0.693532, 86.263
144.052, 71.2821, 105.432, 38.3536, 118.793, 50327.5, 38140.4, 0.692689, 93.7256
102.922, 63.3444, 82.3667, 12.7167, 139.556, 50166.8, 38302.9, 0.695916, 56.9991
579.939, 71.2318, 111.302, 58.6753, 136.806, 50272, 38130, 0.463513, 414.419
347.541, 68.648, 104.695, 59.0805, 137.741, 50260.7, 38133.5, 0.548935, 247.778
30.0005, 78.3636, 44.7273, 39, 139.386, 50310.5, 38071.8, 0.892701, 13.0325
65.5935, 72.037, 85.3056, 4.89815, 145.324, 49983.6, 38403.8, 0.757723, 32.9481
293.548, 73.1, 125.707, 19.3259, 136.391, 50046, 38355.8, 0.568788, 202.871
131.606, 65.3103, 86.9224, 4.87931, 141.397, 50101.6, 38308.1, 0.664614, 76.9207
34.642, 72.5, 91.6923, 33.2885, 141.712, 50016.2, 38387.4, 0.866587, 15.4667
41.4804, 58.3529, 89.6618, 20.3088, 133.632, 50448.6, 37961.5, 0.830026, 18.9966
38.1293, 80.9667, 36.4167, 39.3, 135.717, 50409.1, 38000.8, 0.868979, 17.9339
205.904, 72.12, 99.1925, 55.5375, 137.503, 50236.1, 38183.4, 0.620045, 135.646
33.8281, 78.4545, 47.9091, 46.7955, 145.977, 50333.9, 38087.3, 0.789624, 12.9814
479.051, 66.087, 83.9758, 10.2346, 139.737, 50064.6, 38372.6, 0.467425, 315.075
101.361, 89.5978, 45.1739, 94.0598, 139.94, 50222.8, 38204.4, 0.752215, 62.6028
175.384, 68.3705, 78.1295, 96.0331, 137.949, 50276, 38153.7, 0.646327, 113.485
73.2102, 73.3672, 76.4453, 68.6328, 141.438, 50283.7, 38145.8, 0.777694, 40.3965
68.1833, 70.675, 111.608, 21.0167, 123.583, 50508.8, 37835.8, 0.813138, 38.8184
1772.98, 64.7166, 85.118, 12.7211, 137.714, 50049.6, 38341.9, 0.320551, 1274.02
162.213, 71.1993, 127.264, 60.9662, 134.226, 50258.8, 38099.8, 0.653889, 102.721
171.506, 61.35, 132.559, 17.3031, 100.359, 50319, 38039.9, 0.646516, 109.79
240.929, 70.8533, 75.2707, 76.626, 140.512, 50284.6, 38079.7, 0.620586, 171.913
215.301, 79.0333, 128.733, 61.8167, 135.562, 50199.3, 38164.8, 0.617657, 144.2
120.037, 60.2634, 79.1116, 64.3393, 125.982, 50485.4, 37874.8, 0.716531, 75.0068
42.7443, 94.8235, 38.1912, 46.7353, 145.235, 50143.7, 38213.3, 0.869538, 21.307
283.864, 66.8942, 114.328, 65.3704, 135.608, 50266.2, 38103.6, 0.566967, 191.989
54.667, 66.5217, 112.761, 27.5761, 133.533, 49828.4, 38533.7, 0.836811, 29.0939
272.782, 68.6734, 119.288, 68.1478, 134.391, 50280.3, 38090.1, 0.598817, 196.309
166.799, 74.2975, 101.706, 42.076, 138.946, 50193.9, 38173.7, 0.661506, 108.984
722.382, 59.2205, 78.5871, 5.25702, 139.691, 50097.7, 38285.6, 0.419117, 495.367
82.9862, 71.223, 37.5946, 32.1757, 143.797, 50354.8, 38010, 0.758809, 46.9874
243.683, 70.8909, 91.7262, 63.0337, 139.645, 50220.1, 38151.6, 0.621709, 175.345
215.829, 66.4952, 103.521, 69.5119, 138.81, 50248.7, 38124.6, 0.628132, 148.427
72.4549, 77.1371, 41.5161, 45.3064, 136.25, 50363.6, 38008, 0.768978, 39.1063
111.734, 70.8019, 104.642, 28.7028, 121.613, 50513.9, 37861.1, 0.736792, 70.238
556.745, 65.6386, 103.432, 87.8781, 137.446, 50277.1, 38109.6, 0.480806, 411.825
176.655, 82.5244, 47.8811, 19.6433, 131.323, 50325.2, 38056.3, 0.637904, 112.485
212.551, 76.5466, 112.319, 74.1201, 137.373, 50246.8, 38134.9, 0.636804, 148.073
368.479, 82.6466, 122.351, 79.8717, 136.893, 50241.6, 38145.4, 0.554143, 274.364
56.1683, 67.1818, 36.375, 60.5, 147.614, 50182.9, 38194.1, 0.790256, 27.8075
210.028, 79.8538, 126.342, 19.3231, 131.415, 50022.1, 38365.1, 0.647157, 149.006
2205.47, 67.1352, 88.896, 8.74031, 137.533, 50037.4, 38302.2, 0.318013, 1746.6
52.6062, 76.9205, 72.3864, 67.2045, 143.807, 50278.7, 38018.7, 0.815908, 26.4418
81.0734, 80.1912, 137.846, 37.8015, 127.324, 49777.9, 38521.4, 0.780923, 47.37
121.57, 62.2759, 87.4828, 14.5948, 121.259, 50303.1, 37997.8, 0.730988, 78.7736
114.252, 69.7806, 112.648, 56.2602, 125.908, 50486.4, 37816.8, 0.691952, 66.0973
175.366, 76.7353, 127.2, 42.7382, 127.315, 49775.2, 38530.1, 0.657562, 116.438
53.522, 74.625, 135.364, 48.9318, 135.273, 49904.6, 38396.9, 0.814221, 27.0511
130.774, 70.0551, 84.6441, 77.9407, 134.314, 50250.2, 38055.6, 0.690156, 80.6266
127.389, 61.6557, 112.09, 40.127, 139.008, 50274.3, 38035.4, 0.714168, 81.5967
125.213, 81.8432, 129.636, 24.6992, 133.203, 49858.7, 38453, 0.722154, 80.852
78.3218, 79.8786, 129.143, 35.6429, 130.779, 50482.3, 37827.9, 0.79825, 46.4843
124.065, 64.3795, 81.4464, 5.41518, 134.134, 49965.5, 38348, 0.716792, 78.8564
460.142, 63.8435, 85.0217, 5.6, 138.136, 50048.2, 38276.1, 0.505376, 333.452
62.5386, 68.1019, 91.6481, 65.7593, 136.417, 49773.3, 38541.6, 0.81161, 34.003
93.3989, 87.8571, 51.5238, 66.256, 144.333, 50154.7, 38163.2, 0.760822, 56.3263
261.097, 65.5156, 83.3047, 5.6582, 136.34, 49972.2, 38353.6, 0.597468, 183.21
68.8453, 86.2581, 45.121, 15.8468, 141.637, 50299.7, 38020.5, 0.793168, 37.9431
1229.41, 61.0948, 84.3634, 12.7976, 137.855, 50069.7, 38285.4, 0.373485, 925.186
89.5652, 74.1488, 108.464, 21.2024, 107.018, 50507.6, 37818.4, 0.774432, 54.3197
371.672, 64.3644, 85.5777, 28.1596, 139.763, 50019.8, 38319.9, 0.52193, 254.058
288.604, 65.1415, 90.8566, 78.2371, 139.761, 50234.8, 38113, 0.549766, 187.929
75.7399, 70.4219, 50.3203, 61.7266, 137.633, 49863.5, 38477.9, 0.76811, 41.725
1706.19, 64.7525, 85.5509, 9.87625, 137.484, 50053.2, 38318.4, 0.339902, 1313.24
105.917, 81.4219, 120.839, 73.3125, 135.172, 50201.3, 38141.2, 0.740296, 65.2871
380.554, 72.8855, 111.321, 80.0553, 136.075, 50267.3, 38087.4, 0.533395, 271.939
226.149, 81.2658, 118.349, 71.7883, 136.417, 50202.4, 38148.7, 0.610581, 152.575
51.3451, 89.8452, 55.8929, 90.2024, 137.226, 50158.4, 38185.1, 0.850173, 27.1196
638.224, 62.0926, 77.891, 6.26817, 139.886, 49989.1, 38373, 0.405615, 391.656
44.9847, 74.3235, 51.8824, 41.8529, 138.338, 49859.6, 38484.2, 0.855324, 22.4423
95.2438, 59.2024, 88.9524, 19.0714, 130.637, 49875.3, 38395.1, 0.732621, 54.8085
97.8991, 72.0056, 43.8333, 57.5111, 139.728, 50166.7, 38103.1, 0.738129, 57.7618
95.6268, 67.1818, 62.7159, 22.2614, 129.625, 50305.4, 37963.9, 0.766644, 59.0247
190.338, 81.4375, 84.712, 49.5815, 138.663, 50272.3, 38002.6, 0.642273, 127.099
68.3388, 71.3917, 129.317, 28.4167, 124.608, 50428.7, 37843.6, 0.821684, 39.5669
905.35, 69.6992, 87.6186, 6.50726, 135.337, 50012.4, 38287.3, 0.36442, 563.511
139.641, 69.2955, 123.076, 49.5644, 129.087, 49880.6, 38402.2, 0.697596, 90.4064
122.528, 66.3661, 85.8393, 6.50893, 136.996, 49950.5, 38334.6, 0.686189, 72.4927
4221.19, 61.9556, 82.3706, 6.48847, 138.919, 50094.3, 38246.8, 0.24361, 3100.77
183.951, 77.9128, 116.817, 27.3605, 121.974, 50456.2, 37832, 0.630936, 117.573
281.075, 70.1958, 111.131, 23.6573, 133.855, 49825.8, 38466.1, 0.581708, 196.591
85.3147, 72.1, 46.5429, 56.85, 139.65, 50195.2, 38093.3, 0.718229, 45.1028
125.999, 80.3289, 98.2939, 9.62719, 139.031, 49997, 38293.2, 0.691763, 76.5172
213.042, 79.4566, 42.1964, 61.4949, 142.309, 50147.9, 38150, 0.586612, 131.37
124.367, 88.775, 142.25, 29.7208, 128.367, 50440.8, 37850.6, 0.724611, 80.4436
214.065, 65.158, 87.4717, 6.69575, 135.682, 49957.4, 38343.5, 0.637909, 150.048
110.823, 89.8077, 36.3173, 35.625, 144.231, 50120.6, 38175.1, 0.746414, 70.7437
143.836, 62.9659, 100.023, 28.3144, 125.337, 50470.8, 37829.4, 0.659275, 86.8314
59.2121, 79.01, 41.66, 40.55, 134.7, 49803.7, 38399.9, 0.822703, 31.9708
37.7859, 84.3906, 33.3281, 59.4375, 141.672, 49746.6, 38458.2, 0.874202, 17.852
159.461, 70.4783, 84.0326, 6.65942, 141.359, 49949.8, 38262.4, 0.599988, 87.9973
34.5934, 79.7885, 38.5962, 38.9615, 133.346, 49802.3, 38407, 0.873427, 15.6172
76.2662, 76.3333, 131.038, 18.5, 127.659, 50454.1, 37759.1, 0.791298, 44.0841
99.967, 74.8816, 87.2895, 5.89474, 140.138, 49988.4, 38228, 0.641382, 48.2763
67.1833, 68.1983, 105.259, 29.4138, 130.716, 50463.2, 37750.8, 0.805997, 37.4685
40.4377, 62.6094, 80.8125, 5.53125, 143.859, 49974.9, 38241.3, 0.865638, 19.4741
