
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
7,,Surface,3,Image 1,1,359,
11,,Surface,3,Image 1,1,360,
5,,Surface,3,Image 1,1,361,
20.02,,Surface,3,Image 1,1,362,
15.012,,Surface,3,Image 1,1,363,
8.992,,Surface,3,Image 1,1,364,
11.02,,Surface,3,Image 1,1,365,
6.992,,Surface,3,Image 1,1,366,
13.05,,Surface,3,Image 1,1,367,
10.004,,Surface,3,Image 1,1,368,
3,,Surface,3,Image 1,1,369,
13.992,,Surface,3,Image 1,1,370,
5.008,,Surface,3,Image 1,1,371,
14.02,,Surface,3,Image 1,1,372,
11.992,,Surface,3,Image 1,1,373,
14,,Surface,3,Image 1,1,374,
27.008,,Surface,3,Image 1,1,375,
10,,Surface,3,Image 1,1,376,
12.032,,Surface,3,Image 1,1,377,
10.008,,Surface,3,Image 1,1,378,
9.008,,Surface,3,Image 1,1,379,
13.012,,Surface,3,Image 1,1,380,
15.024,,Surface,3,Image 1,1,381,
17,,Surface,3,Image 1,1,382,
9.03201,,Surface,3,Image 1,1,383,
13.02,,Surface,3,Image 1,1,384,
10.496,,Surface,3,Image 1,1,385,
11.992,,Surface,3,Image 1,1,386,
9.01,,Surface,3,Image 1,1,387,
14.016,,Surface,3,Image 1,1,388,
9.008,,Surface,3,Image 1,1,389,
9.0295,,Surface,3,Image 1,1,390,
10.02,,Surface,3,Image 1,1,391,
7.992,,Surface,3,Image 1,1,392,
23.004,,Surface,3,Image 1,1,393,
21.04,,Surface,3,Image 1,1,394,
11.01,,Surface,3,Image 1,1,395,
7.02,,Surface,3,Image 1,1,396,
11.008,,Surface,3,Image 1,1,397,
10.01,,Surface,3,Image 1,1,398,
15,,Surface,3,Image 1,1,399,
10.992,,Surface,3,Image 1,1,400,
10.984,,Surface,3,Image 1,1,401,
11.005,,Surface,3,Image 1,1,402,
5,,Surface,3,Image 1,1,403,
10.992,,Surface,3,Image 1,1,404,
6.01,,Surface,3,Image 1,1,405,
7.005,,Surface,3,Image 1,1,406,
13.972,,Surface,3,Image 1,1,407,
8,,Surface,3,Image 1,1,408,
10.494,,Surface,3,Image 1,1,409,
13.02,,Surface,3,Image 1,1,410,
7.496,,Surface,3,Image 1,1,411,
24.984,,Surface,3,Image 1,1,412,
14.016,,Surface,3,Image 1,1,413,
15.018,,Surface,3,Image 1,1,414,
11.012,,Surface,3,Image 1,1,415,
15.976,,Surface,3,Image 1,1,416,
10.992,,Surface,3,Image 1,1,417,
7.004,,Surface,3,Image 1,1,418,
12.992,,Surface,3,Image 1,1,419,
12.02,,Surface,3,Image 1,1,420,
17.04,,Surface,3,Image 1,1,421,
16.496,,Surface,3,Image 1,1,422,
23.968,,Surface,3,Image 1,1,423,
9.992,,Surface,3,Image 1,1,424,
8.984,,Surface,3,Image 1,1,425,
12.008,,Surface,3,Image 1,1,426,
5.008,,Surface,3,Image 1,1,427,
