
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,2,Image 1,1,238,
0,,Surface,2,Image 1,1,239,
1,,Surface,2,Image 1,1,240,
0,,Surface,2,Image 1,1,241,
1,,Surface,2,Image 1,1,242,
5,,Surface,2,Image 1,1,243,
3,,Surface,2,Image 1,1,244,
0,,Surface,2,Image 1,1,245,
0,,Surface,2,Image 1,1,246,
5,,Surface,2,Image 1,1,247,
0,,Surface,2,Image 1,1,248,
0,,Surface,2,Image 1,1,249,
1,,Surface,2,Image 1,1,250,
1,,Surface,2,Image 1,1,251,
0,,Surface,2,Image 1,1,252,
0,,Surface,2,Image 1,1,253,
0,,Surface,2,Image 1,1,254,
0,,Surface,2,Image 1,1,255,
0,,Surface,2,Image 1,1,256,
1,,Surface,2,Image 1,1,257,
0,,Surface,2,Image 1,1,258,
0,,Surface,2,Image 1,1,259,
0,,Surface,2,Image 1,1,260,
1,,Surface,2,Image 1,1,261,
0,,Surface,2,Image 1,1,262,
0,,Surface,2,Image 1,1,263,
0,,Surface,2,Image 1,1,264,
1,,Surface,2,Image 1,1,265,
0,,Surface,2,Image 1,1,266,
0,,Surface,2,Image 1,1,267,
0,,Surface,2,Image 1,1,268,
0,,Surface,2,Image 1,1,269,
0,,Surface,2,Image 1,1,270,
1,,Surface,2,Image 1,1,271,
0,,Surface,2,Image 1,1,272,
0,,Surface,2,Image 1,1,273,
1,,Surface,2,Image 1,1,274,
7,,Surface,2,Image 1,1,275,
0,,Surface,2,Image 1,1,276,
1,,Surface,2,Image 1,1,277,
1,,Surface,2,Image 1,1,278,
1,,Surface,2,Image 1,1,279,
1,,Surface,2,Image 1,1,280,
1,,Surface,2,Image 1,1,281,
0,,Surface,2,Image 1,1,282,
0,,Surface,2,Image 1,1,283,
0,,Surface,2,Image 1,1,284,
1,,Surface,2,Image 1,1,285,
0,,Surface,2,Image 1,1,286,
7,,Surface,2,Image 1,1,287,
1,,Surface,2,Image 1,1,288,
1,,Surface,2,Image 1,1,289,
0,,Surface,2,Image 1,1,290,
5,,Surface,2,Image 1,1,291,
0,,Surface,2,Image 1,1,292,
3,,Surface,2,Image 1,1,293,
1,,Surface,2,Image 1,1,294,
0,,Surface,2,Image 1,1,295,
0,,Surface,2,Image 1,1,296,
3,,Surface,2,Image 1,1,297,
1,,Surface,2,Image 1,1,298,
0,,Surface,2,Image 1,1,299,
0,,Surface,2,Image 1,1,300,
0,,Surface,2,Image 1,1,301,
3,,Surface,2,Image 1,1,302,
0,,Surface,2,Image 1,1,303,
0,,Surface,2,Image 1,1,304,
3,,Surface,2,Image 1,1,305,
3,,Surface,2,Image 1,1,306,
7,,Surface,2,Image 1,1,307,
1,,Surface,2,Image 1,1,308,
3,,Surface,2,Image 1,1,309,
1,,Surface,2,Image 1,1,310,
3,,Surface,2,Image 1,1,311,
3,,Surface,2,Image 1,1,312,
