
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1978,,Surface,3,Image 1,1,238,
2217,,Surface,3,Image 1,1,239,
8311,,Surface,3,Image 1,1,240,
1383,,Surface,3,Image 1,1,241,
1926,,Surface,3,Image 1,1,242,
2841,,Surface,3,Image 1,1,243,
2439,,Surface,3,Image 1,1,244,
7013,,Surface,3,Image 1,1,245,
2898,,Surface,3,Image 1,1,246,
574,,Surface,3,Image 1,1,247,
13449,,Surface,3,Image 1,1,248,
1637,,Surface,3,Image 1,1,249,
727,,Surface,3,Image 1,1,250,
2453,,Surface,3,Image 1,1,251,
6411,,Surface,3,Image 1,1,252,
6445,,Surface,3,Image 1,1,253,
3572,,Surface,3,Image 1,1,254,
2639,,Surface,3,Image 1,1,255,
7806,,Surface,3,Image 1,1,256,
695,,Surface,3,Image 1,1,257,
13511,,Surface,3,Image 1,1,258,
634,,Surface,3,Image 1,1,259,
18150,,Surface,3,Image 1,1,260,
1725,,Surface,3,Image 1,1,261,
2524,,Surface,3,Image 1,1,262,
6510,,Surface,3,Image 1,1,263,
4712,,Surface,3,Image 1,1,264,
7778,,Surface,3,Image 1,1,265,
1042,,Surface,3,Image 1,1,266,
18381,,Surface,3,Image 1,1,267,
4423,,Surface,3,Image 1,1,268,
10603,,Surface,3,Image 1,1,269,
8865,,Surface,3,Image 1,1,270,
5892,,Surface,3,Image 1,1,271,
1190,,Surface,3,Image 1,1,272,
1913,,Surface,3,Image 1,1,273,
2349,,Surface,3,Image 1,1,274,
1033,,Surface,3,Image 1,1,275,
4394,,Surface,3,Image 1,1,276,
1908,,Surface,3,Image 1,1,277,
6264,,Surface,3,Image 1,1,278,
4105,,Surface,3,Image 1,1,279,
3880,,Surface,3,Image 1,1,280,
2201,,Surface,3,Image 1,1,281,
1196,,Surface,3,Image 1,1,282,
2321,,Surface,3,Image 1,1,283,
4369,,Surface,3,Image 1,1,284,
4896,,Surface,3,Image 1,1,285,
2674,,Surface,3,Image 1,1,286,
703,,Surface,3,Image 1,1,287,
1588,,Surface,3,Image 1,1,288,
1461,,Surface,3,Image 1,1,289,
4157,,Surface,3,Image 1,1,290,
2138,,Surface,3,Image 1,1,291,
3546,,Surface,3,Image 1,1,292,
987,,Surface,3,Image 1,1,293,
3887,,Surface,3,Image 1,1,294,
7570,,Surface,3,Image 1,1,295,
3077,,Surface,3,Image 1,1,296,
900,,Surface,3,Image 1,1,297,
632,,Surface,3,Image 1,1,298,
1497,,Surface,3,Image 1,1,299,
1828,,Surface,3,Image 1,1,300,
4384,,Surface,3,Image 1,1,301,
992,,Surface,3,Image 1,1,302,
11835,,Surface,3,Image 1,1,303,
1348,,Surface,3,Image 1,1,304,
8658,,Surface,3,Image 1,1,305,
867,,Surface,3,Image 1,1,306,
978,,Surface,3,Image 1,1,307,
3055,,Surface,3,Image 1,1,308,
1429,,Surface,3,Image 1,1,309,
2266,,Surface,3,Image 1,1,310,
4025,,Surface,3,Image 1,1,311,
11034,,Surface,3,Image 1,1,312,
569,,Surface,3,Image 1,1,313,
4068,,Surface,3,Image 1,1,314,
4728,,Surface,3,Image 1,1,315,
2374,,Surface,3,Image 1,1,316,
1879,,Surface,3,Image 1,1,317,
6164,,Surface,3,Image 1,1,318,
1009,,Surface,3,Image 1,1,319,
578,,Surface,3,Image 1,1,320,
792,,Surface,3,Image 1,1,321,
1328,,Surface,3,Image 1,1,322,
4316,,Surface,3,Image 1,1,323,
2071,,Surface,3,Image 1,1,324,
2246,,Surface,3,Image 1,1,325,
2354,,Surface,3,Image 1,1,326,
5008,,Surface,3,Image 1,1,327,
4889,,Surface,3,Image 1,1,328,
6044,,Surface,3,Image 1,1,329,
3854,,Surface,3,Image 1,1,330,
1450,,Surface,3,Image 1,1,331,
2599,,Surface,3,Image 1,1,332,
443,,Surface,3,Image 1,1,333,
3066,,Surface,3,Image 1,1,334,
4116,,Surface,3,Image 1,1,335,
5586,,Surface,3,Image 1,1,336,
2483,,Surface,3,Image 1,1,337,
656,,Surface,3,Image 1,1,338,
3120,,Surface,3,Image 1,1,339,
8489,,Surface,3,Image 1,1,340,
309,,Surface,3,Image 1,1,341,
2443,,Surface,3,Image 1,1,342,
3102,,Surface,3,Image 1,1,343,
4364,,Surface,3,Image 1,1,344,
16566,,Surface,3,Image 1,1,345,
10350,,Surface,3,Image 1,1,346,
843,,Surface,3,Image 1,1,347,
2661,,Surface,3,Image 1,1,348,
676,,Surface,3,Image 1,1,349,
1169,,Surface,3,Image 1,1,350,
998,,Surface,3,Image 1,1,351,
2125,,Surface,3,Image 1,1,352,
10774,,Surface,3,Image 1,1,353,
9150,,Surface,3,Image 1,1,354,
12568,,Surface,3,Image 1,1,355,
2583,,Surface,3,Image 1,1,356,
3227,,Surface,3,Image 1,1,357,
1321,,Surface,3,Image 1,1,358,
2647,,Surface,3,Image 1,1,359,
3630,,Surface,3,Image 1,1,360,
2773,,Surface,3,Image 1,1,361,
4302,,Surface,3,Image 1,1,362,
5217,,Surface,3,Image 1,1,363,
8345,,Surface,3,Image 1,1,364,
2149,,Surface,3,Image 1,1,365,
1721,,Surface,3,Image 1,1,366,
7953,,Surface,3,Image 1,1,367,
1980,,Surface,3,Image 1,1,368,
842,,Surface,3,Image 1,1,369,
7182,,Surface,3,Image 1,1,370,
3219,,Surface,3,Image 1,1,371,
2538,,Surface,3,Image 1,1,372,
12281,,Surface,3,Image 1,1,373,
4043,,Surface,3,Image 1,1,374,
9660,,Surface,3,Image 1,1,375,
5290,,Surface,3,Image 1,1,376,
8379,,Surface,3,Image 1,1,377,
1848,,Surface,3,Image 1,1,378,
3165,,Surface,3,Image 1,1,379,
2674,,Surface,3,Image 1,1,380,
18739,,Surface,3,Image 1,1,381,
6172,,Surface,3,Image 1,1,382,
1463,,Surface,3,Image 1,1,383,
3748,,Surface,3,Image 1,1,384,
2315,,Surface,3,Image 1,1,385,
1204,,Surface,3,Image 1,1,386,
8812,,Surface,3,Image 1,1,387,
7503,,Surface,3,Image 1,1,388,
8346,,Surface,3,Image 1,1,389,
2110,,Surface,3,Image 1,1,390,
5890,,Surface,3,Image 1,1,391,
2448,,Surface,3,Image 1,1,392,
10322,,Surface,3,Image 1,1,393,
6472,,Surface,3,Image 1,1,394,
2476,,Surface,3,Image 1,1,395,
1811,,Surface,3,Image 1,1,396,
11246,,Surface,3,Image 1,1,397,
1303,,Surface,3,Image 1,1,398,
5852,,Surface,3,Image 1,1,399,
989,,Surface,3,Image 1,1,400,
2328,,Surface,3,Image 1,1,401,
1990,,Surface,3,Image 1,1,402,
2305,,Surface,3,Image 1,1,403,
6107,,Surface,3,Image 1,1,404,
945,,Surface,3,Image 1,1,405,
2711,,Surface,3,Image 1,1,406,
6328,,Surface,3,Image 1,1,407,
1814,,Surface,3,Image 1,1,408,
2450,,Surface,3,Image 1,1,409,
18252,,Surface,3,Image 1,1,410,
3662,,Surface,3,Image 1,1,411,
13773,,Surface,3,Image 1,1,412,
2571,,Surface,3,Image 1,1,413,
16697,,Surface,3,Image 1,1,414,
1667,,Surface,3,Image 1,1,415,
2759,,Surface,3,Image 1,1,416,
2457,,Surface,3,Image 1,1,417,
2223,,Surface,3,Image 1,1,418,
2717,,Surface,3,Image 1,1,419,
8780,,Surface,3,Image 1,1,420,
6633,,Surface,3,Image 1,1,421,
6220,,Surface,3,Image 1,1,422,
10088,,Surface,3,Image 1,1,423,
4406,,Surface,3,Image 1,1,424,
3737,,Surface,3,Image 1,1,425,
7749,,Surface,3,Image 1,1,426,
1691,,Surface,3,Image 1,1,427,
