
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
11.2492,,Surface,3,Image 1,1,238,
9.4469,,Surface,3,Image 1,1,239,
6.42405,,Surface,3,Image 1,1,240,
6.62464,,Surface,3,Image 1,1,241,
6.43209,,Surface,3,Image 1,1,242,
5.8594,,Surface,3,Image 1,1,243,
9.89659,,Surface,3,Image 1,1,244,
11.8737,,Surface,3,Image 1,1,245,
7.05544,,Surface,3,Image 1,1,246,
3.39444,,Surface,3,Image 1,1,247,
28.3873,,Surface,3,Image 1,1,248,
4.8749,,Surface,3,Image 1,1,249,
1.84862,,Surface,3,Image 1,1,250,
6.08215,,Surface,3,Image 1,1,251,
9.38189,,Surface,3,Image 1,1,252,
10.3113,,Surface,3,Image 1,1,253,
9.59523,,Surface,3,Image 1,1,254,
10.1147,,Surface,3,Image 1,1,255,
14.8804,,Surface,3,Image 1,1,256,
5.35351,,Surface,3,Image 1,1,257,
15.2459,,Surface,3,Image 1,1,258,
4.69806,,Surface,3,Image 1,1,259,
10.7388,,Surface,3,Image 1,1,260,
5.46136,,Surface,3,Image 1,1,261,
4.92474,,Surface,3,Image 1,1,262,
7.94005,,Surface,3,Image 1,1,263,
8.51201,,Surface,3,Image 1,1,264,
15.7733,,Surface,3,Image 1,1,265,
6.53195,,Surface,3,Image 1,1,266,
11.5356,,Surface,3,Image 1,1,267,
15.1445,,Surface,3,Image 1,1,268,
9.19202,,Surface,3,Image 1,1,269,
11.773,,Surface,3,Image 1,1,270,
12.5003,,Surface,3,Image 1,1,271,
9.11154,,Surface,3,Image 1,1,272,
7.50227,,Surface,3,Image 1,1,273,
6.28525,,Surface,3,Image 1,1,274,
3.9418,,Surface,3,Image 1,1,275,
5.05137,,Surface,3,Image 1,1,276,
7.5431,,Surface,3,Image 1,1,277,
7.39908,,Surface,3,Image 1,1,278,
7.58116,,Surface,3,Image 1,1,279,
15.3308,,Surface,3,Image 1,1,280,
5.4515,,Surface,3,Image 1,1,281,
3.11456,,Surface,3,Image 1,1,282,
9.2309,,Surface,3,Image 1,1,283,
4.90739,,Surface,3,Image 1,1,284,
11.3289,,Surface,3,Image 1,1,285,
6.11023,,Surface,3,Image 1,1,286,
2.41737,,Surface,3,Image 1,1,287,
4.15489,,Surface,3,Image 1,1,288,
5.9801,,Surface,3,Image 1,1,289,
7.92601,,Surface,3,Image 1,1,290,
5.16058,,Surface,3,Image 1,1,291,
6.01871,,Surface,3,Image 1,1,292,
4.34983,,Surface,3,Image 1,1,293,
3.64118,,Surface,3,Image 1,1,294,
19.2266,,Surface,3,Image 1,1,295,
7.09097,,Surface,3,Image 1,1,296,
1.65328,,Surface,3,Image 1,1,297,
4.60203,,Surface,3,Image 1,1,298,
4.47644,,Surface,3,Image 1,1,299,
7.44775,,Surface,3,Image 1,1,300,
5.70773,,Surface,3,Image 1,1,301,
3.70716,,Surface,3,Image 1,1,302,
10.4843,,Surface,3,Image 1,1,303,
3.74064,,Surface,3,Image 1,1,304,
13.3876,,Surface,3,Image 1,1,305,
4.3689,,Surface,3,Image 1,1,306,
2.99147,,Surface,3,Image 1,1,307,
3.35433,,Surface,3,Image 1,1,308,
5.98406,,Surface,3,Image 1,1,309,
