
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
17.2605,,Surface,5,Image 1,1,238,
18.3774,,Surface,5,Image 1,1,239,
16.354,,Surface,5,Image 1,1,240,
17.1479,,Surface,5,Image 1,1,241,
13.1505,,Surface,5,Image 1,1,242,
13.9103,,Surface,5,Image 1,1,243,
14.4695,,Surface,5,Image 1,1,244,
17.4926,,Surface,5,Image 1,1,245,
15.6669,,Surface,5,Image 1,1,246,
18.8556,,Surface,5,Image 1,1,247,
20.6126,,Surface,5,Image 1,1,248,
20.913,,Surface,5,Image 1,1,249,
12.9744,,Surface,5,Image 1,1,250,
17.4381,,Surface,5,Image 1,1,251,
13.1636,,Surface,5,Image 1,1,252,
14.7549,,Surface,5,Image 1,1,253,
17.6205,,Surface,5,Image 1,1,254,
17.9373,,Surface,5,Image 1,1,255,
13.826,,Surface,5,Image 1,1,256,
14.3455,,Surface,5,Image 1,1,257,
14.5904,,Surface,5,Image 1,1,258,
14.1536,,Surface,5,Image 1,1,259,
16.812,,Surface,5,Image 1,1,260,
19.3509,,Surface,5,Image 1,1,261,
12.5926,,Surface,5,Image 1,1,262,
9.46346,,Surface,5,Image 1,1,263,
20.2807,,Surface,5,Image 1,1,264,
15.5136,,Surface,5,Image 1,1,265,
56.8891,,Surface,5,Image 1,1,266,
17.8556,,Surface,5,Image 1,1,267,
18.3218,,Surface,5,Image 1,1,268,
18.0669,,Surface,5,Image 1,1,269,
14.848,,Surface,5,Image 1,1,270,
18.9704,,Surface,5,Image 1,1,271,
19.2757,,Surface,5,Image 1,1,272,
21.1707,,Surface,5,Image 1,1,273,
15.1089,,Surface,5,Image 1,1,274,
13.0298,,Surface,5,Image 1,1,275,
13.2891,,Surface,5,Image 1,1,276,
15.5025,,Surface,5,Image 1,1,277,
15.8641,,Surface,5,Image 1,1,278,
15.8741,,Surface,5,Image 1,1,279,
15.2318,,Surface,5,Image 1,1,280,
12.9024,,Surface,5,Image 1,1,281,
11.6837,,Surface,5,Image 1,1,282,
15.6093,,Surface,5,Image 1,1,283,
12.7112,,Surface,5,Image 1,1,284,
15.2352,,Surface,5,Image 1,1,285,
14.2374,,Surface,5,Image 1,1,286,
11.8711,,Surface,5,Image 1,1,287,
16.018,,Surface,5,Image 1,1,288,
16.4628,,Surface,5,Image 1,1,289,
17.1853,,Surface,5,Image 1,1,290,
17.6362,,Surface,5,Image 1,1,291,
9.99037,,Surface,5,Image 1,1,292,
14.16,,Surface,5,Image 1,1,293,
