
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3386,,Surface,2,Image 1,1,335,
7217,,Surface,2,Image 1,1,336,
7414,,Surface,2,Image 1,1,337,
1037,,Surface,2,Image 1,1,338,
8062,,Surface,2,Image 1,1,339,
6791,,Surface,2,Image 1,1,340,
2096,,Surface,2,Image 1,1,341,
5993,,Surface,2,Image 1,1,342,
5122,,Surface,2,Image 1,1,343,
4735,,Surface,2,Image 1,1,344,
6426,,Surface,2,Image 1,1,345,
9664,,Surface,2,Image 1,1,346,
1558,,Surface,2,Image 1,1,347,
5154,,Surface,2,Image 1,1,348,
4110,,Surface,2,Image 1,1,349,
3575,,Surface,2,Image 1,1,350,
6665,,Surface,2,Image 1,1,351,
7765,,Surface,2,Image 1,1,352,
19744,,Surface,2,Image 1,1,353,
19846,,Surface,2,Image 1,1,354,
21968,,Surface,2,Image 1,1,355,
2573,,Surface,2,Image 1,1,356,
3561,,Surface,2,Image 1,1,357,
1604,,Surface,2,Image 1,1,358,
7684,,Surface,2,Image 1,1,359,
5449,,Surface,2,Image 1,1,360,
10974,,Surface,2,Image 1,1,361,
6873,,Surface,2,Image 1,1,362,
9039,,Surface,2,Image 1,1,363,
34730,,Surface,2,Image 1,1,364,
2282,,Surface,2,Image 1,1,365,
6226,,Surface,2,Image 1,1,366,
12113,,Surface,2,Image 1,1,367,
3070,,Surface,2,Image 1,1,368,
8465,,Surface,2,Image 1,1,369,
14624,,Surface,2,Image 1,1,370,
4398,,Surface,2,Image 1,1,371,
4013,,Surface,2,Image 1,1,372,
12886,,Surface,2,Image 1,1,373,
6007,,Surface,2,Image 1,1,374,
9417,,Surface,2,Image 1,1,375,
11313,,Surface,2,Image 1,1,376,
14928,,Surface,2,Image 1,1,377,
4763,,Surface,2,Image 1,1,378,
7250,,Surface,2,Image 1,1,379,
2316,,Surface,2,Image 1,1,380,
40947,,Surface,2,Image 1,1,381,
4124,,Surface,2,Image 1,1,382,
5197,,Surface,2,Image 1,1,383,
14423,,Surface,2,Image 1,1,384,
9709,,Surface,2,Image 1,1,385,
1167,,Surface,2,Image 1,1,386,
26336,,Surface,2,Image 1,1,387,
16435,,Surface,2,Image 1,1,388,
18255,,Surface,2,Image 1,1,389,
2634,,Surface,2,Image 1,1,390,
10423,,Surface,2,Image 1,1,391,
6775,,Surface,2,Image 1,1,392,
7777,,Surface,2,Image 1,1,393,
5490,,Surface,2,Image 1,1,394,
2418,,Surface,2,Image 1,1,395,
3147,,Surface,2,Image 1,1,396,
28574,,Surface,2,Image 1,1,397,
4154,,Surface,2,Image 1,1,398,
8607,,Surface,2,Image 1,1,399,
1483,,Surface,2,Image 1,1,400,
12124,,Surface,2,Image 1,1,401,
3975,,Surface,2,Image 1,1,402,
9829,,Surface,2,Image 1,1,403,
19659,,Surface,2,Image 1,1,404,
5683,,Surface,2,Image 1,1,405,
18217,,Surface,2,Image 1,1,406,
6840,,Surface,2,Image 1,1,407,
9648,,Surface,2,Image 1,1,408,
7097,,Surface,2,Image 1,1,409,
24260,,Surface,2,Image 1,1,410,
3569,,Surface,2,Image 1,1,411,
7648,,Surface,2,Image 1,1,412,
2287,,Surface,2,Image 1,1,413,
23763,,Surface,2,Image 1,1,414,
1904,,Surface,2,Image 1,1,415,
3472,,Surface,2,Image 1,1,416,
7727,,Surface,2,Image 1,1,417,
4190,,Surface,2,Image 1,1,418,
2109,,Surface,2,Image 1,1,419,
22131,,Surface,2,Image 1,1,420,
7080,,Surface,2,Image 1,1,421,
6005,,Surface,2,Image 1,1,422,
5441,,Surface,2,Image 1,1,423,
16833,,Surface,2,Image 1,1,424,
5304,,Surface,2,Image 1,1,425,
12074,,Surface,2,Image 1,1,426,
3164,,Surface,2,Image 1,1,427,
