
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
115.389,,Surface,5,Image 1,1,238,
109.196,,Surface,5,Image 1,1,239,
93.0987,,Surface,5,Image 1,1,240,
87.9621,,Surface,5,Image 1,1,241,
103.642,,Surface,5,Image 1,1,242,
97.1964,,Surface,5,Image 1,1,243,
90.8955,,Surface,5,Image 1,1,244,
89.6798,,Surface,5,Image 1,1,245,
87.2318,,Surface,5,Image 1,1,246,
97.0114,,Surface,5,Image 1,1,247,
96.4035,,Surface,5,Image 1,1,248,
93.2182,,Surface,5,Image 1,1,249,
96.8839,,Surface,5,Image 1,1,250,
95.1716,,Surface,5,Image 1,1,251,
103.488,,Surface,5,Image 1,1,252,
107.394,,Surface,5,Image 1,1,253,
111.446,,Surface,5,Image 1,1,254,
99.7267,,Surface,5,Image 1,1,255,
93.1567,,Surface,5,Image 1,1,256,
95.5326,,Surface,5,Image 1,1,257,
100.144,,Surface,5,Image 1,1,258,
88.0795,,Surface,5,Image 1,1,259,
95.0366,,Surface,5,Image 1,1,260,
93.7745,,Surface,5,Image 1,1,261,
87.5115,,Surface,5,Image 1,1,262,
90.73,,Surface,5,Image 1,1,263,
99.822,,Surface,5,Image 1,1,264,
99.7806,,Surface,5,Image 1,1,265,
129.992,,Surface,5,Image 1,1,266,
99.2458,,Surface,5,Image 1,1,267,
98.169,,Surface,5,Image 1,1,268,
100.886,,Surface,5,Image 1,1,269,
97.9557,,Surface,5,Image 1,1,270,
100.837,,Surface,5,Image 1,1,271,
98.8066,,Surface,5,Image 1,1,272,
102.295,,Surface,5,Image 1,1,273,
94.0328,,Surface,5,Image 1,1,274,
101.636,,Surface,5,Image 1,1,275,
96.6109,,Surface,5,Image 1,1,276,
113.331,,Surface,5,Image 1,1,277,
102.841,,Surface,5,Image 1,1,278,
104.719,,Surface,5,Image 1,1,279,
100.654,,Surface,5,Image 1,1,280,
98.7973,,Surface,5,Image 1,1,281,
95.9909,,Surface,5,Image 1,1,282,
106.104,,Surface,5,Image 1,1,283,
98.5748,,Surface,5,Image 1,1,284,
98.9601,,Surface,5,Image 1,1,285,
99.6923,,Surface,5,Image 1,1,286,
99.6719,,Surface,5,Image 1,1,287,
99.8246,,Surface,5,Image 1,1,288,
101.419,,Surface,5,Image 1,1,289,
106.484,,Surface,5,Image 1,1,290,
107.614,,Surface,5,Image 1,1,291,
96.9901,,Surface,5,Image 1,1,292,
98.0329,,Surface,5,Image 1,1,293,
101.27,,Surface,5,Image 1,1,294,
108.934,,Surface,5,Image 1,1,295,
101.699,,Surface,5,Image 1,1,296,
101.06,,Surface,5,Image 1,1,297,
93.3804,,Surface,5,Image 1,1,298,
96.1951,,Surface,5,Image 1,1,299,
95.8824,,Surface,5,Image 1,1,300,
96.396,,Surface,5,Image 1,1,301,
93.0521,,Surface,5,Image 1,1,302,
100.704,,Surface,5,Image 1,1,303,
106.145,,Surface,5,Image 1,1,304,
116.003,,Surface,5,Image 1,1,305,
104.735,,Surface,5,Image 1,1,306,
108.954,,Surface,5,Image 1,1,307,
98.4418,,Surface,5,Image 1,1,308,
97.3672,,Surface,5,Image 1,1,309,
94.7443,,Surface,5,Image 1,1,310,
97.9492,,Surface,5,Image 1,1,311,
103.434,,Surface,5,Image 1,1,312,
112.5,,Surface,5,Image 1,1,313,
112.768,,Surface,5,Image 1,1,314,
107.712,,Surface,5,Image 1,1,315,
111.051,,Surface,5,Image 1,1,316,
109.393,,Surface,5,Image 1,1,317,
99.0017,,Surface,5,Image 1,1,318,
101.786,,Surface,5,Image 1,1,319,
97.1571,,Surface,5,Image 1,1,320,
104.353,,Surface,5,Image 1,1,321,
108.5,,Surface,5,Image 1,1,322,
112.506,,Surface,5,Image 1,1,323,
103.361,,Surface,5,Image 1,1,324,
101.466,,Surface,5,Image 1,1,325,
106.764,,Surface,5,Image 1,1,326,
100.153,,Surface,5,Image 1,1,327,
103.918,,Surface,5,Image 1,1,328,
104.956,,Surface,5,Image 1,1,329,
104.871,,Surface,5,Image 1,1,330,
96.6523,,Surface,5,Image 1,1,331,
107.838,,Surface,5,Image 1,1,332,
99.9113,,Surface,5,Image 1,1,333,
98.3512,,Surface,5,Image 1,1,334,
95.4839,,Surface,5,Image 1,1,335,
99.9795,,Surface,5,Image 1,1,336,
107.534,,Surface,5,Image 1,1,337,
96.6731,,Surface,5,Image 1,1,338,
103.358,,Surface,5,Image 1,1,339,
106.409,,Surface,5,Image 1,1,340,
98.0948,,Surface,5,Image 1,1,341,
121.25,,Surface,5,Image 1,1,342,
96.0941,,Surface,5,Image 1,1,343,
100.149,,Surface,5,Image 1,1,344,
104.177,,Surface,5,Image 1,1,345,
110.294,,Surface,5,Image 1,1,346,
107.354,,Surface,5,Image 1,1,347,
99.1798,,Surface,5,Image 1,1,348,
103.356,,Surface,5,Image 1,1,349,
98.8875,,Surface,5,Image 1,1,350,
114.073,,Surface,5,Image 1,1,351,
106.971,,Surface,5,Image 1,1,352,
110.418,,Surface,5,Image 1,1,353,
116.719,,Surface,5,Image 1,1,354,
102.849,,Surface,5,Image 1,1,355,
107.886,,Surface,5,Image 1,1,356,
103.356,,Surface,5,Image 1,1,357,
102.35,,Surface,5,Image 1,1,358,
105.049,,Surface,5,Image 1,1,359,
103.294,,Surface,5,Image 1,1,360,
107.226,,Surface,5,Image 1,1,361,
103.728,,Surface,5,Image 1,1,362,
105.378,,Surface,5,Image 1,1,363,
108.299,,Surface,5,Image 1,1,364,
98.6544,,Surface,5,Image 1,1,365,
106.009,,Surface,5,Image 1,1,366,
109.777,,Surface,5,Image 1,1,367,
99.9286,,Surface,5,Image 1,1,368,
115.054,,Surface,5,Image 1,1,369,
99.4413,,Surface,5,Image 1,1,370,
100.69,,Surface,5,Image 1,1,371,
111.75,,Surface,5,Image 1,1,372,
103.941,,Surface,5,Image 1,1,373,
94.6905,,Surface,5,Image 1,1,374,
101.976,,Surface,5,Image 1,1,375,
96.3618,,Surface,5,Image 1,1,376,
109.864,,Surface,5,Image 1,1,377,
110.863,,Surface,5,Image 1,1,378,
112.026,,Surface,5,Image 1,1,379,
97.9681,,Surface,5,Image 1,1,380,
106.613,,Surface,5,Image 1,1,381,
100.067,,Surface,5,Image 1,1,382,
105.236,,Surface,5,Image 1,1,383,
109.551,,Surface,5,Image 1,1,384,
109.067,,Surface,5,Image 1,1,385,
106.6,,Surface,5,Image 1,1,386,
108.965,,Surface,5,Image 1,1,387,
115.774,,Surface,5,Image 1,1,388,
103.045,,Surface,5,Image 1,1,389,
103.154,,Surface,5,Image 1,1,390,
112.355,,Surface,5,Image 1,1,391,
104.733,,Surface,5,Image 1,1,392,
108.988,,Surface,5,Image 1,1,393,
106.443,,Surface,5,Image 1,1,394,
119.906,,Surface,5,Image 1,1,395,
112.034,,Surface,5,Image 1,1,396,
110.237,,Surface,5,Image 1,1,397,
128.023,,Surface,5,Image 1,1,398,
109.103,,Surface,5,Image 1,1,399,
116.292,,Surface,5,Image 1,1,400,
114.598,,Surface,5,Image 1,1,401,
107.019,,Surface,5,Image 1,1,402,
116.075,,Surface,5,Image 1,1,403,
121.648,,Surface,5,Image 1,1,404,
110.551,,Surface,5,Image 1,1,405,
109.738,,Surface,5,Image 1,1,406,
115.158,,Surface,5,Image 1,1,407,
104.167,,Surface,5,Image 1,1,408,
109.75,,Surface,5,Image 1,1,409,
107.18,,Surface,5,Image 1,1,410,
124.463,,Surface,5,Image 1,1,411,
100.287,,Surface,5,Image 1,1,412,
99.7643,,Surface,5,Image 1,1,413,
106.882,,Surface,5,Image 1,1,414,
98.1936,,Surface,5,Image 1,1,415,
99.6488,,Surface,5,Image 1,1,416,
102.5,,Surface,5,Image 1,1,417,
101.409,,Surface,5,Image 1,1,418,
100.287,,Surface,5,Image 1,1,419,
108.323,,Surface,5,Image 1,1,420,
102.054,,Surface,5,Image 1,1,421,
101.037,,Surface,5,Image 1,1,422,
100.789,,Surface,5,Image 1,1,423,
103.198,,Surface,5,Image 1,1,424,
97.7326,,Surface,5,Image 1,1,425,
103.783,,Surface,5,Image 1,1,426,
101.035,,Surface,5,Image 1,1,427,
