
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,ID,
0.93721,-0.348766,-2.53269e-11,um,Surface,Ellipsoid Axis B,1,398,
0.4601,-0.887867,1.59266e-11,um,Surface,Ellipsoid Axis B,1,399,
0.942042,0.335495,0,um,Surface,Ellipsoid Axis B,1,400,
0.0496784,-0.998765,7.86486e-13,um,Surface,Ellipsoid Axis B,1,401,
0.894758,-0.446551,-3.07457e-11,um,Surface,Ellipsoid Axis B,1,402,
-0.0970122,-0.995283,-1.35049e-11,um,Surface,Ellipsoid Axis B,1,403,
0.995494,0.0948279,-8.21206e-11,um,Surface,Ellipsoid Axis B,1,404,
0.220351,-0.975421,1.10105e-12,um,Surface,Ellipsoid Axis B,1,405,
-0.976508,-0.215482,1.96549e-11,um,Surface,Ellipsoid Axis B,1,406,
0.541559,-0.840663,-3.14099e-12,um,Surface,Ellipsoid Axis B,1,407,
-0.279309,0.960201,-5.19758e-11,um,Surface,Ellipsoid Axis B,1,408,
0.455749,-0.890108,1.05583e-11,um,Surface,Ellipsoid Axis B,1,409,
0.839599,0.543206,4.01706e-12,um,Surface,Ellipsoid Axis B,1,410,
0.626991,0.779027,-2.0691e-11,um,Surface,Ellipsoid Axis B,1,411,
0.536149,0.844123,6.97315e-12,um,Surface,Ellipsoid Axis B,1,412,
-0.148017,-0.988985,-2.67987e-12,um,Surface,Ellipsoid Axis B,1,413,
0.980331,0.197362,-4.73424e-11,um,Surface,Ellipsoid Axis B,1,414,
0.999678,0.0253848,-5.79695e-14,um,Surface,Ellipsoid Axis B,1,415,
0.376683,0.926342,1.3326e-12,um,Surface,Ellipsoid Axis B,1,416,
0.983668,-0.17999,1.31518e-11,um,Surface,Ellipsoid Axis B,1,417,
0.965006,-0.262228,6.97211e-12,um,Surface,Ellipsoid Axis B,1,418,
0.495151,0.868807,1.47093e-12,um,Surface,Ellipsoid Axis B,1,419,
0.712361,-0.701813,3.22226e-11,um,Surface,Ellipsoid Axis B,1,420,
0.98782,0.1556,1.82401e-11,um,Surface,Ellipsoid Axis B,1,421,
-0.136132,0.990691,8.17092e-12,um,Surface,Ellipsoid Axis B,1,422,
0.891552,0.452917,-9.28925e-12,um,Surface,Ellipsoid Axis B,1,423,
-0.172969,-0.984927,4.75308e-12,um,Surface,Ellipsoid Axis B,1,424,
0.99799,0.0633724,7.23834e-11,um,Surface,Ellipsoid Axis B,1,425,
0.806084,-0.591801,7.65822e-12,um,Surface,Ellipsoid Axis B,1,426,
-0.815458,0.578816,3.81042e-11,um,Surface,Ellipsoid Axis B,1,427,
