
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
10.9889,,Surface,3,Image 1,1,238,
9.89732,,Surface,3,Image 1,1,239,
13.2341,,Surface,3,Image 1,1,240,
10.4773,,Surface,3,Image 1,1,241,
10.9432,,Surface,3,Image 1,1,242,
12.683,,Surface,3,Image 1,1,243,
11.0864,,Surface,3,Image 1,1,244,
15.3794,,Surface,3,Image 1,1,245,
13.1727,,Surface,3,Image 1,1,246,
6.52273,,Surface,3,Image 1,1,247,
33.2896,,Surface,3,Image 1,1,248,
7.44091,,Surface,3,Image 1,1,249,
3.24554,,Surface,3,Image 1,1,250,
6.01225,,Surface,3,Image 1,1,251,
15.8688,,Surface,3,Image 1,1,252,
12.89,,Surface,3,Image 1,1,253,
10.759,,Surface,3,Image 1,1,254,
15.343,,Surface,3,Image 1,1,255,
26.02,,Surface,3,Image 1,1,256,
7.55435,,Surface,3,Image 1,1,257,
20.4712,,Surface,3,Image 1,1,258,
7.20455,,Surface,3,Image 1,1,259,
22.1341,,Surface,3,Image 1,1,260,
8.45588,,Surface,3,Image 1,1,261,
9.70769,,Surface,3,Image 1,1,262,
16.275,,Surface,3,Image 1,1,263,
17.8485,,Surface,3,Image 1,1,264,
39.6837,,Surface,3,Image 1,1,265,
8.68333,,Surface,3,Image 1,1,266,
15.5771,,Surface,3,Image 1,1,267,
15.5739,,Surface,3,Image 1,1,268,
18.6673,,Surface,3,Image 1,1,269,
19.6128,,Surface,3,Image 1,1,270,
13.8962,,Surface,3,Image 1,1,271,
5.61321,,Surface,3,Image 1,1,272,
10.8693,,Surface,3,Image 1,1,273,
9.62705,,Surface,3,Image 1,1,274,
7.82576,,Surface,3,Image 1,1,275,
8.85887,,Surface,3,Image 1,1,276,
11.093,,Surface,3,Image 1,1,277,
9.21176,,Surface,3,Image 1,1,278,
14.2535,,Surface,3,Image 1,1,279,
24.8718,,Surface,3,Image 1,1,280,
7.43581,,Surface,3,Image 1,1,281,
5.43636,,Surface,3,Image 1,1,282,
10.9481,,Surface,3,Image 1,1,283,
8.60039,,Surface,3,Image 1,1,284,
17.7391,,Surface,3,Image 1,1,285,
12.8558,,Surface,3,Image 1,1,286,
5.49219,,Surface,3,Image 1,1,287,
5.92537,,Surface,3,Image 1,1,288,
8.49419,,Surface,3,Image 1,1,289,
11.1747,,Surface,3,Image 1,1,290,
7.63571,,Surface,3,Image 1,1,291,
7.03571,,Surface,3,Image 1,1,292,
6.49342,,Surface,3,Image 1,1,293,
8.52412,,Surface,3,Image 1,1,294,
27.8309,,Surface,3,Image 1,1,295,
15.699,,Surface,3,Image 1,1,296,
3.62903,,Surface,3,Image 1,1,297,
6.86957,,Surface,3,Image 1,1,298,
9.12805,,Surface,3,Image 1,1,299,
8.96078,,Surface,3,Image 1,1,300,
8.768,,Surface,3,Image 1,1,301,
10.3333,,Surface,3,Image 1,1,302,
17.0043,,Surface,3,Image 1,1,303,
6.74,,Surface,3,Image 1,1,304,
11.6371,,Surface,3,Image 1,1,305,
6.375,,Surface,3,Image 1,1,306,
4.9898,,Surface,3,Image 1,1,307,
6.58405,,Surface,3,Image 1,1,308,
11.1641,,Surface,3,Image 1,1,309,
12.875,,Surface,3,Image 1,1,310,
5.52885,,Surface,3,Image 1,1,311,
15.5847,,Surface,3,Image 1,1,312,
5.69,,Surface,3,Image 1,1,313,
