
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3,,Surface,6,Image 1,1,307,
5,,Surface,6,Image 1,1,308,
5,,Surface,6,Image 1,1,309,
5,,Surface,6,Image 1,1,310,
1,,Surface,6,Image 1,1,311,
1,,Surface,6,Image 1,1,312,
3,,Surface,6,Image 1,1,313,
0,,Surface,6,Image 1,1,314,
5,,Surface,6,Image 1,1,315,
7,,Surface,6,Image 1,1,316,
5,,Surface,6,Image 1,1,317,
1,,Surface,6,Image 1,1,318,
3,,Surface,6,Image 1,1,319,
8,,Surface,6,Image 1,1,320,
10,,Surface,6,Image 1,1,321,
3,,Surface,6,Image 1,1,322,
1,,Surface,6,Image 1,1,323,
7,,Surface,6,Image 1,1,324,
1,,Surface,6,Image 1,1,325,
10,,Surface,6,Image 1,1,326,
0,,Surface,6,Image 1,1,327,
4,,Surface,6,Image 1,1,328,
4,,Surface,6,Image 1,1,329,
5,,Surface,6,Image 1,1,330,
5,,Surface,6,Image 1,1,331,
10,,Surface,6,Image 1,1,332,
3,,Surface,6,Image 1,1,333,
6,,Surface,6,Image 1,1,334,
0,,Surface,6,Image 1,1,335,
0,,Surface,6,Image 1,1,336,
0,,Surface,6,Image 1,1,337,
3,,Surface,6,Image 1,1,338,
0,,Surface,6,Image 1,1,339,
3,,Surface,6,Image 1,1,340,
6,,Surface,6,Image 1,1,341,
3,,Surface,6,Image 1,1,342,
3,,Surface,6,Image 1,1,343,
1,,Surface,6,Image 1,1,344,
1,,Surface,6,Image 1,1,345,
0,,Surface,6,Image 1,1,346,
1,,Surface,6,Image 1,1,347,
3,,Surface,6,Image 1,1,348,
3,,Surface,6,Image 1,1,349,
3,,Surface,6,Image 1,1,350,
3,,Surface,6,Image 1,1,351,
3,,Surface,6,Image 1,1,352,
1,,Surface,6,Image 1,1,353,
1,,Surface,6,Image 1,1,354,
1,,Surface,6,Image 1,1,355,
6,,Surface,6,Image 1,1,356,
1,,Surface,6,Image 1,1,357,
10,,Surface,6,Image 1,1,358,
3,,Surface,6,Image 1,1,359,
5,,Surface,6,Image 1,1,360,
5,,Surface,6,Image 1,1,361,
1,,Surface,6,Image 1,1,362,
1,,Surface,6,Image 1,1,363,
3,,Surface,6,Image 1,1,364,
5,,Surface,6,Image 1,1,365,
7,,Surface,6,Image 1,1,366,
0,,Surface,6,Image 1,1,367,
5,,Surface,6,Image 1,1,368,
3,,Surface,6,Image 1,1,369,
1,,Surface,6,Image 1,1,370,
0,,Surface,6,Image 1,1,371,
1,,Surface,6,Image 1,1,372,
0,,Surface,6,Image 1,1,373,
3,,Surface,6,Image 1,1,374,
3,,Surface,6,Image 1,1,375,
1,,Surface,6,Image 1,1,376,
5,,Surface,6,Image 1,1,377,
5,,Surface,6,Image 1,1,378,
3,,Surface,6,Image 1,1,379,
3,,Surface,6,Image 1,1,380,
0,,Surface,6,Image 1,1,381,
0,,Surface,6,Image 1,1,382,
3,,Surface,6,Image 1,1,383,
3,,Surface,6,Image 1,1,384,
8,,Surface,6,Image 1,1,385,
6,,Surface,6,Image 1,1,386,
0,,Surface,6,Image 1,1,387,
1,,Surface,6,Image 1,1,388,
0,,Surface,6,Image 1,1,389,
3,,Surface,6,Image 1,1,390,
1,,Surface,6,Image 1,1,391,
3,,Surface,6,Image 1,1,392,
1,,Surface,6,Image 1,1,393,
0,,Surface,6,Image 1,1,394,
1,,Surface,6,Image 1,1,395,
3,,Surface,6,Image 1,1,396,
1,,Surface,6,Image 1,1,397,
0,,Surface,6,Image 1,1,398,
1,,Surface,6,Image 1,1,399,
5,,Surface,6,Image 1,1,400,
1,,Surface,6,Image 1,1,401,
6,,Surface,6,Image 1,1,402,
3,,Surface,6,Image 1,1,403,
1,,Surface,6,Image 1,1,404,
3,,Surface,6,Image 1,1,405,
1,,Surface,6,Image 1,1,406,
0,,Surface,6,Image 1,1,407,
5,,Surface,6,Image 1,1,408,
10,,Surface,6,Image 1,1,409,
0,,Surface,6,Image 1,1,410,
5,,Surface,6,Image 1,1,411,
3,,Surface,6,Image 1,1,412,
3,,Surface,6,Image 1,1,413,
5,,Surface,6,Image 1,1,414,
1,,Surface,6,Image 1,1,415,
3,,Surface,6,Image 1,1,416,
5,,Surface,6,Image 1,1,417,
3,,Surface,6,Image 1,1,418,
3,,Surface,6,Image 1,1,419,
3,,Surface,6,Image 1,1,420,
1,,Surface,6,Image 1,1,421,
5,,Surface,6,Image 1,1,422,
7,,Surface,6,Image 1,1,423,
5,,Surface,6,Image 1,1,424,
1,,Surface,6,Image 1,1,425,
5,,Surface,6,Image 1,1,426,
3,,Surface,6,Image 1,1,427,
