
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
14219,,Surface,1,Image 1,1,238,
15648,,Surface,1,Image 1,1,239,
32624,,Surface,1,Image 1,1,240,
5926,,Surface,1,Image 1,1,241,
6523,,Surface,1,Image 1,1,242,
9196,,Surface,1,Image 1,1,243,
7786,,Surface,1,Image 1,1,244,
26249,,Surface,1,Image 1,1,245,
10827,,Surface,1,Image 1,1,246,
3603,,Surface,1,Image 1,1,247,
17124,,Surface,1,Image 1,1,248,
13935,,Surface,1,Image 1,1,249,
10636,,Surface,1,Image 1,1,250,
32893,,Surface,1,Image 1,1,251,
18893,,Surface,1,Image 1,1,252,
29389,,Surface,1,Image 1,1,253,
17719,,Surface,1,Image 1,1,254,
7602,,Surface,1,Image 1,1,255,
11960,,Surface,1,Image 1,1,256,
4394,,Surface,1,Image 1,1,257,
25070,,Surface,1,Image 1,1,258,
4491,,Surface,1,Image 1,1,259,
39288,,Surface,1,Image 1,1,260,
12737,,Surface,1,Image 1,1,261,
11106,,Surface,1,Image 1,1,262,
26408,,Surface,1,Image 1,1,263,
13345,,Surface,1,Image 1,1,264,
6860,,Surface,1,Image 1,1,265,
9334,,Surface,1,Image 1,1,266,
52461,,Surface,1,Image 1,1,267,
11094,,Surface,1,Image 1,1,268,
38001,,Surface,1,Image 1,1,269,
18641,,Surface,1,Image 1,1,270,
18301,,Surface,1,Image 1,1,271,
17048,,Surface,1,Image 1,1,272,
7635,,Surface,1,Image 1,1,273,
11289,,Surface,1,Image 1,1,274,
5684,,Surface,1,Image 1,1,275,
28414,,Surface,1,Image 1,1,276,
7998,,Surface,1,Image 1,1,277,
25455,,Surface,1,Image 1,1,278,
13784,,Surface,1,Image 1,1,279,
6379,,Surface,1,Image 1,1,280,
15864,,Surface,1,Image 1,1,281,
10175,,Surface,1,Image 1,1,282,
8355,,Surface,1,Image 1,1,283,
22513,,Surface,1,Image 1,1,284,
9908,,Surface,1,Image 1,1,285,
13559,,Surface,1,Image 1,1,286,
5399,,Surface,1,Image 1,1,287,
10663,,Surface,1,Image 1,1,288,
6631,,Surface,1,Image 1,1,289,
15449,,Surface,1,Image 1,1,290,
10554,,Surface,1,Image 1,1,291,
31250,,Surface,1,Image 1,1,292,
5729,,Surface,1,Image 1,1,293,
21790,,Surface,1,Image 1,1,294,
10868,,Surface,1,Image 1,1,295,
9331,,Surface,1,Image 1,1,296,
9176,,Surface,1,Image 1,1,297,
4653,,Surface,1,Image 1,1,298,
8388,,Surface,1,Image 1,1,299,
10479,,Surface,1,Image 1,1,300,
31941,,Surface,1,Image 1,1,301,
3403,,Surface,1,Image 1,1,302,
39677,,Surface,1,Image 1,1,303,
7528,,Surface,1,Image 1,1,304,
