
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
9.81782,,Surface,2,Image 1,1,290,
19.1155,,Surface,2,Image 1,1,291,
10.6611,,Surface,2,Image 1,1,292,
18.994,,Surface,2,Image 1,1,293,
30.5499,,Surface,2,Image 1,1,294,
11.0749,,Surface,2,Image 1,1,295,
8.88762,,Surface,2,Image 1,1,296,
10.415,,Surface,2,Image 1,1,297,
5.64777,,Surface,2,Image 1,1,298,
10.4346,,Surface,2,Image 1,1,299,
8.8821,,Surface,2,Image 1,1,300,
12.6665,,Surface,2,Image 1,1,301,
9.24014,,Surface,2,Image 1,1,302,
11.8239,,Surface,2,Image 1,1,303,
14.6035,,Surface,2,Image 1,1,304,
14.8115,,Surface,2,Image 1,1,305,
6.97784,,Surface,2,Image 1,1,306,
11.0118,,Surface,2,Image 1,1,307,
10.8281,,Surface,2,Image 1,1,308,
10.9632,,Surface,2,Image 1,1,309,
11.5993,,Surface,2,Image 1,1,310,
14.8417,,Surface,2,Image 1,1,311,
23.632,,Surface,2,Image 1,1,312,
9.02607,,Surface,2,Image 1,1,313,
19.3441,,Surface,2,Image 1,1,314,
9.98786,,Surface,2,Image 1,1,315,
15.6927,,Surface,2,Image 1,1,316,
15.5141,,Surface,2,Image 1,1,317,
12.082,,Surface,2,Image 1,1,318,
28.4171,,Surface,2,Image 1,1,319,
7.02307,,Surface,2,Image 1,1,320,
9.00911,,Surface,2,Image 1,1,321,
13.5539,,Surface,2,Image 1,1,322,
21.099,,Surface,2,Image 1,1,323,
11.6211,,Surface,2,Image 1,1,324,
14.5318,,Surface,2,Image 1,1,325,
23.6854,,Surface,2,Image 1,1,326,
22.8021,,Surface,2,Image 1,1,327,
9.21901,,Surface,2,Image 1,1,328,
26.5544,,Surface,2,Image 1,1,329,
14.0841,,Surface,2,Image 1,1,330,
16.9908,,Surface,2,Image 1,1,331,
32.0908,,Surface,2,Image 1,1,332,
7.51576,,Surface,2,Image 1,1,333,
6.50296,,Surface,2,Image 1,1,334,
9.42846,,Surface,2,Image 1,1,335,
22.963,,Surface,2,Image 1,1,336,
18.9437,,Surface,2,Image 1,1,337,
5.76204,,Surface,2,Image 1,1,338,
13.0367,,Surface,2,Image 1,1,339,
13.0549,,Surface,2,Image 1,1,340,
8.08439,,Surface,2,Image 1,1,341,
18.6932,,Surface,2,Image 1,1,342,
9.3759,,Surface,2,Image 1,1,343,
9.42866,,Surface,2,Image 1,1,344,
9.24273,,Surface,2,Image 1,1,345,
16.5351,,Surface,2,Image 1,1,346,
9.62471,,Surface,2,Image 1,1,347,
10.2119,,Surface,2,Image 1,1,348,
12.1273,,Surface,2,Image 1,1,349,
13.9307,,Surface,2,Image 1,1,350,
12.1993,,Surface,2,Image 1,1,351,
26.0709,,Surface,2,Image 1,1,352,
18.2802,,Surface,2,Image 1,1,353,
18.6489,,Surface,2,Image 1,1,354,
18.0522,,Surface,2,Image 1,1,355,
9.28168,,Surface,2,Image 1,1,356,
14.1801,,Surface,2,Image 1,1,357,
8.37052,,Surface,2,Image 1,1,358,
12.0416,,Surface,2,Image 1,1,359,
10.3713,,Surface,2,Image 1,1,360,
10.0625,,Surface,2,Image 1,1,361,
16.3149,,Surface,2,Image 1,1,362,
16.8745,,Surface,2,Image 1,1,363,
22.8565,,Surface,2,Image 1,1,364,
7.34215,,Surface,2,Image 1,1,365,
15.067,,Surface,2,Image 1,1,366,
11.9442,,Surface,2,Image 1,1,367,
6.13445,,Surface,2,Image 1,1,368,
16.9409,,Surface,2,Image 1,1,369,
21.8275,,Surface,2,Image 1,1,370,
13.2408,,Surface,2,Image 1,1,371,
13.7362,,Surface,2,Image 1,1,372,
24.9219,,Surface,2,Image 1,1,373,
16.4828,,Surface,2,Image 1,1,374,
18.7725,,Surface,2,Image 1,1,375,
22.3401,,Surface,2,Image 1,1,376,
18.1423,,Surface,2,Image 1,1,377,
14.7939,,Surface,2,Image 1,1,378,
14.0585,,Surface,2,Image 1,1,379,
9.68077,,Surface,2,Image 1,1,380,
34.0063,,Surface,2,Image 1,1,381,
8.52768,,Surface,2,Image 1,1,382,
21.0153,,Surface,2,Image 1,1,383,
29.616,,Surface,2,Image 1,1,384,
27.808,,Surface,2,Image 1,1,385,
5.80871,,Surface,2,Image 1,1,386,
16.5809,,Surface,2,Image 1,1,387,
19.0518,,Surface,2,Image 1,1,388,
13.1606,,Surface,2,Image 1,1,389,
7.48686,,Surface,2,Image 1,1,390,
13.3796,,Surface,2,Image 1,1,391,
9.22977,,Surface,2,Image 1,1,392,
10.7621,,Surface,2,Image 1,1,393,
14.5446,,Surface,2,Image 1,1,394,
5.78626,,Surface,2,Image 1,1,395,
8.9368,,Surface,2,Image 1,1,396,
19.7447,,Surface,2,Image 1,1,397,
13.9429,,Surface,2,Image 1,1,398,
12.0673,,Surface,2,Image 1,1,399,
7.8897,,Surface,2,Image 1,1,400,
49.4631,,Surface,2,Image 1,1,401,
13.3318,,Surface,2,Image 1,1,402,
17.4161,,Surface,2,Image 1,1,403,
21.9066,,Surface,2,Image 1,1,404,
27.9144,,Surface,2,Image 1,1,405,
20.5345,,Surface,2,Image 1,1,406,
13.0795,,Surface,2,Image 1,1,407,
27.857,,Surface,2,Image 1,1,408,
16.1043,,Surface,2,Image 1,1,409,
12.7289,,Surface,2,Image 1,1,410,
11.8408,,Surface,2,Image 1,1,411,
8.00277,,Surface,2,Image 1,1,412,
8.03173,,Surface,2,Image 1,1,413,
11.6043,,Surface,2,Image 1,1,414,
7.01978,,Surface,2,Image 1,1,415,
10.3766,,Surface,2,Image 1,1,416,
24.5575,,Surface,2,Image 1,1,417,
6.58952,,Surface,2,Image 1,1,418,
6.50036,,Surface,2,Image 1,1,419,
27.1545,,Surface,2,Image 1,1,420,
14.1723,,Surface,2,Image 1,1,421,
10.1719,,Surface,2,Image 1,1,422,
6.21893,,Surface,2,Image 1,1,423,
27.1802,,Surface,2,Image 1,1,424,
9.65373,,Surface,2,Image 1,1,425,
12.8516,,Surface,2,Image 1,1,426,
11.6665,,Surface,2,Image 1,1,427,
