
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
255,,Surface,6,Image 1,1,238,
226,,Surface,6,Image 1,1,239,
155,,Surface,6,Image 1,1,240,
132,,Surface,6,Image 1,1,241,
107,,Surface,6,Image 1,1,242,
105,,Surface,6,Image 1,1,243,
66,,Surface,6,Image 1,1,244,
220,,Surface,6,Image 1,1,245,
156,,Surface,6,Image 1,1,246,
112,,Surface,6,Image 1,1,247,
234,,Surface,6,Image 1,1,248,
194,,Surface,6,Image 1,1,249,
185,,Surface,6,Image 1,1,250,
227,,Surface,6,Image 1,1,251,
192,,Surface,6,Image 1,1,252,
255,,Surface,6,Image 1,1,253,
158,,Surface,6,Image 1,1,254,
104,,Surface,6,Image 1,1,255,
143,,Surface,6,Image 1,1,256,
103,,Surface,6,Image 1,1,257,
119,,Surface,6,Image 1,1,258,
166,,Surface,6,Image 1,1,259,
212,,Surface,6,Image 1,1,260,
255,,Surface,6,Image 1,1,261,
103,,Surface,6,Image 1,1,262,
184,,Surface,6,Image 1,1,263,
160,,Surface,6,Image 1,1,264,
162,,Surface,6,Image 1,1,265,
207,,Surface,6,Image 1,1,266,
197,,Surface,6,Image 1,1,267,
126,,Surface,6,Image 1,1,268,
255,,Surface,6,Image 1,1,269,
110,,Surface,6,Image 1,1,270,
138,,Surface,6,Image 1,1,271,
245,,Surface,6,Image 1,1,272,
101,,Surface,6,Image 1,1,273,
129,,Surface,6,Image 1,1,274,
114,,Surface,6,Image 1,1,275,
186,,Surface,6,Image 1,1,276,
135,,Surface,6,Image 1,1,277,
143,,Surface,6,Image 1,1,278,
120,,Surface,6,Image 1,1,279,
97,,Surface,6,Image 1,1,280,
139,,Surface,6,Image 1,1,281,
119,,Surface,6,Image 1,1,282,
102,,Surface,6,Image 1,1,283,
142,,Surface,6,Image 1,1,284,
90,,Surface,6,Image 1,1,285,
255,,Surface,6,Image 1,1,286,
92,,Surface,6,Image 1,1,287,
88,,Surface,6,Image 1,1,288,
117,,Surface,6,Image 1,1,289,
159,,Surface,6,Image 1,1,290,
118,,Surface,6,Image 1,1,291,
215,,Surface,6,Image 1,1,292,
76,,Surface,6,Image 1,1,293,
103,,Surface,6,Image 1,1,294,
100,,Surface,6,Image 1,1,295,
185,,Surface,6,Image 1,1,296,
101,,Surface,6,Image 1,1,297,
131,,Surface,6,Image 1,1,298,
164,,Surface,6,Image 1,1,299,
219,,Surface,6,Image 1,1,300,
245,,Surface,6,Image 1,1,301,
65,,Surface,6,Image 1,1,302,
228,,Surface,6,Image 1,1,303,
90,,Surface,6,Image 1,1,304,
110,,Surface,6,Image 1,1,305,
103,,Surface,6,Image 1,1,306,
89,,Surface,6,Image 1,1,307,
