
Intensity Center Ch=5 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
123,,Surface,5,Image 1,1,238,
111,,Surface,5,Image 1,1,239,
98,,Surface,5,Image 1,1,240,
78,,Surface,5,Image 1,1,241,
100,,Surface,5,Image 1,1,242,
115,,Surface,5,Image 1,1,243,
98,,Surface,5,Image 1,1,244,
121,,Surface,5,Image 1,1,245,
91,,Surface,5,Image 1,1,246,
97,,Surface,5,Image 1,1,247,
91,,Surface,5,Image 1,1,248,
131,,Surface,5,Image 1,1,249,
101,,Surface,5,Image 1,1,250,
98,,Surface,5,Image 1,1,251,
112,,Surface,5,Image 1,1,252,
90,,Surface,5,Image 1,1,253,
132,,Surface,5,Image 1,1,254,
122,,Surface,5,Image 1,1,255,
85,,Surface,5,Image 1,1,256,
72,,Surface,5,Image 1,1,257,
116,,Surface,5,Image 1,1,258,
63,,Surface,5,Image 1,1,259,
106,,Surface,5,Image 1,1,260,
85,,Surface,5,Image 1,1,261,
80,,Surface,5,Image 1,1,262,
92,,Surface,5,Image 1,1,263,
112,,Surface,5,Image 1,1,264,
82,,Surface,5,Image 1,1,265,
99,,Surface,5,Image 1,1,266,
72,,Surface,5,Image 1,1,267,
113,,Surface,5,Image 1,1,268,
101,,Surface,5,Image 1,1,269,
94,,Surface,5,Image 1,1,270,
143,,Surface,5,Image 1,1,271,
83,,Surface,5,Image 1,1,272,
116,,Surface,5,Image 1,1,273,
101,,Surface,5,Image 1,1,274,
111,,Surface,5,Image 1,1,275,
106,,Surface,5,Image 1,1,276,
129,,Surface,5,Image 1,1,277,
108,,Surface,5,Image 1,1,278,
100,,Surface,5,Image 1,1,279,
109,,Surface,5,Image 1,1,280,
101,,Surface,5,Image 1,1,281,
107,,Surface,5,Image 1,1,282,
127,,Surface,5,Image 1,1,283,
108,,Surface,5,Image 1,1,284,
107,,Surface,5,Image 1,1,285,
100,,Surface,5,Image 1,1,286,
90,,Surface,5,Image 1,1,287,
98,,Surface,5,Image 1,1,288,
123,,Surface,5,Image 1,1,289,
138,,Surface,5,Image 1,1,290,
140,,Surface,5,Image 1,1,291,
103,,Surface,5,Image 1,1,292,
98,,Surface,5,Image 1,1,293,
112,,Surface,5,Image 1,1,294,
103,,Surface,5,Image 1,1,295,
89,,Surface,5,Image 1,1,296,
90,,Surface,5,Image 1,1,297,
91,,Surface,5,Image 1,1,298,
101,,Surface,5,Image 1,1,299,
75,,Surface,5,Image 1,1,300,
76,,Surface,5,Image 1,1,301,
90,,Surface,5,Image 1,1,302,
100,,Surface,5,Image 1,1,303,
85,,Surface,5,Image 1,1,304,
121,,Surface,5,Image 1,1,305,
