
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
169,,Surface,4,Image 1,1,238,
194,,Surface,4,Image 1,1,239,
213,,Surface,4,Image 1,1,240,
207,,Surface,4,Image 1,1,241,
181,,Surface,4,Image 1,1,242,
210,,Surface,4,Image 1,1,243,
215,,Surface,4,Image 1,1,244,
211,,Surface,4,Image 1,1,245,
217,,Surface,4,Image 1,1,246,
192,,Surface,4,Image 1,1,247,
207,,Surface,4,Image 1,1,248,
230,,Surface,4,Image 1,1,249,
198,,Surface,4,Image 1,1,250,
203,,Surface,4,Image 1,1,251,
190,,Surface,4,Image 1,1,252,
192,,Surface,4,Image 1,1,253,
198,,Surface,4,Image 1,1,254,
208,,Surface,4,Image 1,1,255,
198,,Surface,4,Image 1,1,256,
194,,Surface,4,Image 1,1,257,
201,,Surface,4,Image 1,1,258,
195,,Surface,4,Image 1,1,259,
219,,Surface,4,Image 1,1,260,
219,,Surface,4,Image 1,1,261,
197,,Surface,4,Image 1,1,262,
194,,Surface,4,Image 1,1,263,
207,,Surface,4,Image 1,1,264,
198,,Surface,4,Image 1,1,265,
178,,Surface,4,Image 1,1,266,
216,,Surface,4,Image 1,1,267,
210,,Surface,4,Image 1,1,268,
206,,Surface,4,Image 1,1,269,
195,,Surface,4,Image 1,1,270,
209,,Surface,4,Image 1,1,271,
220,,Surface,4,Image 1,1,272,
196,,Surface,4,Image 1,1,273,
224,,Surface,4,Image 1,1,274,
188,,Surface,4,Image 1,1,275,
209,,Surface,4,Image 1,1,276,
185,,Surface,4,Image 1,1,277,
202,,Surface,4,Image 1,1,278,
193,,Surface,4,Image 1,1,279,
187,,Surface,4,Image 1,1,280,
194,,Surface,4,Image 1,1,281,
195,,Surface,4,Image 1,1,282,
198,,Surface,4,Image 1,1,283,
202,,Surface,4,Image 1,1,284,
220,,Surface,4,Image 1,1,285,
194,,Surface,4,Image 1,1,286,
187,,Surface,4,Image 1,1,287,
198,,Surface,4,Image 1,1,288,
201,,Surface,4,Image 1,1,289,
195,,Surface,4,Image 1,1,290,
188,,Surface,4,Image 1,1,291,
184,,Surface,4,Image 1,1,292,
200,,Surface,4,Image 1,1,293,
225,,Surface,4,Image 1,1,294,
211,,Surface,4,Image 1,1,295,
183,,Surface,4,Image 1,1,296,
199,,Surface,4,Image 1,1,297,
174,,Surface,4,Image 1,1,298,
192,,Surface,4,Image 1,1,299,
199,,Surface,4,Image 1,1,300,
194,,Surface,4,Image 1,1,301,
182,,Surface,4,Image 1,1,302,
194,,Surface,4,Image 1,1,303,
198,,Surface,4,Image 1,1,304,
192,,Surface,4,Image 1,1,305,
197,,Surface,4,Image 1,1,306,
180,,Surface,4,Image 1,1,307,
184,,Surface,4,Image 1,1,308,
194,,Surface,4,Image 1,1,309,
195,,Surface,4,Image 1,1,310,
223,,Surface,4,Image 1,1,311,
188,,Surface,4,Image 1,1,312,
181,,Surface,4,Image 1,1,313,
204,,Surface,4,Image 1,1,314,
200,,Surface,4,Image 1,1,315,
223,,Surface,4,Image 1,1,316,
205,,Surface,4,Image 1,1,317,
235,,Surface,4,Image 1,1,318,
190,,Surface,4,Image 1,1,319,
193,,Surface,4,Image 1,1,320,
174,,Surface,4,Image 1,1,321,
183,,Surface,4,Image 1,1,322,
191,,Surface,4,Image 1,1,323,
187,,Surface,4,Image 1,1,324,
179,,Surface,4,Image 1,1,325,
180,,Surface,4,Image 1,1,326,
207,,Surface,4,Image 1,1,327,
227,,Surface,4,Image 1,1,328,
216,,Surface,4,Image 1,1,329,
213,,Surface,4,Image 1,1,330,
190,,Surface,4,Image 1,1,331,
192,,Surface,4,Image 1,1,332,
185,,Surface,4,Image 1,1,333,
192,,Surface,4,Image 1,1,334,
198,,Surface,4,Image 1,1,335,
196,,Surface,4,Image 1,1,336,
191,,Surface,4,Image 1,1,337,
192,,Surface,4,Image 1,1,338,
209,,Surface,4,Image 1,1,339,
193,,Surface,4,Image 1,1,340,
188,,Surface,4,Image 1,1,341,
172,,Surface,4,Image 1,1,342,
242,,Surface,4,Image 1,1,343,
205,,Surface,4,Image 1,1,344,
203,,Surface,4,Image 1,1,345,
198,,Surface,4,Image 1,1,346,
173,,Surface,4,Image 1,1,347,
188,,Surface,4,Image 1,1,348,
196,,Surface,4,Image 1,1,349,
186,,Surface,4,Image 1,1,350,
183,,Surface,4,Image 1,1,351,
199,,Surface,4,Image 1,1,352,
193,,Surface,4,Image 1,1,353,
215,,Surface,4,Image 1,1,354,
193,,Surface,4,Image 1,1,355,
200,,Surface,4,Image 1,1,356,
195,,Surface,4,Image 1,1,357,
177,,Surface,4,Image 1,1,358,
204,,Surface,4,Image 1,1,359,
200,,Surface,4,Image 1,1,360,
194,,Surface,4,Image 1,1,361,
186,,Surface,4,Image 1,1,362,
205,,Surface,4,Image 1,1,363,
202,,Surface,4,Image 1,1,364,
198,,Surface,4,Image 1,1,365,
210,,Surface,4,Image 1,1,366,
210,,Surface,4,Image 1,1,367,
218,,Surface,4,Image 1,1,368,
191,,Surface,4,Image 1,1,369,
200,,Surface,4,Image 1,1,370,
202,,Surface,4,Image 1,1,371,
190,,Surface,4,Image 1,1,372,
199,,Surface,4,Image 1,1,373,
246,,Surface,4,Image 1,1,374,
193,,Surface,4,Image 1,1,375,
199,,Surface,4,Image 1,1,376,
206,,Surface,4,Image 1,1,377,
196,,Surface,4,Image 1,1,378,
183,,Surface,4,Image 1,1,379,
194,,Surface,4,Image 1,1,380,
217,,Surface,4,Image 1,1,381,
216,,Surface,4,Image 1,1,382,
191,,Surface,4,Image 1,1,383,
177,,Surface,4,Image 1,1,384,
182,,Surface,4,Image 1,1,385,
172,,Surface,4,Image 1,1,386,
221,,Surface,4,Image 1,1,387,
186,,Surface,4,Image 1,1,388,
229,,Surface,4,Image 1,1,389,
184,,Surface,4,Image 1,1,390,
182,,Surface,4,Image 1,1,391,
200,,Surface,4,Image 1,1,392,
186,,Surface,4,Image 1,1,393,
181,,Surface,4,Image 1,1,394,
187,,Surface,4,Image 1,1,395,
184,,Surface,4,Image 1,1,396,
213,,Surface,4,Image 1,1,397,
177,,Surface,4,Image 1,1,398,
174,,Surface,4,Image 1,1,399,
178,,Surface,4,Image 1,1,400,
206,,Surface,4,Image 1,1,401,
183,,Surface,4,Image 1,1,402,
176,,Surface,4,Image 1,1,403,
178,,Surface,4,Image 1,1,404,
201,,Surface,4,Image 1,1,405,
185,,Surface,4,Image 1,1,406,
199,,Surface,4,Image 1,1,407,
206,,Surface,4,Image 1,1,408,
174,,Surface,4,Image 1,1,409,
203,,Surface,4,Image 1,1,410,
190,,Surface,4,Image 1,1,411,
196,,Surface,4,Image 1,1,412,
204,,Surface,4,Image 1,1,413,
215,,Surface,4,Image 1,1,414,
189,,Surface,4,Image 1,1,415,
234,,Surface,4,Image 1,1,416,
194,,Surface,4,Image 1,1,417,
209,,Surface,4,Image 1,1,418,
189,,Surface,4,Image 1,1,419,
189,,Surface,4,Image 1,1,420,
198,,Surface,4,Image 1,1,421,
201,,Surface,4,Image 1,1,422,
196,,Surface,4,Image 1,1,423,
200,,Surface,4,Image 1,1,424,
202,,Surface,4,Image 1,1,425,
