
Intensity Max Ch=5 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
158,,Surface,5,Image 1,1,238,
157,,Surface,5,Image 1,1,239,
142,,Surface,5,Image 1,1,240,
127,,Surface,5,Image 1,1,241,
142,,Surface,5,Image 1,1,242,
126,,Surface,5,Image 1,1,243,
136,,Surface,5,Image 1,1,244,
141,,Surface,5,Image 1,1,245,
127,,Surface,5,Image 1,1,246,
155,,Surface,5,Image 1,1,247,
154,,Surface,5,Image 1,1,248,
145,,Surface,5,Image 1,1,249,
130,,Surface,5,Image 1,1,250,
150,,Surface,5,Image 1,1,251,
146,,Surface,5,Image 1,1,252,
147,,Surface,5,Image 1,1,253,
160,,Surface,5,Image 1,1,254,
136,,Surface,5,Image 1,1,255,
129,,Surface,5,Image 1,1,256,
130,,Surface,5,Image 1,1,257,
135,,Surface,5,Image 1,1,258,
117,,Surface,5,Image 1,1,259,
145,,Surface,5,Image 1,1,260,
147,,Surface,5,Image 1,1,261,
124,,Surface,5,Image 1,1,262,
116,,Surface,5,Image 1,1,263,
160,,Surface,5,Image 1,1,264,
135,,Surface,5,Image 1,1,265,
255,,Surface,5,Image 1,1,266,
151,,Surface,5,Image 1,1,267,
150,,Surface,5,Image 1,1,268,
160,,Surface,5,Image 1,1,269,
151,,Surface,5,Image 1,1,270,
154,,Surface,5,Image 1,1,271,
150,,Surface,5,Image 1,1,272,
146,,Surface,5,Image 1,1,273,
139,,Surface,5,Image 1,1,274,
129,,Surface,5,Image 1,1,275,
140,,Surface,5,Image 1,1,276,
154,,Surface,5,Image 1,1,277,
149,,Surface,5,Image 1,1,278,
154,,Surface,5,Image 1,1,279,
138,,Surface,5,Image 1,1,280,
132,,Surface,5,Image 1,1,281,
125,,Surface,5,Image 1,1,282,
143,,Surface,5,Image 1,1,283,
134,,Surface,5,Image 1,1,284,
137,,Surface,5,Image 1,1,285,
135,,Surface,5,Image 1,1,286,
124,,Surface,5,Image 1,1,287,
163,,Surface,5,Image 1,1,288,
137,,Surface,5,Image 1,1,289,
146,,Surface,5,Image 1,1,290,
145,,Surface,5,Image 1,1,291,
124,,Surface,5,Image 1,1,292,
141,,Surface,5,Image 1,1,293,
138,,Surface,5,Image 1,1,294,
157,,Surface,5,Image 1,1,295,
131,,Surface,5,Image 1,1,296,
138,,Surface,5,Image 1,1,297,
117,,Surface,5,Image 1,1,298,
128,,Surface,5,Image 1,1,299,
118,,Surface,5,Image 1,1,300,
142,,Surface,5,Image 1,1,301,
130,,Surface,5,Image 1,1,302,
148,,Surface,5,Image 1,1,303,
144,,Surface,5,Image 1,1,304,
154,,Surface,5,Image 1,1,305,
150,,Surface,5,Image 1,1,306,
145,,Surface,5,Image 1,1,307,
131,,Surface,5,Image 1,1,308,
151,,Surface,5,Image 1,1,309,
119,,Surface,5,Image 1,1,310,
157,,Surface,5,Image 1,1,311,
142,,Surface,5,Image 1,1,312,
165,,Surface,5,Image 1,1,313,
157,,Surface,5,Image 1,1,314,
154,,Surface,5,Image 1,1,315,
158,,Surface,5,Image 1,1,316,
144,,Surface,5,Image 1,1,317,
159,,Surface,5,Image 1,1,318,
142,,Surface,5,Image 1,1,319,
136,,Surface,5,Image 1,1,320,
125,,Surface,5,Image 1,1,321,
152,,Surface,5,Image 1,1,322,
156,,Surface,5,Image 1,1,323,
139,,Surface,5,Image 1,1,324,
143,,Surface,5,Image 1,1,325,
140,,Surface,5,Image 1,1,326,
137,,Surface,5,Image 1,1,327,
152,,Surface,5,Image 1,1,328,
166,,Surface,5,Image 1,1,329,
165,,Surface,5,Image 1,1,330,
128,,Surface,5,Image 1,1,331,
138,,Surface,5,Image 1,1,332,
135,,Surface,5,Image 1,1,333,
140,,Surface,5,Image 1,1,334,
141,,Surface,5,Image 1,1,335,
138,,Surface,5,Image 1,1,336,
157,,Surface,5,Image 1,1,337,
126,,Surface,5,Image 1,1,338,
164,,Surface,5,Image 1,1,339,
160,,Surface,5,Image 1,1,340,
134,,Surface,5,Image 1,1,341,
182,,Surface,5,Image 1,1,342,
143,,Surface,5,Image 1,1,343,
135,,Surface,5,Image 1,1,344,
150,,Surface,5,Image 1,1,345,
154,,Surface,5,Image 1,1,346,
150,,Surface,5,Image 1,1,347,
135,,Surface,5,Image 1,1,348,
128,,Surface,5,Image 1,1,349,
137,,Surface,5,Image 1,1,350,
148,,Surface,5,Image 1,1,351,
157,,Surface,5,Image 1,1,352,
160,,Surface,5,Image 1,1,353,
179,,Surface,5,Image 1,1,354,
161,,Surface,5,Image 1,1,355,
151,,Surface,5,Image 1,1,356,
152,,Surface,5,Image 1,1,357,
127,,Surface,5,Image 1,1,358,
154,,Surface,5,Image 1,1,359,
137,,Surface,5,Image 1,1,360,
154,,Surface,5,Image 1,1,361,
140,,Surface,5,Image 1,1,362,
166,,Surface,5,Image 1,1,363,
157,,Surface,5,Image 1,1,364,
140,,Surface,5,Image 1,1,365,
162,,Surface,5,Image 1,1,366,
162,,Surface,5,Image 1,1,367,
150,,Surface,5,Image 1,1,368,
185,,Surface,5,Image 1,1,369,
141,,Surface,5,Image 1,1,370,
141,,Surface,5,Image 1,1,371,
153,,Surface,5,Image 1,1,372,
163,,Surface,5,Image 1,1,373,
138,,Surface,5,Image 1,1,374,
134,,Surface,5,Image 1,1,375,
144,,Surface,5,Image 1,1,376,
154,,Surface,5,Image 1,1,377,
156,,Surface,5,Image 1,1,378,
152,,Surface,5,Image 1,1,379,
138,,Surface,5,Image 1,1,380,
161,,Surface,5,Image 1,1,381,
167,,Surface,5,Image 1,1,382,
168,,Surface,5,Image 1,1,383,
142,,Surface,5,Image 1,1,384,
143,,Surface,5,Image 1,1,385,
141,,Surface,5,Image 1,1,386,
155,,Surface,5,Image 1,1,387,
159,,Surface,5,Image 1,1,388,
153,,Surface,5,Image 1,1,389,
134,,Surface,5,Image 1,1,390,
150,,Surface,5,Image 1,1,391,
146,,Surface,5,Image 1,1,392,
144,,Surface,5,Image 1,1,393,
144,,Surface,5,Image 1,1,394,
162,,Surface,5,Image 1,1,395,
156,,Surface,5,Image 1,1,396,
149,,Surface,5,Image 1,1,397,
159,,Surface,5,Image 1,1,398,
137,,Surface,5,Image 1,1,399,
141,,Surface,5,Image 1,1,400,
162,,Surface,5,Image 1,1,401,
131,,Surface,5,Image 1,1,402,
162,,Surface,5,Image 1,1,403,
157,,Surface,5,Image 1,1,404,
160,,Surface,5,Image 1,1,405,
144,,Surface,5,Image 1,1,406,
163,,Surface,5,Image 1,1,407,
145,,Surface,5,Image 1,1,408,
148,,Surface,5,Image 1,1,409,
148,,Surface,5,Image 1,1,410,
170,,Surface,5,Image 1,1,411,
133,,Surface,5,Image 1,1,412,
152,,Surface,5,Image 1,1,413,
172,,Surface,5,Image 1,1,414,
129,,Surface,5,Image 1,1,415,
142,,Surface,5,Image 1,1,416,
139,,Surface,5,Image 1,1,417,
133,,Surface,5,Image 1,1,418,
134,,Surface,5,Image 1,1,419,
154,,Surface,5,Image 1,1,420,
146,,Surface,5,Image 1,1,421,
139,,Surface,5,Image 1,1,422,
143,,Surface,5,Image 1,1,423,
157,,Surface,5,Image 1,1,424,
138,,Surface,5,Image 1,1,425,
148,,Surface,5,Image 1,1,426,
127,,Surface,5,Image 1,1,427,
