
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
130.537,,Surface,4,Image 1,1,411,
154.713,,Surface,4,Image 1,1,412,
155.236,,Surface,4,Image 1,1,413,
148.118,,Surface,4,Image 1,1,414,
156.806,,Surface,4,Image 1,1,415,
155.351,,Surface,4,Image 1,1,416,
152.5,,Surface,4,Image 1,1,417,
153.591,,Surface,4,Image 1,1,418,
154.713,,Surface,4,Image 1,1,419,
146.677,,Surface,4,Image 1,1,420,
152.946,,Surface,4,Image 1,1,421,
153.963,,Surface,4,Image 1,1,422,
154.211,,Surface,4,Image 1,1,423,
151.803,,Surface,4,Image 1,1,424,
157.267,,Surface,4,Image 1,1,425,
151.217,,Surface,4,Image 1,1,426,
153.965,,Surface,4,Image 1,1,427,
