
Intensity Center Ch=1 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
188,,Surface,1,Image 1,1,238,
107,,Surface,1,Image 1,1,239,
58,,Surface,1,Image 1,1,240,
70,,Surface,1,Image 1,1,241,
38,,Surface,1,Image 1,1,242,
69,,Surface,1,Image 1,1,243,
53,,Surface,1,Image 1,1,244,
120,,Surface,1,Image 1,1,245,
122,,Surface,1,Image 1,1,246,
53,,Surface,1,Image 1,1,247,
41,,Surface,1,Image 1,1,248,
96,,Surface,1,Image 1,1,249,
85,,Surface,1,Image 1,1,250,
214,,Surface,1,Image 1,1,251,
129,,Surface,1,Image 1,1,252,
102,,Surface,1,Image 1,1,253,
95,,Surface,1,Image 1,1,254,
65,,Surface,1,Image 1,1,255,
23,,Surface,1,Image 1,1,256,
74,,Surface,1,Image 1,1,257,
59,,Surface,1,Image 1,1,258,
121,,Surface,1,Image 1,1,259,
57,,Surface,1,Image 1,1,260,
245,,Surface,1,Image 1,1,261,
46,,Surface,1,Image 1,1,262,
117,,Surface,1,Image 1,1,263,
99,,Surface,1,Image 1,1,264,
25,,Surface,1,Image 1,1,265,
192,,Surface,1,Image 1,1,266,
80,,Surface,1,Image 1,1,267,
31,,Surface,1,Image 1,1,268,
35,,Surface,1,Image 1,1,269,
69,,Surface,1,Image 1,1,270,
13,,Surface,1,Image 1,1,271,
245,,Surface,1,Image 1,1,272,
74,,Surface,1,Image 1,1,273,
83,,Surface,1,Image 1,1,274,
68,,Surface,1,Image 1,1,275,
89,,Surface,1,Image 1,1,276,
63,,Surface,1,Image 1,1,277,
11,,Surface,1,Image 1,1,278,
86,,Surface,1,Image 1,1,279,
60,,Surface,1,Image 1,1,280,
99,,Surface,1,Image 1,1,281,
68,,Surface,1,Image 1,1,282,
24,,Surface,1,Image 1,1,283,
133,,Surface,1,Image 1,1,284,
44,,Surface,1,Image 1,1,285,
155,,Surface,1,Image 1,1,286,
87,,Surface,1,Image 1,1,287,
36,,Surface,1,Image 1,1,288,
59,,Surface,1,Image 1,1,289,
38,,Surface,1,Image 1,1,290,
20,,Surface,1,Image 1,1,291,
188,,Surface,1,Image 1,1,292,
63,,Surface,1,Image 1,1,293,
55,,Surface,1,Image 1,1,294,
82,,Surface,1,Image 1,1,295,
99,,Surface,1,Image 1,1,296,
21,,Surface,1,Image 1,1,297,
120,,Surface,1,Image 1,1,298,
104,,Surface,1,Image 1,1,299,
99,,Surface,1,Image 1,1,300,
219,,Surface,1,Image 1,1,301,
35,,Surface,1,Image 1,1,302,
62,,Surface,1,Image 1,1,303,
47,,Surface,1,Image 1,1,304,
78,,Surface,1,Image 1,1,305,
69,,Surface,1,Image 1,1,306,
79,,Surface,1,Image 1,1,307,
52,,Surface,1,Image 1,1,308,
112,,Surface,1,Image 1,1,309,
31,,Surface,1,Image 1,1,310,
177,,Surface,1,Image 1,1,311,
102,,Surface,1,Image 1,1,312,
46,,Surface,1,Image 1,1,313,
15,,Surface,1,Image 1,1,314,
