
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
136,,Surface,4,Image 1,1,310,
98,,Surface,4,Image 1,1,311,
113,,Surface,4,Image 1,1,312,
90,,Surface,4,Image 1,1,313,
98,,Surface,4,Image 1,1,314,
101,,Surface,4,Image 1,1,315,
97,,Surface,4,Image 1,1,316,
111,,Surface,4,Image 1,1,317,
96,,Surface,4,Image 1,1,318,
113,,Surface,4,Image 1,1,319,
119,,Surface,4,Image 1,1,320,
130,,Surface,4,Image 1,1,321,
103,,Surface,4,Image 1,1,322,
99,,Surface,4,Image 1,1,323,
116,,Surface,4,Image 1,1,324,
112,,Surface,4,Image 1,1,325,
115,,Surface,4,Image 1,1,326,
118,,Surface,4,Image 1,1,327,
103,,Surface,4,Image 1,1,328,
89,,Surface,4,Image 1,1,329,
90,,Surface,4,Image 1,1,330,
127,,Surface,4,Image 1,1,331,
117,,Surface,4,Image 1,1,332,
120,,Surface,4,Image 1,1,333,
115,,Surface,4,Image 1,1,334,
114,,Surface,4,Image 1,1,335,
117,,Surface,4,Image 1,1,336,
98,,Surface,4,Image 1,1,337,
129,,Surface,4,Image 1,1,338,
91,,Surface,4,Image 1,1,339,
95,,Surface,4,Image 1,1,340,
121,,Surface,4,Image 1,1,341,
73,,Surface,4,Image 1,1,342,
112,,Surface,4,Image 1,1,343,
120,,Surface,4,Image 1,1,344,
105,,Surface,4,Image 1,1,345,
101,,Surface,4,Image 1,1,346,
105,,Surface,4,Image 1,1,347,
120,,Surface,4,Image 1,1,348,
127,,Surface,4,Image 1,1,349,
118,,Surface,4,Image 1,1,350,
107,,Surface,4,Image 1,1,351,
98,,Surface,4,Image 1,1,352,
95,,Surface,4,Image 1,1,353,
76,,Surface,4,Image 1,1,354,
94,,Surface,4,Image 1,1,355,
104,,Surface,4,Image 1,1,356,
103,,Surface,4,Image 1,1,357,
128,,Surface,4,Image 1,1,358,
101,,Surface,4,Image 1,1,359,
118,,Surface,4,Image 1,1,360,
101,,Surface,4,Image 1,1,361,
115,,Surface,4,Image 1,1,362,
89,,Surface,4,Image 1,1,363,
98,,Surface,4,Image 1,1,364,
115,,Surface,4,Image 1,1,365,
93,,Surface,4,Image 1,1,366,
93,,Surface,4,Image 1,1,367,
105,,Surface,4,Image 1,1,368,
70,,Surface,4,Image 1,1,369,
114,,Surface,4,Image 1,1,370,
114,,Surface,4,Image 1,1,371,
102,,Surface,4,Image 1,1,372,
92,,Surface,4,Image 1,1,373,
117,,Surface,4,Image 1,1,374,
121,,Surface,4,Image 1,1,375,
111,,Surface,4,Image 1,1,376,
101,,Surface,4,Image 1,1,377,
99,,Surface,4,Image 1,1,378,
103,,Surface,4,Image 1,1,379,
117,,Surface,4,Image 1,1,380,
94,,Surface,4,Image 1,1,381,
88,,Surface,4,Image 1,1,382,
87,,Surface,4,Image 1,1,383,
113,,Surface,4,Image 1,1,384,
112,,Surface,4,Image 1,1,385,
114,,Surface,4,Image 1,1,386,
100,,Surface,4,Image 1,1,387,
96,,Surface,4,Image 1,1,388,
102,,Surface,4,Image 1,1,389,
121,,Surface,4,Image 1,1,390,
105,,Surface,4,Image 1,1,391,
109,,Surface,4,Image 1,1,392,
111,,Surface,4,Image 1,1,393,
111,,Surface,4,Image 1,1,394,
93,,Surface,4,Image 1,1,395,
99,,Surface,4,Image 1,1,396,
106,,Surface,4,Image 1,1,397,
96,,Surface,4,Image 1,1,398,
118,,Surface,4,Image 1,1,399,
114,,Surface,4,Image 1,1,400,
93,,Surface,4,Image 1,1,401,
124,,Surface,4,Image 1,1,402,
93,,Surface,4,Image 1,1,403,
98,,Surface,4,Image 1,1,404,
95,,Surface,4,Image 1,1,405,
111,,Surface,4,Image 1,1,406,
92,,Surface,4,Image 1,1,407,
110,,Surface,4,Image 1,1,408,
107,,Surface,4,Image 1,1,409,
107,,Surface,4,Image 1,1,410,
85,,Surface,4,Image 1,1,411,
122,,Surface,4,Image 1,1,412,
103,,Surface,4,Image 1,1,413,
83,,Surface,4,Image 1,1,414,
126,,Surface,4,Image 1,1,415,
113,,Surface,4,Image 1,1,416,
116,,Surface,4,Image 1,1,417,
122,,Surface,4,Image 1,1,418,
121,,Surface,4,Image 1,1,419,
101,,Surface,4,Image 1,1,420,
109,,Surface,4,Image 1,1,421,
116,,Surface,4,Image 1,1,422,
112,,Surface,4,Image 1,1,423,
98,,Surface,4,Image 1,1,424,
117,,Surface,4,Image 1,1,425,
107,,Surface,4,Image 1,1,426,
128,,Surface,4,Image 1,1,427,
