
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
11.9056,,Surface,2,Image 1,1,238,
12.8571,,Surface,2,Image 1,1,239,
27.6401,,Surface,2,Image 1,1,240,
12.9773,,Surface,2,Image 1,1,241,
12.8864,,Surface,2,Image 1,1,242,
26.8259,,Surface,2,Image 1,1,243,
27.3045,,Surface,2,Image 1,1,244,
22.1996,,Surface,2,Image 1,1,245,
11.0864,,Surface,2,Image 1,1,246,
33.5455,,Surface,2,Image 1,1,247,
17.2005,,Surface,2,Image 1,1,248,
16.6318,,Surface,2,Image 1,1,249,
23.7679,,Surface,2,Image 1,1,250,
22.2819,,Surface,2,Image 1,1,251,
17.7327,,Surface,2,Image 1,1,252,
20.01,,Surface,2,Image 1,1,253,
18.9669,,Surface,2,Image 1,1,254,
20.3605,,Surface,2,Image 1,1,255,
15.25,,Surface,2,Image 1,1,256,
13.8152,,Surface,2,Image 1,1,257,
13.5061,,Surface,2,Image 1,1,258,
11.0682,,Surface,2,Image 1,1,259,
14.6439,,Surface,2,Image 1,1,260,
18.4951,,Surface,2,Image 1,1,261,
11.3154,,Surface,2,Image 1,1,262,
13.59,,Surface,2,Image 1,1,263,
17.8144,,Surface,2,Image 1,1,264,
12.6939,,Surface,2,Image 1,1,265,
18.9583,,Surface,2,Image 1,1,266,
14.45,,Surface,2,Image 1,1,267,
10.4613,,Surface,2,Image 1,1,268,
22.9683,,Surface,2,Image 1,1,269,
10.6704,,Surface,2,Image 1,1,270,
34.2901,,Surface,2,Image 1,1,271,
17.7311,,Surface,2,Image 1,1,272,
21.1364,,Surface,2,Image 1,1,273,
19.582,,Surface,2,Image 1,1,274,
46.0682,,Surface,2,Image 1,1,275,
18.502,,Surface,2,Image 1,1,276,
24.6686,,Surface,2,Image 1,1,277,
23.275,,Surface,2,Image 1,1,278,
26.8438,,Surface,2,Image 1,1,279,
16.9744,,Surface,2,Image 1,1,280,
20.5743,,Surface,2,Image 1,1,281,
13.6955,,Surface,2,Image 1,1,282,
27.0425,,Surface,2,Image 1,1,283,
20.8445,,Surface,2,Image 1,1,284,
20.3406,,Surface,2,Image 1,1,285,
17.8221,,Surface,2,Image 1,1,286,
26.8906,,Surface,2,Image 1,1,287,
15.5224,,Surface,2,Image 1,1,288,
13.6628,,Surface,2,Image 1,1,289,
18.5134,,Surface,2,Image 1,1,290,
34.575,,Surface,2,Image 1,1,291,
16.9167,,Surface,2,Image 1,1,292,
42.6382,,Surface,2,Image 1,1,293,
64.3377,,Surface,2,Image 1,1,294,
21.0368,,Surface,2,Image 1,1,295,
17.4286,,Surface,2,Image 1,1,296,
23.746,,Surface,2,Image 1,1,297,
9.83696,,Surface,2,Image 1,1,298,
15.1829,,Surface,2,Image 1,1,299,
12.9804,,Surface,2,Image 1,1,300,
20.472,,Surface,2,Image 1,1,301,
24.625,,Surface,2,Image 1,1,302,
17.4052,,Surface,2,Image 1,1,303,
23.365,,Surface,2,Image 1,1,304,
32.2621,,Surface,2,Image 1,1,305,
15.9706,,Surface,2,Image 1,1,306,
26.75,,Surface,2,Image 1,1,307,
23.4483,,Surface,2,Image 1,1,308,
26.2266,,Surface,2,Image 1,1,309,
23.3864,,Surface,2,Image 1,1,310,
30.3489,,Surface,2,Image 1,1,311,
44.8164,,Surface,2,Image 1,1,312,
15.9,,Surface,2,Image 1,1,313,
28.7754,,Surface,2,Image 1,1,314,
21.4402,,Surface,2,Image 1,1,315,
29.7881,,Surface,2,Image 1,1,316,
28.7857,,Surface,2,Image 1,1,317,
26.449,,Surface,2,Image 1,1,318,
54.2602,,Surface,2,Image 1,1,319,
15.9286,,Surface,2,Image 1,1,320,
18.2069,,Surface,2,Image 1,1,321,
22.5592,,Surface,2,Image 1,1,322,
24.6538,,Surface,2,Image 1,1,323,
24.0361,,Surface,2,Image 1,1,324,
24.8707,,Surface,2,Image 1,1,325,
54.8333,,Surface,2,Image 1,1,326,
35.2908,,Surface,2,Image 1,1,327,
18.2226,,Surface,2,Image 1,1,328,
37.5317,,Surface,2,Image 1,1,329,
27.1089,,Surface,2,Image 1,1,330,
33.3438,,Surface,2,Image 1,1,331,
65.1765,,Surface,2,Image 1,1,332,
16.0726,,Surface,2,Image 1,1,333,
13.5952,,Surface,2,Image 1,1,334,
13.6532,,Surface,2,Image 1,1,335,
29.5779,,Surface,2,Image 1,1,336,
27.6642,,Surface,2,Image 1,1,337,
9.97115,,Surface,2,Image 1,1,338,
23.436,,Surface,2,Image 1,1,339,
22.0487,,Surface,2,Image 1,1,340,
18.069,,Surface,2,Image 1,1,341,
35.6726,,Surface,2,Image 1,1,342,
15.0647,,Surface,2,Image 1,1,343,
17.1558,,Surface,2,Image 1,1,344,
16.2273,,Surface,2,Image 1,1,345,
20.4746,,Surface,2,Image 1,1,346,
16.2292,,Surface,2,Image 1,1,347,
22.6053,,Surface,2,Image 1,1,348,
31.1364,,Surface,2,Image 1,1,349,
22.3438,,Surface,2,Image 1,1,350,
22.2167,,Surface,2,Image 1,1,351,
45.1453,,Surface,2,Image 1,1,352,
31.8452,,Surface,2,Image 1,1,353,
30.6265,,Surface,2,Image 1,1,354,
23.8783,,Surface,2,Image 1,1,355,
18.3786,,Surface,2,Image 1,1,356,
18.9415,,Surface,2,Image 1,1,357,
13.3667,,Surface,2,Image 1,1,358,
22.0805,,Surface,2,Image 1,1,359,
17.2437,,Surface,2,Image 1,1,360,
22.125,,Surface,2,Image 1,1,361,
30.1447,,Surface,2,Image 1,1,362,
26.9018,,Surface,2,Image 1,1,363,
41.5431,,Surface,2,Image 1,1,364,
16.7794,,Surface,2,Image 1,1,365,
29.3679,,Surface,2,Image 1,1,366,
23.1164,,Surface,2,Image 1,1,367,
15.6633,,Surface,2,Image 1,1,368,
46.0054,,Surface,2,Image 1,1,369,
31.7913,,Surface,2,Image 1,1,370,
14.66,,Surface,2,Image 1,1,371,
22.8011,,Surface,2,Image 1,1,372,
24.5916,,Surface,2,Image 1,1,373,
23.8373,,Surface,2,Image 1,1,374,
