
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,3,Image 1,1,411,
2,,Surface,3,Image 1,1,412,
1,,Surface,3,Image 1,1,413,
0,,Surface,3,Image 1,1,414,
2,,Surface,3,Image 1,1,415,
0,,Surface,3,Image 1,1,416,
1,,Surface,3,Image 1,1,417,
0,,Surface,3,Image 1,1,418,
1,,Surface,3,Image 1,1,419,
0,,Surface,3,Image 1,1,420,
0,,Surface,3,Image 1,1,421,
1,,Surface,3,Image 1,1,422,
0,,Surface,3,Image 1,1,423,
0,,Surface,3,Image 1,1,424,
0,,Surface,3,Image 1,1,425,
1,,Surface,3,Image 1,1,426,
0,,Surface,3,Image 1,1,427,
