
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
139,,Surface,4,Image 1,1,238,
147.99,,Surface,4,Image 1,1,239,
161.488,,Surface,4,Image 1,1,240,
165.97,,Surface,4,Image 1,1,241,
151.01,,Surface,4,Image 1,1,242,
158.024,,Surface,4,Image 1,1,243,
165.04,,Surface,4,Image 1,1,244,
165,,Surface,4,Image 1,1,245,
166.99,,Surface,4,Image 1,1,246,
159.992,,Surface,4,Image 1,1,247,
159.504,,Surface,4,Image 1,1,248,
159.984,,Surface,4,Image 1,1,249,
157.964,,Surface,4,Image 1,1,250,
159.04,,Surface,4,Image 1,1,251,
150.984,,Surface,4,Image 1,1,252,
147,,Surface,4,Image 1,1,253,
143.984,,Surface,4,Image 1,1,254,
154.976,,Surface,4,Image 1,1,255,
161.979,,Surface,4,Image 1,1,256,
159.504,,Surface,4,Image 1,1,257,
155.05,,Surface,4,Image 1,1,258,
166.525,,Surface,4,Image 1,1,259,
159,,Surface,4,Image 1,1,260,
158.54,,Surface,4,Image 1,1,261,
167.984,,Surface,4,Image 1,1,262,
163.05,,Surface,4,Image 1,1,263,
156.544,,Surface,4,Image 1,1,264,
152,,Surface,4,Image 1,1,265,
149.024,,Surface,4,Image 1,1,266,
154.992,,Surface,4,Image 1,1,267,
158.002,,Surface,4,Image 1,1,268,
154.04,,Surface,4,Image 1,1,269,
158.004,,Surface,4,Image 1,1,270,
153.966,,Surface,4,Image 1,1,271,
157.509,,Surface,4,Image 1,1,272,
154.012,,Surface,4,Image 1,1,273,
160,,Surface,4,Image 1,1,274,
154.042,,Surface,4,Image 1,1,275,
157.04,,Surface,4,Image 1,1,276,
140.48,,Surface,4,Image 1,1,277,
151.984,,Surface,4,Image 1,1,278,
151.496,,Surface,4,Image 1,1,279,
156,,Surface,4,Image 1,1,280,
156.946,,Surface,4,Image 1,1,281,
159.038,,Surface,4,Image 1,1,282,
148.008,,Surface,4,Image 1,1,283,
155.024,,Surface,4,Image 1,1,284,
154.954,,Surface,4,Image 1,1,285,
156.02,,Surface,4,Image 1,1,286,
154.976,,Surface,4,Image 1,1,287,
154.984,,Surface,4,Image 1,1,288,
151.508,,Surface,4,Image 1,1,289,
149.042,,Surface,4,Image 1,1,290,
146.5,,Surface,4,Image 1,1,291,
156.986,,Surface,4,Image 1,1,292,
156.992,,Surface,4,Image 1,1,293,
152.99,,Surface,4,Image 1,1,294,
145.004,,Surface,4,Image 1,1,295,
153.496,,Surface,4,Image 1,1,296,
155.024,,Surface,4,Image 1,1,297,
163,,Surface,4,Image 1,1,298,
160.986,,Surface,4,Image 1,1,299,
159.956,,Surface,4,Image 1,1,300,
159.048,,Surface,4,Image 1,1,301,
162.496,,Surface,4,Image 1,1,302,
155.048,,Surface,4,Image 1,1,303,
149.025,,Surface,4,Image 1,1,304,
138.976,,Surface,4,Image 1,1,305,
149.024,,Surface,4,Image 1,1,306,
147.016,,Surface,4,Image 1,1,307,
156.992,,Surface,4,Image 1,1,308,
157.984,,Surface,4,Image 1,1,309,
158.996,,Surface,4,Image 1,1,310,
156.968,,Surface,4,Image 1,1,311,
151.986,,Surface,4,Image 1,1,312,
146.476,,Surface,4,Image 1,1,313,
140.984,,Surface,4,Image 1,1,314,
145.992,,Surface,4,Image 1,1,315,
142.992,,Surface,4,Image 1,1,316,
144.52,,Surface,4,Image 1,1,317,
154.07,,Surface,4,Image 1,1,318,
153.04,,Surface,4,Image 1,1,319,
159.992,,Surface,4,Image 1,1,320,
151.504,,Surface,4,Image 1,1,321,
150.022,,Surface,4,Image 1,1,322,
141.032,,Surface,4,Image 1,1,323,
151.015,,Surface,4,Image 1,1,324,
154.52,,Surface,4,Image 1,1,325,
147.5,,Surface,4,Image 1,1,326,
154.952,,Surface,4,Image 1,1,327,
151.028,,Surface,4,Image 1,1,328,
147.96,,Surface,4,Image 1,1,329,
150.984,,Surface,4,Image 1,1,330,
156,,Surface,4,Image 1,1,331,
147.508,,Surface,4,Image 1,1,332,
156.972,,Surface,4,Image 1,1,333,
158,,Surface,4,Image 1,1,334,
160.032,,Surface,4,Image 1,1,335,
153.96,,Surface,4,Image 1,1,336,
147.502,,Surface,4,Image 1,1,337,
155.992,,Surface,4,Image 1,1,338,
153.06,,Surface,4,Image 1,1,339,
150.52,,Surface,4,Image 1,1,340,
157.488,,Surface,4,Image 1,1,341,
135.524,,Surface,4,Image 1,1,342,
158.022,,Surface,4,Image 1,1,343,
154.01,,Surface,4,Image 1,1,344,
149.496,,Surface,4,Image 1,1,345,
142.984,,Surface,4,Image 1,1,346,
151.476,,Surface,4,Image 1,1,347,
156.016,,Surface,4,Image 1,1,348,
150.04,,Surface,4,Image 1,1,349,
157.472,,Surface,4,Image 1,1,350,
140.048,,Surface,4,Image 1,1,351,
148.496,,Surface,4,Image 1,1,352,
145.952,,Surface,4,Image 1,1,353,
137.972,,Surface,4,Image 1,1,354,
152.008,,Surface,4,Image 1,1,355,
147.496,,Surface,4,Image 1,1,356,
152.492,,Surface,4,Image 1,1,357,
151.992,,Surface,4,Image 1,1,358,
150,,Surface,4,Image 1,1,359,
151.006,,Surface,4,Image 1,1,360,
148.014,,Surface,4,Image 1,1,361,
152.004,,Surface,4,Image 1,1,362,
148.06,,Surface,4,Image 1,1,363,
146.96,,Surface,4,Image 1,1,364,
158.022,,Surface,4,Image 1,1,365,
150.02,,Surface,4,Image 1,1,366,
145.988,,Surface,4,Image 1,1,367,
153.986,,Surface,4,Image 1,1,368,
146.556,,Surface,4,Image 1,1,369,
154.024,,Surface,4,Image 1,1,370,
155.008,,Surface,4,Image 1,1,371,
142.984,,Surface,4,Image 1,1,372,
155.072,,Surface,4,Image 1,1,373,
159.024,,Surface,4,Image 1,1,374,
153.012,,Surface,4,Image 1,1,375,
157.976,,Surface,4,Image 1,1,376,
144.056,,Surface,4,Image 1,1,377,
144.502,,Surface,4,Image 1,1,378,
142.02,,Surface,4,Image 1,1,379,
159.008,,Surface,4,Image 1,1,380,
147.932,,Surface,4,Image 1,1,381,
154.962,,Surface,4,Image 1,1,382,
150.078,,Surface,4,Image 1,1,383,
147,,Surface,4,Image 1,1,384,
146.492,,Surface,4,Image 1,1,385,
151.01,,Surface,4,Image 1,1,386,
