
Center of Image Mass Ch=4 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,ID,
102906,35432,0.5,um,Surface,4,Center of Image Mass,Image 1,1,238,
102896,35444.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,239,
103004,35346.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,240,
102958,35385.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,241,
102890,35458,0.5,um,Surface,4,Center of Image Mass,Image 1,1,242,
103051,35306.4,0.5,um,Surface,4,Center of Image Mass,Image 1,1,243,
102963,35413.4,0.5,um,Surface,4,Center of Image Mass,Image 1,1,244,
102979,35414.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,245,
102972,35423.2,0.5,um,Surface,4,Center of Image Mass,Image 1,1,246,
103012,35401.6,0.5,um,Surface,4,Center of Image Mass,Image 1,1,247,
102846,35585,0.5,um,Surface,4,Center of Image Mass,Image 1,1,248,
102866,35584,0.5,um,Surface,4,Center of Image Mass,Image 1,1,249,
102888,35564.3,0.5,um,Surface,4,Center of Image Mass,Image 1,1,250,
102898,35566.8,0.5,um,Surface,4,Center of Image Mass,Image 1,1,251,
102962,35512.1,0.5,um,Surface,4,Center of Image Mass,Image 1,1,252,
102966,35521.4,0.5,um,Surface,4,Center of Image Mass,Image 1,1,253,
102961,35529.8,0.5,um,Surface,4,Center of Image Mass,Image 1,1,254,
102913,35600.1,0.5,um,Surface,4,Center of Image Mass,Image 1,1,255,
102897,35430.6,0.5,um,Surface,4,Center of Image Mass,Image 1,1,256,
102836,35494.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,257,
102879,35421.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,258,
102977,35300.7,0.5,um,Surface,4,Center of Image Mass,Image 1,1,259,
103049,35213.6,0.5,um,Surface,4,Center of Image Mass,Image 1,1,260,
103009,35257,0.5,um,Surface,4,Center of Image Mass,Image 1,1,261,
102966,35279.6,0.5,um,Surface,4,Center of Image Mass,Image 1,1,262,
102971,35230,0.5,um,Surface,4,Center of Image Mass,Image 1,1,263,
103039,35163.3,0.5,um,Surface,4,Center of Image Mass,Image 1,1,264,
103060,35159.9,0.5,um,Surface,4,Center of Image Mass,Image 1,1,265,
