
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,ID,
0.559017,um,Surface,1,401,
0.559017,um,Surface,1,402,
0.559017,um,Surface,1,403,
0.559017,um,Surface,1,404,
0.559017,um,Surface,1,405,
0.559017,um,Surface,1,406,
0.559017,um,Surface,1,407,
0.559017,um,Surface,1,408,
0.559017,um,Surface,1,409,
0.559017,um,Surface,1,410,
0.559017,um,Surface,1,411,
0.559017,um,Surface,1,412,
0.559017,um,Surface,1,413,
0.559017,um,Surface,1,414,
0.559017,um,Surface,1,415,
0.559017,um,Surface,1,416,
0.559017,um,Surface,1,417,
0.559017,um,Surface,1,418,
0.559017,um,Surface,1,419,
0.559017,um,Surface,1,420,
0.559017,um,Surface,1,421,
0.559017,um,Surface,1,422,
0.559017,um,Surface,1,423,
0.559017,um,Surface,1,424,
0.559017,um,Surface,1,425,
0.559017,um,Surface,1,426,
0.559017,um,Surface,1,427,
